Time	Catalyst	Input
0	0	0.3
432	3.76768871251134	0.604784631361883
864	3.9516636024088	0.0561340537427363
1296	3.95963195071342	0.00377294573864704
1728	3.95998428570718	0.000218162367502667
2160	3.95999919242917	1.25733745063071E-05
2592	3.95999996273874	7.04773124645843E-07
3024	3.95999997916329	1.57020430703888E-07
3456	3.96000000379886	-1.91749004615582E-08
3888	3.96000001026036	-5.89946711826599E-08
4320	3.96000000134143	-7.72538717567008E-09
4752	3.96000001452212	-8.37870946187842E-08
5184	3.9600000068375	-3.94502173184366E-08
5616	3.96000001050358	-6.06024528966033E-08
6048	3.96000002204995	-1.27221496225434E-07
6480	3.96000000539605	-3.11335775825402E-08
6912	3.95999997440608	1.47669053070378E-07
7344	3.95999999686739	1.807418628349E-08
7776	3.9599999986374	7.86174192889768E-09
8208	3.96000002184105	-1.26016146844249E-07
8640	3.96000001869196	-1.07846894689916E-07
9072	3.96000004405098	-2.54160629849925E-07
9504	3.96000000806811	-4.65505113754206E-08
9936	3.9600000123164	-7.106185639912E-08
10368	3.96000000356053	-2.054318454245E-08
10800	3.96000002352133	-1.35710863761691E-07
11232	3.95999998916912	6.24908022812545E-08
11664	3.9600000203959	-1.1767809408743E-07
12096	3.96000000610007	-3.51955656523345E-08
12528	3.95999998846784	6.65370216315345E-08
12960	3.9600000164079	-9.46685946690272E-08
13392	3.96000000029247	-1.68749715671948E-09
13824	3.95999999774658	1.30015356640792E-08
14256	3.96000000051269	-2.95807438546759E-09
14688	3.96000002278399	-1.31456651530882E-07
15120	3.96000000930373	-5.36797034389956E-08
15552	3.96000000205908	-1.18802724792361E-08
15984	3.95999999026362	5.61759108228359E-08
16416	3.96000000574933	-3.31718973380159E-08
16848	3.96000000242894	-1.40142642392394E-08
17280	3.96000000548164	-3.16274029291971E-08
17712	3.95999999381238	3.5700641815485E-08
18144	3.96000000768482	-4.43390590408028E-08
18576	3.95999999821071	1.03236180309408E-08
19008	3.95999998348496	9.52867036871298E-08
19440	3.96000000995527	-5.74389117453138E-08
19872	3.96000000796972	-4.59828558989089E-08
20304	3.95999998577975	8.20464398794271E-08
20736	3.96000000479396	-2.76597088971478E-08
21168	3.96000000090116	-5.1994504874981E-09
21600	3.96000000585709	-3.3793643179596E-08
22032	3.95999996933452	1.76930365443903E-07
22464	3.95999999096087	5.21529680333781E-08
22896	3.96000000173075	-9.9859073610373E-09
23328	3.95999998708213	7.45321017733133E-08
23760	3.96000000289312	-1.66924368418208E-08
24192	3.96000001698062	-9.79730188920665E-08
24624	3.95999999277024	4.17134756036013E-08
25056	3.959999993474	3.76529668992892E-08
25488	3.95999999562386	2.52489590672385E-08
25920	3.96000001978581	-1.14158074525312E-07
26352	3.9599999944045	3.22843090763224E-08
26784	3.959999976018	1.38368753362862E-07
27216	3.96000000308401	-1.77938316890511E-08
27648	3.95999998854713	6.60795354237899E-08
28080	3.95999999834502	9.54870955678377E-09
28512	3.96000001383961	-7.98503468063121E-08
28944	3.95999998801648	6.91412010476627E-08
29376	3.96000000863416	-4.98164988670359E-08
29808	3.95999999356035	3.7154792383006E-08
30240	3.96000000331169	-1.91075006018238E-08
30672	3.95999998720423	7.38276010680749E-08
31104	3.96000002699126	-1.55731302770417E-07
31536	3.96000001251213	-7.21912075098939E-08
31968	3.96000001410974	-8.14089139887107E-08
32400	3.95999997421801	1.48754128524456E-07
32832	3.95999998683348	7.59667369388363E-08
33264	3.95999999676418	1.86696423012992E-08
33696	3.96000000953107	-5.49913557522683E-08
34128	3.96000001278321	-7.3755245099438E-08
34560	3.95999995631306	2.52060196357398E-07
34992	3.96000001667442	-9.62063332796237E-08
35424	3.95999998898152	6.35732092329224E-08
35856	3.96000001287941	-7.43102824379572E-08
36288	3.95999999763331	1.36550096025081E-08
36720	3.95999998847242	6.6510554894433E-08
37152	3.96000001752918	-1.01138002524845E-07
37584	3.96000000274865	-1.58589005233657E-08
38016	3.96000000285646	-1.6480908120379E-08
38448	3.95999999313876	3.95871913681305E-08
38880	3.960000027997	-1.61534129480076E-07
39312	3.95999999046752	5.49994480572106E-08
39744	3.96000000244527	-1.41085169021959E-08
40176	3.9600000068075	-3.92772449222818E-08
40608	3.95999997239683	1.59261755250571E-07
41040	3.95999998994802	5.79967697525976E-08
41472	3.96000002618237	-1.51064287449404E-07
41904	3.95999996908637	1.78362135070094E-07
42336	3.96000001264262	-7.29440878977277E-08
42768	3.95999997427872	1.48403852602651E-07
43200	3.96000001110515	-6.40733368146834E-08
