Time	sp_0	sp_1	sp_6	sp_4	sp_2
0	13	10	0	0	10
35	12.939052205357	8.22410173119966	0.0609477946429647	0.869768638038823	8.22189947471568
70	12.6888191392741	7.05553036621736	0.311180860725943	2.10834351162714	7.03253829113317
105	12.2959961046989	6.23090060147506	0.704003895301114	3.12933666389013	6.15179286530293
140	11.8329548291038	5.63884560664924	1.16704517089623	3.91925581748729	5.46320832280617
175	11.3497117971083	5.21609313427778	1.6502882028917	4.55330513933418	4.90626812900499
210	10.8714249124556	4.91592194716301	2.1285750875444	5.0646755417833	4.44086885633624
245	10.4134975050642	4.70793207956881	2.58650249493581	5.50243576286541	4.04401392267202
280	9.98052483580492	4.5666423896837	3.01947516419508	5.87491254373684	3.6977615707991
315	9.57539605279868	4.47525528914149	3.42460394720132	6.20523976815183	3.39178296650191
350	9.19734797888057	4.41976881206326	3.80265202111943	6.49754223398675	3.1176633415715
385	8.84562706097136	4.39079191034891	4.15437293902864	6.76373106075841	2.87039105033065
420	8.51817615744364	4.38043652955114	4.48182384255636	7.00473091291102	2.64554491508164
455	8.21320257169892	4.38324734512017	4.78679742830108	7.2245478529739	2.44018660089012
490	7.92890496795579	4.39517578583759	5.0710950320442	7.4259172415987	2.25203262228571
525	7.66357744337852	4.41326109900269	5.33642255662148	7.61084570892141	2.07926700055505
560	7.41568707059132	4.43541928092317	5.58431292940868	7.78145176177221	1.92045731133799
595	7.18388918807814	4.4602572398597	5.81611081192186	7.94021512747288	1.77447219190496
630	6.96664385353986	4.48629499550268	6.03335614646014	8.08457591381963	1.63986825416025
665	6.76308923016666	4.51326648146735	6.23691076983334	8.21993221257686	1.51613090988759
700	6.57201409416141	4.54036492772731	6.42798590583859	8.34452746021573	1.4021451576079
735	6.39250226356414	4.56729171569207	6.60749773643586	8.45959841242717	1.29717924069673
770	6.22370099998356	4.59380982943048	6.77629900001643	8.56579817831413	1.20051657135661
805	6.06484594575199	4.61978426292866	6.93515405424801	8.66389895555739	1.1115147651502
840	5.91522485670409	4.64510565333535	7.08477514329591	8.75435438142324	1.02955450584345
875	5.77424460347677	4.66981679425496	7.22575539652323	8.83860179692324	0.95416284131163
910	5.64128362984186	4.69382371054866	7.35871637015814	8.91655729333088	0.884764104687905
945	5.5157524928721	4.7170061187374	7.4842475071279	8.9876991463376	0.820781928356425
980	5.39726527195154	4.73959651171797	7.60273472804846	9.05460057305034	0.761982258904973
1015	5.28527932545014	4.76141648503955	7.71472067454985	9.11598765961893	0.707790980022499
1050	5.17940656925593	4.78254910701591	7.82059343074407	9.17290332837931	0.657895086462465
1085	5.07925292521151	4.80299722444308	7.92074707478848	9.22560776837205	0.611936893507462
1120	4.98444934713636	4.82275507275341	8.01555065286364	9.27424334801085	0.569576994159684
1155	4.89466697283305	4.84186248060661	8.10533302716694	9.31934015272183	0.5305370166312
1190	4.8096000816069	4.8603560232938	8.1903999183931	9.36136994905564	0.494558825935972
