Time	sp_0	sp_1	sp_6	sp_4	sp_2
0	13	10	0	0	10
35	12.9389941049435	8.22398178876136	0.0610058950565107	0.869336508597779	8.22178724419415
70	12.6886525446978	7.05530330664935	0.311347455302161	2.10822303131402	7.03232654273734
105	12.2955368578046	6.23049671171348	0.704463142195428	3.12945411682257	6.15140942646202
140	11.8325549290154	5.63926648457914	1.16744507098458	3.92479498558573	5.46358370337452
175	11.3484451057807	5.21620920761489	1.6515548942193	4.55260067879431	4.9063098830558
210	10.8704243620617	4.91665283558576	2.12957563793829	5.06648170383885	4.44143465653755
245	10.4121999114233	4.70833199448766	2.58780008857664	5.50077500499448	4.0442577688467
280	9.97964493383036	4.56740038648372	3.02035506616964	5.87503066246703	3.6982772331668
315	9.57466564849469	4.47580517688184	3.42533435150531	6.20442318567667	3.39207202406113
350	9.19691660200823	4.42046528581186	3.80308339799176	6.49947247167617	3.1180769103889
385	8.84508455975386	4.39134795966748	4.15491544024613	6.76518981390921	2.87067801749384
420	8.51757544238989	4.38099372711074	4.48242455761011	7.00562296860092	2.64583500535987
455	8.21263588968773	4.38376706798267	4.78736411031227	7.22475312074497	2.4404327709215
490	7.92845384223684	4.39570492465656	5.07154615776315	7.42602398541629	2.25227472652637
525	7.66328838237959	4.41388921484807	5.33671161762041	7.61140140618592	2.07957113102697
560	7.41554420950022	4.43615348984906	5.58445579049978	7.78230094725986	1.92082169155377
595	7.18377826285337	4.46090373559449	5.81622173714663	7.93998918327422	1.77474730956122
630	6.96671568369429	4.48708410674931	6.03328431630571	8.08557323467164	1.64027761251338
665	6.76328310159853	4.51414131869444	6.23671689840146	8.21998105597202	1.51653453590654
700	6.57231720540786	4.54123819386157	6.42768279459214	8.34422066538025	1.40254019583995
735	6.39296507725099	4.56823327094893	6.60703492274901	8.45901829325094	1.29760772295518
770	6.22427233776008	4.59467949319844	6.77572766223992	8.56519467993008	1.20094025973021
805	6.06552190485701	4.620572603566	6.93447809514298	8.66335779757065	1.1119461436714
840	5.91598802014916	4.64577983527413	7.08401197985084	8.75413773240338	1.03000694849275
875	5.77502299881043	4.67029325381302	7.22497700118956	8.83809608340198	0.95456794870642
910	5.64208668979504	4.69411455851907	7.35791331020495	8.91572265847382	0.885144575167089
945	5.51658914596101	4.71722963067153	7.48341085403899	8.98754121797944	0.821220059804258
980	5.39821327687678	4.73967452004104	7.60178672312321	9.0538681289851	0.762485932819709
1015	5.28634322284357	4.7614306012865	7.71365677715643	9.11524685792013	0.708405603318486
1050	5.18049938756922	4.78249910258075	7.81950061243078	9.17211418724604	0.65854942846599
1085	5.08053545928496	4.80290842282688	7.91946454071503	9.22463672192393	0.61275880948133
1120	4.98587204176417	4.82265165409508	8.01412795823582	9.27333214735243	0.570522941108896
1155	4.89616233118532	4.84174106871709	8.10383766881468	9.31851619846382	0.531537602166362
1190	4.81125482566024	4.86020532565291	8.18874517433975	9.3603177676648	0.495694497417393
1225	4.73069052488922	4.87804728349243	8.26930947511077	9.39915992663027	0.462576850720535
1260	4.65423676121561	4.89528289308154	8.34576323878438	9.43524698522306	0.431985571922048
1295	4.58175150086443	4.91193127539238	8.41824849913557	9.46869486655113	0.403805449588002
1330	4.51287552344204	4.92800395480082	8.48712447655795	9.49983129553514	0.377720273108483
1365	4.44745037306016	4.94351684316976	8.55254962693984	9.52878602898835	0.353608373630957
1400	4.38531556217664	4.95848582606527	8.61468443782336	9.55569084206654	0.331346053564382
1435	4.32619967401339	4.97292535323503	8.6738003259866	9.58078771235682	0.310698845259958
1470	4.26999359396484	4.98684988220825	8.73000640603516	9.60415290199201	0.291598917201344
1505	4.21652995375501	5.00027418285424	8.78347004624498	9.62592282591125	0.273917941037639
1540	4.16560004026532	5.0132132467219	8.83439995973468	9.64627659178526	0.257484651516485
1575	4.1171324214268	5.02568095913403	8.8828675785732	9.66525026319019	0.24226855287343
1610	4.07096033495418	5.03769203229641	8.92903966504582	9.68297944005074	0.228141681801635
1645	4.02692126103308	5.0492611416161	8.97307873896692	9.69959529263565	0.214980412582354
1680	3.98497479301481	5.06040168146828	9.01502520698519	9.715105806154	0.202780565937291
1715	3.94495729046272	5.07112836070398	9.05504270953728	9.72964285938196	0.191417948375358
1750	3.90675087713056	5.08145531042763	9.09324912286944	9.74329278603023	0.180812463491348
1785	3.87031507445353	5.09139499590184	9.12968492554647	9.75606846042004	0.170954968987737
