Time	sp_11	sp_41	sp_65	SpeciesR	SpeciesL_1	SpeciesR_1	sp_24	sp_51
0	0	0	0	10	100	100	0	0
10	0.0023640247549091	2.77428683981923E-13	2.68554017558819E-34	9.15080557977713	91.5261339855801	91.5261442340447	1.07923734092903E-05	5.32571637154135E-16
20	0.00678218753054547	4.22906662933913E-11	1.67843710684511E-28	8.9102089314013	89.1602634114383	89.1603889588664	0.000122565757963685	3.20056199995831E-13
30	0.0115076146290018	5.78670779963293E-10	1.60696156718132E-25	8.83925330754721	88.4996142941045	88.5000690935285	0.00041793953285545	8.42462467489674E-12
40	0.0162570132247767	3.09509453420403E-09	1.4455071931061E-23	8.81557484021041	88.3147964492752	88.3158389414955	0.000937897128418141	7.15470457666832E-11
50	0.0209905433097621	1.07895560476398E-08	3.94962577328965E-22	8.80506965839555	88.2625768619774	88.2644759817896	0.00169979481902034	3.45886291262235E-10
60	0.0257115120034186	2.87913261434699E-08	5.20077451076017E-21	8.79822592110999	88.2470611249496	88.2500848906222	0.00271501738204496	1.18861960293308E-09
70	0.0304218470692063	6.45045907211058E-08	4.36647201804419E-20	8.79241232841774	88.2416719568634	88.2460894661926	0.00398905359747123	3.29010183508812E-09
80	0.0351255466449758	1.27405892284124E-07	2.60205582128851E-19	8.7868845392007	88.238882272782	88.2449593735325	0.00552363688072244	7.76539217018626E-09
90	0.0398242117265566	2.29286317217452E-07	1.20506417377029E-18	8.78143982044625	88.2366382247329	88.2446398389199	0.00731991254953207	1.62928767778466E-08
100	0.0445187318555224	3.84582939126081E-07	4.64314852754959E-18	8.77602099890371	88.2343580414095	88.2445498151237	0.00937973695074457	3.12861289087961E-08
110	0.0492096992959139	6.09299374473542E-07	1.53263537913623E-17	8.7706117389502	88.2318790862606	88.2445241356582	0.0117012659850535	5.58803144593253E-08
120	0.0538973571264901	9.22981124628165E-07	4.5031030129818E-17	8.76520763148539	88.2291533770703	88.2445168882855	0.0142868803142639	9.43409100131424E-08
130	0.058581912498199	1.34570534904566E-06	1.19217999968495E-16	8.75980730184811	88.2261707563744	88.2445147811639	0.0171336436327137	1.51718790178839E-07
140	0.0632634322883464	1.90193922525243E-06	2.91471265420855E-16	8.75441043795965	88.2229255582929	88.2445141321879	0.0202436224361697	2.34614707962355E-07
150	0.0679419458333139	2.61910306097766E-06	6.67342854390721E-16	8.7490169468998	88.21941482872	88.2445138681181	0.0236187318784204	3.51219072288285E-07
160	0.072617512386699	3.52418620090083E-06	1.43589582718515E-15	8.74362677048321	88.2156409806432	88.2445136801567	0.0272562699698018	5.10640651160758E-07
170	0.0772901499475807	4.64778661039011E-06	2.9294805675433E-15	8.73823989829894	88.2116041581065	88.2445134758592	0.0311559961074091	7.23837063392586E-07
180	0.0819598693519522	6.02284034685435E-06	5.70644534100974E-15	8.73285632658433	88.2073045487165	88.2445132197154	0.0353176738175533	1.00351607278579E-06
190	0.0866266770237793	7.68465627624507E-06	1.06733586300702E-14	8.72747605001657	88.2027423159683	88.2445128911554	0.0397411001369769	1.36427991782212E-06
200	0.091290577650429	9.67081965200113E-06	1.92570955876356E-14	8.72209907166754	88.197917673449	88.2445124724625	0.0444260217801353	1.82273172266939E-06
210	0.0959515742135171	1.20212846251959E-05	3.36453738998326E-14	8.7167253897525	88.1928307974208	88.2445119451867	0.0493722199963819	2.39763537440463E-06
220	0.100609669198413	1.47782984955158E-05	5.71119416177333E-14	8.71135500038737	88.1874818854642	88.2445112890496	0.0545794518074542	3.11002603121294E-06
230	0.105264865880226	1.79862132116596E-05	9.44437912543864E-14	8.705987902989	88.1818712445869	88.2445104815992	0.0600473623773524	3.98327060531246E-06
240	0.109917165842126	2.16918800189335E-05	1.52521939847982E-13	8.70062410064763	88.1759990513539	88.2445094978685	0.0657757240651709	5.04333651025588E-06
250	0.114566570784007	2.59444098062029E-05	2.4105686195469E-13	8.69526358691131	88.1698655063574	88.2445083102952	0.0717642826379131	6.31884349753195E-06
260	0.119213081752648	3.07953346625884E-05	3.73550051581412E-13	8.68990636381659	88.1634707597277	88.24450688852	0.0780128314825536	7.84126174626729E-06
270	0.123856701500488	3.6298089633806E-05	5.68450133074634E-13	8.68455242880309	88.1568151211978	88.2445051994619	0.0845210025905399	9.64482370739923E-06
280	0.128497432040225	4.25084886955189E-05	8.50676335526897E-13	8.67920177612824	88.1498988377542	88.2445032070078	0.0912884879318065	1.17668433169336E-05
290	0.133135274594841	4.94848006715812E-05	1.25350343574855E-12	8.6738544064891	88.1427220882881	88.2445008718359	0.0983150447201881	1.42478937339123E-05
300	0.137770230149993	5.7287656615842E-05	1.82086504640614E-12	8.6685103201323	88.1352850329715	88.2444981513126	0.105600446248911	1.71319086039038E-05
310	0.142402301358418	6.5979446310498E-05	2.60999858726787E-12	8.66316951309836	88.1275879846376	88.2444949996541	0.113144311541618	2.04660065950617E-05
320	0.147031490249201	7.56249337026649E-05	3.6949020569116E-12	8.65783198911814	88.1196312020153	88.2444913675203	0.120946311003781	2.43009104951524E-05
330	0.151657798035842	8.62913872048598E-05	5.17046578755125E-12	8.65249774278148	88.1114148724237	88.2444872018025	0.129006183548976	2.86911620785173E-05
