Time	sp_1	sp_0	sp_3	sp_2	sp_5	sp_4	sp_7	sp_6
0	1000	1000	0	0	0	0	0	0
0.001	980.198633308657	995.012478588398	19.604094159615	19.8013666913423	0.19727340884014	0.19727340884014	4.98752141160173	4.98752141160173
0.002	960.789394039665	990.049832984761	38.431709423358	39.2106059603348	0.778899903824257	0.778899903824257	9.95016701523952	9.95016701523952
0.003	941.764599122264	985.111939169248	56.50556337004	58.2354008777357	1.72984662798311	1.72984662798311	14.888060830752	14.888060830752
0.004	923.116653882075	980.198673694549	73.8480432772513	76.8833461179248	3.03532201913572	3.03532201913572	19.8013263054517	19.8013263054517
0.005	904.837962517572	975.309913304906	90.4815322859684	95.1620374824278	4.6805129096949	4.6805129096949	24.6900866950944	24.6900866950944
0.006	886.921482271944	970.445536782132	106.426176659215	113.078517728056	6.6522471047342	6.6522471047342	29.5544632178688	29.5544632178688
0.007	869.359527695504	965.60542051898	121.704724230015	130.640472304496	8.93544738739191	8.93544738739191	34.3945794810204	34.3945794810204
0.008	852.145663465388	960.789445884276	136.335105332709	147.854336534612	11.5186973040152	11.5186973040152	39.2105541157247	39.2105541157247
0.009	835.272467519693	955.997490271024	150.339017257221	164.727532480307	14.3876974714816	14.3876974714816	44.0025097289761	44.0025097289761
0.01	818.733828265998	951.229436689471	163.733168716985	181.266171734002	17.5319060263712	17.5319060263712	48.7705633105292	48.7705633105292
0.011	802.523410908304	946.485167178187	176.535117465619	197.476589091696	20.9401442673009	20.9401442673009	53.5148328218133	53.5148328218133
0.012	786.634242124491	941.764560996041	188.764850135115	213.365757875509	24.5994116686872	24.5994116686872	58.2354390039596	58.2354390039596
0.013	771.059555785871	937.067498303878	200.441565217982	228.940444214129	28.4972988632372	28.4972988632372	62.932501696122	62.932501696122
0.014	755.792538521936	932.393859056888	211.584640909065	244.207461478064	32.6212616946658	32.6212616946658	67.6061409431129	67.6061409431129
0.015	740.828939712097	927.743534914929	222.203149516378	259.171060287903	36.965894813554	36.965894813554	72.2564650850713	72.2564650850713
0.016	726.162356568164	923.116407726672	232.314799547136	273.837643431836	41.5197920171649	41.5197920171649	76.8835922733286	76.8835922733286
0.017	711.786032841343	918.51235773774	241.938709438673	288.213967158657	46.2705589349513	46.2705589349513	81.4876422622605	81.4876422622605
0.018	697.69381206241	913.931267940691	251.091577935284	302.30618793759	51.2074695441512	51.2074695441512	86.0687320593099	86.0687320593099
0.019	683.879567487349	909.373021473651	259.7899742701	316.120432512651	56.3198775268259	56.3198775268259	90.6269785263497	90.6269785263497
