Time,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100
0,1.9472135945688933,1.9557133817113936,2.0639067519921808,2.0335733795538546,1.9768154741730541,2.024361497443169,1.968745186040178,2.028007121756673,2.0015556204598397,2.0163595092482867,2.0593450986314563,2.0475131196901204,2.0227657919283955,2.0770232073031365,1.9013498479966073,2.0029501475393774,2.0415465764235705,1.9623350382782518,1.9768037017900497,2.02893567699939,2.004971004417166,2.0083410779945554,1.9800624816212804,1.9494342561811209,1.9024834747891872,1.95308706657961,2.0967120200861245,2.022447451017797,1.990618993109092,1.9267185061238705,1.9686194302979856,1.9044303491711616,1.9741677224170417,1.9753698208369315,2.0982421879190953,2.0250596264377236,2.0219098465051504,1.934467579703778,2.0953200256917626,2.0129781756550074,1.9450457456987351,1.9170727816410362,2.0190746404696256,2.063141298107803,1.9164464851375669,1.9328872031532227,1.9190422127489,1.9863894574344159,1.9588496155571193,2.0035488084889947,1.9276637386996298
2,1.9449326711605783,1.9689105886314366,2.0597720846270873,2.0581434509349097,2.0051501951728588,2.0120481021474874,1.9971896942938432,2.033214177631333,2.0235135702630074,2.0359166446553276,2.061573499369027,2.0679117737377206,2.055017817810079,2.0492398730819,1.9515574486047542,1.9968205128292835,2.025474114541152,1.9877112926577214,1.9921400052107643,2.0138236568455095,2.00638819163702,2.0106429536728188,1.9813923907924111,1.9243597123707272,1.8785484228039224,1.9431994209934063,2.0654454831096127,2.0221498254465473,1.9572801092627885,1.9112566074545407,1.9278867928654848,1.9140619264078034,1.9663307963207552,2.0207206914140827,2.0972003379122666,2.0621554958037303,2.016823951453683,1.9855260636825722,2.069222947875728,2.0190166607435565,1.932643443556302,1.924076532401568,2.01037528207338,2.041940552664947,1.952837553365146,1.9268125037609234,1.9351710761676564,1.9758177697759491,1.9768041221279506,1.9830115290444583,1.9237598142632006
4,1.942306696132661,1.9781163323000905,2.046655042806615,2.046625498353949,2.000073238444609,1.984319015682063,1.9771753018848872,1.994081061595407,1.991472178630049,2.000070102665369,2.020368381843659,2.0310660254272053,2.0259528559743836,2.005211439829256,1.9506725734444306,1.978212981688947,2.0080161688508547,1.9933822324114465,1.9975068752911131,2.0187767741944174,2.0277685876297147,2.0326092674520493,2.0046236605533014,1.9475379595481257,1.9168847451120907,1.9859758652458595,2.089113502296458,2.0686720281372346,1.998893638328905,1.950214386437763,1.9457934979764968,1.9410888780692725,1.9771623021071743,2.031725372102963,2.0799434865449977,2.0500982724447967,1.9997022198939691,1.9899263998605623,2.044675503436421,2.016322614212702,1.9479213485037485,1.9519011199617513,2.0335213257257103,2.0667284371259336,2.004783658525386,1.9702620071945518,1.9849707265356333,2.024811187962156,2.0391885753335712,2.0312958715129965,1.985177951632959
6,1.9411107253776867,1.9822987861648622,2.0390670131724176,2.0397026980557325,1.9972627820246216,1.9711937288179948,1.9646684700977526,1.9738205993310358,1.9746635055098212,1.9821533331712529,2.000016549124314,2.0127770333295856,2.009411682957278,1.9849466969768612,1.9505009486317952,1.9698718141561582,1.997503498903987,1.9948571864286089,1.999213477758781,2.0197145212854166,2.037160937538214,2.042605885378203,2.01340619663107,1.958245679745818,1.9384435584605426,2.0075499893387536,2.098656874699958,2.0915141664438095,2.0241591553480287,1.9708261423153348,1.9544358319507267,1.9529952338003103,1.983030754419319,2.032199165121095,2.063952992502341,2.0337859287926956,1.986526492845662,1.9844467945862796,2.0240061589287506,2.0054694157863415,1.9530736225145577,1.9626457660787142,2.0360592156887085,2.0682191788751165,2.0208275106552267,1.9835759614047666,1.99646486753175,2.035444256163123,2.0542613784251658,2.040109191176,2.0020483134269837
8,1.9488552134326873,1.9927214288895714,2.0445019678515233,2.047075604005101,2.0089436073081486,1.9797146141217294,1.9733531539297104,1.9807459042543467,1.9846701029560276,1.992783431974793,2.0093469139170597,2.022034215139146,2.0170894397212025,1.9905639987152708,1.963562563621433,1.9756783748825912,1.99714338931452,1.9970905792931797,1.9984464113633102,2.0147241376711666,2.03287134793864,2.035030452980114,2.001235170601385,1.9465431776458006,1.9323104518307397,1.9976937692214896,2.079601797099752,2.0810160681437995,2.020383255961108,1.965939781093892,1.945239203704816,1.9486298007282044,1.9802081751803144,2.0267516554803198,2.050127503756209,2.0207085794133732,1.9788010564460947,1.979155091484438,2.0084277834360678,1.9931637705120246,1.9507974452996768,1.9602340569484127,2.021761218416704,2.0483267886097973,2.006931668881693,1.9670685331613342,1.9742348880350442,2.009368218038584,2.0276564766628344,2.0107113757512933,1.977651637000147
10,1.9537058787467916,1.9984436922899504,2.047694957200834,2.052180587173916,2.0178540304583774,1.9880171371970217,1.9813827866816036,1.9886704588189017,1.9951684631969921,2.004414526298888,2.0201820603512437,2.031985223901959,2.025374969573971,1.998654479040342,1.9753226564731383,1.9824303396417087,1.998535106283769,1.9988096322628799,1.9982013434776158,2.011478799792235,2.0289276994051915,2.027988446707423,1.9902930600957829,1.9361895021958218,1.925164278743533,1.9868365708483229,2.0626099844810026,2.069612545667502,2.0153525182611145,1.9607786193687367,1.9383171795309342,1.9461639329748317,1.981381982494548,2.026693282271275,2.0452590617955106,2.017173730316255,1.9805715656154779,1.9818779107315678,2.0045222596611048,1.991163900717584,1.9563640313417374,1.9652120919010512,2.017146356781898,2.038961435783444,2.0011273225457207,1.9604610545721846,1.9634177777058655,1.995715738813103,2.013377018273718,1.995937373606048,1.9660041041136942
12,1.9498095214783646,1.9941056184551071,2.041355701751135,2.047015226400784,2.015420821710519,1.9853663300702917,1.9776687755247255,1.9846957834500807,1.9929850442539667,2.0033425677451278,2.0186152715821404,2.029567832145087,2.0225034514945235,1.997754247554461,1.9780774620087094,1.983292220200637,1.9968754790488998,1.998619158423327,1.9989977397226126,2.0124751479272924,2.0308399273428908,2.028982512562359,1.9897442409175354,1.9372699371199018,1.9288940158561183,1.9880934983692493,2.060065273379554,2.070656427611832,2.020792396633214,1.9653697581615066,1.9409725609861788,1.951433136982796,1.9893537127439374,2.032979337074253,2.0474965280093853,2.020245004345462,1.9878849878071565,1.9895606273700766,2.0080195686427733,1.9968723532183499,1.969036634831911,1.978611171144865,2.0244109089411833,2.0437909126818807,2.009815370958445,1.9707108531133632,1.9721629063568296,2.003572631146541,2.0218105057797375,2.0054064574190695,1.977821475287066
14,1.94607524910716,1.9894400906671166,2.0350824442720308,2.0414159109306755,2.011588401931934,1.9811424708261551,1.9719115630242232,1.978325822201844,1.9877363866275006,1.9989072338262281,2.013576935600727,2.0234413489670895,2.0162701992951058,1.9939259047076145,1.9773572372220387,1.9818428622346562,1.9939899886070103,1.997201613623141,1.999543511458505,2.01445965898977,2.0341044021582753,2.03207314084106,1.9924347600282752,1.9418783204944747,1.9354751618106287,1.99253058047858,2.061503319488841,2.0742446504687653,2.0273370724790145,1.970737637520013,1.9441992160172776,1.9558421447392034,1.9951747019689516,2.036477050314515,2.0471248215181257,2.0201666229417485,1.9908390348329288,1.9921797129078502,2.0073638971085095,1.9981960278363364,1.9763207405979695,1.9867578396123335,2.0277080193446175,2.0451982918487026,2.014849895443545,1.9783353751833768,1.97935216040525,2.0100646512173244,2.0289027757425044,2.0141376804370865,1.9887162571126193
16,1.9485133988099217,1.9909484615864304,2.0354686306213994,2.0423678503086093,2.013789390116254,1.9828960032553369,1.9721234383051423,1.977859500606615,1.9880452096995975,1.9997515607152503,2.0135469172538425,2.021880337615439,2.014231814569543,1.9935678892912878,1.9788244781275597,1.9821874643344626,1.9924049287369117,1.9958277346790587,1.999355939410897,2.0151565908111047,2.0350952805880813,2.0322858307476044,1.9921939285207109,1.943117162225679,1.937766144964629,1.9924582235066657,2.058601786426785,2.0726346556196495,2.0280776611181643,1.9707505486502968,1.9425939953144629,1.9549981332930293,1.9952363755353688,2.034371947221695,2.041831672742433,2.0151149323630304,1.9879888448796204,1.9885436109762062,2.000874982920271,1.9931417548150792,1.9758396947281556,1.9864843704341617,2.0226798649471593,2.0377373763986215,2.0099478423566297,1.9757779270181923,1.9761978259882167,2.0053962676747976,2.02406177205536,2.0108343817849788,1.987415187470705
18,1.9526053550209381,1.9941203151097315,2.037806176025231,2.0453316330098015,2.0179133999644865,1.986797289192847,1.9748004817561091,1.9800691919276592,1.991043087836814,2.0033043173872764,2.0162480171078103,2.0230084948510263,2.0148293482094624,1.9954591191694777,1.9818513252689929,1.9838888445287217,1.9919098287629813,1.9947728104433076,1.9989170609069122,2.015180370925797,2.0347920771623382,2.030864695898927,1.990332784455693,1.9424564065127192,1.9376934375602246,1.990220256407175,2.0540274829910827,2.0690823648581227,2.0266479566443896,1.969194216436541,1.940172968656751,1.9534700976228616,1.9947019283289218,2.0323759470090144,2.0376312548088817,2.011371182545136,1.9860210455077358,1.9858516939101385,1.9960215610929317,1.9895553133550459,1.975874358894066,1.9864638629471725,2.0183975706058557,2.0309121819244704,2.004838003153195,1.9726112970518817,1.9723804929489304,1.999752021063583,2.0178203427813437,2.005879403717926,1.9841958921189693
