Time,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100
20,1.9533244189814194,1.9938580566374806,2.0367866649696773,2.0449631963971346,2.0187335053454603,1.9876618546417246,1.9747895373741173,1.9798350719310231,1.9917219581676433,2.0047073690036488,2.0170562341433893,2.022573857670426,2.014237486958064,1.9963408669936966,1.9839369319502345,1.98505084133566,1.9912790614215188,1.9936708476682128,1.9985780273229123,2.0155325123630603,2.0349544694806467,2.030195263550261,1.9896037674610563,1.9429810545019381,1.9387828822472744,1.9896659017624316,2.0517893215114245,2.0677938682277777,2.027229596872663,1.9699527555326954,1.9405224341915053,1.9547475767450042,1.9969865063864094,2.033729140649556,2.037490764795425,2.01178170083324,1.9878888599918056,1.9871993078863637,1.9959316438693346,1.9908383145494166,1.9803153376165508,1.990998464965159,2.0195079322730813,2.029878601058653,2.0052412560835062,1.974899740980986,1.9743435190848024,2.0001342605468952,2.017623243706295,2.0068420727295533,1.9866801232109244
22,1.9521467037331341,1.9916995301766154,2.033909023552168,2.04266225115035,2.0174994801500534,1.9865163055690696,1.972908122409459,1.9777905700125251,1.9905486519559135,2.004256296579214,2.016126351101161,2.0206247140950393,2.012375581357276,1.9960597462483634,1.984952386539179,1.9854992099811033,1.9903264766795576,1.9924304526814627,1.9982752778513737,2.016142844650225,2.035570004948369,2.0302639450155926,1.9898925504957197,1.944522002737989,1.9408346296189538,1.9903748258491543,2.051132815845895,2.067850719282233,2.0287775353214066,1.9717059942402104,1.9419759336859688,1.9568586192883675,1.9997644377778372,2.035660991155345,2.038215594682514,2.0129328796128463,1.990093217315078,1.98888181594661,1.996564867994706,1.9928391001541659,1.985092131633867,1.995924572142002,2.0215792060790436,2.030141624593311,2.006867653676094,1.9784872250379437,1.9779177369006777,2.0023439193232653,2.0192814937188053,2.009598361418277,1.9908632761761142
24,1.952407953267458,1.9910606347948492,2.0326207421373925,2.0418387637936197,2.017518229153984,1.9865069084492475,1.9721502010297123,1.9767982581762535,1.9902435467696873,2.0044891520243624,2.0157885934223736,2.0192507333510155,2.01103217780864,1.9961018342737222,1.986103010947135,1.9860976060590312,1.9895753413411807,1.9912885227190547,1.997927629287775,2.0166013139807313,2.035952330189372,2.0301061085002727,1.9899566869594882,1.945654116476854,1.9422769144244627,1.9905119127507334,2.0499352407004143,2.067039175366456,2.029096005303449,1.972211445203734,1.9422026110630513,1.9574193726170193,2.0005824422488314,2.035581433650213,2.037071583652465,2.0120475158131974,1.9898607300740934,1.9880082181049554,1.9947925045260098,1.9922866828834211,1.986876799712124,1.9977234397446344,2.02077131635628,2.027641983313245,2.0055837557459006,1.9791225984177896,1.978651954673723,2.001740951711778,2.018030907435188,2.009344095647609,1.9919730670227178
26,1.9540758290528855,1.9919087687371797,2.0328847790609452,2.042494565568467,2.0188678799757276,1.9877728301862114,1.972701729883166,1.9770958974089659,1.9910966597116875,2.005729562005785,2.016382756282675,2.0187889579136504,2.0105193312278518,1.9967624487411482,1.9876662071834483,1.9870550412823702,1.9891617867472335,1.9903400898959,1.9975700532429812,2.0168760679086786,2.0360366437243704,2.0296198835006525,1.9896479260884432,1.9462441549666518,1.9430414799737883,1.9900473055917225,2.0482177010577733,2.0655289917754485,2.028517077799461,1.971890875059327,1.9417211253067976,1.9571460614859184,2.0003972077527576,2.0346185063140907,2.0352805145120323,2.0104567423168076,1.9886694268946843,1.9861576224268922,1.992221545504812,1.990836383024786,1.9874040254962062,1.998153440497365,2.01880903497263,2.0240793579222123,2.003049430942705,1.9783643943631657,1.9780238226090354,1.999805084038499,2.015364142361313,2.0075339313139016,1.9914232459933605
28,1.9552291683052319,1.9922901078895163,2.032721763546131,2.0426955132946416,2.0197255957023548,1.9886074151454696,1.9729547548603588,1.9771747096231007,1.9917113220095262,2.0067003169562585,2.0167561579305047,2.0182156098531867,2.0099509730176086,1.997316409682108,1.9890810098612666,1.9879455804178319,1.9887956405998342,1.9894526553890124,1.9972153977870277,2.017115531880162,2.036117423295623,2.0292249124348936,1.9894810068196243,1.9469221040394173,1.9438983162051444,1.989872982010764,2.0469921045666584,2.0644857820713054,2.028328782631675,1.9720761590610785,1.94191277699943,1.957559380285986,2.000906228484096,2.0345803962696314,2.034696731754508,2.0100891245823953,1.9885715345480424,1.9854843665731077,1.9910670496033565,1.990796409586755,1.9891140558924052,1.99975201132308,2.0182855531141777,2.0221122588360405,2.001982161095711,1.978944369581074,1.9787909380074469,1.999376083688353,2.014197577552145,2.0070948029751183,1.9921198011397383
30,1.9554195784134358,1.991752202790716,2.0316713842275314,2.041983927233417,2.019645607492324,1.988568624401928,1.9724638454034982,1.9765933940082774,1.9916627526912927,2.006999377855535,2.016531485373905,2.0171779689263536,2.0090049969830703,1.9974905508993892,1.9901289191216136,1.9885906158773383,1.9883402659336773,1.9885472907360342,1.9968381033083429,2.0173394076381532,2.036257537603099,2.0290074998259064,1.9895485897086513,1.9477994085350003,1.944973503362282,1.9900855283757415,2.046308620307488,2.063951160306355,2.0285686538869756,1.9727517468661484,1.9426910310220857,1.9585307578525701,2.001938896886204,2.0352098499909994,2.0349701001822864,2.0105667240885103,1.9892033778813671,1.9855993910994172,1.9908807489928286,1.9917139125019783,1.9915998753057693,2.002115384438844,2.0187527939506227,2.021289822680222,2.001988255621714,1.9805128229724978,1.9806105608950912,2.0001164683787906,2.014214754452695,2.0077364837219744,1.9937913883901244
32,1.9556192355002102,1.9912807918581883,2.0307233629182306,2.041329554607026,2.0195521120144133,1.9885158621522432,1.9720208068948553,1.9760863940405953,1.9916355355423316,2.0072579244111792,2.016276414083206,2.0161696179841275,2.0080992317730457,1.9976367722222228,1.9910979123510009,1.9892030583383806,1.9879336437685937,1.9876994277237643,1.9964540822753627,2.0175017294239446,2.03634671017926,2.0287840652070672,1.989595744097195,1.9485684508444083,1.9458993353321068,1.990216527129188,2.045588851524682,2.0632823267124367,2.0285549006833485,1.9731714066298551,1.9432261206723698,1.959155125618705,2.002507262317894,2.035407161959877,2.0348978845746073,2.0106415255060894,1.9892978481589498,1.9851743214882596,1.9902425559551662,1.9921213630644024,1.9933866513191691,2.0037251359867567,2.0186081024279225,2.019961628807479,2.001429310845735,1.9814405298313067,1.9818241640603267,2.0003277536884685,2.013701906404523,2.0077585046093183,1.994756833271506
34,1.956306579894719,1.9913543675320424,2.030353201557936,2.041202545974872,2.019904353047993,1.9888864481675026,1.97203513685184,1.9760400094547028,1.9919985053380058,2.007824423064684,2.0163092759329344,2.01547017893238,2.0074755972387615,1.9979672180802959,1.9921693025361418,1.9899227644564736,1.9876731012455198,1.986973919821482,1.9961013934682335,2.0176145978067783,2.036370324224639,2.02850938016057,1.9895521104633036,1.9491508280197374,1.9465908487273544,1.9901581225323333,2.044706475119755,2.062365350698117,2.028192069799406,1.973232811394819,1.9434051514835655,1.959337024436491,2.0025424195543304,2.0351013642998574,2.0343910131528826,2.0102313730999866,1.9887972158156288,1.984151436946617,1.9890722816945614,1.9919383005652556,1.9944165958603486,2.0045241537487835,2.0177658070879168,2.018021933352763,2.000198936680044,1.9816134036857893,1.9822989287774544,1.9998670543386121,2.0125192177499533,2.0070253271778435,1.9948811473346804
36,1.957056685554978,1.9915358719655019,2.0301155343475097,2.0411694986660756,2.0202976145416067,1.989303767810651,1.9721508069037295,1.9761189331342603,1.9924435166343804,2.008420576071442,2.0163782543490703,2.0148516925312365,2.0069350218681703,1.998319713916666,1.9932162551817014,1.9906491449982608,1.9874828151007096,1.986327106590905,1.9957731060111392,2.017707502124852,2.036391494287737,2.028275432815979,1.989540492079524,1.949710054245503,1.947254171289531,1.990152869426038,2.043947372830994,2.0615457943857853,2.027876624609899,1.9733564275479438,1.9436752576680316,1.9595847362506875,2.0026277722189025,2.0349223104017686,2.0341002010870803,2.0100192579350207,1.9884318107795822,1.983295117334987,1.9881527093276958,1.9919794234527484,1.9955514600446524,2.0054056077295557,2.0171265665590496,2.0163764613389987,1.9992129408008634,1.9819506120886137,1.9829556987471573,1.9996683070603691,2.011618137900665,2.0064944267145526,1.9951182128481628
38,1.957513397185784,1.991461904248911,2.0296432415607955,2.040873201728599,2.020394669636082,1.989448872782661,1.972061786084683,1.976031642833978,1.9927004497406497,2.0088008730963276,2.016259533329486,2.014109405074924,2.006295831949873,1.9985420547780426,1.9941145931069435,1.991278419342505,1.9872772739960916,1.9856970664548206,1.9954345537479068,2.0177709732299363,2.0364201186355104,2.0281060361217857,1.9896006454703923,1.9503077433984068,1.9479682125587814,1.9902850942088275,2.0434030964684236,2.06093730791709,2.027743053909553,1.973679409592895,1.944173932108846,1.9600533240592635,2.0029392004577846,2.0350458331466457,2.0341917002463705,2.0101806953597987,1.9883994530790559,1.982810622768549,1.9876832802818647,1.9924537513233938,1.9970253268371194,2.0066141295988507,2.0169247511510506,2.0152544619036736,1.9987121649816144,1.98270354858307,1.9840457719413604,1.9999819136614592,2.0112549755771645,2.006430513286492,1.9957375104574397
40,1.9578359899738498,1.9912920786080819,2.0290966232326726,2.04047409364075,2.0203518323363774,1.9894668862858196,1.9718986742514406,1.9758983322023096,1.9928853584581034,2.009077510505007,2.016055296873677,2.0133303402745315,2.0056318795591626,1.9986998290854538,1.994920289883475,1.9918501795213968,1.987077227912665,1.985090477908834,1.995082823028862,2.0177908618950386,2.0364245415515523,2.0279478844610557,1.9896619191602558,1.9508615648062277,1.948631981344479,1.990420773348179,2.0429064189956003,2.0603554519023612,2.0275964133189563,1.973986657747094,1.9446607848108775,1.96048184151793,2.0031918547507948,2.035150072148935,2.0343091127649346,2.010347248398541,1.9883298302153347,1.982309762142549,1.9872462505428656,1.992929525237325,1.9984077992627909,2.0077089024763346,2.0166924350560773,2.014170194930761,1.9982149566756489,1.9833967994903752,1.9850854172438879,2.0003093713451734,2.010926172775209,2.006337441351256,1.9962517681395076
42,1.9582588677487898,1.9912601905388028,2.0287086351322676,2.0402033675103004,2.0203941233098366,1.9895697537800332,1.9718569730094917,1.9759014768589356,1.9931729250721633,2.009416963070244,2.015917648593755,2.0126476333401224,2.00505964510065,1.9988976271088839,1.9957250697707452,1.9924375026879637,1.9869351134547637,1.9845440241974808,1.9947441758773894,2.0177827140775455,2.036404816409381,2.0277829877126194,1.9896929528802703,1.9513321023612646,1.9491937266351713,1.9904871659351715,2.0423658344322697,2.0597019226198365,2.0273342197219297,1.9741628387198293,1.9450058510612291,1.9607334808625339,2.0032421609198696,2.035073428372041,2.03427107705088,2.010332340607549,1.9880386785474482,1.981599318336897,1.9866309969015041,1.9931903185803146,1.9994885411609973,2.0084772115336755,2.016200734960302,2.012882469919712,1.9974816877642256,1.9837940422584794,1.9858328476450855,2.000400377676722,2.0103798661187167,2.0059692774354687,1.996420995986425
44,1.958747740919614,1.991327307628335,2.0284369700851013,2.040021241416463,2.0204872078571032,1.98972531264203,1.9719027970227672,1.9760068406482192,1.993533096007301,2.009794435979204,2.0158234985853603,2.0120375556127046,2.004557991155742,1.9991215833994578,1.9965216639393737,1.9930349183238043,1.9868457782526807,1.9840573576486829,1.9944279772329137,2.017765562392311,2.036385826409306,2.027640306579646,1.9897304968672955,1.9517677260097248,1.9497110187141562,1.9905471740265988,2.04185336420631,2.0590650899264085,2.0270581571638355,1.9743132594687658,1.9453192492776734,1.960935113413251,2.0032371891220437,2.034971765057218,2.034234661549283,2.0103010803315864,1.987704817335626,1.9808651609436858,1.9860248353613552,1.993432904607478,2.0004819486278755,2.0091440626080623,2.015672760057297,2.0116113856105984,1.996736511089941,1.9841247395081725,1.9865188092395618,2.0004862378169253,2.0098511213244694,2.005566477477915,1.9964889936983727
46,1.9591685141825124,1.991354690342295,2.0281401897804705,2.039790684282142,2.02050276982486,1.9898118372580735,1.9719174801752601,1.9760998091700865,1.993859570988751,2.0101135374965775,2.015683803558678,2.011416649639867,2.00405190163104,1.9993090273551313,1.997258914848254,1.993598348657163,1.9867706383822021,1.9836010259594308,1.99411783363891,2.0177353460077194,2.036371863755876,2.027530938494245,1.9897957940571984,1.9522024400390277,1.9502273196128261,1.9906494260350365,2.0414254709443584,2.0585153577375035,2.026850748333568,1.974525141540336,1.9456933596255663,1.9611924825501994,2.0032974475720544,2.034971065763008,2.0343263514630587,2.010386937393054,1.9874731930740814,1.9802577027458559,1.9855788573920976,1.993815766537205,2.001560587406622,2.0098898617939702,2.015285969653331,2.010531079221122,1.996157667100685,1.9845730949425253,1.9873288452607436,2.000751383619889,2.0095260440242706,2.00532003937146,1.9966507820506654
48,1.9595141689099547,1.9913332078822188,2.027808380240198,2.0395043107961044,2.020436378195442,1.9898243705514616,1.9718927946566338,1.9761707460434408,1.9941453588448748,2.0103706122389937,2.0154947890916897,2.0107784838504488,2.003534273239271,1.9994553402118638,1.9979336293127024,1.9941216079360145,1.9866986209174429,1.9831621300046696,1.9938025019913024,2.017681460028355,2.036348838237055,2.027435897702405,1.9898683787218707,1.952616544835128,1.9507196085724476,1.9907620419177285,2.041042728866019,2.0580121724697755,2.0266718049546206,1.974754572267384,1.9460796450319222,1.9614553940311286,2.0033696445536906,2.0350087079279127,2.034474172150761,2.0105168533587854,1.9872733263281033,1.9797025557416688,1.9852101534118949,1.9942537597515493,2.0026435358135948,2.0106330029381083,2.0149495787364953,2.0095432414002277,1.9956482549371153,1.9850460069790465,1.9881677320376636,2.0010944478637973,2.009300940245361,2.0051304308260383,1.9968119766391577
50,1.9598597719383561,1.9913366693449581,2.0275148753460925,2.039236434747901,2.0203620271449005,1.9898325959157004,1.97189174366004,1.9762780521550214,1.9944479175909702,2.010622295619553,2.015308531604256,2.0101679556205587,2.003044607569473,1.9995975759274498,1.9985794950815765,1.994630944708591,1.9866467446552594,1.982751367466324,1.9934898539877701,2.0176083114841186,2.0363140930641195,2.0273442841964733,1.9899322140393978,1.9529909408086858,1.9511624608434357,1.9908489257804178,2.040659682274593,2.0575060254853867,2.0264690753770065,1.9749435607601704,1.946413906999825,1.9616558079496738,2.003380698830278,2.035001801947188,2.034585796615931,2.010595892604261,1.9870105245696423,1.9790999468023305,1.9848103325433553,1.994635383457265,2.003621850508626,2.0112633002249445,2.014545077382085,2.008522200921205,1.9950829456294368,1.9854208156170927,1.988910610923752,2.00138486226367,2.0090429279129545,2.0048684679923046,1.9968481461605243
52,1.960226971479551,1.991384547556218,2.027277854842536,2.039006644033339,2.0203010375892587,1.9898566027826206,1.9719308164385627,1.9764360388422393,1.994782571944724,2.010885374840438,2.015140477175091,2.0095973523704465,2.0025940209388335,1.9997485686435754,1.9992104493331198,1.995137972146257,1.9866229029594176,1.9823756935892627,1.993189225061396,2.0175273066059325,2.0362782156012065,2.0272649958595106,1.9899970761460124,1.9533379621391054,1.9515685648713146,1.9909206202809138,2.040286432179834,2.057010104549154,2.026258222781642,1.9751069486025645,1.9467106861944952,1.9618117860695534,2.0033524028247625,2.0349713540134746,2.0346797807886445,2.010644028754176,1.9867082214202976,1.9784732403191916,1.9844005403921083,1.9949840863417476,2.0045255908250614,2.0118139390622436,2.0141021761844726,2.0074938542077385,1.9944890598729832,1.9857283737873417,1.9895886584901903,2.0016514573308,2.0087804945043737,2.004566130598142,1.9967950727082318
54,1.9605802712851652,1.991438764522519,2.0270577421416194,2.038777453103875,2.020219506674014,1.9898639350555942,1.9719767247629822,1.9766115438296903,1.9951191339690255,2.011133391953767,2.014965851400243,2.0090422921776776,2.002160433963909,1.9998911349059663,1.9998136767310608,1.9956312528936484,1.986615853649046,1.98202652444694,1.9928975356637306,2.017440483201299,2.036245825133066,2.0272046127859786,1.99007378225724,1.9536739454935614,1.9519577409952997,1.9909983335209958,2.039947021476692,2.0565540356250023,2.026073658632283,1.975281077446745,1.947008787476901,1.9619679055734593,2.0033352812294765,2.034969909516329,2.034808935199968,2.0107170841785726,1.9864267069787054,1.9778843834462645,1.984042816210237,1.9953657613429545,2.0054278605062463,2.0123619798737122,2.0136959657269062,2.0065307514724022,1.993941053578064,1.9860470347892412,1.9902813571291467,2.0019721887576103,2.0085914713904995,2.0043044138978185,1.9967372081489518
56,1.9609017200528867,1.9914794495324313,2.0268337301383372,2.0385298861376366,2.020101041312205,1.9898385522759516,1.972011793913341,1.9767863222235749,1.9954414228642068,2.011352769811768,2.0147715896420886,2.008488844727683,2.001730624422736,2.0000149738906607,2.0003811779797958,1.9961022195980058,1.9866152393788041,1.9816938247632423,1.9926075180068,2.017342810425694,2.0362116977794096,2.0271571814413747,1.990157796984613,1.9539968697283727,1.9523282993534181,1.9910782465218257,2.039636367600332,2.0561342023474327,2.025913565197675,1.9754642222152416,1.9473065928194182,1.9621241441225765,2.0033301675565123,2.0349963061950467,2.034969890138484,2.0108126142591773,1.9861655890309255,1.9773321752919168,1.9837335890347423,1.995777750287584,2.006329934025194,2.012909971938452,2.0133254400322835,2.0056284053586326,1.99343544930223,1.986376209478252,1.9909880445516337,2.0023434873943775,2.0084710286630405,2.004081192803615,1.9966759225816142
58,1.9612088105436476,1.991522776853507,2.026621449755537,2.038280846519092,2.0199637039423495,1.9897972595124822,1.972049859285694,1.9769724491586174,1.9957621788160869,2.0115571579365548,2.0145700187200855,2.0079465461789914,2.0013126976825864,2.000128751702634,2.0009215529749826,1.9965566680036047,1.9866228210758912,1.9813772111726249,1.9923189134855663,2.0172337079810214,2.0361727010907913,2.027116471812472,1.9902416940491359,1.9542991312018265,1.95267055491872,1.9911463368006759,2.0393367188323968,2.0557315586458254,2.025758316668369,1.9756351444402254,1.9475811708175284,1.9622565979149895,2.0033112351037365,2.0350207205440096,2.035129286442922,2.010896695139105,1.9858912338573202,1.97678067562589,1.9834333050839679,1.996179830555993,2.00719365234893,2.0134196778162727,2.0129482790059083,2.0047406835944517,1.9929264274006557,1.9866721215612297,1.9916642489287901,2.002717553963817,2.0083697222931707,2.003849389964258,1.9965674546220789
60,1.9615165334709361,1.9915823969377693,2.0264339121088106,2.038044495611945,2.0198228633709197,1.9897545064314672,1.9721028732108454,1.9771804254832785,1.9960926253108642,2.011758749733274,2.014372351556345,2.007424397139214,2.0009147672009893,2.0002415745063713,2.0014443971500215,1.9970022514027066,1.9866432285249314,1.9810800396689858,1.992035938522751,2.017117980935086,2.0361323281499293,2.0270841626115943,1.990326922000479,1.954582853187901,1.9529859004733927,1.9912016637174539,2.039045426913269,2.05534354432298,2.025605654282047,1.9757908885451934,1.9478290462693244,1.9623623045537013,2.003275548541682,2.0350384623591182,2.035280645540341,2.0109630518563506,1.98559810567953,1.9762231367007892,1.9831332629843355,1.9965639839399525,2.008013901894811,2.0138868714103095,2.0125574718114505,2.0038577419203785,1.9924047144204347,1.9869276677094039,1.992302839364471,2.0030849266661557,2.0082770049445524,2.0036006462934837,1.9964063600787898
