Time,X,Y1,Y2
0,1,1000,1000
0.010029433642691734,1,988,1030
0.01995042073857253,1,976,1043
0.030071948973436062,1,958,1059
0.040101828753786456,1,952,1041
0.05013172449487712,1,948,1014
0.06009865555750172,1,930,1031
0.07015605359456313,1,938,1019
0.08016521005568697,1,945,1013
0.09024816399796176,1,945,995
0.10014922494256644,1,948,985
0.11025411604545594,1,966,945
0.12023157815321353,1,969,946
0.1303190780619358,1,976,963
0.14032431497349224,1,978,968
0.15033745976878718,1,978,986
0.16042616269436008,1,1000,974
0.17044733939977205,1,1031,974
0.18046403015382026,1,1038,961
0.1905336274589109,1,1045,955
0.200590944213753,1,1056,972
0.21063308611780704,1,1060,984
0.22061503986818273,1,1072,998
0.2307118049088413,1,1054,1007
0.2407310553661899,1,1044,1019
0.25062026567868834,1,1030,1005
0.2607508940815308,1,1048,999
0.27071087908297614,1,1045,1032
0.2808310479239793,1,1052,1038
0.29083976178110615,1,1051,1045
0.3009109840627192,1,1039,1047
0.3109854242014031,1,1030,1065
0.3210078724516462,1,1008,1059
0.33105008127497765,1,1008,1054
0.3410192887157947,1,995,1032
0.3510832396702069,1,976,1036
0.3611291256865955,1,959,1032
0.3711414254271217,1,964,1003
0.38111002024815266,1,972,990
0.3912842385949865,1,957,989
0.40126049869096875,1,966,964
0.4113225167994889,1,965,971
0.42131152176119235,1,985,960
0.4313896129723123,1,998,960
0.4414052407930065,1,995,964
0.45142474920487125,1,996,957
0.4614319672861177,1,1029,934
0.47146205087265597,1,1015,932
0.4814714259222562,1,1020,938
0.4914732620013122,1,1026,942
0.5015037572634414,1,1010,943
0.5114781975863587,1,1004,968
0.5215624562746066,1,1022,963
0.5315281284161404,1,1012,970
0.5416426303134333,1,1002,957
0.55162710503701,1,1021,963
0.5616503076128009,1,1032,968
0.5717039468143684,1,1033,964
0.5816665925984281,1,1004,1002
0.5917994397100065,1,1008,995
0.601824287343904,1,994,999
0.6118564773519631,1,1000,1009
0.6219023334559464,1,991,1028
0.6318980320339456,1,991,1014
0.641949045814545,1,971,1041
0.6519811570288958,1,931,1045
0.6619783953213634,1,930,1037
0.671995668787191,1,922,1032
0.6820339415553995,1,937,1008
0.692007137037047,1,929,974
0.7019969472935444,1,898,970
0.7121011165429955,1,892,955
0.7220931961838876,1,908,959
0.7322421498056256,1,918,947
0.7422823227587242,1,924,932
0.7523869277499363,1,919,937
0.762414464367526,1,917,927
0.7723939590838498,1,922,924
0.7824884544908175,1,961,906
0.7924112495119905,1,973,887
0.8024769258770206,1,963,898
0.8125941814160598,1,990,909
0.8225896828893678,1,996,896
0.8326868910604998,1,999,898
0.8427597417658304,1,1015,894
0.8528014345300577,1,1031,899
