Time,<OO^3>,<OO^3> (low),<OO^3> (high),<OO^2*OP>,<OO^2*OP> (low),<OO^2*OP> (high),<OO^2*PO>,<OO^2*PO> (low),<OO^2*PO> (high),<OO^2*PP>,<OO^2*PP> (low),<OO^2*PP> (high),<OO^2>,<OO^2> (low),<OO^2> (high),<OO*OP^2>,<OO*OP^2> (low),<OO*OP^2> (high),<OO*OP*PO>,<OO*OP*PO> (low),<OO*OP*PO> (high),<OO*OP*PP>,<OO*OP*PP> (low),<OO*OP*PP> (high),<OO*OP>,<OO*OP> (low),<OO*OP> (high),<OO*PO^2>,<OO*PO^2> (low),<OO*PO^2> (high),<OO*PO*PP>,<OO*PO*PP> (low),<OO*PO*PP> (high),<OO*PO>,<OO*PO> (low),<OO*PO> (high),<OO*PP^2>,<OO*PP^2> (low),<OO*PP^2> (high),<OO*PP>,<OO*PP> (low),<OO*PP> (high),<OO>,<OO> (low),<OO> (high),<OP^3>,<OP^3> (low),<OP^3> (high),<OP^2*PO>,<OP^2*PO> (low),<OP^2*PO> (high),<OP^2*PP>,<OP^2*PP> (low),<OP^2*PP> (high),<OP^2>,<OP^2> (low),<OP^2> (high),<OP*PO^2>,<OP*PO^2> (low),<OP*PO^2> (high),<OP*PO*PP>,<OP*PO*PP> (low),<OP*PO*PP> (high),<OP*PO>,<OP*PO> (low),<OP*PO> (high),<OP*PP^2>,<OP*PP^2> (low),<OP*PP^2> (high),<OP*PP>,<OP*PP> (low),<OP*PP> (high),<OP>,<OP> (low),<OP> (high),<PO^3>,<PO^3> (low),<PO^3> (high),<PO^2*PP>,<PO^2*PP> (low),<PO^2*PP> (high),<PO^2>,<PO^2> (low),<PO^2> (high),<PO*PP^2>,<PO*PP^2> (low),<PO*PP^2> (high),<PO*PP>,<PO*PP> (low),<PO*PP> (high),<PO>,<PO> (low),<PO> (high),<PP^3>,<PP^3> (low),<PP^3> (high),<PP^2>,<PP^2> (low),<PP^2> (high),<PP>,<PP> (low),<PP> (high)
0,8000000,8000000,8000000,4e-12,4e-12,4e-12,4e-12,4e-12,4e-12,4000000,4000000,4000000,40000,40000,40000,1.9999999999999998e-30,1.9999999999999998e-30,1.9999999999999998e-30,1.9999999999999998e-30,1.9999999999999998e-30,1.9999999999999998e-30,2e-12,2e-12,2e-12,2e-14,2e-14,2e-14,1.9999999999999998e-30,1.9999999999999998e-30,1.9999999999999998e-30,2e-12,2e-12,2e-12,2e-14,2e-14,2e-14,2000000,2000000,2000000,20000,20000,20000,200,200,200,1e-48,1e-48,1e-48,9.999999999999998e-49,9.999999999999998e-49,9.999999999999998e-49,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-33,9.999999999999999e-33,9.999999999999999e-33,9.999999999999998e-49,9.999999999999998e-49,9.999999999999998e-49,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-33,9.999999999999999e-33,9.999999999999999e-33,1e-12,1e-12,1e-12,1e-14,1e-14,1e-14,1e-16,1e-16,1e-16,1e-48,1e-48,1e-48,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-33,9.999999999999999e-33,9.999999999999999e-33,1e-12,1e-12,1e-12,1e-14,1e-14,1e-14,1e-16,1e-16,1e-16,1000000,1000000,1000000,10000,10000,10000,100,100,100
0.02486649652421578,7346515.355395963,7346515.355395963,7346515.355395963,211860.36127630522,211860.36127630522,211860.36127630522,176568.42961757965,176568.42961757965,176568.42961757965,3600624.1773868077,3600624.1773868077,3600624.1773868077,37785.227746073164,37785.227746073164,37785.227746073164,7237.993269723564,7237.993269723564,7237.993269723564,5080.82202741603,5080.82202741603,5080.82202741603,104413.93448306649,104413.93448306649,104413.93448306649,1095.3103701867324,1095.3103701867324,1095.3103701867324,5108.807058549222,5108.807058549222,5108.807058549222,85669.5454594314,85669.5454594314,85669.5454594314,908.0920138688383,908.0920138688383,908.0920138688383,1765959.0262479049,1765959.0262479049,1765959.0262479049,18522.222278735368,18522.222278735368,18522.222278735368,194.3695080295364,191.97741805858055,196.76159800049226,280.50562110093097,280.50562110093097,280.50562110093097,173.261671524647,173.261671524647,173.261671524647,3584.2279451865984,3584.2279451865984,3584.2279451865984,37.586627821644456,37.586627821644456,37.586627821644456,146.87634790423886,146.87634790423886,146.87634790423886,2478.908501413156,2478.908501413156,2478.908501413156,26.266228367266883,26.266228367266883,26.266228367266883,51495.88594013487,51495.88594013487,51495.88594013487,539.9098562173199,539.9098562173199,539.9098562173199,5.663576941987682,3.3161264006918874,8.011027483283476,168.39669870734218,168.39669870734218,168.39669870734218,2458.1533737523723,2458.1533737523723,2458.1533737523723,26.274111181186953,26.274111181186953,26.274111181186953,41595.69559252927,41595.69559252927,41595.69559252927,440.6743430767407,440.6743430767407,440.6743430767407,4.671022321655622,2.5601784970722217,6.781866146239022,866737.7922725648,866737.7922725648,866737.7922725648,9085.961334019474,9085.961334019474,9085.961334019474,95.2958927068203,93.13854080468008,97.45324460896052
0.05021929231170309,6785841.143321885,6785841.143321885,6785841.143321885,385431.69641862385,385431.69641862385,385431.69641862385,318054.33256288,318054.33256288,318054.33256288,3260182.0455096047,3260182.0455096047,3260182.0455096047,35831.69739627339,35831.69739627339,35831.69739627339,24065.971272392573,24065.971272392573,24065.971272392573,18032.481856768514,18032.481856768514,18032.481856768514,186318.98453683936,186318.98453683936,186318.98453683936,2046.1637804861318,2046.1637804861318,2046.1637804861318,16434.220369598035,16434.220369598035,16434.220369598035,151275.16542466948,151275.16542466948,151275.16542466948,1679.3206673842978,1679.3206673842978,1679.3206673842978,1568746.9226523917,1568746.9226523917,1568746.9226523917,17221.7437279961,17221.7437279961,17221.7437279961,189.26308524034835,185.91914122496382,192.60702925573287,1628.8517492524227,1628.8517492524227,1628.8517492524227,1124.0752245546055,1124.0752245546055,1124.0752245546055,11699.90764584019,11699.90764584019,11699.90764584019,128.39601526136317,128.39601526136317,128.39601526136317,930.7277385416945,930.7277385416945,930.7277385416945,8629.68318362705,8629.68318362705,8629.68318362705,95.72322565324167,95.72322565324167,95.72322565324167,90206.35446749924,90206.35446749924,90206.35446749924,989.5164327859037,989.5164327859037,989.5164327859037,10.865998180739343,7.652573403724566,14.079422957754119,920.0003901867087,920.0003901867087,920.0003901867087,7745.862940319786,7745.862940319786,7745.862940319786,86.76936827903552,86.76936827903552,86.76936827903552,72062.81243303885,72062.81243303885,72062.81243303885,799.0450798759043,799.0450798759043,799.0450798759043,8.869527804070973,6.023329495476249,11.715726112665697,756017.3268213965,756017.3268213965,756017.3268213965,8290.111391823062,8290.111391823062,8290.111391823062,91.00138877484142,88.02504321808411,93.97773433159873
0.07747603608733092,6277701.7441804195,6277701.7441804195,6277701.7441804195,535700.1746938941,535700.1746938941,535700.1746938941,437297.4021204351,437297.4021204351,437297.4021204351,2953393.264217664,2953393.264217664,2953393.264217664,34013.64196211983,34013.64196211983,34013.64196211983,48919.719269640875,48919.719269640875,48919.719269640875,37264.234352859436,37264.234352859436,37264.234352859436,253754.71745973112,253754.71745973112,253754.71745973112,2918.7961539084126,2918.7961539084126,2918.7961539084126,32517.763613477215,32517.763613477215,32517.763613477215,203691.33074013953,203691.33074013953,203691.33074013953,2369.2357695054966,2369.2357695054966,2369.2357695054966,1393063.986937721,1393063.986937721,1393063.986937721,16013.01100024839,16013.01100024839,16013.01100024839,184.3822829520392,180.28158843598638,188.482977468092,4747.2797989057535,4747.2797989057535,4747.2797989057535,3398.5441386411408,3398.5441386411408,3398.5441386411408,23323.777578634927,23323.777578634927,23323.777578634927,267.9643873471811,267.9643873471811,267.9643873471811,2768.4784523633416,2768.4784523633416,2768.4784523633416,17476.80018090773,17476.80018090773,17476.80018090773,203.02685376998946,203.02685376998946,203.02685376998946,120512.25538890049,120512.25538890049,120512.25538890049,1383.5585022845428,1383.5585022845428,1383.5585022845428,15.911152991567118,12.064128449648276,19.75817753348596,2559.797320410964,2559.797320410964,2559.797320410964,15006.80777047417,15006.80777047417,15006.80777047417,176.17614681256825,176.17614681256825,176.17614681256825,95127.12564978788,95127.12564978788,95127.12564978788,1104.3402142358582,1104.3402142358582,1104.3402142358582,12.84259661487707,9.489410219802043,16.1957830099521,658780.7828035358,658780.7828035358,658780.7828035358,7558.280515815058,7558.280515815058,7558.280515815058,86.86396744151675,83.26790346347408,90.46003141955941
0.10297310150188421,5873765.247351607,5873765.247351607,5873765.247351607,650096.2831097847,650096.2831097847,650096.2831097847,525267.1703672372,525267.1703672372,525267.1703672372,2710647.149944718,2710647.149944718,2710647.149944718,32532.586194298412,32532.586194298412,32532.586194298412,76057.85068294768,76057.85068294768,76057.85068294768,58079.178438347124,58079.178438347124,58079.178438347124,302278.26703381364,302278.26703381364,302278.26703381364,3621.7052674894403,3621.7052674894403,3621.7052674894403,49398.659637172255,49398.659637172255,49398.659637172255,240043.33844665208,240043.33844665208,240043.33844665208,2909.294489150245,2909.294489150245,2909.294489150245,1255582.51582095,1255582.51582095,1255582.51582095,15028.504242574185,15028.504242574185,15028.504242574185,180.30696731037293,175.61828587157558,184.99564874917027,9363.929652505249,9363.929652505249,9363.929652505249,6788.858636824766,6788.858636824766,6788.858636824766,35622.249701338886,35622.249701338886,35622.249701338886,426.10959491458635,426.10959491458635,426.10959491458635,5458.82319373721,5458.82319373721,5458.82319373721,26742.73122091108,26742.73122091108,26742.73122091108,323.56529823222934,323.56529823222934,323.56529823222934,141073.50459922777,141073.50459922777,141073.50459922777,1685.7225088001085,1685.7225088001085,1685.7225088001085,20.19034223258336,15.893869790480764,24.48681467468596,4860.468306924315,4860.468306924315,4860.468306924315,22367.26029880216,22367.26029880216,22367.26029880216,273.617349871789,273.617349871789,273.617349871789,110109.4330219729,110109.4330219729,110109.4330219729,1330.8758754690027,1330.8758754690027,1330.8758754690027,16.124510043492418,12.434316860324206,19.81470322666063,583739.986806482,583739.986806482,583739.986806482,6968.3514974848085,6968.3514974848085,6968.3514974848085,83.37818041355138,79.32472159297771,87.43163923412504
0.13006961264408443,5505765.016142263,5505765.016142263,5505765.016142263,750256.4159849731,750256.4159849731,750256.4159849731,599548.0821767366,599548.0821767366,599548.0821767366,2490268.764586888,2490268.764586888,2490268.764586888,31152.794306807984,31152.794306807984,31152.794306807984,107245.29953409375,107245.29953409375,107245.29953409375,81659.34846882794,81659.34846882794,81659.34846882794,342178.3596864391,342178.3596864391,342178.3596864391,4271.1314214842905,4271.1314214842905,4271.1314214842905,68011.52538062316,68011.52538062316,68011.52538062316,268612.3120000416,268612.3120000416,268612.3120000416,3392.770893168044,3392.770893168044,3392.770893168044,1132068.3647919828,1132068.3647919828,1132068.3647919828,14110.426009608796,14110.426009608796,14110.426009608796,176.42374210055758,171.18374877575917,181.66373542535598,16030.261987378968,16030.261987378968,16030.261987378968,11667.713920968092,11667.713920968092,11667.713920968092,49308.93935405169,49308.93935405169,49308.93935405169,614.1739835323132,614.1739835323132,614.1739835323132,9261.642112716152,9261.642112716152,9261.642112716152,36891.46835988694,36891.46835988694,36891.46835988694,464.9338970595762,464.9338970595762,464.9338970595762,156849.79535641606,156849.79535641606,156849.79535641606,1950.7618776858033,1950.7618776858033,1950.7618776858033,24.336670601543315,19.65687919975087,29.01646200333576,8008.868454034159,8008.868454034159,8008.868454034159,30196.252432877896,30196.252432877896,30196.252432877896,384.92758884639755,384.92758884639755,384.92758884639755,120959.00490726954,120959.00490726954,120959.00490726954,1522.1967906179286,1522.1967906179286,1522.1967906179286,19.216097234776132,15.257663717584434,23.174530751967833,517221.5207063593,517221.5207063593,517221.5207063593,6423.662341564439,6423.662341564439,6423.662341564439,80.02349006312305,75.56216966645955,84.48481045978654
0.15824891890762424,5177813.201236938,5177813.201236938,5177813.201236938,836193.7274005224,836193.7274005224,836193.7274005224,660516.561990822,660516.561990822,660516.561990822,2294358.4862137875,2294358.4862137875,2294358.4862137875,29896.273331334407,29896.273331334407,29896.273331334407,140946.41679045948,140946.41679045948,140946.41679045948,106676.44769323392,106676.44769323392,106676.44769323392,373950.90122057585,373950.90122057585,373950.90122057585,4859.2249933568755,4859.2249933568755,4859.2249933568755,87220.06468817411,87220.06468817411,87220.06468817411,290027.83050336153,290027.83050336153,290027.83050336153,3814.8030130763045,3814.8030130763045,3814.8030130763045,1023414.6914596405,1023414.6914596405,1023414.6914596405,13272.506374995944,13272.506374995944,13272.506374995944,172.80935903746803,167.04752249050873,178.57119558442733,24736.727281053045,24736.727281053045,24736.727281053045,17982.716838342065,17982.716838342065,17982.716838342065,63599.61434033143,63599.61434033143,63599.61434033143,824.2181384219057,824.2181384219057,824.2181384219057,14090.886368110512,14090.886368110512,14090.886368110512,47273.95417889638,47273.95417889638,47273.95417889638,620.0799975398454,620.0799975398454,620.0799975398454,168339.1479841358,168339.1479841358,168339.1479841358,2177.212060460006,2177.212060460006,2177.212060460006,28.269117302502842,23.261608404933106,33.27662620007258,11891.514928645745,11891.514928645745,11891.514928645745,37964.80902627769,37964.80902627769,37964.80902627769,503.8908547805664,503.8908547805664,503.8908547805664,128199.63727623434,128199.63727623434,128199.63727623434,1678.220764781093,1678.220764781093,1678.220764781093,22.056648771444664,17.885905461949935,26.227392080939392,459503.4738464403,459503.4738464403,459503.4738464403,5931.523267042997,5931.523267042997,5931.523267042997,76.86487488858451,72.03638905912959,81.69336071803943
0.18344496223904305,4923627.087152624,4923627.087152624,4923627.087152624,900660.6502527943,900660.6502527943,900660.6502527943,704022.6203364785,704022.6203364785,704022.6203364785,2142697.7825430757,2142697.7825430757,2142697.7825430757,28903.36057882095,28903.36057882095,28903.36057882095,171431.02013781556,171431.02013781556,171431.02013781556,128857.63785503399,128857.63785503399,128857.63785503399,395902.57733376743,395902.57733376743,395902.57733376743,5322.839645119659,5322.839645119659,5322.839645119659,103795.14294084893,103795.14294084893,103795.14294084893,303732.60103620595,303732.60103620595,303732.60103620595,4134.6933334311,4134.6933334311,4134.6933334311,940116.5370269314,940116.5370269314,940116.5370269314,12608.165007025846,12608.165007025846,12608.165007025846,169.89686187319793,163.69872469655743,176.09499904983844,33885.596054980015,33885.596054980015,33885.596054980015,24541.262717624424,24541.262717624424,24541.262717624424,76098.0732502754,76098.0732502754,76098.0732502754,1019.8530050431059,1019.8530050431059,1019.8530050431059,19012.83503411684,19012.83503411684,19012.83503411684,56152.8379792274,56152.8379792274,56152.8379792274,761.8818844048394,761.8818844048394,761.8818844048394,175446.3815114956,175446.3815114956,175446.3815114956,2345.3329010817224,2345.3329010817224,2345.3329010817224,31.499691456585992,26.243985682573403,36.75539723059858,15746.309294585528,15746.309294585528,15746.309294585528,44407.982096712236,44407.982096712236,44407.982096712236,609.8741441773475,609.8741441773475,609.8741441773475,132117.34541597264,132117.34541597264,132117.34541597264,1788.035879050454,1788.035879050454,1788.035879050454,24.31495081035472,19.99553982419262,28.63436179651682,415824.1824799737,415824.1824799737,415824.1824799737,5545.014971731369,5545.014971731369,5545.014971731369,74.2884958598614,69.16654753810678,79.41044418161601
0.21194279444568134,4673063.5415502405,4673063.5415502405,4673063.5415502405,962450.0351034476,962450.0351034476,962450.0351034476,743369.7546510295,743369.7546510295,743369.7546510295,1993195.5074199731,1993195.5074199731,1993195.5074199731,27906.92962494984,27906.92962494984,27906.92962494984,205748.7725610177,205748.7725610177,205748.7725610177,153283.97979474792,153283.97979474792,153283.97979474792,415055.5503659917,415055.5503659917,415055.5503659917,5788.461169210528,5788.461169210528,5788.461169210528,121537.91649527074,121537.91649527074,121537.91649527074,314513.6054873155,314513.6054873155,314513.6054873155,4442.350840715246,4442.350840715246,4442.350840715246,858764.7520469824,858764.7520469824,858764.7520469824,11938.43140197868,11938.43140197868,11938.43140197868,166.92057677574678,160.2534429236433,173.58771062785027,45579.68685424652,45579.68685424652,45579.68685424652,32807.89629938286,32807.89629938286,32807.89629938286,89692.32855910648,89692.32855910648,89692.32855910648,1246.0953626448452,1246.0953626448452,1246.0953626448452,25096.060707371067,25096.060707371067,25096.060707371067,65571.83817545646,65571.83817545646,65571.83817545646,922.5325439866127,922.5325439866127,922.5325439866127,180796.41786815797,180796.41786815797,180796.41786815797,2503.720449342666,2503.720449342666,2503.720449342666,34.86936509058325,29.37184375597623,40.36688642519027,20390.00698500187,20390.00698500187,20390.00698500187,51023.21789089524,51023.21789089524,51023.21789089524,726.8238865476446,726.8238865476446,726.8238865476446,134422.55169657865,134422.55169657865,134422.55169657865,1885.1040283727368,1885.1040283727368,1885.1040283727368,26.589371010557112,22.136368000161802,31.042374020952423,373701.2877717955,373701.2877717955,373701.2877717955,5158.950258644752,5158.950258644752,5158.950258644752,71.6206871231129,66.19598117182657,77.04539307439923
0.24371649300352083,4432196.575936194,4432196.575936194,4432196.575936194,1020344.1855103829,1020344.1855103829,1020344.1855103829,777528.7898443872,777528.7898443872,777528.7898443872,1849262.9096722058,1849262.9096722058,1849262.9096722058,26931.108440971995,26931.108440971995,26931.108440971995,243346.42674936377,243346.42674936377,243346.42674936377,179340.1516380473,179340.1516380473,179340.1516380473,430935.5809421142,430935.5809421142,430935.5809421142,6246.554549617125,6246.554549617125,6246.554549617125,139840.14674595452,139840.14674595452,139840.14674595452,322052.88297424547,322052.88297424547,322052.88297424547,4729.206542824508,4729.206542824508,4729.206542824508,781223.2429175964,781223.2429175964,781223.2429175964,11278.248745316201,11278.248745316201,11278.248745316201,163.95039423796064,156.78264213641037,171.1181463395109,60042.64918051838,60042.64918051838,60042.64918051838,42854.1624114438,42854.1624114438,42854.1624114438,104013.60295449295,104013.60295449295,104013.60295449295,1500.855768755625,1500.855768755625,1500.855768755625,32322.281380246757,32322.281380246757,32322.281380246757,75193.69713838938,75193.69713838938,75193.69713838938,1099.0342540210142,1099.0342540210142,1099.0342540210142,184267.4202922401,184267.4202922401,184267.4202922401,2648.034331593231,2648.034331593231,2648.034331593231,38.31492969138104,32.585886883009586,44.04397249975249,25750.686773632748,25750.686773632748,25750.686773632748,57516.98021984909,57516.98021984909,57516.98021984909,851.4334884026307,851.4334884026307,851.4334884026307,135070.55662645304,135070.55662645304,135070.55662645304,1966.113696154817,1966.113696154817,1966.113696154817,28.81929329291635,24.249630012159507,33.38895657367319,334104.0959790214,334104.0959790214,334104.0959790214,4782.2180628159695,4782.2180628159695,4782.2180628159695,68.91538277774198,63.180569841536226,74.65019571394774
