Time,sum(<_ tl1p^ l1p>),sum(<_ tl2p^ l2p>),sum(<_ tl3p^ l3p>)
21495.76029,13.51711711,8.738620682,8.859610623
21999.84624,13.89568891,9.080222643,9.44718545
22494.56326,14.26748744,9.417573058,10.04368815
22995.8579,14.64448356,9.761395323,10.66814973
23496.16099,15.02097943,10.10640698,11.31143903
23992.68645,15.39486664,10.45054532,11.96964204
24494.92107,15.77328302,10.80028718,12.65539618
24998.43285,16.15288779,11.15247832,13.3630059
25499.20386,16.53064552,11.50420653,14.08666837
25996.00457,16.90561984,11.85449224,14.82413453
26499.02164,17.28549704,12.21044507,15.59057839
26999.85998,17.66393638,12.56606357,16.37336086
27496.99731,18.03978119,12.92017566,17.16966859
27992.28323,18.41442409,13.27401594,17.98204966
28495.46967,18.79524317,13.63450961,18.82675184
28996.10673,19.17433122,13.99412943,19.68644023
29499.24943,19.55551442,14.35645312,20.56968669
29999.78624,19.93491888,14.7177504,21.46740425
30495.43323,20.31080793,15.07630904,22.37496211
30996.60162,20.69107664,15.43962036,23.31134759
31499.59527,21.07292394,15.8049824,24.26995238
31999.90004,21.45292172,16.16907802,25.2420083
32495.00254,21.82915587,16.53002906,26.2220788
32995.98136,22.210045,16.8958828,27.23201311
33497.31252,22.59139238,17.26258802,28.26089576
33999.6377,22.97368649,17.63058965,29.30999487
34495.40887,23.35117943,17.99432436,30.36312557
34996.82286,23.73315739,18.36271649,31.4460254
35499.24898,24.1160962,18.73235302,32.5489245
35993.60285,24.49306775,19.09652096,33.65138641
36495.83605,24.8762357,19.46695295,34.78885116
36998.68452,25.2600627,19.83828625,35.94518555
37499.63357,25.64262843,20.20864679,37.11441507
37994.35294,26.02062126,20.57480892,38.28589281
38495.86713,26.40399285,20.94640046,39.49036584
38998.00883,26.78803283,21.31884877,40.71327437
39498.55612,27.17104123,21.69049372,41.94903431
39994.30171,27.55056028,22.05893687,43.18928671
40498.48738,27.93672923,22.43401448,44.46721695
40998.43372,28.31983893,22.80629009,45.7507718
41495.59344,28.70099861,23.17683052,47.04321639
41997.41136,29.08591706,23.55117947,48.36387432
42493.48061,29.46661109,23.92156628,49.68518616
42996.45093,29.85278902,24.29743121,51.04078007
43497.98572,30.23805313,24.67254454,52.4083269
43999.15616,30.62322524,25.04770108,53.79054288
44495.64254,31.00498266,25.41965843,55.17516194
44998.52749,31.391848,25.79671741,56.59305369
45494.32191,31.77344383,26.16876017,58.00603892
45995.89688,32.15967587,26.54544115,59.45062414
46498.00822,32.54650948,26.92282521,60.91187651
46993.59006,32.92849768,27.29559427,62.3688507
47494.78666,33.31500063,27.67288051,63.85709633
47997.60475,33.70294298,28.05168285,65.36496341
48493.39478,34.08564831,28.4254792,66.86616532
48995.23349,34.47321015,28.80412694,68.40014379
49497.92132,34.86161693,29.18370832,69.95119362
49993.01876,35.24434401,29.55784443,71.49287738
50495.61118,35.63305291,29.93793481,73.07205724
50997.82337,36.02165693,30.31803006,74.66418221
51493.55675,36.40543329,30.69350889,76.24952514
51995.64902,36.79432039,31.07409526,77.86903039
52498.79728,37.18421521,31.45577677,79.50579508
52994.48269,37.56851286,31.83208641,81.13174129
53498.65358,37.95957851,32.21513368,82.79912105
53993.47722,38.34357958,32.59137051,84.44882376
54496.10223,38.73382322,32.97383579,86.13785843
54998.96556,39.12444201,33.35678324,87.84102968
55495.95602,39.51068573,33.73555562,89.5373176
55998.31751,39.90129256,34.11872366,91.26498077
56493.84391,40.28677098,34.49697796,92.98188885
56997.08476,40.67843991,34.88142763,94.73839066
57497.66047,41.06822392,35.26415009,96.49835561
57993.50017,41.45450639,35.64355747,98.2541275
58497.88449,41.8476358,36.02981789,100.0527829
58993.97766,42.23449019,36.41004122,101.8342024
59496.82908,42.62680431,36.79576307,103.6522773
59999.47837,43.01915164,37.18165341,105.4819929
60495.34987,43.40639563,37.56266019,107.299067
60999.07288,43.79996155,37.950028,109.1570564
61494.82614,44.18748803,38.33159306,110.9975126
61999.93215,44.58251686,38.72069255,112.8847055
62496.6435,44.97116892,39.10365928,114.7522744
62993.67113,45.36025563,39.48720464,116.6326009
63497.36837,45.75475461,39.87624192,118.5498798
63994.53126,46.14432462,40.26057657,120.4537724
64496.23047,46.53763947,40.64876842,122.3865207
64994.36826,46.92835147,41.03455656,124.3168802
65498.02786,47.32358624,41.42498156,126.2800338
65994.99598,47.71375913,41.8105786,128.2282566
66493.51061,48.10533507,42.19773796,130.1935904
66996.90151,48.50093328,42.58905679,132.1892966
67499.96315,48.89646565,42.98049778,134.1948086
67996.93178,49.28739688,43.36757314,136.1868589
68493.97812,49.67857774,43.75508657,138.1899095
68998.87675,50.07613158,44.14911298,140.2354707
69496.15871,50.46787849,44.53758508,142.2608032
69998.11257,50.86349758,44.93010381,144.3157854
70496.38324,51.25640439,45.3201415,146.3661691
70994.49336,51.6493746,45.71045579,148.4262555
71498.03797,52.04682544,46.10544226,150.5192758
71995.46817,52.43964104,46.49604595,152.5971328
72497.29063,52.83611755,46.89052012,154.7035893
72996.20881,53.23049117,47.28313614,156.8079918
73494.02458,53.62418404,47.67531207,158.9177483
73997.1404,54.02226206,48.07210258,161.0600492
74493.54342,54.41521966,48.46403709,163.183632
74999.28092,54.81576174,48.86379487,165.3571545
75497.20277,55.21030646,49.25782739,167.5068869
75994.22147,55.6043263,49.65159872,169.6623502
76499.07262,56.00475071,50.05204527,171.8615633
76998.66134,56.40119509,50.44878977,174.0474908
77496.14888,56.79616389,50.84433832,176.2336872
77999.88414,57.19628811,51.24534125,178.4568941
78498.15269,57.59226344,51.64248056,180.6653685
78996.84541,57.98876858,52.04045047,182.8850144
79495.25407,58.3852407,52.43869242,185.1126203
79999.37187,58.78645055,52.84201001,187.3750603
80497.20035,59.18284882,53.24080971,189.6184078
80995.57973,59.5798789,53.64056901,191.8732675
81495.3137,59.97818231,54.04194243,194.1432666
81993.1544,60.37517028,54.44232752,196.4135768
82497.42856,60.77748554,54.84843557,198.7222321
82995.92233,61.17538431,55.25043875,201.0132729
83494.91392,61.57387497,55.65339869,203.3153538
83993.57493,61.97229624,56.05665419,205.624599
84499.67123,62.37685727,56.46650524,207.9770983
84999.28197,62.77643085,56.87168786,210.3081095
85496.76876,63.17450036,57.27573213,212.6377022
85996.68649,63.57471084,57.68234601,214.9871566
86499.41092,63.97736637,58.09185277,217.3583154
86999.01959,64.37772341,58.49943593,219.7231801
87499.02321,64.77859381,58.90796305,222.0982441
87997.89536,65.17875357,59.31619418,224.4761832
88496.72429,65.57907511,59.72502636,226.8621008
88996.57684,65.98041539,60.13534474,229.2610696
89495.23588,66.38099434,60.54533804,231.6623905
89994.7148,66.78242934,60.95667009,234.0756966
90493.83372,67.1837726,61.36837953,236.4952448
90993.21619,67.58552566,61.78099001,238.9240028
91499.83182,67.99330031,62.20028555,241.395993
91998.07413,68.39453442,62.61335714,243.834985
92498.14912,68.79744319,63.02866233,246.2907324
92998.27882,69.20059549,63.44473883,248.7544964
93499.34234,69.60470078,63.86233063,251.2305793
93996.50399,70.00585755,64.27741155,253.6949652
94497.61188,70.41039868,64.69654489,256.1865071
94997.61888,70.81425159,65.11552659,258.6801242
95497.36135,71.21809122,65.53506547,261.1799067
95997.65296,71.62257554,65.95585667,263.6898807
96498.27253,72.02752648,66.37772782,266.2089066
96998.77442,72.43258397,66.80031568,268.7346967
97498.68282,72.83736275,67.22322877,271.2647854
97999.12335,73.24277447,67.64743139,273.8048187
98499.59993,73.64841786,68.07251688,276.3522425
98999.0769,74.05345319,68.49761576,278.9017157
99499.7701,74.45967774,68.92462735,281.4645051
99999.38896,74.86523345,69.35161157,284.0288412
100493.7999,75.26676146,69.77503214,286.5733288
100994.6484,75.67372052,70.20487924,289.15788
101497.0299,76.08213056,70.63697927,291.7573031
101995.5314,76.48758996,71.06668398,294.3434946
102497.7585,76.89628501,71.50056335,296.9558608
102997.9422,77.30352244,71.93365294,299.5643813
103497.0956,77.71012552,72.36683579,302.1742302
103996.4173,78.11707038,72.80116457,304.7916105
104495.3383,78.52389341,73.23615891,307.4134881
104995.097,78.93160499,73.67291546,310.0463331
105496.2644,79.34067274,74.11195632,312.693152
105999.876,79.75194455,74.55421722,315.3594417
106493.9612,80.15564062,74.98917953,317.9816427
106994.2116,80.5645802,75.43066308,320.6429226
107493.4691,80.97291521,75.87238463,323.3052534
107993.9471,81.3824565,76.31632084,325.9803967
108494.0287,81.79188184,76.76105814,328.6596795
108993.8579,82.201309,77.20674045,331.3438145
109493.6203,82.6108903,77.65355078,334.0337472
109993.9308,83.02113026,78.10205936,336.7327495
110495.4407,83.4325644,78.55287574,339.4443206
110994.7197,83.84237827,79.00293219,342.1498488
111494.9029,84.25314486,79.45506987,344.8662534
111994.2996,84.66347603,79.90778109,347.5843076
112494.373,85.07457434,80.36241256,350.3119268
112995.6622,85.48688473,80.81948327,353.0520395
113495.9451,85.89857994,81.27698945,355.7924558
113995.8774,86.31019922,81.73554738,358.5366979
114496.5513,86.72264238,82.19618283,361.2907205
114995.862,87.13417569,82.6569797,364.0428895
115496.5358,87.54704655,83.12047728,366.8081845
115996.5893,87.95962037,83.58486654,369.5756171
116497.6,88.37319923,84.05163817,372.353875
116997.1572,88.78579342,84.51856895,375.1295358
117497.2224,89.1990228,84.98751315,377.9134347
117997.7045,89.61281308,85.45841533,380.7050315
118497.1034,90.02592406,85.92988714,383.4959001
118998.7835,90.44114024,86.40513769,386.3048144
119499.4648,90.8557482,86.88109339,389.1133807
119999.4214,91.26997424,87.35803419,391.9230604
120492.8667,91.67901992,87.83043163,394.701175
120999.9742,92.0996134,88.31766466,397.5613616
121498.7285,92.51349923,88.79863799,400.3794804
121993.3098,92.92413849,89.2773463,403.1789125
122492.3807,93.33872451,89.76220657,406.0086464
122993.9043,93.7555702,90.2513091,408.8571839
123494.9177,94.1722148,90.74180754,411.7076737
123996.104,94.58922685,91.23440195,414.5639465
124495.6705,95.00511429,91.72735552,417.4157127
124995.6318,95.42155411,92.22268334,420.2744036
125495.9655,95.83852869,92.72040268,423.1398486
125997.8811,96.25704815,93.22176476,426.0189494
126497.1179,96.67355955,93.72254323,428.8871966
126999.4889,97.09291362,94.22860949,431.7779391
127498.9847,97.51009487,94.73394971,434.6565467
127998.3877,97.92742596,95.2413985,437.5389607
128499.4326,98.34635814,95.75276844,440.4351572
128999.6356,98.76481596,96.26557062,443.3307332
129499.7647,99.18344209,96.78062774,446.2300663
129999.9088,99.60231159,97.29807326,449.1336134
130494.5295,100.016783,97.81218054,452.0090964
130994.0388,100.4355816,98.33381116,454.916981
131496.8753,100.8574046,98.86144038,457.8482152
131996.4861,101.2767558,99.38823926,460.7645403
132496.0995,101.6963437,99.91763451,463.6847027
132997.55,102.1177108,100.4516327,466.6193836
133498.9008,102.5392319,100.9882349,469.5572045
133998.5401,102.9595513,101.5257516,472.4886363
134498.95,103.3807575,102.0668973,475.428168
134994.7455,103.7983159,102.6058684,478.3440614
135495.3747,104.2201847,103.1529912,481.2918188
135994.6543,104.641157,103.7015934,484.2350018
136495.5006,105.0636927,104.2549378,487.1907356
136999.5854,105.4892068,104.8149737,490.1688633
137498.8226,105.9108734,105.3727617,493.1215264
137993.7058,106.3291039,105.9288265,496.0514875
138495.1326,106.7531103,106.495495,499.0232126
138997.7291,107.1783555,107.0668334,502.0048502
139497.7416,107.6016636,107.6386251,504.974043
139999.3509,108.0265744,108.2157078,507.9555326
140493.8235,108.4456868,108.7880431,510.8972859
140995.6787,108.8713086,109.3725083,513.8856054
141496.599,109.2963922,109.9595572,516.870936
141997.8931,109.7220487,110.5507901,519.8609895
142499.8985,110.148567,111.1466922,522.8577045
142993.5754,110.5682619,111.7365205,525.806979
143496.1776,110.9958037,112.3409742,528.8118088
143995.4383,111.420763,112.9454457,531.7988052
144498.145,111.8489188,113.5582364,534.8084877
144992.7812,112.2704604,114.1653331,537.7717897
145494.8191,112.6985745,114.7858025,540.7813068
145995.6459,113.125923,115.4091671,543.7853484
146496.3457,113.5534314,116.0368484,546.7903133
146998.1938,113.9821912,116.6705513,549.8037625
147499.8069,114.4110228,117.308636,552.8172922
147994.954,114.8345956,117.9431777,555.7933387
148496.9626,115.2643127,118.5913598,558.8119032
148999.1055,115.6944232,119.2446992,561.8324556
149494.2035,116.1187738,119.8938544,564.811679
149995.7073,116.5488946,120.5565572,567.8304006
150497.635,116.9796628,121.2251172,570.852519
150999.3141,117.4105033,121.8987531,573.8738686
151494.2966,117.8358749,122.5688069,576.8554867
151996.346,118.2676077,123.2540323,579.8801601
152497.6803,118.6990174,123.9440341,582.9008912
152993.3687,119.1258574,124.632037,585.8878392
153494.9976,119.5581077,125.334253,588.9106958
153998.3016,119.9921016,126.0449762,591.9436261
154498.6068,120.4238103,126.7577146,594.9583324
154994.2278,120.8517749,127.4700557,597.9445265
155495.4059,121.2848419,128.1968729,600.9637748
155996.6009,121.7182319,128.9303813,603.9825516
156499.183,122.1531336,129.67276,607.00896
156993.82,122.5814682,130.4102364,609.9866715
157497.0277,123.017541,131.1675997,613.0149576
157993.3688,123.4479789,131.9218045,616.0007577
158495.545,123.8837989,132.6922885,619.0203256
158997.042,124.3193556,133.4693346,622.0343062
159499.0976,124.7557272,134.2550263,625.0499722
159995.0277,125.1871017,135.038943,628.0270342
160497.4611,125.6244678,135.8412312,631.0411271
160999.7193,126.0620216,136.6515601,634.0519687
161494.1935,126.49313,137.4576376,637.0138221
161995.9922,126.9309685,138.2842686,640.0170031
162498.6363,127.369896,139.1211844,643.0224823
162999.6215,127.8077287,139.9643919,646.0150972
163495.6865,128.2416135,140.8084234,648.975229
163999.3435,128.6825009,141.6748488,651.9773114
164499.9693,129.121101,142.545734,654.9577709
164994.5642,129.5547799,143.4158114,657.8986368
165497.935,129.9965283,144.3114314,660.8877039
165993.4281,130.4317369,145.2032125,663.825853
166496.189,130.8737123,146.1186263,666.8026739
166998.887,131.3160234,147.0447917,669.7744339
167494.319,131.7523289,147.9684406,672.698421
167996.5214,132.1949943,148.9159724,675.6572419
168498.7171,132.6380594,149.8750833,678.6106172
168993.3126,133.0748209,150.8312635,681.5137655
169496.7198,133.5197789,151.8165494,684.4627432
169993.366,133.9591769,152.8008019,687.36603
170496.4759,134.4047208,153.8104968,690.3006722
170999.0748,134.8502476,154.8321457,693.2255957
171494.4731,135.2898237,155.852138,696.1017505
171996.5333,135.7357551,156.8992879,699.0093455
172496.8237,136.1805661,157.9565062,701.8991556
172994.6978,136.6236829,159.0225582,704.7672486
173497.2071,137.0713916,160.1129496,707.6538923
173999.2474,137.519158,161.2171056,710.5293561
174494.6114,137.9614427,162.3213798,713.3579595
174997.2327,138.4106951,163.4571912,716.2189329
175498.3401,138.8590917,164.6053208,719.0618707
175996.6237,139.305462,165.762905,721.8791353
176498.0741,139.7551813,166.9442271,724.7042526
176994.5235,140.2009302,168.1303065,727.4909261
177498.4675,140.6539412,169.3514865,730.3088714
177993.9497,141.0998779,170.5694134,733.068548
178496.6656,141.552874,171.8229785,735.8570587
178998.2802,142.0054384,173.0921064,738.6275965
179494.5146,142.4537099,174.3659988,741.3563952
179997.6294,142.9087769,175.6766058,744.110448
180493.9562,143.358287,176.9887181,746.814559
180997.5683,143.8149978,178.3399737,749.5449998
181493.8453,144.2656615,179.6915428,752.2221234
181997.2841,144.7234537,181.0833103,754.9237467
182499.6742,145.1809319,182.4933762,757.6051541
182995.8353,145.6333772,183.9071586,760.238618
183499.232,146.0930822,185.3635157,762.8951552
183994.6701,146.5461829,186.8188646,765.4942175
184497.7135,147.0069256,188.319334,768.1170598
184994.3051,147.4624512,189.8235026,770.689929
185497.2934,147.9245596,191.3707246,773.2789815
185993.8367,148.3814669,192.9219298,775.8177101
186497.8649,148.8460082,194.521156,778.376861
186994.1146,149.3041302,196.1203917,780.8785402
187497.9582,149.7700395,197.7696106,783.3998307
187994.585,150.2300572,199.4208021,785.8661842
188497.4011,150.6966153,201.1189068,788.3438175
188994.2855,151.1584839,202.823449,790.7725769
189498.2945,151.6278197,204.5797605,793.2157922
189992.8985,152.089242,206.3304899,795.5930676
190498.9178,152.5621978,208.1499442,798.0039328
190995.1401,153.0268834,209.9624184,800.3468199
191493.7462,153.4947048,211.8121996,802.6793184
191997.7091,153.968492,213.7114149,805.0144274
192493.7987,154.43582,215.6104028,807.290625
192996.8238,154.9106568,217.5661826,809.575532
193493.6697,155.3806457,219.5282361,811.8091495
193996.7175,155.8575201,221.5458606,814.0467605
194493.7415,156.3297126,223.5704255,816.2336101
194997.4801,156.8093503,225.6542699,818.4253366
195494.1025,157.2832853,227.7405092,820.5614494
195997.2158,157.7645246,229.8866074,822.7001845
196494.0477,158.2408758,232.0384484,824.7869096
196997.4117,158.7246497,234.2518923,826.8751067
197494.1715,159.2032457,236.4694875,828.9099883
197997.155,159.6890468,238.7487697,830.9438402
198495.6862,160.1717742,241.0418325,832.9330815
198998.1484,160.6595701,243.3874605,834.9109428
199496.2085,161.14437,245.7469633,836.8444172
199992.9889,161.6292184,248.1347841,838.7458626
200496.3011,162.1217879,250.5892416,840.6445329
200998.4293,162.614578,253.0734791,842.5106812
201494.9664,163.1032646,255.5651603,844.3283172
201999.7686,163.601526,258.1342684,846.1477757
202498.2555,164.0950093,260.7069518,847.9161988
202995.9534,164.589185,263.3110918,849.653672
203493.8946,165.0851061,265.9521307,851.3637423
203997.7404,165.5884712,268.6608372,853.0652412
204495.4345,166.0872666,271.3724257,854.717411
204993.9705,166.5885086,274.1244565,856.3438786
205499.0132,167.0979624,276.9490077,857.9624669
205994.7902,167.5997376,279.7575552,859.5228594
206499.5899,168.1123774,282.6536361,861.082652
206997.552,168.6198216,285.546434,862.5926849
207495.6331,169.129159,288.4755495,864.0746855
207999.8575,169.6466199,291.4769739,865.5461163
208497.8148,170.1595039,294.4766857,866.9708655
208994.8389,170.6733013,297.505891,868.364921
209498.1149,171.1955077,300.6087642,869.7481174
209995.3471,171.7134039,303.7093153,871.086794
210493.4819,172.2342328,306.8500929,872.4002527
210999.8086,172.7657107,310.0777535,873.7071431
211496.6111,173.2892728,313.2789514,874.962053
211994.7532,173.8163567,316.5225512,876.1933201
212499.6426,174.3527772,319.8442688,877.4138901
212997.2483,174.8836649,323.1514014,878.5901406
213494.3824,175.4162774,326.4880899,879.7390624
213996.7809,175.9568351,329.8929295,880.8738165
214494.8597,176.4950752,333.300662,881.9729765
214993.1497,177.0359085,336.7414768,883.0471685
215499.3625,177.5878083,340.2689592,884.112719
215995.2144,178.1308672,343.7550219,885.1316586
216494.2127,178.6798706,347.2934918,886.1326272
216999.3549,179.2382328,350.9059819,887.1213111
217497.6451,179.79163,354.4989881,888.0726903
217995.7004,180.3474027,358.1190851,889.000277
218499.9299,180.9127987,361.8128408,889.9159727
218996.899,181.4727928,365.4812071,890.7958392
219495.1947,182.0370612,369.1865229,891.6558738
219999.3253,182.6108195,372.9623289,892.5037795
220498.6786,183.18205,376.7286508,893.3220418
220995.8339,183.7536932,380.5038111,894.1157409
221494.0822,184.329575,384.3121269,894.8906054
221998.0212,184.9151238,388.1886395,895.6537792
222495.9421,185.4967855,392.0426458,896.387963
222994.7111,186.0825867,395.9263033,897.1040018
223492.9615,186.6709798,399.8283725,897.8003255
223997.3874,187.2699815,403.8010206,898.4863844
224496.3047,187.8657807,407.7516326,899.146665
224995.393,188.4651638,411.7241962,899.7893881
225499.2089,189.0737122,415.754627,900.4205745
225997.7119,189.6793515,419.7619134,901.0280841
226495.8765,190.2881258,423.7850628,901.618671
226994.5656,190.9011521,427.8303981,902.1937472
227498.7158,191.5246271,431.9376175,902.7591171
227997.3191,192.1449992,436.0163678,903.3028345
228495.6785,192.7688652,440.1090738,903.8313382
228993.6674,193.3961235,444.214001,904.3449023
229498.4975,194.0360006,448.3902138,904.8510643
229996.5679,194.6713247,452.5245247,905.3365581
230499.5803,195.3170691,456.7133075,905.8132392
230998.9722,195.9623268,460.8846309,906.2733029
231495.5555,196.608136,465.0443625,906.7181041
231996.6365,197.2640908,469.253087,907.154472
232495.5322,197.9215441,473.4540736,907.5768434
232994.7192,198.5838076,477.6674371,907.9877201
233499.1496,199.2576004,481.9344505,908.3913179
233997.6144,199.9280156,486.1595938,908.779018
234495.596,200.6024134,490.3884915,909.1556151
234993.9927,201.2820862,494.6280954,909.5220982
235498.8877,201.9755077,498.9296089,909.8830304
235998.4938,202.65734,503.1350806,910.2256811
236497.6349,203.3526782,507.3985459,910.5631209
236996.6412,204.0528735,511.6653443,910.8911762
237495.1493,204.7574882,515.9316784,911.2098996
237994.5045,205.4685123,520.2083843,911.5204092
238498.9834,206.1922147,524.5314487,911.8254728
238998.7262,206.9145435,528.8156915,912.1193748
239497.6216,207.6411147,533.0937326,912.4047893
239995.7192,208.3720603,537.3653111,912.6820238
240493.6256,209.1083413,541.6349462,912.9516714
240992.8469,209.8522922,545.9148668,913.2147495
241492.1471,210.6021847,550.1937854,913.4707974
241999.6737,211.3704943,554.5407714,913.7240374
242496.6637,212.1288674,558.794442,913.9653651
242996.0118,212.8969241,563.0645434,914.2014088
243493.3756,213.6680836,567.3132515,914.4303038
243994.1281,214.4507957,571.58575,914.6546877
244491.8357,215.2351037,575.8264488,914.8718557
244998.7313,216.040499,580.138755,915.0872206
245499.3015,216.8424843,584.3899251,915.2943189
245997.9926,217.6481149,588.6171954,915.4952961
246497.2475,218.4614053,592.8406045,915.691321
246996.2533,219.2811322,597.0525668,915.8822273
247494.7477,220.1069426,601.2501862,916.0680787
247993.641,220.9404363,605.4404299,916.2493638
248493.3427,221.7824165,609.6259895,916.4263577
248999.9996,222.6435034,613.8573546,916.6012727
249493.0186,223.4886449,617.9620859,916.7672214
249998.9504,224.3634322,622.1605387,916.9332824
250497.737,225.2334034,626.2853116,917.0929256
250995.807,226.1096841,630.3891959,917.2484259
251494.8628,226.9953637,634.485494,917.4004285
251994.9901,227.8907292,638.5740964,917.5490494
252493.7678,228.7915259,642.6345118,917.6936816
252994.2768,229.7034111,646.6910823,917.8353207
253499.9673,230.6329209,650.7706676,917.9749752
253997.5016,231.5555474,654.7651152,918.1090912
254496.5357,232.489112,658.7516234,918.2404329
254997.0658,233.433756,662.7292663,918.369063
255496.0651,234.3838382,666.6732809,918.4942929
255996.2009,235.3444964,670.6040639,918.616882
256495.8909,236.3127744,674.5084231,918.7365194
256995.887,237.2901876,678.391536,918.8534667
257496.6882,238.2777984,682.2564929,918.9679095
257996.4738,239.2720646,686.0885551,919.0795083
258494.1527,240.2707836,689.8788999,919.1881158
258996.2495,241.2871539,693.6763451,919.2952085
259496.5122,242.3086274,697.4327104,919.3995013
259995.9144,243.3371551,701.1548446,919.5012819
260496.3517,244.3766741,704.8561843,919.6009983
260995.8776,245.4231671,708.5216545,919.6983226
261498.0809,246.4842156,712.1767672,919.7940014
261997.6849,247.5486827,715.7824559,919.8870856
262497.1218,248.6216796,719.3558838,919.9781004
262997.864,249.7063953,722.9068438,920.0673603
263497.312,250.7971868,726.4162758,920.1544526
263995.6771,251.8944328,729.8852863,920.2394772
264496.2069,253.0052843,733.3357731,920.3230295
264997.0368,254.1256319,736.7540423,920.4048309
265496.3506,255.2513358,740.1272479,920.4846357
265996.1861,256.38691,743.4686984,920.562818
266496.153,257.5314222,746.7751709,920.6393547
266996.5791,258.6855655,750.0482371,920.7143336
267497.2841,259.8488603,753.2861208,920.787763
267997.8248,261.0201877,756.485445,920.8596151
268497.8002,262.1984892,759.6432499,920.9298723
268997.3066,263.3838537,762.7598014,920.9985879
269497.1037,264.5779574,765.8394208,921.0659015
269996.13,265.7781204,768.8752054,921.131705
270494.83,266.985243,771.8695921,921.1960935
270995.1192,268.2038382,774.8335575,921.2593401
271495.9705,269.431288,777.7604025,921.3213365
271996.267,270.66468,780.6432684,921.3819737
272497.8077,271.9082775,783.4921279,921.4414955
272997.7482,273.1548235,786.2905852,921.4995933
273497.3475,274.4072104,789.0456704,921.5564473
273997.1267,275.6665251,791.7600464,921.6121432
274497.9642,276.9347772,794.4381211,921.6667998
274999.4171,278.2106386,797.0771347,921.7203877
275499.6331,279.4891383,799.6672646,921.7727349
275998.5041,280.7697,802.2081524,921.8238618
276498.7609,282.0590698,804.7136028,921.8740707
276994.1012,283.3406804,807.1524305,921.9227618
277493.8756,284.6384384,809.5706905,921.970877
277999.5451,285.9559893,811.9741145,922.0185468
278494.7762,287.2504205,814.2856611,922.0642651
278995.9601,288.5642168,816.5824523,922.1095782
279497.2514,289.8818131,818.8369922,922.1539598
279997.3199,291.1993852,821.0435347,922.1973142
280495.6075,292.5151142,823.2001179,922.2396197
280996.8675,293.8412361,825.3273103,922.2812949
281498.2957,295.1700246,827.412988,922.3221163
281993.1677,296.4832903,829.4301801,922.3615699
282493.6821,297.8130666,831.4289472,922.4006475
282993.653,299.1426056,833.3842002,922.4388701
283493.9982,300.4740086,835.299823,922.4763248
283995.6188,301.809336,837.1793603,922.513091
284495.9661,303.1414624,839.0135825,922.5489979
284996.7358,304.4745624,840.8091527,922.5841844
285498.1614,305.8089178,842.5671433,922.6186799
285999.0343,307.1409752,844.2836902,922.6524159
286499.3165,308.4703037,845.9592034,922.685407
286993.2744,309.7813701,847.5756979,922.7173037
287495.3376,311.1121423,849.1806285,922.7490481
287995.5287,312.4358209,850.7418471,922.7800106
288497.7996,313.7625454,852.2721423,922.8104494
288997.883,315.0807355,853.7590146,922.8401194
289498.6808,316.3977493,855.2117577,922.8692089
289997.5777,317.7064265,856.6234274,922.8975811
290498.4725,319.0167056,858.0055726,922.9254705
290998.8125,320.3216143,859.3515364,922.9527449
291495.6624,321.6132767,860.654383,922.9792636
291995.7093,322.9088215,861.9322318,923.0053963
