Time	(R - R')	(V - V')	(Y - Y')	(L - L')
0	4	0	0	0
150	3.63652689628406	0.0117616627805242	0.0202967456322902	0
300	3.63652689625823	0.0464877740721717	0.0865621322258543	0
450	3.63652689625885	0.10127076945058	0.19336955209329	0
600	3.63652689625885	0.173211877234849	0.334912450194652	0
750	3.63652689625885	0.259505105377382	0.505565192920309	0
900	3.63652689625885	0.357452216414836	0.699913673990739	0
1050	3.63652689625885	0.464488507753513	0.912807547772519	0
1200	3.63652689625885	0.578203798266099	1.13940282823892	0
1350	3.63652689625885	0.696358110531973	1.37519387094546	0
1500	3.63652689625885	0.816888392340134	1.61602741749482	0
1650	3.63652689625885	0.937923203073264	1.85813241967897	0
1800	3.63652689625885	1.05778543050625	2.0981259898427	0
1950	3.63652689625885	1.17499405612323	2.33301737500946	0
2100	3.63652689625885	1.288262623072	2.5602052825545	0
2250	3.63652689625885	1.39649266835054	2.77746507230856	0
2400	3.63652689625885	1.49877552536784	2.98295269349973	0
2550	3.63652689625885	1.59437943365525	3.17517914758837	0
2700	3.63652689625885	1.6827396598679	3.35299092765406	0
2850	3.63652689625885	1.76345072125722	3.51555465756377	0
3000	3.63652689625885	1.83625513533718	3.66233473097482	0
3150	3.63652689625885	1.90102346230486	3.79305338500177	0
3300	3.63652689625885	1.95774450944742	3.9076711706575	0
3450	3.63652689625885	2.00652413303142	4.0063847709334	0
3600	3.63652689625885	2.04755839974003	4.08957310221807	0
3750	3.63652689625885	2.08113004343623	4.1577903802907	0
3900	3.63652689625885	2.10758814482267	4.21172526089306	0
4050	3.63652689625885	2.12734213000131	4.25218891784352	0
4200	3.63652689625885	2.14084542705704	4.28008214284791	0
4350	3.63652689625885	2.14858784282715	4.29638010558414	0
4500	3.63652689625885	2.15108292369817	4.30210688149405	0
4650	3.63652689625885	2.14885989711803	4.29831928303643	0
4800	3.63652689625885	2.14245410801308	4.28608756366476	0
4950	3.63652689625885	2.13239962479403	4.26648053052626	0
5100	3.63652689625885	2.11922193888389	4.24055080879928	0
5250	3.63652689625885	2.10343219618864	4.2093231696932	0
5400	3.63652689625885	2.08552130136853	4.17378263563297	0
5550	3.63652689625885	2.06595653792535	4.13486757050595	0
5700	3.63652689625885	2.04517626169482	4.09345898714841	0
5850	3.63652689625885	2.02358937718878	4.05037935143835	0
6000	3.63652689625885	2.0015701986333	4.00638223892155	0
6150	3.63652689625885	1.97946041944457	3.96215614816259	0
6300	3.63652689625885	1.9575645729851	3.9183153561422	0
6450	3.63652689625885	1.93615339118703	3.87540654426708	0
6600	3.63652689625885	1.91546050672494	3.83390213531455	0
6750	3.63652689625885	1.89568638782992	3.79420810411625	0
6900	3.63652689625885	1.87699640715086	3.75666005242098	0
7050	3.63652689625885	1.85952487016499	3.72153123182254	0
7200	3.63652689625885	1.84337442821964	3.68903131767052	0
7350	3.63652689625885	1.82861983777864	3.6593139113541	0
7500	3.63652689625885	1.81530859440718	3.63247777182305	0
7650	3.63652689625885	1.80346419324193	3.60857333031682	0
7800	3.63652689625885	1.79308777296726	3.58760596071584	0
7950	3.63652689625885	1.78416077481053	3.56954129566063	0
8100	3.63652689625885	1.7766473182468	3.55430998023177	0
8250	3.63652689625885	1.77049626886958	3.54181180531606	0
8400	3.63652689625885	1.76564402346612	3.53192129955319	0
8550	3.63652689625885	1.76201608773117	3.52449087887858	0
8700	3.63652689625885	1.75952992630475	3.51935658547194	0
8850	3.63652689625885	1.75809624179245	3.51634063613024	0
9000	3.63652689625885	1.75762124944576	3.51525599452182	0
9150	3.63652689625885	1.75800878286978	3.5159106387482	0
9300	3.63652689625885	1.75916160621988	3.51811017289613	0
9450	3.63652689625885	1.76098249138598	3.52166004816357	0
9600	3.63652689625885	1.76337614147173	3.52636936710541	0
9750	3.63652689625885	1.76624835169461	3.53204935263405	0
9900	3.63652689625885	1.76950968484255	3.53852050946856	0
10050	3.63652689625885	1.77307375029533	3.54560937121152	0
10200	3.63652689625885	1.77686003674961	3.5531540945171	0
10350	3.63652689625885	1.7807944181783	3.56100559003498	0
10500	3.63652689625885	1.78480756935656	3.56902426204763	0
10650	3.63652689625885	1.78883787019607	3.57708595777658	0
10800	3.63652689625885	1.79282943946109	3.58507795510417	0
10950	3.63652689625885	1.79673319393565	3.59290113784418	0
11100	3.63652689625885	1.8005063444298	3.60046899845129	0
11250	3.63652689625885	1.80411246355463	3.60770775262411	0
11400	3.63652689625885	1.80752120589569	3.61455583006904	0
11550	3.63652689625885	1.810707527555	3.62096231137227	0
11700	3.63652689625885	1.81365238827336	3.6268883195159	0
11850	3.63652689625885	1.816343188231	3.6323078723676	0
12000	3.63652689625885	1.81876884790251	3.63719817616428	0
12150	3.63652689625885	1.82092595105774	3.64155174341791	0
12300	3.63652689625885	1.82281681539798	3.64537258327869	0
12450	3.63652689625885	1.82444157977117	3.64866053011319	0
12600	3.63652689625885	1.82580845610825	3.65143154410578	0
12750	3.63652689625885	1.82692924250749	3.65370882071769	0
12900	3.63652689625885	1.82781322581331	3.65551063279103	0
13050	3.63652689625885	1.82847505609651	3.65686603288629	0
13200	3.63652689625885	1.82893060142796	3.65780658355843	0
13350	3.63652689625885	1.82919565694093	3.65836369155522	0
