Time	Signal
0	0
60	0
120	0
180	0
240	0
300	0
360	0
420	0
480	0
540	0
600	0
600	0
660	0.233887919652065
720	0.857603007664657
780	1.50773031688158
840	2.06722501082358
900	2.53263492953446
960	2.92122317189209
1020	3.24930607835199
1080	3.52942543034671
1140	3.77099613423328
1200	3.98111452422836
1260	4.16524135183483
1320	4.32763575982328
1380	4.47167699087833
1440	4.60008196356668
1500	4.71505906146055
1560	4.81841748633709
1620	4.91166098459705
1680	4.99604926730641
1740	5.07264239989539
1800	5.14234072427403
1860	5.2059155667487
1920	5.2640309511666
1980	5.31726006923787
2040	5.36610026199848
2100	5.410984988342
2160	5.4522977908344
2220	5.49037258378891
2280	5.52551275255119
2340	5.5579810380552
2400	5.5880160822836
2460	5.61582967704681
2520	5.64160868576052
2580	5.6655222444956
2640	5.68772079880863
2700	5.70834093823026
2760	5.72750751848818
2820	5.74533456445196
2880	5.76192841164572
2940	5.77738345637521
3000	5.79178691246033
3060	5.80521449503676
3120	5.81773680125761
3180	5.82941727039725
3240	5.84031751806629
3300	5.85049451144022
3360	5.86000109392923
3420	5.86888557051935
3480	5.8771902836066
3540	5.88495452169914
3600	5.89221295763771
3660	5.89900044566366
3720	5.90534870123815
3780	5.91128917772002
3840	5.91684947484578
3900	5.92205613424035
3960	5.92693174043141
4020	5.93149709906217
4080	5.9357717154893
4140	5.93977425584742
4200	5.94352321065726
4260	5.94703534535069
4320	5.95032719545437
4380	5.95341250330888
4440	5.9563045488396
4500	5.95901497630466
4560	5.9615554777295
4620	5.96393670239612
4680	5.96616902013139
4740	5.96826219783374
4800	5.9702250013334
4860	5.97206571921561
4920	5.97379191786157
4980	5.97541121053778
5040	5.97692992229546
5100	5.97835405054944
5160	5.97969056808558
5220	5.98094399976664
5280	5.98211918387184
5340	5.98322211051252
5400	5.98425650153285
5460	5.98522650283032
5520	5.98613661247353
5580	5.98699040193168
5640	5.98779142927937
5700	5.98854290913028
5760	5.98924805985018
5820	5.98990979846528
5880	5.99053070917942
5940	5.99111337257991
6000	5.99166014988303
