Time	<y1l t^ y1 x^>	<y2 t^ y2r>
0	1000	1000
19.9813381894606	248.779124263017	259.630811796602
39.9947596458901	241.805348453369	264.926839430732
60.0102230708242	234.944209405374	270.062577198761
80.0283062914909	227.934647230874	274.728342610453
100.049664857283	220.832835349943	278.889409041132
120.074826656527	213.692947834045	282.517929882866
140.104177846858	206.566073794388	285.593199801886
160.137957498114	199.499440257183	288.101791698684
180.139756928996	192.548387661443	290.034474096661
200.146025043024	185.737692768276	291.397014279953
220.156606487908	179.100038603065	292.196510700271
240.171248595768	172.66302734181	292.445896379273
260.189623025306	166.449280480174	292.16325579357
280.211347740486	160.476660918741	291.371079481258
300.236007944295	154.758589963105	290.095490976297
320.263174924983	149.304432328318	288.365476739565
340.292422150785	144.119923925236	286.2121446698
360.323338273366	139.207620052728	283.668031142443
380.355536998061	134.567345153006	280.766470855436
400.388663981362	130.196629114204	277.541038466178
420.42240108868	126.091118875834	274.025066350678
440.45646840409	122.244957588736	270.251238969201
460.490624431681	118.651126625136	266.251261319817
480.524664911293	115.301748265908	262.055596781239
500.558420642522	112.188348886682	257.69326820105
520.591754649789	109.302083956427	253.191715268282
540.624558974016	106.633927200885	248.576700890176
560.656751309068	104.17482694568	243.872259359714
580.688271655087	101.91583300763	239.100679436869
600.71907910128	99.8481976235171	234.282515987622
620.749148828763	97.9634538501083	229.436624444149
640.77846937424	96.2534746987516	224.580213024083
660.80704018026	94.7105160182591	219.728908319029
680.83486944011	93.3272458493781	214.896830510976
700.861972224837	92.096762667463	210.096675080849
720.888368882482	91.0126046230541	205.339798418277
740.914083679938	90.0687515984626	200.636305231607
760.939143670898	89.259621625951	195.995136078013
780.963577760468	88.5800629677182	191.424153701525
800.987415941718	88.0253429384385	186.930227175431
821.010688682128	87.5911343589369	182.519313104415
841.033426437585	87.2735003633681	178.196533356912
861.055659275653	87.0688781398174	173.966248973078
881.077416587534	86.9740620635636	169.832130036443
901.098726877224	86.9861865806384	165.797221408678
921.119617611781	87.1027091147564	161.864004317077
941.140115123271	87.3213932005193	158.034453851798
961.160244551615	87.6402919881256	154.310092482356
981.180029820525	88.0577322176319	150.692039740723
1001.1994936395	88.5722987224244	147.181058245544
1021.21865752824	89.1828194905622	143.777596259824
1041.23754185436	89.8883512874503	140.481826986736
1061.2561658862	90.6881658234218	137.293684812042
1081.27454785354	91.5817364334013	134.212898704746
1101.29270501462	92.5687252229385	131.239022984799
1121.31065373022	93.6489706245204	128.37146566227
1141.32840953968	94.8224752992431	125.609514547353
1161.34598723924	96.0893943120044	122.952361322701
1181.36340096274	97.4500235023714	120.399123761816
1201.38066426295	98.9047879678686	117.948866269295
1221.39779019326	100.454230571689	115.600618910125
1241.41479138962	102.099000382311	113.353395086902
1261.43168015258	103.839840947993	111.206208015795
1281.44846853052	105.677578304742	109.158086144125
1301.46516840109	107.613108611222	107.208087645503
1321.48179155494	109.647385299734	105.355314120706
1341.4983497784	111.78140562635	103.598923626787
1361.51485493737	114.016196498052	101.938143150208
1381.53131906164	116.352799448312	100.372280634413
1401.54775442992	118.792254625947	98.9007366669159
1421.56417365649	121.335583655207	97.523015925857
1441.58058977748	123.983771217232	96.2387384814856
1461.59701633913	126.737745195818	95.0476510429887
1481.61346748571	129.598355221862	93.9496382367741
1501.62995804855	132.566349443335	92.9447339971571
1521.64650363419	135.642349339255	92.0331331453821
1541.6631207126	138.826822388961	91.2152032268721
1561.67982670246	142.120052400641	90.4914966700103
1581.69664005389	145.522107297743	89.8627633215734
1601.71358032571	149.032804157392	89.329963404366
1621.73066825621	152.651671293333	88.8942809306837
1641.74792582409	156.377907176884	88.5571375906835
1661.76537629499	160.210335994431	88.3202071166678
1681.78304425167	164.147359651065	88.185430101884
