Time,g703,mrna704,Y,g703_Y
7401.678040290344,0,2,13,1
7501.971733861656,0,2,18,1
7603.881597242681,0,2,22,1
7703.337557482545,0,2,20,1
7804.834187191614,0,2,29,1
7905.08038580944,0,2,20,1
8009.231364797431,0,2,18,1
8112.10453711929,0,3,22,1
8210.317063565757,0,2,18,1
8314.14558598762,0,2,21,1
8413.998412872666,0,2,21,1
8516.406586551024,0,2,16,1
8617.1623276722,0,2,21,1
8714.10423567966,0,2,22,1
8817.781218289101,0,3,22,1
8919.541230428675,0,3,22,1
9021.591591057431,0,3,32,1
9123.384846923793,0,2,34,1
9223.064013743562,0,3,19,1
9324.97108478648,0,4,26,1
9424.824757615012,0,5,43,1
9526.350207261043,0,4,53,1
9626.534159519406,0,4,45,1
9726.657964802493,0,4,43,1
9827.896431157866,0,3,37,1
9928.093062531763,0,3,30,1
10031.062489868687,0,2,28,1
10130.844308283342,0,2,29,1
10229.899544647687,0,3,29,1
10331.791031182065,0,3,22,1
10433.383778967813,0,3,29,1
10534.806518039615,0,3,34,1
10636.32243880973,0,3,34,1
10737.021212656035,0,4,42,1
10838.157388534055,0,5,54,1
10938.381303550539,0,5,44,1
11038.598176700578,0,3,40,1
11137.855944922145,0,4,47,1
11239.202183448991,0,3,32,1
11337.715826162916,0,3,36,1
11441.650159276522,0,2,29,1
11542.693609412045,0,2,28,1
11642.915654114355,0,2,20,1
11744.666734512892,0,2,22,1
11849.208424396238,0,2,20,1
11948.457069081622,0,3,20,1
12049.863059251207,0,2,26,1
12151.996416838625,0,2,23,1
12252.924726381092,0,1,15,1
12353.281574950495,0,1,15,1
12453.866703230695,0,2,11,1
12550.066508041367,0,2,13,1
12652.006258743248,0,2,23,1
12756.751236284905,0,2,26,1
12859.02265493859,0,1,19,1
12955.088844721817,0,1,14,1
13059.99088027283,0,0,4,1
13159.645782257554,0,1,2,1
13260.847968653088,0,0,6,1
13366.31302521929,0,1,3,1
13466.626947933984,0,1,9,1
13566.87992398686,0,2,20,1
13670.20342879911,1,2,27,0
13769.974465925812,0,2,23,1
13868.666481498063,0,1,24,1
13972.341357669891,1,2,17,0
14072.410755329603,0,2,21,1
14172.86200923575,0,4,28,1
14273.196965701678,0,4,29,1
14373.013953568185,0,4,54,1
14473.385809235298,0,4,35,1
14575.347598640237,0,3,28,1
14674.135412060554,0,3,30,1
14776.686151072046,0,3,28,1
14875.949715323499,0,4,38,1
14976.437164794166,0,5,36,1
15078.190280207655,0,5,51,1
15177.957861753692,0,5,47,1
15279.076246098692,0,3,43,1
15378.897507468695,0,2,19,1
15478.990748551218,0,3,17,1
15582.26987063678,0,3,30,1
15681.887277893968,0,3,37,1
15782.944131438991,0,3,31,1
15882.478097622006,0,3,23,1
15984.88031240527,0,4,30,1
16084.915660867151,0,4,36,1
16186.282301309458,0,3,29,1
16286.30233305065,0,3,30,1
16386.91131082947,0,3,30,1
16488.50579649569,0,3,28,1
16588.610653350628,0,3,39,1
16691.229829916127,0,2,28,1
16791.48080382276,0,2,24,1
16890.3449551714,0,2,24,1
16992.502559241246,0,2,17,1
17092.823281302102,0,2,20,1
17193.30692998023,0,2,24,1
17295.62841012333,0,2,27,1
17396.49635252191,0,2,22,1
17494.393975966694,0,2,22,1
17594.77730949332,0,2,22,1
17697.598144013402,0,2,23,1
17799.29247138437,0,2,20,1
17900.861497765898,0,2,22,1
18001.74378268655,0,2,20,1
18100.690020097663,0,2,11,1
18200.62258897355,0,3,21,1
18303.79641244812,0,2,18,1
18404.730437785627,0,3,14,1
18505.272321958782,0,3,27,1
18606.321236331885,0,2,17,1
18706.365140847407,0,2,22,1
18808.027507328465,0,2,19,1
18911.90226577606,0,3,23,1
19011.439256488015,0,3,35,1
19112.484796557368,0,4,26,1
19213.331500882523,0,4,32,1
19313.479598513342,0,4,31,1
19414.00657743175,0,4,35,1
19513.96332667252,0,4,31,1
19615.357614572826,1,5,43,0
19714.797627464894,0,6,53,1
19815.571994917802,0,5,56,1
19916.02348513189,0,4,54,1
20015.69736137059,0,4,58,1
20116.918449324814,0,4,52,1
20217.529366242157,0,4,46,1
20316.955437849538,0,3,40,1
20419.618659820444,0,3,39,1
20523.189657568735,0,3,32,1
20625.563806180107,0,4,37,1
20724.392154758556,0,3,38,1
20826.179662073457,0,3,27,1
20928.28355698336,0,3,33,1
21030.146235816515,0,1,21,1
21122.773478275376,0,1,13,1
21229.9936919635,0,1,10,1
21332.681171301527,0,1,9,1
21435.75624242158,0,1,11,1
21537.562162496048,0,1,9,1
21639.40452540911,0,2,14,1
21740.87759557275,0,2,13,1
21840.72038100113,0,2,15,1
21941.501430793774,0,2,10,1
22042.764129370815,0,1,13,1
22141.53969777733,0,1,9,1
22244.655087750274,0,1,11,1
22347.156803023572,0,2,9,1
22448.723905539384,0,2,20,1
22550.845787491588,0,2,17,1
22652.44266003078,0,2,20,1
22753.059079678926,0,2,21,1
22854.500686929918,0,2,28,1
22954.7009157121,0,2,25,1
23051.638984762238,0,2,18,1
23153.493781341487,0,2,26,1
23256.013072267826,0,1,19,1
23355.903465590927,0,1,16,1
23456.394853511934,0,2,16,1
23557.54251249223,0,3,18,1
23656.140477354544,0,2,29,1
23758.202643766857,0,2,30,1
23858.830364432353,0,3,26,1
23959.62897511997,0,3,30,1
24058.603498762368,0,3,34,1
24159.143139806543,0,3,34,1
24259.64485506424,0,2,27,1
24360.735954050728,0,2,21,1
24462.110791112154,0,2,21,1
24564.585597110225,0,2,22,1
24663.04872935018,0,2,21,1
24765.216200870196,0,2,18,1
24865.55385684593,0,3,33,1
24964.756898730764,0,3,30,1
25064.160311339638,0,4,30,1
25166.578549659233,0,4,29,1
25268.48451841611,0,4,26,1
25367.406852154403,0,4,29,1
25468.617368831896,0,4,39,1
25569.3349819657,0,4,34,1
25670.07596265631,0,5,40,1
25772.211553894034,0,5,45,1
25873.15968438637,0,5,52,1
25971.946360395003,0,5,56,1
26073.393050631617,0,5,52,1
26171.56295582964,0,3,53,1
26276.014415458973,0,3,27,1
26375.620707767863,0,3,31,1
26477.983073316565,0,2,19,1
26577.936938506366,0,3,22,1
26677.94482505566,0,3,32,1
26778.95026236865,0,3,28,1
26878.480478226218,0,4,24,1
26980.051274646547,0,4,28,1
27080.235636088968,0,4,43,1
27177.86746164481,0,3,42,1
27278.97403354885,0,3,28,1
27380.333954065984,0,3,25,1
27481.673814256934,0,2,21,1
27581.607622554453,0,2,22,1
27683.07131089929,0,1,20,1
27786.92212997745,0,1,14,1
27885.549231956527,0,1,18,1
27990.903230277454,0,1,17,1
28091.075412511047,0,2,11,1
28192.23839123923,0,2,10,1
28293.236498246526,0,2,17,1
28393.695226636726,0,2,23,1
28493.851414428867,0,2,23,1
28595.63297215962,0,2,29,1
28696.2144359937,0,1,18,1
28799.205721618473,0,2,16,1
28899.303546521012,0,1,9,1
29000.956626352392,0,2,13,1
29100.080653497578,0,1,13,1
29199.94191615085,0,1,15,1
29301.443505234845,0,2,18,1
29402.261989326526,0,2,27,1
29500.61165253132,0,2,28,1
29602.296294494136,0,2,18,1
29705.88583075035,0,3,34,1
29805.7786657574,0,3,35,1
29905.19302217783,0,3,35,1
30007.838350181013,0,3,33,1
30110.219406869335,0,3,32,1
30209.16537638742,0,3,35,1
30312.94035058878,0,2,25,1
30413.73657624922,0,2,32,1
30519.460078988224,1,2,20,0
30619.37029017909,0,2,16,1
30717.904772408503,0,2,24,1
30822.420332696023,0,2,24,1
30921.553654198433,0,2,20,1
31021.961959499826,0,3,28,1
31119.039421591082,0,3,32,1
31224.204593203693,0,3,32,1
31325.651322735648,0,3,37,1
31424.90724428374,0,3,32,1
31526.099499915832,0,4,45,1
31625.69179137401,0,3,37,1
31727.403992659354,0,3,27,1
31828.88430166209,0,3,22,1
31929.74274024965,0,3,26,1
32030.309433094655,0,2,19,1
32129.22168581686,0,5,24,1
32233.584233199384,0,4,34,1
32333.568782661103,0,4,39,1
32433.106410946897,0,3,56,1
32534.58582835067,0,3,46,1
32635.0834455812,0,3,48,1
32736.373278293413,0,2,27,1
32834.260119141596,0,3,18,1
32936.74265138625,0,3,24,1
33039.79492645612,0,3,31,1
33141.76757179891,0,1,20,1
33243.46407770025,0,1,18,1
33345.78018847268,0,1,9,1
33445.05569553249,0,0,5,1
33547.159557610896,0,0,2,1
33647.6033904049,0,2,5,1
33748.34470037493,0,0,13,1
33850.17446837975,0,0,3,1
33950.82495745414,1,1,2,0
34050.80230869988,0,3,13,1
34150.02361372981,0,4,31,1
34252.29716668968,0,4,34,1
34353.083960605865,0,3,42,1
34453.10422160108,0,2,37,1
34553.21663903164,0,1,21,1
34654.36707970263,0,1,10,1
34755.63674791856,0,1,13,1
34855.36117058002,0,1,14,1
34956.23533397815,0,1,12,1
35052.45338598855,0,1,11,1
35159.85907273904,0,1,7,1
35257.25321056872,0,2,13,1
35359.71952077697,0,1,21,1
35460.40291860734,0,1,15,1
35561.21652542153,0,1,12,1
35659.77215065126,0,1,11,1
35764.35482521428,0,1,11,1
35869.15839460161,0,1,12,1
35962.73543450029,0,1,6,1
36070.69797608899,0,2,7,1
36171.010815038186,0,3,17,1
36274.34830149754,0,3,23,1
36373.33562000105,0,2,38,1
36474.71436888212,0,2,39,1
36578.877291836165,0,2,30,1
36681.21668818721,0,2,26,1
36782.56838398949,0,2,26,1
36881.69029833215,0,2,23,1
36984.5394099591,0,2,18,1
37086.149805292414,0,2,14,1
37188.88814604465,0,2,23,1
37291.09768276942,0,2,26,1
37390.280718156326,0,3,32,1
37491.655769601675,0,3,29,1
37592.264339633606,0,3,25,1
37692.687224404006,0,2,24,1
37792.60440065954,0,1,14,1
37895.182131974965,0,1,16,1
37999.21617091763,0,2,17,1
38099.69771689937,0,2,14,1
38200.223665646525,0,2,14,1
38300.25887716894,0,2,24,1
38401.055553349484,0,2,19,1
38501.46959074636,0,3,20,1
38604.43587111251,0,3,17,1
38704.59628098338,0,2,21,1
38802.84725014121,0,2,16,1
38906.46744296689,0,2,22,1
39007.42247954815,0,2,20,1
39107.34714835525,0,2,22,1
39209.82986802184,0,4,33,1
39312.584066340605,0,4,37,1
39412.81234874991,0,4,40,1
39512.92622120261,0,4,40,1
39612.11946483742,0,4,43,1
39713.45897299442,0,4,39,1
39812.38364298098,0,4,54,1
39914.18389430736,0,4,47,1
40016.63490341436,0,4,36,1
40117.80215146996,0,2,42,1
40220.29826023201,0,2,23,1
40318.25522254477,0,2,18,1
40420.55204236949,0,2,24,1
40521.768419503525,0,2,25,1
40623.538038803476,0,2,25,1
40724.634776967134,0,2,26,1
40825.76890147064,0,2,27,1
40926.35246971474,0,2,21,1
41026.898461208584,0,1,16,1
41128.15408107409,0,0,7,1
41227.661626648114,1,0,4,0
41327.38772998392,0,1,4,1
41429.97777737312,0,2,11,1
41529.115477806285,0,2,20,1
41630.468927561174,0,2,22,1
41731.94128928655,0,2,31,1
41832.11931439701,0,2,27,1
41933.326696932265,0,2,24,1
42033.92538708515,0,2,20,1
42134.22335961278,0,2,24,1
42240.039355330795,0,1,16,1
42341.733900282685,0,3,15,1
42442.67618488869,0,4,29,1
42546.18049067264,0,4,34,1
42645.23053914202,0,2,35,1
42748.121699507916,0,3,20,1
42849.47677447336,0,3,28,1
42952.61875190865,0,3,19,1
43052.04911511453,0,2,20,1
43153.45796060171,0,2,13,1
43254.30162620558,0,2,25,1
43355.2429103722,0,2,26,1
43459.384796026774,0,2,18,1
43560.88131846389,0,0,18,1
43662.69507608887,0,0,6,1
43763.00427705394,0,1,9,1
43863.1910270788,0,2,14,1
43966.77904932828,0,2,21,1
44066.89653415791,0,3,25,1
44167.270114647945,0,3,29,1
44268.30271232095,0,3,35,1
44369.79770848475,0,3,25,1
44470.24649456552,0,3,35,1
44571.44700516236,0,3,42,1
44672.47663173291,0,3,33,1
44771.83208734792,0,3,38,1
44875.37043340901,0,3,35,1
44974.95838741175,0,3,41,1
45076.56631373343,1,2,23,0
45175.68876120223,0,2,26,1
45276.17620927811,0,1,19,1
45376.84792947686,0,1,14,1
45481.44118190568,0,1,15,1
45582.10309656802,0,1,11,1
45682.41907412475,0,1,13,1
45783.83684458859,0,1,17,1
45889.22490685058,0,1,8,1
45989.87376042706,0,1,8,1
46091.219454651364,0,1,11,1
46190.21883792085,0,1,16,1
46294.880068358085,0,1,11,1
46393.21674760878,0,1,13,1
46494.28358746293,0,1,19,1
46593.83772924403,0,1,13,1
46699.741996278266,1,1,12,0
46799.42741525239,1,1,6,0
46898.7063526334,0,0,3,1
46989.907815927734,0,1,2,1
47102.379636994,0,1,7,1
47202.312381603064,0,1,7,1
47303.018819955025,0,1,12,1
47408.500838259606,0,1,7,1
47505.73013130908,0,1,11,1
47610.3098200105,0,2,9,1
47709.933385008175,0,3,16,1
47810.5976663313,0,3,25,1
47911.93921567547,0,3,34,1
48013.76507154735,0,2,34,1
48115.28730239457,0,2,22,1
48216.475770947516,0,2,24,1
48318.46694825942,0,2,15,1
48420.827423189134,0,3,22,1
48522.18898459582,0,2,25,1
48621.81976986757,0,1,18,1
48722.381732408234,0,1,18,1
48820.267588785086,0,1,15,1
48921.92613764454,0,0,13,1
49025.05691497607,0,1,3,1
49124.894992000016,0,2,11,1
49226.33333819183,0,2,14,1
49328.66269540166,0,3,22,1
49428.71805329981,0,3,32,1
49529.60455684601,0,3,31,1
49631.703918729174,0,4,35,1
49732.94509919242,0,4,40,1
49832.30037829484,0,4,37,1
49933.31208458139,0,3,42,1
50034.39185259074,0,3,33,1
50133.65776856215,0,3,29,1
50239.3475402964,0,3,36,1
50339.95729290723,0,3,33,1
50438.7482770393,0,3,26,1
50541.0288648042,0,4,36,1
50641.642211650396,0,5,33,1
50742.06911269849,0,4,33,1
50844.44835451704,0,5,43,1
50947.7469312862,0,5,42,1
51047.536902908236,0,5,43,1
51147.52358142646,0,5,51,1
51248.35728433994,0,5,57,1
51348.43286302802,0,5,52,1
51448.471700375114,0,6,51,1
51544.61195833295,0,6,50,1
51648.3195697196,0,5,64,1
51749.86493567582,0,5,57,1
51849.89618201949,0,4,51,1
51950.89232833995,0,3,41,1
52052.934108447495,0,3,27,1
52154.08451798847,0,4,26,1
52254.089269940145,0,4,51,1
52354.53408807712,0,4,46,1
52454.836877168345,0,5,45,1
52555.812095283625,0,4,47,1
52655.63662753809,0,5,46,1
52756.995827002225,0,5,33,1
52857.67868613121,0,5,44,1
52957.92869847436,0,5,55,1
53058.70828162537,0,5,61,1
53158.302892167114,0,5,59,1
53258.51508125209,0,5,52,1
53358.76446161041,0,4,46,1
53459.18401978575,0,3,43,1
53556.40106787355,0,2,38,1
53658.696176637335,0,2,35,1
53757.53079117024,0,1,23,1
53863.395843119506,0,1,15,1
53964.7270506887,0,3,30,1
54067.375739769384,0,2,21,1
54166.76528457898,0,2,13,1
54268.102363674734,0,3,30,1
54367.405085042104,0,5,38,1
54468.23208076738,0,5,46,1
54570.00197034184,0,5,49,1
54670.85763706869,0,5,48,1
54771.14001629334,0,5,42,1
54871.217140688415,0,5,37,1
54972.877569507546,0,5,45,1
55072.48863213676,0,5,49,1
55173.190461658756,0,3,40,1
55274.15942724306,0,3,33,1
55375.09522171054,0,2,32,1
55478.5437151245,0,2,21,1
55577.31049270076,0,1,17,1
55680.76135028929,0,0,14,1
55783.54947448686,0,0,6,1
55885.176674197304,1,2,8,0
55985.06402200392,0,2,19,1
56085.448124949435,0,3,21,1
56188.44665895437,0,3,25,1
56290.70630463016,0,3,31,1
56391.21559591289,0,1,22,1
56491.49298679228,0,1,10,1
56593.38881925396,0,1,7,1
56694.58871657106,0,1,7,1
56793.59327672733,0,2,11,1
56894.58829015393,0,2,16,1
56996.33662469889,0,3,20,1
57096.416188941635,0,3,24,1
57196.40091279458,0,3,27,1
57297.79414443089,0,3,36,1
57399.328595420884,0,3,32,1
57500.77711818089,0,3,29,1
57600.380971116305,0,3,26,1
57701.83097340785,0,2,32,1
57802.932789374565,0,3,22,1
57904.07116723218,0,3,28,1
58005.65277016794,0,3,38,1
58108.049985527505,0,3,27,1
58206.510642059286,0,3,27,1
58308.55967446632,0,3,30,1
58410.586874951994,0,2,24,1
58511.43956592496,0,2,19,1
58614.065302240044,0,2,24,1
58715.10755989854,0,2,24,1
58813.35915843704,0,1,18,1
58917.11152627119,0,1,10,1
59015.40651835326,0,1,16,1
59116.66686292541,0,1,14,1
59222.563592064325,1,1,7,0
59321.78810565559,0,1,9,1
59422.79293399234,0,2,18,1
59524.20332785671,0,1,10,1
59627.5061470984,0,1,12,1
59729.09927681937,0,1,12,1
59830.675452490126,0,1,5,1
59931.55212796422,0,3,11,1
60031.922319159596,0,3,25,1
60136.224336526626,0,3,25,1
60238.097845325174,0,3,23,1
60337.82659894038,0,4,32,1
60438.49219910733,0,4,39,1
60537.32288369946,0,4,28,1
60638.880886482155,0,4,34,1
60739.557969066416,0,3,29,1
60841.29193578789,0,2,20,1
60941.82521731878,0,4,25,1
61042.316534517144,0,3,35,1
61142.64110794357,0,3,33,1
61243.48337248781,1,3,26,0
61342.870852015316,0,4,31,1
61443.1345931683,0,4,36,1
61543.880706742646,0,3,29,1
61644.00842415957,0,3,31,1
61745.47644562045,0,2,29,1
61848.280676677336,0,2,20,1
61948.34666883836,0,2,17,1
62051.64444460953,0,2,25,1
62152.837837180414,1,2,24,0
62252.671433822215,0,2,20,1
62349.99956916173,0,1,19,1
62452.52374131105,0,2,20,1
62551.957373299665,0,1,18,1
62653.10515492791,0,2,15,1
62753.79264875952,0,2,18,1
62858.43889956089,0,2,14,1
62957.87142743459,0,2,18,1
63058.93636323557,0,1,19,1
63161.68806344662,0,1,17,1
63261.379629132236,0,1,7,1
63360.62598641777,0,2,14,1
63456.48669243747,0,1,12,1
63561.72544328656,0,1,9,1
63666.70734955222,0,1,7,1
63767.13310407226,0,1,5,1
63866.883560841554,0,1,8,1
63969.86463553858,0,1,7,1
64069.67848326738,0,0,4,1
64171.58315856745,0,0,1,1
64274.08641488346,0,1,4,1
64380.0147867715,0,1,10,1
64480.62878359176,0,2,23,1
64581.90619703022,0,2,26,1
64683.34648556018,0,3,25,1
64783.23098593643,0,4,37,1
64884.64291765456,0,4,42,1
64984.69792359582,0,2,24,1
65084.75801342598,0,2,18,1
65187.209883782365,0,2,13,1
65292.93792868377,0,2,26,1
65392.514827470164,0,1,16,1
65492.70051390844,0,3,16,1
65594.27786126622,0,3,23,1
65694.17607035486,0,3,22,1
65793.00561662803,0,3,27,1
65895.80314124725,0,3,32,1
65996.44296962104,0,4,34,1
66096.53824224573,0,4,35,1
66196.76235246331,0,4,40,1
66297.82198284159,0,2,35,1
66399.2143475567,0,2,23,1
66502.57710949256,0,1,16,1
66601.96253081955,0,1,10,1
66702.00522718522,0,1,8,1
66803.37270100939,0,1,8,1
66909.52993548255,0,1,5,1
67010.69965532547,0,2,13,1
67112.73554255889,0,2,16,1
67211.31231479063,0,2,22,1
67312.64073758431,0,2,26,1
67412.89344549493,0,1,23,1
67513.36932006365,0,0,13,1
67612.14406351426,0,1,6,1
67711.41237381464,0,1,10,1
67813.72760778738,0,1,10,1
67916.54340443587,0,1,14,1
68017.4129008714,0,1,16,1
68119.10644906978,0,0,11,1
68218.8268499185,0,2,18,1
68319.54675082098,0,2,16,1
68418.00243498845,0,1,16,1
68522.18156941597,0,1,15,1
68624.49056087021,0,1,8,1
68725.14205476383,0,1,9,1
68824.03634906092,0,2,14,1
68927.77900571005,0,2,25,1
69026.89767371812,0,1,18,1
69128.95780868657,0,2,11,1
69227.94323495805,0,3,23,1
69330.49619966859,0,3,26,1
69430.45586147954,0,3,26,1
69532.30817482932,0,2,22,1
69632.3214281425,0,2,17,1
69734.00330044495,0,2,18,1
69835.68009956005,0,2,18,1
69941.94908744133,0,2,26,1
70043.96287125745,0,2,21,1
70149.03722938689,0,2,30,1
70248.57595512042,0,3,24,1
70351.22414663974,0,3,26,1
70453.48006558736,0,3,29,1
70553.94948329836,0,3,31,1
70654.39651422645,0,2,32,1
70755.05745241547,0,2,30,1
70856.90766125689,0,2,23,1
70957.5263340064,1,2,10,0
71051.1667004729,0,2,14,1
71157.02284209763,0,2,21,1
71258.08184137632,0,3,28,1
71359.80192296003,0,2,31,1
71459.84509728414,0,2,17,1
71561.84728729748,0,2,16,1
71662.84711689365,0,2,13,1
71764.79946567796,0,3,24,1
71865.72724237353,0,3,26,1
71965.49391607636,0,2,15,1
72065.50836278962,0,2,19,1
72165.69932146974,0,2,22,1
72267.01174833377,0,2,24,1
72369.22117989942,0,2,24,1
72469.8521580524,0,2,25,1
72569.74017921167,0,2,21,1
72672.56183254387,0,3,29,1
72772.92540508756,0,3,26,1
72872.7882892206,0,3,35,1
72973.81115142441,0,3,26,1
73075.11725836048,0,4,30,1
73175.25503899674,0,5,36,1
73276.65808820701,0,5,45,1
73376.41338625041,0,5,55,1
73476.49169561912,0,6,51,1
73577.9638593775,0,4,51,1
73678.10489732826,0,4,29,1
73778.66345176136,0,4,43,1
73877.4767558122,0,4,43,1
73978.91697725977,0,4,40,1
74079.72456395684,0,4,43,1
74180.42609019564,0,3,26,1
74279.39073113195,0,2,21,1
74380.63364967488,0,2,19,1
74481.16399061598,0,2,26,1
74580.55243434788,0,2,28,1
74682.81570193062,0,2,26,1
74782.93069570808,0,2,24,1
74883.58059262267,1,2,19,0
74982.95814161446,0,2,16,1
75084.48707683133,0,1,19,1
75185.6326072263,1,1,16,0
75284.69106663078,0,1,11,1
75388.99207742533,0,2,18,1
75490.25490076125,0,2,14,1
75590.96568049613,0,3,19,1
75691.10897513,0,3,28,1
75794.37770330446,0,2,32,1
75895.61430690753,0,2,22,1
75996.61510666195,1,1,19,0
76096.7376523948,0,1,11,1
76197.23411900208,0,2,18,1
76302.21012572556,1,2,13,0
76399.56030842377,0,2,26,1
76502.19850719735,0,2,19,1
76605.1612226537,0,3,29,1
76705.04492343728,0,3,30,1
76807.92805694732,0,3,28,1
76909.54046837905,0,2,30,1
77008.77511619698,0,2,25,1
77110.42131835056,0,2,28,1
77212.52666670158,0,2,17,1
77312.01209977656,0,2,6,1
77411.53544014838,0,3,20,1
77515.50492655518,0,3,37,1
77615.37210434958,0,3,29,1
77714.69744242904,0,3,30,1
77814.6567202901,0,2,17,1
77917.08948996119,0,2,20,1
78016.86809465765,0,2,22,1
78118.90362662282,0,3,24,1
78220.34160517507,0,3,27,1
78320.66685713657,0,3,39,1
78423.55140519781,0,3,39,1
78524.98219308964,0,3,30,1
78625.18072998962,0,3,37,1
78728.56530019119,0,2,26,1
78826.87366146054,0,3,22,1
78929.84283935852,0,4,49,1
79031.77871730973,0,3,35,1
79132.17493699706,0,3,33,1
79232.69381842285,0,3,29,1
79337.19650316171,0,3,37,1
79438.21555282695,0,4,36,1
79538.69269134973,0,3,30,1
79641.68329596065,0,3,22,1
79741.56637800399,0,3,31,1
79843.78352574557,0,3,32,1
79946.98225923824,0,3,24,1
80046.94144073814,0,3,27,1
80147.41473972349,0,2,31,1
80247.33475757102,0,2,22,1
80338.7513162738,0,1,17,1
80448.59747934162,0,1,10,1
80549.75732255896,0,1,18,1
80651.44154059263,0,4,29,1
80753.45658481114,0,2,30,1
80856.63871055986,0,1,19,1
80957.05624575297,0,1,9,1
81057.93643907396,0,2,16,1
81161.06915270051,0,2,12,1
81262.845395429,0,2,18,1
81363.2660190042,0,2,17,1
81465.28847343176,0,2,14,1
81567.81526354965,0,1,12,1
81668.06095173988,0,3,23,1
81768.88144295754,0,3,25,1
81869.27406462896,0,2,19,1
81969.40307539009,0,3,32,1
82070.81158281957,0,3,25,1
82168.80602092567,0,3,30,1
82273.41322269084,0,3,31,1
82374.55369995492,0,3,24,1
82475.4552411858,0,1,17,1
82576.25067544445,0,1,17,1
82678.34255453073,0,1,15,1
82778.70998782647,0,3,25,1
82880.8373096868,0,2,25,1
82980.57143341143,0,2,27,1
83080.80798817115,0,2,21,1
83182.76029759042,0,1,21,1
83282.91161856995,1,1,13,0
83381.06267232717,0,1,9,1
83486.67495647838,0,1,11,1
83588.32480293713,1,2,15,0
83688.25897091726,0,2,22,1
83786.98301965873,0,2,20,1
83888.944442714,0,2,22,1
83992.13646267993,0,2,19,1
84094.02130245524,0,2,25,1
84195.3396174335,0,2,22,1
84297.22170274783,0,2,24,1
84398.5598053123,0,2,18,1
84499.71899944305,0,2,21,1
84597.95036226646,0,2,18,1
84701.6532421449,0,3,24,1
84800.80558811105,0,3,28,1
84902.8506234969,0,4,38,1
85002.40510132702,0,4,29,1
85104.10724422996,0,4,46,1
85202.98361257503,0,4,41,1
85306.36547027166,0,4,38,1
85407.87681246015,0,3,42,1
85507.85330720339,0,4,32,1
85609.04827462549,0,4,36,1
85710.09532783907,0,3,35,1
85810.08111030802,0,3,38,1
85910.52313950092,0,3,24,1
86009.13859991297,0,3,27,1
86110.45270306511,0,3,29,1
86216.03928132809,0,2,31,1
86316.58591798073,0,2,25,1
86416.01631620116,0,1,14,1
86517.03144403691,0,1,14,1
86618.25449657431,0,3,12,1
86719.24983708166,0,4,31,1
86819.75097938855,0,4,39,1
86919.9043002787,0,3,40,1
87019.32571841571,0,3,32,1
87122.31836430781,0,3,28,1
87222.00179319583,0,3,28,1
87322.57328634652,0,3,40,1
87424.77046958636,0,2,29,1
87523.73933361168,0,2,24,1
87626.46363025304,0,2,26,1
87725.89642356496,0,2,24,1
87831.70374066161,0,2,19,1
87932.18624450183,0,2,15,1
