Time,Signal
0,100
99.99448220193615,54
200.0333168152934,60
300.0596386062409,61
400.06825201321124,54
500.09560234915654,53
600.1104633334057,51
700.1400937872187,48
800.1974841052,48
900.1943780488783,52
1000.2060971282382,48
1100.227255645933,40
1200.2414996599468,48
1300.262507875662,48
1400.2461566850761,46
1500.2868095635606,54
1600.2639248576877,53
1700.3391546905975,45
1800.3885006342966,47
1900.3588535938493,52
2000.379104515662,58
2100.332012298288,58
2200.355954830446,47
2300.3787438511513,46
2400.4030739135937,44
2500.4010670567795,52
2600.4363762663415,49
2700.4528759875802,51
2800.4507982126775,50
2900.4624141466397,52
3000.4741294999867,52
3100.473433790619,54
3200.5333623793094,63
3300.538596779971,47
3400.5996192695166,54
3500.6107977820693,52
3600.5821945878943,57
3700.6113001958474,46
3800.666425136527,43
3900.7012167088305,47
4000.6978773196856,47
4100.694303765785,39
4200.729695342102,53
4300.760539029202,41
4400.788061341328,44
4500.754690090947,42
4600.791304639302,51
4700.768293650205,56
4800.8217921593205,51
4900.85976387888,49
5000.867581128029,56
5100.850700033965,52
5200.891455220531,50
5300.920259225562,45
5400.7992146223305,61
5500.955703306552,54
5600.962987227577,51
5700.911350933753,48
5800.956150542697,39
5900.968222908016,50
6000.97266207434,48
6101.007097528637,49
6201.043354521652,57
6300.9893071423085,49
6401.068043853281,51
6501.080105251995,53
6601.074897616402,49
6701.101236814671,50
6801.139666121895,45
6901.181238913794,52
7001.209389894865,51
7101.223712384219,57
7201.250833898599,46
7301.231105178394,53
7401.2616570612345,53
7501.2563453691855,52
7601.234804286586,49
7701.265139520716,54
7801.271936731481,53
7901.25583795382,46
8001.257751062773,48
8101.273302229096,54
8201.326326346682,49
8301.345409630707,55
8401.35266552162,47
8501.355435949292,43
8601.389436238715,49
8701.321671780757,54
8801.386117655684,57
8901.406042810362,55
9001.40324336866,41
9101.391692051382,51
9201.494718761525,37
9301.509475972702,50
9401.525271748516,51
9501.523956347826,52
9601.507645119855,49
9701.568586788308,48
9801.608223957655,51
9901.640475806762,51
10001.647986495833,46
10101.67451457586,51
10201.634683611146,53
10301.673414539939,45
10401.736370732982,57
10501.763337516515,58
10601.772402096543,47
10701.82102773283,59
10801.796252743046,44
10901.849571444758,52
11001.825285995203,55
11101.899510308505,51
11201.91327395345,48
11301.926125362483,53
11401.913658508542,50
11501.89482894786,47
11601.95041415564,62
11701.987720474806,54
11801.983712790368,47
11902.013468588395,57
12002.016994779962,46
12102.000503021109,48
12202.0335324243,45
12302.003718766033,48
12402.074387893705,46
12502.092979723331,55
12602.078220186066,57
12702.183088088852,51
12802.203718810815,46
12902.218593131836,48
13002.222886140116,49
13102.198392333616,48
13202.278027077386,56
13302.277702265013,38
13402.249789409609,51
13502.280258765337,59
13602.303762721736,53
13702.418419096559,50
13802.414865214076,42
13902.41071189504,45
14002.405865804456,35
14102.429490378643,35
14202.427393216845,30
14302.443571241613,32
14402.463836700223,27
14502.480175600556,28
14602.49312568345,15
14702.478797082635,24
14802.492579495492,23
14902.489542604651,29
15002.503633379474,30
15102.50936212658,33
15202.509081446513,38
15302.512452091265,38
15402.52305672477,39
15502.501135194581,41
15602.551371432795,39
15702.556669579115,37
15802.581300101097,33
15902.56589939068,30
16002.589288287098,33
16102.612714049785,42
16202.63008960937,42
16302.594327293977,33
16402.64420068527,41
16502.653011369603,46
16602.673185178013,34
16702.640400603854,43
16802.69243267998,40
16902.70405184768,38
17002.714514226904,44
17102.738636576345,39
17202.742055814433,44
17302.74547907605,36
17402.769399653473,37
17502.765602977808,42
17602.81280426323,45
17702.818594806788,43
17802.82398925687,42
17902.831187929885,51
18002.834413097054,45
18102.831202310488,46
18202.90902473958,43
18302.903141773153,46
18402.925307525078,52
18502.952240216673,37
18602.963069881192,47
18702.991682004606,41
18803.004137923963,51
18903.00868133098,51
19003.036910727114,46
19103.04571950603,51
19203.049852473916,46
19303.057335943056,45
19403.061633556565,52
19503.050780470705,46
19603.0893049244,52
19703.10422929148,49
19803.108350449776,54
19903.105892354728,47
20003.088985594062,43
20103.105579275958,46
20203.101339759967,38
20303.152867601264,44
20403.172343841856,52
20503.18585386314,61
20603.17905445278,46
20703.18719415986,51
20803.19072898732,51
20903.18247825199,49
21003.230292548964,41
21103.212911419854,44
21203.19637936885,47
21303.238363091088,37
21403.25980977395,47
21503.25727178088,45
21603.274341244858,36
21703.280789591125,40
21803.299679380805,49
21903.298243884114,41
22003.319802511753,40
22103.307124361017,41
22203.28530505942,54
22303.336273043915,48
22403.339652505594,64
22503.34751363788,58
22603.352635606996,53
22703.408815541345,47
22803.41002853158,41
22903.39781316072,49
23003.419492241595,56
23103.433641891064,51
23203.45055915515,45
23303.46851784323,42
23403.469712687238,54
23503.49345616307,52
23603.514144548386,52
23703.50937968815,51
23803.552954918923,41
23903.634473978687,53
24003.658855892736,43
24103.688397431495,44
24203.671891919952,43
24303.702925600548,44
24403.72249648535,46
24503.771755007594,48
24603.78276624355,47
24703.782526165676,45
24803.776004492513,44
24903.82056578179,44
25003.835588894133,50
25103.840693858387,50
25203.85148849659,44
25303.814956650087,34
25403.864195471113,52
25503.891760463775,37
25603.88750762813,27
25703.912175653386,34
25803.912153106474,29
25903.926882569132,22
26003.9221846723,23
26103.929309478626,19
26203.933510964947,20
26303.934217310325,16
26403.945939191377,15
26503.945570575732,13
26603.95458181331,17
26703.951420472873,15
26803.929869356783,16
26903.95288526992,9
27003.950504936853,13
27103.961386182516,15
27203.96415169677,17
27303.939124537123,18
27403.976856337817,6
27503.969729198423,10
27603.971162066286,13
27703.987143285274,11
27803.987079871466,13
27903.990339245775,15
