Time	0	0.01	0.05	0.1	0.5	1	5	10
0	6.3245	5.6185	7.1336	7.1063	6.8473	6.4313	5.9213	5.8031
4	7.1186	7.125	8.4481	8.317	8.7505	7.5517	6.6661	6.6704
8	7.3528	7.7373	9.6204	9.8832	9.5669	9.3883	7.831	7.3778
12	10.265	10.308	10.637	10.846	11.086	10.774	8.0153	7.8255
16	9.9673	10.331	12.149	12.307	11.863	12.871	8.7916	8.333
20	14.128	12.256	14.256	14.699	15.074	13.088	9.7021	8.7068
24	13.491	13.853	16.218	15.904	16.665	16.432	11.825	10.59
28	15.245	16.082	17.3	18.84	18.956	20.537	12.465	10.924
32	17.797	16.701	19.218	20.794	21.002	20.816	13.621	10.312
36	20.168	20.392	21.468	23.469	24.587	22.877	14.348	10.986
40	22.889	22.435	25.268	25.329	28.015	24.608	14.618	10.707
44	24.709	24.804	28.13	26.87	30.974	26.37	14.188	10.959
48	29.268	28.518	31.19	33.08	36.054	33.645	13.864	10.683
52	34.055	32.928	34.662	37.445	38.548	35.502	13.977	10.673
56	37.812	38.197	40.599	40.727	43.859	35.783	14.683	11.722
60	43.547	44.397	44.652	46.067	51.843	43.317	14.942	12.158
64	47.553	50.086	50.012	49.265	56.509	45.721	15.425	12.459
68	52.573	52.745	53.601	54.568	62.535	53.13	15.138	12.467
72	55.568	58.601	58.67	57.309	62.766	58.158	15.088	12.641
76	62.198	65.439	63.215	63.603	67.995	59.901	15.162	12.431
80	68.337	68.783	71.021	70.516	76.006	68.347	14.926	12.608
84	71.922	73.638	76.385	73.867	80.361	71.891	14.89	12.822
88	77.712	75.94	77.641	77.321	84.394	75.761	14.573	12.741
92	81.923	80.731	81.364	82.659	87.002	81.28	15.074	12.988
96	84.453	83.061	85.718	86.443	90.441	84.828	14.491	12.758
100	88.241	88.976	88.387	89.724	94.192	88.265	14.218	12.759
104	90.718	90.098	91.119	91.807	95.57	91.175	13.94	12.665
108	92.473	92.178	93.49	93.613	97.077	92.246	13.924	12.375
112	93.528	93.888	95.334	94.993	97.861	94.912	14.026	12.514
116	95.552	95.064	95.747	96.459	98.921	96.658	13.728	12.427
120	95.713	96.066	97.075	97.554	99.111	97.744	13.654	12.415
124	97.597	97.153	98.318	98.301	99.536	98.582	13.323	12.394
128	98.169	97.671	97.749	98.111	99.52	99.077	13.333	12.361
132	98.361	97.806	98.569	98.796	99.429	98.84	13.214	12.228
136	98.836	98.871	98.966	98.966	99.685	99.5	13.287	12.283
140	98.478	98.943	99.025	99.202	99.712	99.581	13.02	12.051
