Time	0	0.01	0.05	0.1	0.5	1	5	10	0	0.01	0.05	0.1	0.5	1	5	10	0	0.01	0.05	0.1	0.5	1	5	10
0	6.3245	5.6185	7.1336	7.1063	6.8473	6.4313	5.9213	5.8031	5.8921	6.673	6.301	6.1273	6.4268	7.7938	5.5724	5.2501	4.3423	4.9466	4.6505	6.2497	4.2863	5.5177	4.1414	4.5007
4	7.1186	7.125	8.4481	8.317	8.7505	7.5517	6.6661	6.6704	7.4503	6.8083	7.3524	7.0675	8.2178	9.8399	6.4994	5.769	5.7215	5.5764	6.8706	7.7648	5.1318	7.1681	4.9714	5.0464
8	7.3528	7.7373	9.6204	9.8832	9.5669	9.3883	7.831	7.3778	7.8892	8.9503	8.4623	7.8675	9.8406	11.572	7.3161	6.5076	6.375	6.4327	7.0837	8.8708	5.8543	7.9206	5.91	5.4629
12	10.265	10.308	10.637	10.846	11.086	10.774	8.0153	7.8255	8.7405	9.8122	10.116	9.2774	11.195	12.594	7.4027	6.719	7.4557	7.3079	7.8682	10.417	7.302	8.5394	6.0468	5.2969
16	9.9673	10.331	12.149	12.307	11.863	12.871	8.7916	8.333	9.9136	11.143	10.201	10.88	12.424	14.291	8.3496	7.4306	8.9693	8.6791	8.5783	10.897	8.5718	9.896	6.4444	5.4612
20	14.128	12.256	14.256	14.699	15.074	13.088	9.7021	8.7068	11.635	12.659	12.029	12.144	14.469	16.077	9.3378	7.7896	9.8906	9.5286	11.059	13.038	9.0883	10.304	7.2632	5.8761
24	13.491	13.853	16.218	15.904	16.665	16.432	11.825	10.59	13.972	15.549	13.987	14.649	17.576	17.976	11.263	9.6829	10.88	10.197	12.853	14.908	11.959	11.957	9.0242	7.8994
28	15.245	16.082	17.3	18.84	18.956	20.537	12.465	10.924	16.256	16.803	16.095	15.86	18.846	20.656	12.523	9.5122	12.916	11.657	13.71	15.835	11.86	13.441	9.6447	7.5258
32	17.797	16.701	19.218	20.794	21.002	20.816	13.621	10.312	18.345	18.617	17.012	17.311	20.07	21.662	13.524	9.928	14.357	14.4	13.466	17.161	13.915	14.804	9.8204	7.4691
36	20.168	20.392	21.468	23.469	24.587	22.877	14.348	10.986	20.238	23.393	19.375	20.03	22.596	23.716	13.696	10.144	15.135	15.614	16.416	20.314	15.323	16.024	10.151	7.1896
40	22.889	22.435	25.268	25.329	28.015	24.608	14.618	10.707	23.944	23.16	21.898	22.858	24.46	26.357	13.656	9.9508	16.06	17.98	18.534	23.035	16.995	18.162	10.961	6.8585
44	24.709	24.804	28.13	26.87	30.974	26.37	14.188	10.959	25.099	27.762	25.668	25.414	26.354	28.714	13.935	9.8688	18.337	18.736	20.33	23.828	18.198	19.731	11.148	6.7159
48	29.268	28.518	31.19	33.08	36.054	33.645	13.864	10.683	28.152	30.684	28.367	31.375	31.146	33.071	13.188	9.5319	23.105	21.975	24.36	28.779	21.066	23.884	10.434	6.684
52	34.055	32.928	34.662	37.445	38.548	35.502	13.977	10.673	31.333	35.863	33.311	35.407	37.252	35.258	13.054	9.3923	26.85	25.379	26.423	32.384	24.925	25.837	10.22	6.5402
56	37.812	38.197	40.599	40.727	43.859	35.783	14.683	11.722	38.451	42.315	36.383	40.343	40.248	39.31	13.276	9.9114	30.67	29.542	32.125	36.046	28.827	28.744	11.605	6.9848
60	43.547	44.397	44.652	46.067	51.843	43.317	14.942	12.158	41.862	46.156	42.767	45.177	48.39	45.431	13.518	9.8846	35.264	33.46	36.334	41.648	33.1	33.564	11.863	7.3555
64	47.553	50.086	50.012	49.265	56.509	45.721	15.425	12.459	49.095	50.748	47.792	51.363	50.964	52.727	13.684	9.4644	38.781	35.886	40.202	45.285	37.224	38.07	12.938	7.2542
68	52.573	52.745	53.601	54.568	62.535	53.13	15.138	12.467	51.064	54.117	53.311	54.494	57.481	56.633	13.622	9.5254	47.463	42.123	44.178	48.258	40.301	42.036	11.529	7.2731
72	55.568	58.601	58.67	57.309	62.766	58.158	15.088	12.641	54.914	61.093	57.571	59.097	61.786	60.717	14.029	9.2748	49.304	47.776	47.07	53.233	45.011	44.751	12.744	7.2412
76	62.198	65.439	63.215	63.603	67.995	59.901	15.162	12.431	61.486	65.876	61.545	64.301	65.855	61.984	13.465	9.4974	52.387	52.872	54.96	59.934	50.063	50.283	13.127	7.2566
80	68.337	68.783	71.021	70.516	76.006	68.347	14.926	12.608	68.155	72.211	67.046	71.013	71.813	69.522	13.174	9.2755	57.482	58.638	61.843	65.162	57.244	55.913	13.154	6.9767
84	71.922	73.638	76.385	73.867	80.361	71.891	14.89	12.822	72.363	75.285	70.876	73.59	76.103	72.636	13.038	9.1645	62.283	63.173	65.362	67.571	61.383	62.245	13.247	7.2798
88	77.712	75.94	77.641	77.321	84.394	75.761	14.573	12.741	77.019	80.379	74.024	78.704	79.913	76.442	13.121	9.2011	67.921	67.25	69.792	72.455	65.591	64.665	13.578	7.3087
92	81.923	80.731	81.364	82.659	87.002	81.28	15.074	12.988	80.673	83.715	78.465	84.437	85.379	81.826	13.438	8.9529	73.378	72.759	71.671	76.749	71.76	69.907	12.982	7.073
96	84.453	83.061	85.718	86.443	90.441	84.828	14.491	12.758	83.13	86.46	81.435	88.394	88.413	86.585	12.758	8.9454	77.764	77.152	77.604	82.391	74.685	75.292	12.51	7.0877
100	88.241	88.976	88.387	89.724	94.192	88.265	14.218	12.759	88.366	89.569	85.059	91.418	91.992	88.957	12.719	8.7586	80.404	79.441	81.944	87.053	78.833	80.31	12.69	6.9592
104	90.718	90.098	91.119	91.807	95.57	91.175	13.94	12.665	89.135	91.042	87.953	93.1	92.663	90.938	12.773	9.0468	82.663	83.542	85.912	88.656	83.983	84.03	12.558	6.8811
108	92.473	92.178	93.49	93.613	97.077	92.246	13.924	12.375	92.12	93.667	92.658	94.115	95.227	92.909	12.787	9.0237	85.329	87.665	89.332	90.871	87.667	87.777	12.844	6.8093
112	93.528	93.888	95.334	94.993	97.861	94.912	14.026	12.514	93.717	95.196	93.329	96.459	96.395	95.084	12.858	9.1012	89.219	91.55	92.734	92.715	92.015	90.307	12.827	6.6861
116	95.552	95.064	95.747	96.459	98.921	96.658	13.728	12.427	95.46	95.938	94.322	96.615	97.21	96.051	13.196	8.9448	91.242	92.594	93.444	94.989	93.556	92.557	12.253	6.8356
120	95.713	96.066	97.075	97.554	99.111	97.744	13.654	12.415	96.229	97.154	95.496	97.31	98.362	96.687	12.637	8.7902	93.228	94.839	94.291	96.392	95.33	94.536	12.154	6.7598
124	97.597	97.153	98.318	98.301	99.536	98.582	13.323	12.394	97.005	98.028	97.168	98.011	98.485	98.021	12.284	8.6432	95.405	95.784	96.257	97.063	96.21	95.965	12.064	6.6597
128	98.169	97.671	97.749	98.111	99.52	99.077	13.333	12.361	97.834	98.497	97.211	98.595	99.074	98.279	12.534	8.8906	95.508	96.951	97.231	97.318	97.162	97.021	16.043	6.6861
132	98.361	97.806	98.569	98.796	99.429	98.84	13.214	12.228	98.474	98.526	97.719	99.073	99.393	98.707	13.05	8.7342	96.714	97.699	97.708	98.199	97.012	97.919	12.251	6.5508
136	98.836	98.871	98.966	98.966	99.685	99.5	13.287	12.283	98.058	98.653	97.624	99.31	99.495	99.134	13.049	8.9366	98.302	98.342	98.41	98.748	98.491	98.302	12.303	6.6025
140	98.478	98.943	99.025	99.202	99.712	99.581	13.02	12.051	98.712	99.037	99.098	99.263	99.61	98.987	12.789	8.7229	98.054	98.215	98.731	99.029	98.569	98.705	12	6.5865
