Time	0	0.01	0.05	0.1	0.5	1	5	10	0	0.01	0.05	0.1	0.5	1	5	10	0	0.01	0.05	0.1	0.5	1	5	10
0	5.5066	5.0254	5.4321	6.2637	5.9883	4.6025	5.5246	4.9867	4.4061	4.8306	6.0254	6.735	6.9566	5.93	6.7919	5.9611	6.2857	6.4764	6.216	6.2711	9.7658	6.9335	5.3629	6.3387
4	5.4431	6.7166	6.611	7.6878	7.5638	6.1655	6.4451	6.1157	5.553	6.01	7.1682	8.7915	8.3207	8.3857	8.3009	8.157	8.1732	8.7584	7.8691	8.5714	13.851	8.8231	6.8005	7.3875
8	6.1485	7.2655	7.8502	9.98	8.407	6.3794	7.8785	6.8802	5.7265	7.0504	7.7701	9.403	8.9916	9.3911	9.8274	8.8223	8.4491	10.04	8.8971	9.3746	10.619	9.3419	7.6058	8.5981
12	8.0124	8.5635	9.1111	8.9907	9.4919	7.7412	8.7843	7.1508	6.9646	8.5851	9.6586	10.748	10.918	10.703	11.148	9.282	9.2748	10.415	10.157	12.473	11.733	13.128	8.4133	9.048
16	8.1565	10.098	10.201	10.499	10.96	8.1561	9.6854	7.4839	9.314	9.4727	10.56	13.291	12.452	12.238	12.302	11.512	10.054	12.496	11.292	12.075	15.582	12.358	9.7383	9.8954
20	9.1812	10.677	11.32	11.944	12.573	9.0541	10.218	8.3769	9.4137	11.612	12.122	14.561	14.201	14.647	13.65	10.379	12.59	13.953	12.801	13.558	17.044	15.308	10.776	9.8946
24	9.9824	12.492	14.946	13.433	14.158	10.916	10.759	9.169	11.273	11.697	13.701	17.652	16.037	15.106	14.367	12.016	13.801	16.554	14.596	17.445	17.114	16.679	12.171	12.051
28	11.45	14.599	15.967	14.88	16.183	12.262	11.503	9.9966	12.978	14.667	15.29	19.553	18.299	16.415	14.347	13.127	15.475	18.514	17.31	17.524	22.268	18.124	12.55	12.523
32	13.346	16.072	17.346	17.366	17.1	13.862	12.388	10.803	14.436	18.173	16.881	19.957	19.505	17.889	15.714	13.058	17.215	20.403	18.416	18.644	20.21	19.561	12.301	14.307
36	18.761	17.867	18.539	19.739	18.918	14.157	13.444	11.422	17.157	18.969	19.216	23.647	22.485	20.175	16.54	13.887	19.713	21.458	21.598	21.451	27.383	24.312	13.562	15.704
40	17.724	19.812	20.558	22.489	21.689	17.759	14.792	11.729	18.46	23.499	21.511	25.876	25.049	21.886	18.74	14.612	23.218	24.233	24.814	24.504	29.383	23.665	16.3	17.024
44	17.987	24.713	23.392	26.032	24.333	17.72	15.878	11.846	19.468	22.194	23.171	29.055	28.47	25.122	21.055	15.593	24.236	26.653	26.311	26.398	28.26	25.812	17.397	18.185
48	21.404	25.919	29.44	30.751	27.992	21.886	16.608	11.252	23.144	25.342	29.146	33.954	32.739	29.514	21.507	15.221	27.486	30.767	29.583	32.67	32.856	29.875	18.749	17.756
52	23.659	32.925	30.785	35.987	32.042	23.987	17.432	11.179	28.256	33.355	31.168	38.361	36.044	32.944	22.825	15.087	31.574	35.416	33.717	34.597	38.645	35.991	20.563	17.551
56	30.11	33.853	33.464	39.88	36.228	27.873	19.88	11.405	31.646	36.068	34.001	43.572	41.825	37.794	24.82	16.869	37.984	40.838	39.352	41.082	43.471	40.171	23.367	18.294
60	34.509	37.832	38.395	44.794	40.95	30.398	18.721	11.595	36.99	38.935	41.225	48.129	46.533	41.372	26.151	18.209	43.577	44.949	43.078	44.252	48.697	47.443	25.678	19
64	38.822	42.223	45.155	51.195	45.739	35.033	18.581	11.433	40.53	44.144	44.195	53.463	51.878	46.338	27.141	17.415	46.599	48.268	48.754	49.088	53.431	50.174	29.193	19.086
68	40.508	47.629	49.144	55.747	48.995	37.511	19.298	11.277	45.524	50.488	49.976	57.03	55.704	51.197	29.658	21.46	50.866	55.203	53.858	52.111	56.914	54.209	30.362	19.135
72	47.039	53.194	54.52	59.683	53.984	41.01	21.594	11.801	49.186	55.246	55.266	62.888	59.932	53.537	30.436	17.245	56.795	63.377	63.726	56.189	61.384	58.308	31.916	19.768
76	51.229	58.88	56.16	64.177	58.648	45.866	22.333	11.514	55.59	61.643	60.976	67.098	64.637	61.656	32.96	16.623	61.331	63.684	63.023	60.88	67.405	63.157	35.074	18.675
80	58.715	63.703	62.303	72.289	63.266	51.603	23.251	11.448	60.834	66.877	66.834	73.418	69.306	65.169	35.292	16.704	66.643	71.057	67.902	66.586	71.457	70	38.172	19.202
84	61.639	68.324	68.405	74.473	68.349	55.018	23.674	11.221	62.779	71.167	70.448	78.806	74.727	68.936	36.051	16.514	71.494	75.203	72.817	70.847	77.842	75.295	39.077	19.008
88	67.09	72.912	72.848	79.347	73.338	58.621	23.508	11.261	69.984	74.209	73.753	82.735	79.66	73.771	40.748	16.132	73.842	81.2	74.892	75.937	82.14	77.983	42.039	19.305
92	72.165	78.846	77.986	82.331	77.41	63.401	24.515	11.034	74.175	80.455	78.751	85.45	82.409	77.846	38.508	16.042	80.464	83.655	80.433	78.997	85.584	85.261	46.31	18.872
96	76.766	83.813	81.058	87.801	81.612	67.767	25.288	11.054	80.323	84.032	83.138	89.403	86.258	81.752	41.275	15.335	83.349	86.46	84.978	82.106	89.019	86.419	51.688	18.139
100	78.174	86.73	84.921	90.095	84.652	72.524	26.358	10.816	83.168	86.913	86.127	91.85	89.557	85.267	41.675	15.428	87.753	89.399	86.609	86.33	92.016	91.07	53.448	17.7
104	83.203	89.039	87.073	92.783	85.888	74.592	27.191	10.634	84.357	90.506	89.038	94.262	90.931	87.959	45.734	16.004	90.05	91.903	88.935	88.535	93.414	91.308	54.549	17.937
108	86.997	91.086	91.384	93.814	88.958	77.381	27.552	10.559	88.829	93.163	91.288	95.208	93.86	90.072	46.503	15.466	91.742	94.384	91.85	90.51	95.214	93.824	59.119	17.97
112	90.124	93.685	92.454	95.473	92.314	80.938	28.8	10.577	92.201	94.386	93.419	95.464	94.216	91.984	49.158	15.83	92.039	95.908	93.557	92.544	96.641	95.441	63.401	18.12
116	92.506	95.013	94.139	96.951	92.595	83.569	30.935	10.513	93.216	96.326	95.279	96.671	95.874	93.988	52.126	15.653	94.929	96.515	95.628	95.475	97.008	94.93	67.609	17.981
120	94.853	96.314	95.627	96.837	94.082	86.357	32.39	10.255	94.212	97.515	96.969	97.67	96.269	94.957	54.631	15.841	95.611	97.384	96.796	96.142	97.483	96.857	70.652	17.142
124	94.954	97.388	96.298	97.666	95.786	88.055	34.016	10.319	95.128	98.165	97.233	98.212	97.322	95.722	58.953	15.031	97.258	98.42	97.358	95.447	98.692	97.731	74.353	16.668
128	96.295	98.29	96.809	98.174	96.079	88.581	34.979	10.187	97.005	98.59	97.925	98.266	97.624	96.455	64.189	14.927	97.593	98.73	97.52	97.447	98.792	97.325	74.741	17.39
132	96.576	98.613	97.128	98.565	97.214	91.339	36.925	9.9718	97.898	99.009	98.395	98.889	98.49	97.266	65.813	14.589	98.616	98.754	97.985	97.136	99.076	98.244	82.577	17.345
136	98.168	98.829	97.773	99.1	97.363	91.642	39.048	9.9449	97.862	99.328	98.906	99.004	98.223	97.708	68.784	14.773	98.553	99.247	98.316	97.378	99.345	98.824	83.936	16.956
140	98.082	99.285	98.633	99.196	98.151	94.098	41.46	9.7307	98.711	99.406	98.871	98.934	99.222	98.608	72.272	14.798	98.925	99.198	98.522	98.253	99.283	99.225	87.929	16.76
