Time	0	0.01	0.05	0.1	0.5	1	5	10
0	5.5066	5.0254	5.4321	6.2637	5.9883	4.6025	5.5246	4.9867
4	5.4431	6.7166	6.611	7.6878	7.5638	6.1655	6.4451	6.1157
8	6.1485	7.2655	7.8502	9.98	8.407	6.3794	7.8785	6.8802
12	8.0124	8.5635	9.1111	8.9907	9.4919	7.7412	8.7843	7.1508
16	8.1565	10.098	10.201	10.499	10.96	8.1561	9.6854	7.4839
20	9.1812	10.677	11.32	11.944	12.573	9.0541	10.218	8.3769
24	9.9824	12.492	14.946	13.433	14.158	10.916	10.759	9.169
28	11.45	14.599	15.967	14.88	16.183	12.262	11.503	9.9966
32	13.346	16.072	17.346	17.366	17.1	13.862	12.388	10.803
36	18.761	17.867	18.539	19.739	18.918	14.157	13.444	11.422
40	17.724	19.812	20.558	22.489	21.689	17.759	14.792	11.729
44	17.987	24.713	23.392	26.032	24.333	17.72	15.878	11.846
48	21.404	25.919	29.44	30.751	27.992	21.886	16.608	11.252
52	23.659	32.925	30.785	35.987	32.042	23.987	17.432	11.179
56	30.11	33.853	33.464	39.88	36.228	27.873	19.88	11.405
60	34.509	37.832	38.395	44.794	40.95	30.398	18.721	11.595
64	38.822	42.223	45.155	51.195	45.739	35.033	18.581	11.433
68	40.508	47.629	49.144	55.747	48.995	37.511	19.298	11.277
72	47.039	53.194	54.52	59.683	53.984	41.01	21.594	11.801
76	51.229	58.88	56.16	64.177	58.648	45.866	22.333	11.514
80	58.715	63.703	62.303	72.289	63.266	51.603	23.251	11.448
84	61.639	68.324	68.405	74.473	68.349	55.018	23.674	11.221
88	67.09	72.912	72.848	79.347	73.338	58.621	23.508	11.261
92	72.165	78.846	77.986	82.331	77.41	63.401	24.515	11.034
96	76.766	83.813	81.058	87.801	81.612	67.767	25.288	11.054
100	78.174	86.73	84.921	90.095	84.652	72.524	26.358	10.816
104	83.203	89.039	87.073	92.783	85.888	74.592	27.191	10.634
108	86.997	91.086	91.384	93.814	88.958	77.381	27.552	10.559
112	90.124	93.685	92.454	95.473	92.314	80.938	28.8	10.577
116	92.506	95.013	94.139	96.951	92.595	83.569	30.935	10.513
120	94.853	96.314	95.627	96.837	94.082	86.357	32.39	10.255
124	94.954	97.388	96.298	97.666	95.786	88.055	34.016	10.319
128	96.295	98.29	96.809	98.174	96.079	88.581	34.979	10.187
132	96.576	98.613	97.128	98.565	97.214	91.339	36.925	9.9718
136	98.168	98.829	97.773	99.1	97.363	91.642	39.048	9.9449
140	98.082	99.285	98.633	99.196	98.151	94.098	41.46	9.7307
