Time	M0	M1	L0	L1
0	0	0	0	0
5.5	0	781.797856462157	0	24.9394920575863
11	0	957.168800815368	0	183.886308262904
16.5	0	991.458806870415	0	358.698406690192
22	0	998.314054140957	0	487.83453647203
27.5	0	999.670237913461	0	578.734135201799
33	0	999.9358427982	0	644.163288725452
38.5	0	999.987557904989	0	692.856424556517
44	0	999.997591538208	0	730.251707823701
49.5	0	999.999532853116	0	759.759199046578
55	0	999.999909531859	0	783.580975100326
60.5	0	999.999981448647	0	803.186452883005
66	0	999.999996241939	0	819.587430862375
71.5	0	999.999998310912	0	833.500081800466
77	0	999.999998934697	0	845.444534483384
82.5	0	999.999999928655	0	855.807287499034
88	0	999.999999865385	0	864.880218379033
93.5	0	1000.00000000987	0	872.888148453087
99	0	1000.00000001456	0	880.006995603728
104.5	0	999.999999975355	0	886.376080166747
110	0	1000.00000007386	0	892.107369926545
115.5	0	1000.00000045789	0	897.292968044287
121	0	1000.000000413	0	902.005848956588
126.5	0	1000.00000011768	0	906.306795944427
132	0	999.999999939811	0	910.247075129158
137.5	0	999.999999957739	0	913.870513211421
143	0	1000.00000001815	0	917.213998810483
148.5	0	1000.00000002492	0	920.308647693275
154	0	1000.00000000109	0	923.181056514567
159.5	0	999.999999990092	0	925.854233362973
165	0	999.999999996062	0	928.348181408247
170.5	0	1000.00000000256	0	930.680319989815
176	0	1000.00000000238	0	932.865865150302
181.5	0	999.9999999991	0	934.918204598607
187	0	999.999999991653	0	936.849390053976
192.5	0	999.999999991996	0	938.669554056578
198	0	999.999999982859	0	940.388805169153
203.5	0	999.999999981686	0	942.01447937045
209	0	999.999999982233	0	943.55399146891
214.5	0	999.999999981709	0	945.013639035716
220	0	999.999999989049	0	946.398655998306
225.5	0	999.999999992419	0	947.71535593394
231	0	999.999999997099	0	948.968516323637
236.5	0	1000.00000000024	0	950.162942624487
242	0	1000.00000000081	0	951.303682764851
247.5	0	1000.00000000047	0	952.393828399124
253	0	999.99999999978	0	953.437130563726
258.5	0	999.999999999002	0	954.43638307517
264	0	999.999999998616	0	955.393745424172
