Time	M0	M1	L0	L1
0	0	0	0	0
5.5	0	781.796894655716	0	24.9390168781657
11	0	957.170749202151	0	183.88903691001
16.5	0	991.459442038017	0	358.698564955559
22	0	998.314274904852	0	487.834211625349
27.5	0	999.670291314574	0	578.733931196866
33	0	999.935869096506	0	644.163229780976
38.5	0	999.987566756243	0	692.856475310535
44	0	999.997594449166	0	730.251827336128
49.5	0	999.999535218927	0	759.759381857928
55	0	999.999910286928	0	783.581184947759
60.5	0	999.999982696136	0	803.186730631743
66	0	999.999996664337	0	819.587726247853
71.5	0	999.999999357278	0	833.50057882922
77	0	999.999999876205	0	845.445403397857
82.5	0	999.999999976164	0	855.808214962796
88	0	999.999999995412	0	864.881133287695
93.5	0	999.999999999117	0	872.88906909242
99	0	999.999999999831	0	880.007867188928
104.5	0	999.999999999968	0	886.376912098281
110	0	999.999999999995	0	892.10805994313
115.5	0	1000	0	897.292080872043
121	0	1000	0	902.003381567952
126.5	0	1000	0	906.303518329183
132	0	1000	0	910.243845834807
137.5	0	1000	0	913.867539002649
143	0	1000	0	917.211153896803
148.5	0	1000	0	920.305845423084
154	0	1000	0	923.178326492257
159.5	0	1000	0	925.851630331097
165	0	1000	0	928.345721400227
170.5	0	1000	0	930.677988791429
176	0	1000	0	932.863647603015
181.5	0	1000	0	934.916067672049
187	0	1000	0	936.847044523482
192.5	0	1000	0	938.667024027115
198	0	1000	0	940.38528971838
203.5	0	1000	0	942.010119815162
209	0	1000	0	943.548919491183
214.5	0	1000	0	945.008332831853
220	0	1000	0	946.394338017561
225.5	0	1000	0	947.712328590618
231	0	1000	0	948.967183120076
236.5	0	1000	0	950.163325149606
242	0	1000	0	951.304774971848
247.5	0	1000	0	952.395194499032
253	0	1000	0	953.437926279328
258.5	0	1000	0	954.436027530157
264	0	1000	0	955.39229991469
269.5	0	1000	0	956.309315669464
275	0	1000	0	957.189440593805
280.5	0	1000	0	958.034854331826
286	0	1000	0	958.847568311457
291.5	0	1000	0	959.629441650092
297	0	1000	0	960.382195290496
302.5	0	1000	0	961.107424592384
308	0	1000	0	961.806610572791
313.5	0	1000	0	962.481129961333
319	0	1000	0	963.132264213496
324.5	0	1000	0	963.761207605698
330	0	1000	0	964.369074519362
335.5	0	1000	0	964.956906007175
341	0	1000	0	965.525675722663
346.5	0	1000	0	966.07629528392
352	0	1000	0	966.609619133475
357.5	0	1000	0	967.126448948609
363	0	1000	0	967.627537649897
368.5	0	1000	0	968.113593049996
374	0	1000	0	968.585281179787
379.5	0	1000	0	969.043229324636
385	0	1000	0	969.48802879983
390.5	0	1000	0	969.920237490933
396	0	1000	0	970.340382181961
401.5	0	1000	0	970.748960691758
407	0	1000	0	971.146443836752
412.5	0	1000	0	971.533277236315
418	0	1000	0	971.909882975263
423.5	0	1000	0	972.276661136502
429	0	1000	0	972.633991215489
434.5	0	1000	0	972.982233427022
440	0	1000	0	973.321729913768
445.5	0	1000	0	973.65280586506
451	0	1000	0	973.975770553636
456.5	0	1000	0	974.290918297243
462	0	1000	0	974.598529351392
467.5	0	1000	0	974.898870738933
473	0	1000	0	975.192197021624
478.5	0	1000	0	975.47875101834
484	0	1000	0	975.758764474206
489.5	0	1000	0	976.032458684506
495	0	1000	0	976.300045076888
500.5	0	1000	0	976.561725755094
506	0	1000	0	976.817694007142
511.5	0	1000	0	977.068134780638
517	0	1000	0	977.31322512767
522.5	0	1000	0	977.553134621548
528	0	1000	0	977.788025747414
533.5	0	1000	0	978.01805426865
539	0	1000	0	978.24336957078
544.5	0	1000	0	978.464114984494
550	0	1000	0	978.680428089231
555.5	0	1000	0	978.892440998687
561	0	1000	0	979.100280629491
566.5	0	1000	0	979.304068954184
572	0	1000	0	979.503923239574
577.5	0	1000	0	979.699956271435
583	0	1000	0	979.892276566455
588.5	0	1000	0	980.080988572269
594	0	1000	0	980.266192856358
599.5	0	1000	0	980.447986284516
605	0	1000	0	980.626462189568
610.5	0	1000	0	980.801710530942
616	0	1000	0	980.973818045664
621.5	0	1000	0	981.142868391333
627	0	1000	0	981.308942281537
632.5	0	1000	0	981.472117614198
638	0	1000	0	981.632469593255
643.5	0	1000	0	981.790070844096
649	0	1000	0	981.944991523108
654.5	0	1000	0	982.097299421686
660	0	1000	0	982.247060065029
665.5	0	1000	0	982.394336806032
671	0	1000	0	982.539190914546
