Time	Species (Mean)	Species_1 (Mean)	sp_10 (Mean)	sp_9 (Mean)	BJ2x2_5 (Mean)	Species (Std)	Species_1 (Std)	sp_10 (Std)	sp_9 (Std)	BJ2x2_5 (Std)
0	1	1	0	0	1	0	0	0	0	0
0.0195980031036541	0.999999999987322	1	1.43813934457208E-23	1.43813934457208E-23	0.9941443183061	3.5605491755835E-07	6.31396297186686E-11	3.79228077095048E-13	3.79228077095048E-13	0.00762978302808016
1.116673995813	0.999998023245377	0.999999999995771	4.17743337684501E-15	4.17743337684501E-15	0.73091894046746	0.000140596827581235	2.05652879779178E-07	6.46330672090144E-09	6.46330672090144E-09	0.0443431886384373
2.16964031109667	0.999987594646871	0.999999999898797	3.69881899924987E-13	3.69881899924987E-13	0.566057202182067	0.000352207967076954	1.00599656932119E-06	6.08179167618065E-08	6.08179167618065E-08	0.0495538545564101
3.34487527979578	0.999961474757029	0.999999999246743	6.39429120502752E-12	6.39429120502752E-12	0.444608031611167	0.000620663143654973	2.74455335335573E-06	2.52869357671231E-07	2.52869357671231E-07	0.0496841205403328
4.36338299785512	0.999925381688755	0.999999997506183	3.52729874716053E-11	3.52729874716053E-11	0.372783413740985	0.000863754439428128	4.99381342628384E-06	5.93910662203264E-07	5.93910662203264E-07	0.0483465232778158
5.60036352936501	0.999865209536208	0.999999992562867	1.68748165783239E-10	1.68748165783239E-10	0.311302821868215	0.00116083643261202	8.6238814096052E-06	1.299031045424E-06	1.299031045424E-06	0.0462957696455352
6.73441574006482	0.999795607124539	0.999999983706341	5.21069850126484E-10	5.21069850126484E-10	0.270585265303709	0.00142936810688683	1.27646614711818E-05	2.28269544466649E-06	2.28269544466649E-06	0.0444201385313564
7.79507202295021	0.999719424024368	0.999999970121873	1.24865211000228E-09	1.24865211000228E-09	0.241127327504884	0.00167457019691515	1.7285289800325E-05	3.53362718085378E-06	3.53362718085378E-06	0.0427711806206617
8.96406121481166	0.999624624453317	0.999999947427431	2.82394642197169E-09	2.82394642197169E-09	0.215050050727532	0.00193673377006707	2.29287070421091E-05	5.31408166858554E-06	5.31408166858554E-06	0.0410811660364083
10.2468859548515	0.999509364748774	0.999999910955627	6.05088198024279E-09	6.05088198024279E-09	0.191647870728821	0.00221394200466556	2.98402998241659E-05	7.77874146009555E-06	7.77874146009555E-06	0.0393555013468066
11.6490488822722	0.999372071982499	0.999999854402892	1.23279873195221E-08	1.23279873195221E-08	0.170330592933033	0.00250427577520553	3.81571808262766E-05	1.11031467899244E-05	1.11031467899244E-05	0.0375882446626374
12.733380330842	0.999259073609218	0.999999796851586	1.99650232252571E-08	1.99650232252571E-08	0.15605329187526	0.00271997970973171	4.50719746899555E-05	1.41297636324404E-05	1.41297636324404E-05	0.0362868967060213
13.8177117794119	0.999141009064795	0.999999725828281	3.08056765020272E-08	3.08056765020272E-08	0.143271387789966	0.00292833748727405	5.23613878134963E-05	1.7551545134257E-05	1.7551545134257E-05	0.0350312683252179
15.0883642765546	0.998997120431743	0.999999623879482	4.86451515215349E-08	4.86451515215349E-08	0.129840700876904	0.00316365207008757	6.13286307058153E-05	2.20556442749127E-05	2.20556442749127E-05	0.033609453259095
16.3590167736974	0.99884812437349	0.999999500109244	7.33271276434873E-08	7.33271276434873E-08	0.117813175738418	0.00339002089711389	7.07029000429857E-05	2.70789792199789E-05	2.70789792199789E-05	0.0322353698222928
17.825711922031	0.998670779899463	0.999999328144217	1.12211455865702E-07	1.12211455865702E-07	0.10540223273033	0.00364100246195194	8.19667269216221E-05	3.34979728073018E-05	3.34979728073018E-05	0.0307040765210214
