Time	Species	Species_1	sp_10	sp_9	BJ2x2_5
0	1	1	0	0	1
1	0.999998554164933	0.999999999997413	2.38627270924541E-15	2.38627270924541E-15	0.753704987375658
2	0.999990043271218	0.999999999930525	2.25425614886344E-13	2.25425614886344E-13	0.588336028892485
3	0.99997084887338	0.999999999541843	3.19981638715231E-12	3.19981638715231E-12	0.475107745585693
4	0.999939688081798	0.999999998308132	2.04242205060257E-11	2.04242205060257E-11	0.395682403407778
5	0.999896571190418	0.999999995454345	8.35566636238567E-11	8.35566636238567E-11	0.338350886940167
6	0.999842172790662	0.999999990005153	2.58324729406783E-10	2.58324729406783E-10	0.295582018217188
7	0.999777480456823	0.999999980845839	6.58097430657491E-10	6.58097430657491E-10	0.26254606830212
8	0.999703580625814	0.999999966780541	1.45540606387557E-09	1.45540606387557E-09	0.236130692853217
9	0.999621544462338	0.999999946581647	2.89010852433893E-09	2.89010852433893E-09	0.214320656296208
10	0.999532370451847	0.999999919027765	5.27371584596061E-09	5.27371584596061E-09	0.195811366080663
11	0.999436957257403	0.999999882933698	8.99027527410912E-09	8.99027527410912E-09	0.179744433988903
12	0.999336097228813	0.999999837170826	1.44939233129004E-08	1.44939233129004E-08	0.165540368963759
13	0.999230480379027	0.999999780679589	2.2303916582708E-08	2.2303916582708E-08	0.152808477323254
14	0.999120705120567	0.999999712475549	3.29972737342175E-08	3.29972737342175E-08	0.141274037942431
15	0.999007289378147	0.999999631651436	4.72001116803904E-08	4.72001116803904E-08	0.130749982097565
16	0.998890678771601	0.999999537377732	6.55788502081882E-08	6.55788502081882E-08	0.121099445503429
17	0.998771255755092	0.999999428900845	8.8831210407789E-08	8.8831210407789E-08	0.112221636968525
18	0.998649350005115	0.999999305539019	1.17677123394884E-07	1.17677123394884E-07	0.104032586541037
19	0.998525247475315	0.999999166677278	1.52850024150836E-07	1.52850024150836E-07	0.096466182732831
20	0.998399196937769	0.999999011762351	1.9508893967091E-07	1.9508893967091E-07	0.0894650384248974
21	0.998271415144195	0.999998840297687	2.451314669931E-07	2.451314669931E-07	0.0829824792641671
22	0.998142091697325	0.999998651838417	3.03707592488227E-07	3.03707592488227E-07	0.0769759638218405
23	0.998011393481931	0.999998445986395	3.71534350683301E-07	3.71534350683301E-07	0.0714088675100678
24	0.997879468173997	0.999998222385571	4.49311354150773E-07	4.49311354150773E-07	0.0662470725528516
25	0.997746446913641	0.999997980717792	5.37717173705488E-07	5.37717173705488E-07	0.0614602916418039
26	0.997612446966395	0.999997720698183	6.37406090455457E-07	6.37406090455457E-07	0.0570205327016638
27	0.997477572810743	0.999997442073325	7.49006876481485E-07	7.49006876481485E-07	0.0529022378713415
28	0.997341918179676	0.999997144617444	8.73120863029516E-07	8.73120863029516E-07	0.0490818475431474
29	0.997205568068881	0.999996828128335	1.01032030992196E-06	1.01032030992196E-06	0.0455376005843582
30	0.997068598175561	0.999996492428242	1.16114924447519E-06	1.16114924447519E-06	0.0422495067393399
