Time	Species	Species_1	sp_10	sp_9	BJ2x2_5
0	1	1	0	0	1
1	0.999998554995443	0.999999999997494	1.96027457808083E-15	1.96027457808083E-15	0.753713359098652
2	0.999990040199998	0.999999999930996	2.14269039234778E-13	2.14269039234778E-13	0.58832668873912
3	0.999970848227118	0.999999999542385	3.14484918222237E-12	3.14484918222237E-12	0.475106107691359
4	0.999939691402258	0.999999998308413	2.02672957531022E-11	2.02672957531022E-11	0.395699606359066
5	0.999896574211466	0.999999995454354	8.33244095457465E-11	8.33244095457465E-11	0.338370068173981
6	0.99984217457365	0.999999990004963	2.58045951288071E-10	2.58045951288071E-10	0.295596358778851
7	0.999777481201483	0.999999980845623	6.57829211739699E-10	6.57829211739699E-10	0.262554680364666
8	0.999703581485072	0.999999966780338	1.45518237141064E-09	1.45518237141064E-09	0.236136781721018
9	0.999621547146087	0.999999946581411	2.88989782939705E-09	2.88989782939705E-09	0.214331146650249
10	0.999532373441891	0.999999919027797	5.27366180986904E-09	5.27366180986904E-09	0.195819295079654
11	0.999436960008253	0.999999882934922	8.99051385359832E-09	8.99051385359832E-09	0.179743000392069
12	0.999336099461162	0.999999837173614	1.44946701014968E-08	1.44946701014968E-08	0.165527071903844
13	0.999230484303894	0.999999780683816	2.23048856728983E-08	2.23048856728983E-08	0.152786124223727
14	0.99912071211129	0.999999712480199	3.29981579517139E-08	3.29981579517139E-08	0.141249184251011
15	0.999007299979051	0.999999631656326	4.72004886053914E-08	4.72004886053914E-08	0.130729051412519
16	0.998890691072303	0.999999537382896	6.55787753678871E-08	6.55787753678871E-08	0.121083044634274
17	0.998771269519693	0.999999428906825	8.8830530145067E-08	8.8830530145067E-08	0.11220971404977
18	0.998649364392862	0.999999305545741	1.17675942174134E-07	1.17675942174134E-07	0.104022545748588
19	0.998525263109213	0.999999166685066	1.52848135070866E-07	1.52848135070866E-07	0.0964588263225571
20	0.998399212784501	0.99999901177119	1.95086465206944E-07	1.95086465206944E-07	0.0894587172526322
21	0.998271431458724	0.999998840308033	2.45128266957459E-07	2.45128266957459E-07	0.0829782993319985
22	0.998142107768469	0.999998651850283	3.03703781191841E-07	3.03703781191841E-07	0.076972117027122
23	0.998011409871282	0.999998446000086	3.71529774435785E-07	3.71529774435785E-07	0.0714062390113013
24	0.997879484432355	0.999998222401057	4.49306067235012E-07	4.49306067235012E-07	0.0662442280999288
25	0.997746463425597	0.999997980735334	5.37711025753415E-07	5.37711025753415E-07	0.0614583230106536
26	0.997612463653301	0.999997720718804	6.37399339024342E-07	6.37399339024342E-07	0.0570205557402689
27	0.997477588681899	0.999997442097557	7.48999836336973E-07	7.48999836336973E-07	0.0529022882391202
28	0.997341933570699	0.99999714464578	8.73113262731865E-07	8.73113262731865E-07	0.0490832316457863
29	0.997205582065377	0.999996828161509	1.01031216520983E-06	1.01031216520983E-06	0.0455387193990907
