Time	(R - R')	(V - V')	(Y - Y')	(L - L')
0	4	0	0	0
1500	2.0031860773849	0.281394814418286	0.556400704366975	0
3000	2.00318607714464	0.803834347589313	1.60099083607386	0
4500	2.00318607681756	1.19185652267484	2.38028987759665	0
6000	2.00318607645044	1.30779599376217	2.61570337838362	0
7500	2.00318607607596	1.21528705390647	2.43256702935944	0
9000	2.00318607571298	1.05557882146393	2.11316741021733	0
10500	2.003186075367	0.940265616349003	1.88152722628677	0
12000	2.00318607503254	0.908089965401684	1.81611211666583	0
13500	2.00318607470024	0.938006106431986	1.87539256613528	0
15000	2.00318607436352	0.987052069775835	1.97349185097901	0
16500	2.00318607402071	1.02205706693479	2.04381176019157	0
18000	2.00318607367359	1.03193074789964	2.06387865396078	0
19500	2.00318607332492	1.02324381957309	2.04666895270361	0
21000	2.00318607297656	1.0089175950416	2.01801321097175	0
22500	2.003186072629	0.998855587038025	1.99779591834897	0
24000	2.00318607228169	0.996343600697017	1.99267603007777	0
25500	2.0031860719338	0.999410337802957	1.99875998668487	0
27000	2.00318607158472	1.00419749298685	2.00833481156112	0
28500	2.00318607123432	1.00773852853739	2.01544450810691	0
30000	2.00318607088274	1.00902108801022	2.01803840766144	0
31500	2.00318607053024	1.00860574373674	2.01722273633088	0
33000	2.003186070177	1.00767020971941	2.01535156265662	0
34500	2.00318606982307	1.00711637403693	2.01423573220726	0
36000	2.00318606946838	1.00723118663171	2.01445698613917	0
37500	2.00318606911286	1.0078369634808	2.0156641667749	0
39000	2.00318606875646	1.00859787308485	2.01718591195966	0
40500	2.00318606839916	1.00925799554337	2.01850847751625	0
42000	2.00318606804097	1.00972480037841	2.01944451319787	0
43500	2.00318606768191	1.01004726214537	2.02009063397292	0
45000	2.003186067322	1.01033245681581	2.02066096508697	0
46500	2.00318606696123	1.01065291148657	2.02130128724489	0
48000	2.0031860665996	1.01102080188907	2.0220365047449	0
49500	2.0031860662371	1.01141860978648	2.0228317835754	0
50000	2.00318606611608	1.01155458619472	2.02310367300545	0
50000	-5.99681393388392	1.01155458619472	2.02310367300545	0
51000	-2.0074495920109	0.739455707103976	1.48874366656649	0
52500	-2.00717698153111	-0.236067955271187	-0.457942618497802	0
54000	-2.00716431560906	-1.1594052780059	-2.30929839310252	0
55500	-2.00716368208936	-1.58880968103157	-3.17552139807689	0
57000	-2.00716364918728	-1.52704432065531	-3.05714908907439	0
58500	-2.00716364709154	-1.22611702870045	-2.45657544598069	0
60000	-2.00716364656429	-0.946537774971737	-1.89591672440717	0
61500	-2.00716364617111	-0.820689405690755	-1.64195270136647	0
63000	-2.00716364579629	-0.84346082000743	-1.68595085124853	0
64500	-2.00716364541672	-0.937108311032338	-1.87287776811835	0
66000	-2.00716364502413	-1.02302865072371	-2.04518559075651	0
67500	-2.00716364462035	-1.0616878177345	-2.12319733146585	0
69000	-2.00716364421156	-1.05498186217815	-2.11025516332294	0
70500	-2.00716364380316	-1.02680724672483	-2.05401657362177	0
72000	-2.00716364339749	-1.00106380876012	-2.00238746445108	0
73500	-2.00716364299398	-0.989688074524199	-1.9794256002837	0
75000	-2.00716364259071	-0.992091648387837	-1.98408967650322	0
76500	-2.00716364218594	-1.00109280939186	-2.0020572807776	0
78000	-2.00716364177893	-1.00941483525817	-2.01874313360494	0
79500	-2.00716364136983	-1.01347144521773	-2.02691948046293	0
81000	-2.00716364095921	-1.01336258196126	-2.02674568819584	0
82500	-2.0071636405476	-1.01119077117703	-2.02241374636124	0
84000	-2.00716364013524	-1.00913444072325	-2.01828928435304	0
85500	-2.00716363972206	-1.00833382122927	-2.01666910072129	0
87000	-2.00716363930791	-1.00881065034122	-2.01760927036739	0
88500	-2.00716363889262	-1.00992933334299	-2.01984279200466	0
90000	-2.0071636384761	-1.01102933635663	-2.02204565355434	0
91500	-2.00716363805837	-1.01179004705284	-2.02357233502046	0
93000	-2.00716363763947	-1.01219923706285	-2.02439479959109	0
94500	-2.00716363721943	-1.01240149949168	-2.02480088508453	0
96000	-2.00716363679829	-1.01257302508225	-2.02514334345163	0
97500	-2.00716363637603	-1.01283690548441	-2.02566956688441	0
99000	-2.00716363595265	-1.01322136831448	-2.02643722054005	0
100000	-2.00716363566975	-1.01352212362394	-2.02703840410554	0
100000	5.99283636433024	-1.01352212362394	-2.02703840410554	0
100500	2.01201592130691	-0.943265174419726	-1.89185586151324	0
102000	2.01116125687755	-0.153698265885891	-0.32101914628483	0
103500	2.01112642800566	0.842613766451374	1.67353358145453	0
105000	2.01112469976509	1.47734446017121	2.94964077752137	0
106500	2.01112461303538	1.60953779262423	3.22010614958684	0
108000	2.01112460807636	1.40123583396149	2.8063645759562	0
109500	2.01112460736164	1.10424719267087	2.21211559603132	0
111000	2.01112460689938	0.899381607362764	1.80051700603716	0
112500	2.01112460647613	0.842485623438795	1.68486305175303	0
114000	2.01112460605986	0.894335069022315	1.78758229934527	0
115500	2.01112460563475	0.982005556951633	1.96289173064151	0
117000	2.01112460519645	1.04842432429374	2.09623518406225	0
118500	2.01112460474843	1.07212223196501	2.14419547618452	0
120000	2.0111246042966	1.0613047824209	2.12289257992385	0
121500	2.0111246038455	1.03665877607517	2.07364875831116	0
123000	2.01112460339679	1.01612412059981	2.03244908088343	0
124500	2.01112460294973	1.00759615869589	2.01522543491216	0
126000	2.01112460250257	1.00983399540337	2.01959082329387	0
127500	2.01112460205382	1.01715490380595	2.0342051117759	0
129000	2.01112460160283	1.02407699393581	2.04808001776783	0
130500	2.01112460114968	1.02776586757491	2.05550637547358	0
132000	2.01112460069487	1.02816303031084	2.05633644905359	0
