Time	S	T_7	T_6	T_5	T_4	T_3	T_2	T_1	T	sp_1	sp_0	sp_4	sp_3	sp_2	sp_7	sp_10	sp_9	sp_8	sp_5	sp_12	sp_11	sp_6	sp_14	sp_13	sp_16	sp_15	sp_18	sp_19	sp_20	sp_17	sp_22	sp_21
0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	0.773837805891487	0.996925822482776	0.999985434307344	0.999764471104869	0.999999234762255	0.996925822482776	0.773837805891487	0.999764471104869	0.966906098878831	0.193068697018447	0.226159212028099	0.0330823613365588	0.033329430020186	0.0269463113300106	0.00283864862209306	0.000235528766073468	0.000236294132875404	0.000235528895130983	0.00613681507453165	1.15397846105046E-05	1.15399599164458E-05	0.00283864862209306	0.000232546814717034	0.00022096320247542	2.98208041394936E-06	2.98208041394936E-06	1.38004549111426E-05	7.65062438479156E-07	1.75305941169785E-10	1.45655635980473E-05	1.29057515696196E-10	1.29057515696196E-10
600	0.645503637699546	0.983185907823663	0.999680865554499	0.997399398771916	0.999967373728543	0.983185907823663	0.645503637699546	0.997399398771916	0.902028258396477	0.2565203444955	0.354388844117366	0.0975702243584336	0.100572342836049	0.0643761836446167	0.0142134909482522	0.00260054057916046	0.00263322749954114	0.0026006012280845	0.0332265881097436	0.000401517245089282	0.000401596242929835	0.0142134909482522	0.00249308304499827	0.00228146678258331	0.000107518183086238	0.000107518183086238	0.000286508174044555	3.25472736160854E-05	7.89978405528268E-08	0.000319073796577151	6.06489240420332E-08	6.06489240420332E-08
900	0.567437478251688	0.960879907772426	0.998300985175177	0.99084413947007	0.99973902086675	0.960879907772426	0.567437478251688	0.99084413947007	0.833382135434405	0.26595812741964	0.431833475362472	0.164034319413888	0.17577372498291	0.0886386585183801	0.0299642316976432	0.0091541055283741	0.00941683966318003	0.00915586052993007	0.0756544090556659	0.00258354515170665	0.00258577539948072	0.0299642316976432	0.00842681414409221	0.00745684570510689	0.000729046385837859	0.000729046385837859	0.00143803569157322	0.00025874888547589	2.23024777407292E-06	0.00169725982326722	1.75500155596886E-06	1.75500155596886E-06
1200	0.515787343797774	0.934910806154547	0.994960614010203	0.979723647631609	0.998962683679984	0.934910806154547	0.515787343797774	0.979723647631609	0.77055850715118	0.25480003929322	0.481704198822418	0.221055847914688	0.249717845109649	0.100300420357323	0.0448128414770614	0.0202599690493063	0.0213136686884068	0.020276352368391	0.121772480057634	0.00838564493413245	0.0084059076332705	0.0448128414770614	0.0177678949885783	0.0152369663785938	0.0025084573798127	0.0025084573798127	0.00400206966978129	0.00101705362087783	2.02626991380539E-05	0.00502300267071251	1.6383319084663E-05	1.6383319084663E-05
1500	0.478684390600117	0.908684445365539	0.989114805413687	0.964889074561544	0.997190804007003	0.908684445365539	0.478684390600117	0.964889074561544	0.715718809829288	0.237129234894993	0.515305635883114	0.265350327761179	0.319392115601734	0.104459274264858	0.0562046291960047	0.0350290180529116	0.0379201214314528	0.0351109254384563	0.163601914748312	0.018930862409532	0.0190291945206094	0.0562046291960047	0.0291009519216515	0.0242257308521432	0.0060099735168048	0.0060099735168048	0.00807599859331659	0.00271086388191909	9.83321110774201E-05	0.0108032872007684	8.19073855446674E-05	8.19073855446674E-05
1800	0.450174047065291	0.883764278747985	0.980677823922751	0.947595124588804	0.994015257974649	0.883764278747985	0.450174047065291	0.947595124588804	0.668417108089965	0.218371313175335	0.538270623653657	0.297255608502931	0.383987767448047	0.105096188534275	0.0638308458408194	0.0521277767028171	0.0583896174365469	0.0524048754111956	0.19782186618839	0.0343272834071037	0.0346495763156398	0.0638308458408194	0.0408495461300932	0.0330826993339465	0.0115553292811024	0.0115553292811024	0.0133374340518979	0.00566244911681512	0.000322292908536148	0.0190450773688706	0.000277098708378557	0.000277098708378557
2100	0.426975370821393	0.860566437604119	0.969927602628382	0.928946300384522	0.989174297595894	0.860566437604119	0.426975370821393	0.928946300384522	0.627642189953399	0.200764625906678	0.553839481723131	0.318416597051873	0.443411509823445	0.104316386542169	0.0683798627804022	0.0703312391173854	0.0818794020195833	0.0710536996154782	0.224111520236186	0.0539412129947278	0.0547556045555747	0.0683798627804022	0.0518685521599697	0.0409813022438593	0.0191851474555085	0.0191851474555085	0.0192466949675137	0.0100113108432583	0.000814391560846857	0.0293499368735261	0.000722460498092721	0.000722460498092721
2400	0.407244356883657	0.839008577893101	0.95732885785549	0.909737493826054	0.982585880961174	0.839008577893101	0.407244356883657	0.909737493826054	0.59237668494635	0.185082212201219	0.564013077700126	0.33082675816989	0.497885820893056	0.103054591079991	0.0707289159329529	0.0886966526990982	0.107676625212772	0.090262506173946	0.24347432831922	0.0767965568837604	0.0785085158945782	0.0707289159329529	0.0615199407577964	0.0475913640294359	0.0287425654161497	0.0287425654161497	0.0252570231056845	0.0157021600280077	0.00171195901081789	0.0411052886696623	0.00156585347484782	0.00156585347484782
2700	0.389924557365306	0.81887278958842	0.943380835493506	0.890492443550233	0.974324447019086	0.81887278958842	0.389924557365306	0.890492443550233	0.561580104175249	0.171511820074409	0.570139654443841	0.33651352657134	0.547927451277041	0.101841031123027	0.0716196539618126	0.106547983532168	0.135183109430681	0.109507556449767	0.257203226967884	0.10190636925341	0.105051193855275	0.0716196539618126	0.0695717682590517	0.0528883919432731	0.0399357881907155	0.0399357881907155	0.0309436115255807	0.0225307283790484	0.003144824601865	0.0536595915888948	0.00295957291759932	0.00295957291759932
