Time	fuel	sp_1
0	100	0
10	89.73686802328	67.5670363662038
20	74.3965546802234	89.4806631640545
30	61.8570330066451	96.5881520752367
40	52.4663711296908	98.8934475708676
50	45.4143694558022	99.6411135093513
60	39.9928746078232	99.8836559616858
70	35.7156069040242	99.9622734312538
80	32.2611945779962	99.9877653463201
90	29.414970947951	99.9960304072689
100	27.0299125106904	99.9987119778468
110	25.0025206378635	99.9995823417423
120	23.2580077991701	99.9998665732837
130	21.7410506639231	99.9999561008232
140	20.4098561267389	99.9999857021253
150	19.23227206654	99.9999952700118
160	18.1831611784886	99.9999984592355
170	17.2425865757699	99.9999994816861
180	16.3945337187191	99.9999998497631
190	15.6259910380099	99.9999999405863
200	14.9262773527893	99.9999999807503
210	14.2865426375197	99.9999999938596
220	13.6993916460664	99.9999999980538
230	13.1585971247089	99.9999999996525
240	12.6588777805109	99.9999999999944
250	12.1957250833719	99.9999999998761
260	11.7652675080805	99.9999999999695
270	11.3641605551394	99.9999999999902
280	10.9895013752412	99.9999999999968
290	10.6387576112134	99.999999999999
300	10.3096952592559	99.9999999999997
310	10.0003600444953	99.9999999999999
320	9.70904449519568	100
330	9.43424035887768	100
340	9.17456404930921	100
350	8.92859659003717	100
360	8.69537962682568	100
370	8.47428893744264	100
380	8.26417898805549	100
390	8.06423369475	100
400	7.87374075201144	100
410	7.69203934361253	100
420	7.51850946977336	100
430	7.35265469706594	100
440	7.19395525477854	100
450	7.04194272457732	100
460	6.89621714175498	100
470	6.75642994487979	100
480	6.62285306118395	100
490	6.49499910987017	100
500	6.37163203543557	100
510	6.25216337880754	100
520	6.13705068242739	100
530	6.02609696835995	100
540	5.91907823253572	100
550	5.8158041217672	100
560	5.71607091404463	100
570	5.62001768460847	100
580	5.52779420193921	100
590	5.43850335496627	100
600	5.35120357934378	100
610	5.2666537961596	100
620	5.18473261479883	100
630	5.10532108406438	100
640	5.02830576465494	100
650	4.95357917931463	100
660	4.88104283914154	100
670	4.81059903689647	100
680	4.74215757410804	100
690	4.67563901105174	100
700	4.61096075671632	100
710	4.54804087056886	100
720	4.48681060660293	100
730	4.42719251947177	100
740	4.36915687886576	100
750	4.31262885618635	100
760	4.25754398728009	100
770	4.20384808801815	100
780	4.15149051654289	100
790	4.10042169434953	100
800	4.05059380699432	100
810	4.00196221978654	100
820	3.95448428094277	100
830	3.90812022267639	100
840	3.86291944717076	100
850	3.81910091824016	100
860	3.77599183329711	100
870	3.73390821765289	100
880	3.69273312852999	100
890	3.65252149633426	100
900	3.61311759142632	100
910	3.57452131688928	100
920	3.53689544585494	100
930	3.49990451184828	100
940	3.46369843140309	100
950	3.42821897043294	100
960	3.39344555254843	100
970	3.35939471846167	100
980	3.3260021420896	100
990	3.29325548802722	100
1000	3.26117219634417	100
