Time	(Species + (sp_159 + sp_158))	(Species_1 + (sp_78 + sp_77))	(Species_2 + (sp_30 + sp_29))
0	2	4	2
122.196382081027	1.88258393126851	3.76869463687778	1.88367178276204
255.475701838756	1.80378026328907	3.62041853483136	1.81111891046473
371.419072009237	1.78169488606656	3.58506424230766	1.79676188605213
492.488108458805	1.77234915727292	3.57550316549088	1.79622473157555
628.555640010021	1.76612604069712	3.57318604421451	1.80016608195243
743.456654341986	1.76164109309856	3.57267146926825	1.80432020564093
882.486881683663	1.75640561106237	3.57231791840648	1.80955259927365
1050.71345676709	1.75018126215021	3.57194695201786	1.81600111740953
1254.26761261804	1.74273177578614	3.57142158544111	1.82388847383411
1371.55357860835	1.73847034562307	3.57106091648225	1.82846423016423
1500.56814119769	1.73380797836671	3.57061331349102	1.83352271647147
1642.48416004597	1.72871005123018	3.5700596010085	1.83911750996647
1798.59178077907	1.7231397071893	3.56937660701265	1.84530869650726
1970.31016358548	1.71705776789082	3.56853607341376	1.85216360768176
2159.20038467253	1.71042279849208	3.56750357646568	1.85975778839035
2366.97962786829	1.70319127472286	3.56623728708498	1.8681761417142
2595.53679538363	1.69531784188402	3.56468646395018	1.87751423743909
2846.94967965049	1.68675568600696	3.56278961503793	1.8878798006082
3123.50385234405	1.67745705376226	3.56047227486678	1.89939441020649
3427.71344230696	1.66737396586882	3.55764433646103	1.91219544093257
3762.34399126616	1.65645917571557	3.5541968626127	1.92643827970372
4130.43759512128	1.64466743431745	3.54999828776298	1.94229884604715
4535.34055936191	1.63195713534169	3.54488991169242	1.9599764412232
4980.73382002661	1.61829242950379	3.53868057968071	1.97969694230477
5470.66640675778	1.60364591604138	3.53114044252717	2.00171634109696
6009.59225216206	1.58800204049913	3.52199369753703	2.02632459919916
6602.41068210677	1.57136135320498	3.51091023438828	2.05384974318855
7254.51095504595	1.55374581226776	3.49749615681632	2.08466204823655
7971.82125527905	1.53520534964283	3.4812832355325	2.11917804035528
8760.86258553546	1.51582596033025	3.46171748863888	2.15786386651127
9628.80804881752	1.49573962566581	3.43814730939297	2.20123730905004
10583.5480584278	1.47513644634054	3.40981190314769	2.24986731602156
11633.7620689991	1.45427944667426	3.37583130165142	2.30436932813051
12788.9974806275	1.43352263102539	3.335199948971	2.36539383750216
14059.7564334187	1.41333304551221	3.2867868576144	2.43360443329708
15457.5912814891	1.39431785289597	3.22934666114239	2.50963999653601
16995.2096143665	1.37725780706641	3.16154753692548	2.59405365858615
18686.5897805317	1.3631540175443	3.08190128777504	2.6873361698629
20547.1079633134	1.35327832707645	2.98906375678563	2.7895656285542
22593.6779643732	1.34924145839576	2.88189666518251	2.90027706936223
24844.904965539	1.35307916059838	2.75962108457786	3.01822196484896
27321.2546668214	1.36736853639772	2.62206988616183	3.14099736610772
30045.2393382321	1.39537481263952	2.46999073342573	3.26459257277927
33041.6224767838	1.4412292125633	2.30538236972443	3.38286977485262
36337.6439291907	1.51012590945509	2.13183139849074	3.48702442876965
39963.2675268383	1.60847188997295	1.95471456479997	3.56522942043071
43951.4534842506	1.74384858877374	1.7812236052401	3.60265200567436
48338.4580374042	1.9244715231829	1.62019873087934	3.58217779376861
53164.1630458731	2.15755491483127	1.48185611833983	3.48635342769748
58472.4385551889	2.44565840534289	1.37773010442213	3.30114165956914
64311.5416154363	2.78011053430756	1.32111204539042	3.02207888535935
70734.5549817084	3.1321892097692	1.32839671708148	2.66168073771164
73624.9109965309	3.27238228500733	1.3553417209647	2.49418513987564
76804.3026128356	3.4065019450048	1.40228629450132	2.31277337456651
80301.6333907708	3.52404480003138	1.47526505654579	2.12188422793035
84148.6972464995	3.61079647855341	1.58174988389221	1.92820265331744
88380.4674878011	3.64916700791396	1.73053619196063	1.7404462285827
93035.4147532328	3.61933411730457	1.93100385646602	1.56898591828789
97872.8770104101	3.51024438906803	2.17563149556453	1.4324390243811
100533.481251858	3.41826060293407	2.32340631898269	1.37605993909713
103460.14591745	3.29454109157071	2.4934077507939	1.32914183113044
106679.477049601	3.13591567284571	2.68503398735919	1.29549102768649
110220.741294968	2.94103850208456	2.89482316597244	1.2799625357746
114116.131964871	2.711708778947	3.11475770973483	1.28882319096353
118401.061701765	2.45425994530998	3.3303261846651	1.33027636011986
123114.484412348	2.180558011204	3.51885943972652	1.41509414404347
128299.249393989	1.90788584420335	3.64913264215973	1.55710750370994
134002.490873795	1.65730388000274	3.68354500932032	1.77269031989318
137139.273687688	1.54451396027448	3.65174424012845	1.9168599699309
140589.73478297	1.44194710892206	3.57628003952772	2.09436280372987
144385.241987781	1.35531254652239	3.44796583347837	2.30869540658514
148560.299913072	1.29136110260693	3.25978101108347	2.56018765560919
153152.863630893	1.25820765409041	3.00973279421593	2.84281837591128
158204.683720496	1.26621465242417	2.70426652878453	3.13988744280853
163423.925617626	1.32390338254966	2.38168044171773	3.40461639323992
168374.134212576	1.42646140457626	2.09187302838193	3.59179977477343
173595.612229734	1.5866880776912	1.82139524577339	3.70190372179099
179339.238048607	1.82455045190468	1.5791841053516	3.70584498420883
181923.869667101	1.95172037629957	1.49049745822615	3.66708688798029
184766.964447443	2.10453852564037	1.40795559989069	3.59645887891595
187894.36870582	2.28595457329136	1.33538257894811	3.48719732015662
191334.513390034	2.49739275877194	1.27733656745344	3.33335334940285
195118.67254267	2.73709634977775	1.2392960734082	3.13126539858165
