Time	(Species + (sp_159 + sp_158))	(Species_1 + (sp_78 + sp_77))	(Species_2 + (sp_30 + sp_29))
0	2	4	2
125	1.87991066956495	3.76351283650085	1.88107873319992
250	1.80552462458219	3.62349401579296	1.81253362313942
375	1.78131151416767	3.58456847040264	1.79663239127923
500	1.77197084485613	3.57531030309175	1.79640483639921
625	1.76625277093816	3.57317692719693	1.800025019579
750	1.76136722231259	3.5726032728825	1.80453833245606
875	1.7566775645522	3.5723196256037	1.80926013231312
1000	1.75205097396046	3.57206280722296	1.81405027813933
1125	1.74745682143887	3.57177167122759	1.81887395636162
1250	1.7428892119419	3.57143427885683	1.82372456251738
1375	1.7383470539274	3.57104818737848	1.82860079597154
1500	1.73382998578874	3.57061284665594	1.83350209938859
1625	1.72933797544166	3.57012770120927	1.8384282524711
1750	1.72487138448519	3.56959378605123	1.84337969499117
1875	1.72042974352357	3.56900973139671	1.84835555324512
2000	1.71601344632077	3.56837617195496	1.85335624940495
2125	1.71162268672458	3.56769389815985	1.85838195355016
2250	1.70725698718551	3.56696088418527	1.86343175806957
2375	1.70291677382462	3.56617888046936	1.86850620741967
2500	1.6986020606783	3.56534768722838	1.87360515459151
2625	1.69431273014597	3.5644664371764	1.87872825232869
2750	1.69004911760106	3.56353634691495	1.88387584493315
2875	1.68581105060853	3.56255668967994	1.88904753759631
3000	1.68159852337136	3.56152714118428	1.89424316683962
3125	1.6774116826531	3.56044852726959	1.89946281807032
3250	1.67325064947284	3.55932095899814	1.9047064838416
3375	1.66911532379075	3.55814339600764	1.90997385253005
3500	1.66500584852002	3.55691688836925	1.91526500004176
3625	1.66092224080421	3.55564134887968	1.92057979589467
3750	1.65686437541706	3.55431625345415	1.92591794883624
3875	1.65283259789507	3.55294282318742	1.93127972344106
4000	1.64882657341978	3.5515197775701	1.93666458821402
4125	1.64484655790785	3.5500472168725	1.94207266706042
4250	1.64089268189072	3.54852660677829	1.94750399502864
4375	1.63696478729626	3.54695709400065	1.95295824688338
4500	1.63306287272933	3.54533808143239	1.95843526906055
4625	1.62918705755233	3.54367037960516	1.96393505686294
4750	1.62533749453949	3.5419545129028	1.96945761684556
4875	1.62151412671428	3.5401901453172	1.9750027431917
5000	1.6177168058395	3.53837636468136	1.98057014952007
5125	1.61394594480833	3.53651538978636	1.9861600883432
5250	1.61020114991973	3.53460503945327	1.99177204309299
5375	1.60648273172772	3.5326467295951	1.99740615529963
5500	1.60279062501764	3.53064012283691	2.00306221941744
5625	1.5991249343809	3.52858564636832	2.00874017825937
5750	1.5954854756766	3.52648256340126	2.01443973217452
5875	1.59187256959461	3.52433231647014	2.020160996499
6000	1.5882859882834	3.52213416527488	2.02590363662873
6125	1.58472574222282	3.51988890799683	2.03166750974016
6250	1.58119196892803	3.51759520916051	2.0374525873427
6375	1.57768467097732	3.51525404661782	2.04325871359374
6500	1.57420398711192	3.51286627562483	2.04908583004971
6625	1.5707498038182	3.51043088121609	2.05493371022734
6750	1.56732210346064	3.50794777731153	2.06080219236446
6875	1.56392101497961	3.50541859419815	2.06669118923708
7000	1.56054650014136	3.50284253682845	2.07260052986642
7125	1.55719836500193	3.50021823664755	2.07852995115099
