Time	SpeciesL	SpeciesR
0	1000	1000
1.66666666666667	634.461162934768	630.596419243701
3.33333333333333	451.752358767425	446.865590680275
5	357.049974346582	353.907642287951
6.66666666666667	307.258831698419	306.529115011522
8.33333333333333	280.868218097044	282.371438776124
10	266.743614617963	270.128487319336
11.6666666666667	259.065249990412	264.030059306665
13.3333333333333	254.774257269203	261.106277956942
15	252.263416579775	259.825126101613
16.6666666666667	250.688727148402	259.395086787955
18.3333333333333	249.602461624533	259.402200383057
20	248.772214034886	259.635503943329
21.6666666666667	248.076531879573	259.985534712899
23.3333333333333	247.450330638984	260.394433252587
25	246.860314313215	260.833242641939
26.6666666666667	246.289145517831	261.286851311989
28.3333333333333	245.72666490375	261.746291702711
30	245.166964810934	262.206240149485
31.6666666666667	244.607706647996	262.664663240249
33.3333333333333	244.048429670013	263.12175702046
35	243.48891179719	263.577416298739
36.6666666666667	242.928556904311	264.030712538516
38.3333333333333	242.366957011746	264.481124404315
40	241.804031727503	264.928677906575
41.6666666666667	241.239671192361	265.373243541589
43.3333333333333	240.673855266135	265.814778664841
45	240.106691364774	266.253300192836
46.6666666666667	239.538204051039	266.688764981644
48.3333333333333	238.968466754871	267.121173557278
50	238.39753064135	267.550507088377
51.6666666666667	237.825407488795	267.97673091021
53.3333333333333	237.252097579534	268.399804340631
55	236.677640912328	268.819706290385
56.6666666666667	236.102067135674	269.236410602861
58.3333333333333	235.52540589807	269.649891121448
60	234.947698259893	270.0601423531
61.6666666666667	234.368969641034	270.467130484441
63.3333333333333	233.789249397642	270.870828829499
65	233.208567808463	271.271212372864
66.6666666666667	232.626955152247	271.668256099124
68.3333333333333	232.044441707742	272.061934992868
70	231.461068710068	272.452244202796
71.6666666666667	230.876881782304	272.839186953214
73.3333333333333	230.291899354196	273.2227164218
75	229.70615353273	273.602810957829
76.6666666666667	229.119676424889	273.979448910576
78.3333333333333	228.532500137659	274.352608629317
80	227.944656778023	274.722268463327
81.6666666666667	227.356184525464	275.088446748963
