Time	SpeciesL	SpeciesR
0	1000	1000
1.66666666666667	634.460977003669	630.596054210335
3.33333333333333	451.752304166021	446.865665084769
5	357.048148450976	353.90578754174
6.66666666666667	307.25683251265	306.526828095362
8.33333333333333	280.863909098681	282.36638938642
10	266.740616925931	270.124762134285
11.6666666666667	259.063090900272	264.027341918127
13.3333333333333	254.774400539826	261.105918849302
15	252.265511762766	259.826645604487
16.6666666666667	250.690634257294	259.396393085834
18.3333333333333	249.604233003926	259.403701355549
20	248.773816226523	259.636852155832
21.6666666666667	248.077344564022	259.986163528639
23.3333333333333	247.45103783294	260.395004828484
25	246.860555965068	260.833250682085
26.6666666666667	246.288169483714	261.285501849761
28.3333333333333	245.724538791265	261.743716836969
30	245.164760525566	262.203693575321
31.6666666666667	244.6062757555	262.663237785875
33.3333333333333	244.047735429763	263.121166001112
35	243.488445187198	263.576864028379
36.6666666666667	242.928056618945	264.029991786633
38.3333333333333	242.366401380199	264.480362978919
40	241.803404495245	264.927862525479
41.6666666666667	241.239050155098	265.372432715073
43.3333333333333	240.673337401684	265.814016332544
45	240.106286557215	266.252580478148
46.6666666666667	239.537923056513	266.688094007362
48.3333333333333	238.968271483348	267.120519994297
50	238.397369221245	267.549849497466
51.6666666666667	237.825244214091	267.976042284189
53.3333333333333	237.251932608657	268.39908812849
55	236.677466985043	268.818957563445
56.6666666666667	236.101879679817	269.235629304139
58.3333333333333	235.525203547928	269.649080297318
60	234.947469271741	270.059278671161
61.6666666666667	234.368717096214	270.466224768065
63.3333333333333	233.788971712501	270.869869615282
65	233.208270225385	271.270206720777
66.6666666666667	232.626645824143	271.667214095393
68.3333333333333	232.044130112727	272.060866421012
70	231.460752896237	272.451130344903
71.6666666666667	230.876552467647	272.838010797256
73.3333333333333	230.291561779737	273.221485100606
75	229.70581101785	273.601526256865
76.6666666666667	229.119333762999	273.978118568581
78.3333333333333	228.532162176243	274.351242216387
80	227.944327098221	274.720869799933
81.6666666666667	227.355862222244	275.086995954236
83.3333333333333	226.766796115506	275.44957439345
85	226.17716717795	275.808631545507
86.6666666666667	225.587004576067	276.164132487519
88.3333333333333	224.996339256209	276.516052771915
90	224.405203417962	276.864382810667
91.6666666666667	223.813627360306	277.209094263451
93.3333333333333	223.221644069093	277.550187386858
95	222.629285024143	277.887647713108
96.6666666666667	222.036580620167	278.221452418005
98.3333333333333	221.443559966517	278.551569076084
100	220.850257078355	278.878017857152
101.666666666667	220.256700880626	279.200763056559
103.333333333333	219.662921823639	279.51979189977
105	219.068951127261	279.83510215659
106.666666666667	218.474818455806	280.146678001233
108.333333333333	217.880553766247	280.454500973761
110	217.286186891122	280.758559776315
111.666666666667	216.691747441151	281.058838402572
113.333333333333	216.097265034892	281.355325075011
115	215.502769099952	281.648011907634
116.666666666667	214.908288720788	281.936897347891
118.333333333333	214.313852951162	282.221952971528
120	213.719490322423	282.503190458062
121.666666666667	213.12522974056	282.780579941934
123.333333333333	212.53109918874	283.054126405517
125	211.937127083338	283.323815231323
126.666666666667	211.343341799191	283.589628445484
128.333333333333	210.749770988788	283.851563224046
130	210.156442496537	284.109607337043
131.666666666667	209.563382437235	284.36377350406
133.333333333333	208.970618650702	284.614043211874
135	208.37817834395	284.860405155213
136.666666666667	207.786088727147	285.102850339545
138.333333333333	207.19437633659	285.341369837053
140	206.603066368445	285.575972241265
141.666666666667	206.012185391258	285.806644917242
143.333333333333	205.421759810962	286.033379854225
145	204.831814689317	286.256175898304
146.666666666667	204.242375672656	286.475028395884
148.333333333333	203.653468066447	286.689930753473
150	203.065116625166	286.90087338626
151.666666666667	202.477345647548	287.107878429095
153.333333333333	201.890181636573	287.310906780601
155	201.303648095557	287.509969566588
156.666666666667	200.71776894996	287.70506660719
158.333333333333	200.132567732521	287.896195582533
160	199.548067223784	288.083356583982
161.666666666667	198.964294113287	288.266537496045
163.333333333333	198.381268503987	288.445746476456
165	197.799012888319	288.62098893336
166.666666666667	197.217550880585	288.792257220188
168.333333333333	196.636904511535	288.959552137321
170	196.057096592912	289.122873920853
171.666666666667	195.478149526941	289.282217749108
173.333333333333	194.900085903124	289.43758133833
175	194.322923292052	289.588983586595
176.666666666667	193.746685075571	289.736415906323
178.333333333333	193.171392117697	289.879879271515
180	192.597065712553	290.019377519198
181.666666666667	192.023724516567	290.154912323843
183.333333333333	191.451391772569	290.286479624159
