Time	T21	T12
0	250	120
72	230.300108056929	80.905549226838
144	241.47022608441	66.8688423605882
216	240.867382162388	58.6204000128774
288	236.309942901952	54.5195623928317
360	228.56550089335	55.206085085141
432	216.918663652921	60.966434316425
504	200.887199551136	71.4567125495714
576	181.21387603726	84.9737368218262
648	160.079031476035	98.1932271035589
720	140.102956531155	107.96101229861
792	123.077371158438	113.654536210167
864	109.609012862106	116.591091508271
936	99.5245696971528	118.06864061397
1008	92.3426230517271	118.824726631831
1080	87.5408355629138	119.230564237787
1152	84.6626315836589	119.463324090195
1224	83.343459048025	119.605914689941
1296	83.3049024987445	119.698401464024
1368	84.339886133921	119.761235124959
1440	86.296164258529	119.805574942471
1512	89.0616355367628	119.837846623602
1584	92.552058644886	119.86194379493
1656	96.7007930206979	119.880317448294
1728	101.450443053559	119.894571337548
1800	106.746312696234	119.905775132909
1872	112.531445489805	119.914675351329
1944	118.743680820528	119.92180095938
2016	125.314420805957	119.927528785186
2088	132.169162010748	119.932135865541
2160	139.229282954782	119.935828523864
2232	146.414774933235	119.938759166567
2304	153.647190855003	119.941055238778
2376	160.852340701739	119.942795515149
2448	167.962328509507	119.944056550139
2520	174.916805798831	119.944887753908
2592	181.663463499677	119.945323356526
2664	188.157862868272	119.945393302168
2736	194.362946938103	119.945115868566
2808	200.248351499593	119.944498969627
2880	205.789740684551	119.943544653133
2952	210.968268618839	119.942249627179
3024	215.77020259584	119.940602962412
3096	220.186743598878	119.93859195327
3168	224.213971757363	119.936181527589
3240	227.85286596398	119.933356447113
3312	231.109320339519	119.930073009351
3384	233.994082034419	119.926280939231
3456	236.522553988325	119.921931793858
3528	238.714389470103	119.91695532301
3600	240.592927457947	119.911269456525
3672	242.184410530669	119.904779434463
3744	243.517065927963	119.89736738626
3816	244.620113280018	119.888891179123
3888	245.522751273494	119.879170242655
3960	246.253269865448	119.867988799249
4032	246.838231682137	119.855086570248
4104	247.301890509111	119.840126964453
4176	247.665765286469	119.822684492897
4248	247.948470939893	119.802230066217
4320	248.165675511896	119.778078307278
4392	248.330199039037	119.749338820913
4464	248.452215688543	119.714854179042
4536	248.539536185045	119.673079943965
4608	248.597813184319	119.621950832298
4680	248.630787758996	119.558652418136
4752	248.64042660136	119.479299773521
4824	248.626972509208	119.378453827115
4896	248.58885243258	119.248347045164
4968	248.522369565269	119.077793151181
5040	248.421087273432	118.850261390172
5112	248.274757696142	118.541227276569
5184	248.067623233291	118.113733633058
5256	247.775483581931	117.511769124076
5328	247.36082941259	116.651528092441
5400	246.765448776647	115.410762340279
5472	245.898833595375	113.622200035518
5544	244.621249812495	111.091854065425
5616	242.723673189324	107.665417082205
5688	239.909480400835	103.389702370884
5760	235.794529279117	98.7251383927234
5832	229.9515701148	94.6369606989202
5904	222.017182509071	92.3399460824154
5976	211.862667252237	92.7278801198706
6048	199.77024241788	95.842187880985
6120	186.501495310847	100.7591639466
6192	173.137532577889	106.04540152075
6264	160.748352221153	110.535815495786
6336	150.1034539342	113.79224436099
6408	141.584620713848	115.942055789556
6480	135.263680817776	117.29763716196
6552	131.027750344055	118.139921163497
6624	128.678797838301	118.667052801981
6696	127.993376927555	119.004650370659
6768	128.751872920117	119.227648420491
6840	130.74951643839	119.379659643389
6912	133.798104942433	119.486261386415
6984	137.724477956571	119.562873190839
7056	142.367759513955	119.618966098177
7128	147.577864868976	119.660546082319
7200	153.214964912472	119.691585873017
