Time	X = 0	X = 1	X = 2	X = 3	X = 4	X = 5	X = 6	X = 7	X = 8	X = 9	X = 10
0	0	0	0	0	0	0	0	0	0	0	1
0.000104403104308912	1.44681731860121E-35	2.07869870562514E-31	1.49337756845288E-27	7.15297434246948E-24	2.56977557394512E-20	7.38624882206255E-17	1.76930067405395E-13	3.63297809082382E-10	6.52772998425144E-07	0.00104265174482689	0.9989566951187
0.000805533635636882	3.16773802216332E-31	4.77514844908654E-27	3.63375709361515E-23	7.74642953405845E-20	1.16511739378144E-16	1.29616189419446E-13	1.08235815487123E-10	6.69827609431196E-08	2.92457407909154E-05	0.00799336969227735	0.991977317475805
0.00166391660303362	2.38902181465384E-28	2.92074457837016E-24	5.89236920169569E-21	7.30762708599285E-18	6.25683457988792E-15	3.86219519150803E-12	1.73736581182914E-09	5.60146275495477E-07	0.000122957899284961	0.016377697182667	0.983498783030538
0.00256024727390024	1.00709030398112E-26	1.0632473922456E-22	1.47618564230609E-19	1.26628974155553E-16	7.42845062805319E-14	3.10912241810151E-11	9.37750113962145E-09	2.00390343983909E-06	0.000288407183143259	0.0249868326714084	0.974722746833342
0.00331714572046801	4.64566630094957E-25	9.67386315044936E-22	1.0678588793144E-18	7.25476808617037E-16	3.35590842588946E-13	1.10242250650357E-10	2.59715376568032E-08	4.31440079004107E-06	0.000480666889918271	0.0321420897021685	0.967372902925007
0.00423299284081501	4.32055827217574E-24	7.94001273741327E-21	7.01649148660699E-18	3.80455732911571E-15	1.40000775954533E-12	3.6458988121455E-10	6.78521902976746E-08	8.87419949775159E-06	0.000776116194502714	0.0406613063596365	0.958553635028179
0.00534116785643487	3.95280137432337E-23	6.01739389349555E-20	4.28057613211479E-17	1.86406755045558E-14	5.49497694766763E-12	1.14336370239283E-09	1.69572695442291E-07	1.7630530437108E-05	0.0012232120505348	0.0507692642134666	0.947989722483989
0.00668205962533491	3.45945198257636E-22	4.28257820617849E-19	2.46352895757299E-16	8.65902612609426E-14	2.05625996340624E-11	3.4398203389952E-09	4.09348011962716E-07	3.40872985143122E-05	0.0018912735732517	0.0627113533703788	0.935362872949374
0.00745466869217732	1.00399649592659E-21	1.12043761556942E-18	5.80408270416243E-16	1.83570118494375E-13	3.9193853785728E-11	5.89016501868615E-09	6.29199179959278E-07	4.69969955354962E-05	0.00233747171663034	0.0694510102582588	0.928163885900853
