Time	A	B	Inh
0	0.1	0.1	0.1
4	0.0881464369936189	0.0919492668725924	0.0832026569056095
8	0.0788594965562013	0.0847963572518329	0.0693021994512158
12	0.0716893378247327	0.078432544271088	0.0579138526140335
16	0.0662670275588204	0.0727643349069761	0.04870217732739
20	0.0622687453040647	0.0677106685464644	0.0413576034394932
24	0.0594178497870071	0.0632016909298522	0.0355944365495365
28	0.057499053011461	0.0591784631624525	0.0311542901528966
32	0.0563386208154561	0.0555898619433397	0.0278082937803877
36	0.0557995965280579	0.0523913908913548	0.0253580883046116
40	0.055777207575259	0.0495443437151969	0.0236342433584754
44	0.0561885973991999	0.0470145345240645	0.0224939619470543
48	0.0569682927017464	0.044771633965745	0.0218180747970925
52	0.0580658948204375	0.0427889250896481	0.021508247480373
56	0.0594468548949805	0.0410428255757929	0.0214836016317268
60	0.0610791827107243	0.0395121235242709	0.0216789685406532
64	0.0629396806493998	0.0381779726775425	0.0220411449546648
68	0.0650175846904632	0.0370240247643682	0.0225276406087262
72	0.0672938671165869	0.0360349783295887	0.0231042147528708
76	0.0697543406696826	0.035197320897737	0.0237442066062273
80	0.0724061381450267	0.0345000815490848	0.0244263492260072
84	0.075245583854558	0.0339327547065042	0.0251345068933171
88	0.0782511063392374	0.0334846359839344	0.0258563159601313
92	0.0814440024178455	0.0331494170125996	0.0265818544591214
96	0.0848207087593729	0.0329192413677709	0.0273045677159226
100	0.0883818580314993	0.0327876326292484	0.0280195964809342
104	0.0921315786123192	0.03274907986958	0.0287236638568285
108	0.0960769878554083	0.0327989317555584	0.0294147652937712
112	0.100215057689259	0.0329323985210698	0.0300918846059089
116	0.104566328000741	0.033146905132347	0.0307548473308341
120	0.109123222189726	0.0334384096943171	0.0314040729031402
124	0.11390169325912	0.033804954421891	0.0320404502799075
128	0.118907717274492	0.0342443066756457	0.0326652282088242
132	0.124148714907296	0.0347546805469168	0.0332799556119402
136	0.129634960537553	0.0353348808900974	0.0338863426344894
140	0.135376917254548	0.0359840958571651	0.0344862558003704
144	0.14138536907156	0.0367017772736787	0.0350816249832557
148	0.147669597157491	0.0374875113039816	0.0356745287386019
152	0.154243283870956	0.0383415227509515	0.0362669649643838
156	0.161117558374681	0.0392640825089434	0.0368609680084062
160	0.168305027647477	0.0402557224914271	0.0374587092184325
164	0.175817246882593	0.0413171433385234	0.0380622849441772
168	0.183671591128372	0.0424496613188053	0.0386737859716202
172	0.191883478345675	0.0436546384735235	0.0392952939287144
176	0.200465797604599	0.0449334469985034	0.0399288794922794
180	0.209435483599315	0.0462878977308929	0.040576605813942
184	0.218813874172439	0.0477202640195946	0.0412405287870181
188	0.228615442828097	0.0492325179957455	0.041922700163411
192	0.238854928685744	0.0508268508905892	0.0426252336293445
196	0.249557376088936	0.0525062345790507	0.0433501401606141
200	0.260744508464651	0.0542735730115062	0.0440994906293411
204	0.272435209970141	0.0561317285751731	0.0448753362780144
208	0.284650466184652	0.0580838800516377	0.0456797792974987
212	0.297417110037105	0.0601336737207568	0.0465149258334102
216	0.310758121682178	0.0622846833994348	0.0473829137988885
220	0.324697908092793	0.0645409044077525	0.0482861305675833
224	0.339263723457518	0.0669063976944261	0.0492267122155469
228	0.354486275579512	0.0693856770145309	0.0502069249572942
232	0.370394285957368	0.0719831232834153	0.0512289601972536
236	0.387019351521239	0.0747037888180751	0.0522953798377689
240	0.4043877052918	0.0775523325665552	0.0534086610130265
244	0.422533531195454	0.080534163844058	0.0545713636813717
248	0.441499240990712	0.0836554411551846	0.0557861555094148
252	0.461317764238739	0.0869218896389594	0.0570558443350547
256	0.482025828611488	0.0903393873501489	0.0583831082713782
