Time	sp_2	sp_1	sp_0	sp_3	sp_5	sp_4	sp_7	sp_6	sp_8
0	10	10	13	0	0	0	0	0	0
70	7.03245467421107	7.05544674491827	12.688790598554	0.859481004215421	1.79685492012749	2.1080643215735	0.288217330738825	0.311209401446013	0.0229920707071877
140	5.46371851278669	5.63937685619535	11.8333972482341	0.612858099982906	2.7568206354645	3.9234233872304	0.990944408357244	1.1666027517659	0.175658343408656
210	4.44118194277401	4.91626095307006	10.8717124026269	0.491417113282996	2.93911334656986	5.06740094394299	1.65320858707709	2.12828759737313	0.475079010296041
280	3.69792695882006	4.56682960976641	9.98068364764909	0.425665524850954	2.85709116397807	5.87640751632898	2.15041370140457	3.01931635235091	0.868902650946344
350	3.11782822286988	4.41995267217719	9.19750139753568	0.383089554073003	2.69658362059279	6.49908222305711	2.50037415315702	3.80249860246432	1.3021244493073
420	2.64544365441859	4.38032240887169	8.5181083263069	0.350849148289743	2.52181552359855	7.00370719729166	2.74701291924001	4.4818916736931	1.73487875445309
490	2.25190098848739	4.39502063655197	7.92881966879056	0.323468662012045	2.35345001829111	7.42463034950056	2.92806068314488	5.07118033120944	2.14311964806457
560	1.9204314677488	4.43538212384152	7.41567483857361	0.298353120256239	2.19689025056855	7.78121541199495	3.06937450533368	5.58432516142639	2.51495065609271
630	1.63998293995666	4.4864193596566	6.96672291031388	0.274287861403111	2.0524521089541	8.08572919864022	3.18684066998619	6.03327708968612	2.84643641969993
700	1.40221040171569	4.54043475607567	6.57205835393343	0.252609634212225	1.9172383180055	8.34517996407208	3.28971729170661	6.42794164606657	3.13822435435997
770	1.20050325186326	4.59379219686395	6.22369737187732	0.233844250457695	1.78934986955635	8.56565249767903	3.383013683122	6.77630262812268	3.39328894500068
840	1.02955694265203	4.64510628191785	5.91522959646838	0.21607856898301	1.66959408483334	8.75436448836495	3.46922106426581	7.08477040353162	3.61554933926581
910	0.884742333465178	4.69379731837945	5.64127474339248	0.198938118736843	1.55759429119045	8.91631954779798	3.54967027169326	7.35872525660752	3.80905498491427
980	0.761969628171986	4.73958033191728	5.39726136823366	0.183573128744038	1.45171861131763	9.05445724308398	3.62512792802105	7.60273863176634	3.97761070374529
1050	0.657891264432299	4.78254297848964	5.17940702375044	0.169257009923297	1.35225874939484	9.1728517256444	3.69594126219222	7.82059297624956	4.12465171405734
1120	0.569596986336134	4.82277590465444	4.98446082237955	0.155964799663412	1.25889903638	9.27443821400045	3.76236025930215	8.01553917762045	4.25317891831831
1190	0.494603970077032	4.86038556219251	4.80963379510352	0.143758486681566	1.17127133834491	9.3616375432414	3.82458461278101	8.19036620489649	4.36578159211547
1260	0.430817827452035	4.8954970871662	4.65252960157459	0.132571308736073	1.08914046538647	9.43661086381189	3.88279113871126	8.34747039842541	4.46467925971416
1330	0.376449996764123	4.92821983685977	4.51106513153267	0.122497119280099	1.01211801548845	9.50105288395577	3.93716502837168	8.48893486846733	4.55176984009565
1400	0.330064070706345	4.95873547269115	4.38346861956693	0.112882780614335	0.940521768246245	9.55705314867931	3.98785997844827	8.61653138043307	4.6286714019848
1470	0.290360949166119	4.9871109964776	4.26816012360862	0.10421199543948	0.873587179003018	9.6054270553944	4.0350898290799	8.73183987639137	4.69675004731147
1540	0.25631773389487	5.01350670676445	4.16378495666358	0.0960255850762464	0.811441637692462	9.64765668102888	4.07902607046684	8.83621504333641	4.75718897286957
1610	0.227008264774308	5.03798292260338	4.06914161212574	0.0888340260215935	0.753299321329835	9.68415770920409	4.11988373004519	8.93085838787425	4.81097465782906
1680	0.201736840904243	5.06071004525636	3.98320110031633	0.0820374657088468	0.699426793703233	9.7162256933869	4.15782569533156	9.01679889968367	4.85897320435211
