Time	sp_4 = 0
0	1
0.0155737432480832	1
18.1264125917381	1
39.0336747821761	1
57.2214809909984	1
76.2133402891701	1
101.491505015037	1
122.837425929015	1
148.665990234929	1
179.918553045086	1
197.925982092842	1
217.734154045375	0.999999999999999
239.52314319316	0.999999999999999
263.491031255724	1
289.855708124545	0.999999999999999
318.856852680247	1
350.75811169152	1
385.84949660392	0.999999999999999
424.450020007561	0.999999999999999
466.910595751565	0.999999999999999
513.617229069969	0.999999999999999
564.994525720214	0.999999999999999
621.509552035484	1
683.676080982281	1
752.059262823757	1
827.28076284938	1
910.024412877567	0.999999999999999
1001.04242790857	1
1101.16224444268	0.999999999999999
1211.29404263019	0.999999999999999
1312.93070365421	1
1424.73103078064	1
1547.7113906197	1
1682.98978644268	1
1831.79602184795	1
1995.48288079374	1
2175.53842563412	1
2373.59952495854	1
2591.46673421539	1
2831.12066439793	1
3094.73998759873	1
3384.7212431196	1
3703.70062419257	1
4054.57794337283	1
4440.54299447111	1
4865.10455067923	1
5332.12226250815	1
5845.84174551997	1
6410.93317683297	1
7032.53375127727	1
7716.294383166	1
8468.4310782436	1
9295.78144282896	1
10205.8668438729	1
11206.9607850212	1
12308.1641202843	1
13519.4877890737	1
14851.9438247421	1
16317.6454639773	1
17929.917267136	1
19703.4162506106	1
