Time	sp_4 (Mean)	sp_4 (Std)
0	0	0
0.0155737432480832	0	0
18.1264125917381	0	0
39.0336747821761	0	0
57.2214809909984	0	0
76.2133402891701	0	0
101.491505015037	0	0
122.837425929015	0	0
148.665990234929	0	0
179.918553045086	0	0
197.925982092842	0	0
217.734154045375	0	0
239.52314319316	0	0
263.491031255724	0	0
289.855708124545	0	0
318.856852680247	0	0
350.75811169152	0	0
385.84949660392	0	0
424.450020007561	0	0
466.910595751565	0	0
513.617229069969	0	0
564.994525720214	0	0
621.509552035484	0	0
683.676080982281	0	0
752.059262823757	0	0
827.28076284938	0	0
910.024412877567	0	0
1001.04242790857	0	0
1101.16224444268	0	0
1211.29404263019	0	0
1312.93070365421	0	0
1424.73103078064	0	0
1547.7113906197	0	0
1682.98978644268	0	0
1831.79602184795	0	0
1995.48288079374	0	0
2175.53842563412	0	0
2373.59952495854	0	0
2591.46673421539	0	0
2831.12066439793	0	0
3094.73998759873	0	0
3384.7212431196	0	0
3703.70062419257	0	0
4054.57794337283	0	0
4440.54299447111	0	0
4865.10455067923	0	0
5332.12226250815	0	0
5845.84174551997	0	0
6410.93317683297	0	0
7032.53375127727	0	0
7716.294383166	0	0
8468.4310782436	0	0
9295.78144282896	0	0
10205.8668438729	0	0
11206.9607850212	0	0
12308.1641202843	0	0
13519.4877890737	0	0
14851.9438247421	0	0
16317.6454639773	0	0
17929.917267136	0	0
