Time	sp_4 (Mean)	sp_4 (Std)
0	0	0
0.0208138301850468	0	0
22.5631458156687	0	0
43.6057038562431	0	0
64.5120764379597	0	0
90.5956099881563	0	0
121.856304506833	0	0
159.362271329361	0	0
181.237890892551	0	0
203.113510455741	0	0
224.989130018931	0	0
252.372699933152	0	0
279.756269847373	0	0
307.139839761594	0	0
334.523409675815	0	0
368.135293371973	0	0
401.747177068131	0	0
435.359060764289	0	0
468.970944460447	0	0
508.619644056627	0	0
548.268343652806	0	0
587.917043248986	0	0
627.565742845165	0	0
674.575551413431	0	0
721.585359981696	0	0
768.595168549961	0	0
815.604977118226	0	0
871.04640434896	0	0
926.487831579694	0	0
981.929258810427	0	0
1037.37068604116	0	0
1104.11628176744	0	0
1170.86187749371	0	0
1237.60747321999	0	0
1304.35306894626	0	0
1386.07970857001	0	0
1467.80634819375	0	0
1549.5329878175	0	0
1631.25962744124	0	0
1735.24247536339	0	0
1839.22532328554	0	0
1943.20817120769	0	0
2047.19101912984	0	0
2185.78744388367	0	0
2324.38386863751	0	0
2462.98029339134	0	0
2601.57671814518	0	0
2803.70969092962	0	0
3005.84266371406	0	0
3207.9756364985	0	0
3410.10860928294	0	0
3754.03704652559	0	0
4097.96548376823	0	0
4441.89392101088	0	0
4785.82235825353	0	0
5110.81501491881	0	0
5435.80767158408	0	0
5760.80032824936	0	0
6085.79298491464	0	0
6247.03460328335	0	0
6408.27622165206	0	0
6569.51784002077	0	0
6730.75945838948	0	0
6899.53410812944	0	0
7068.30875786941	0	0
7237.08340760937	0	0
7405.85805734934	0	0
7670.10038701784	0	0
7934.34271668634	0	0
8198.58504635485	0	0
8462.82737602335	0	0
8782.10258947123	0	0
9101.37780291911	0	0
9420.65301636699	0	0
9739.92822981487	0	0
9973.27119381953	0	0
10206.6141578242	0	0
10439.9571218289	0	0
10673.3000858335	0	0
10849.0183572346	0	0
11024.7366286357	0	0
11200.4549000368	0	0
11376.1731714379	0	0
11556.2933834142	0	0
11736.4135953905	0	0
11916.5338073669	0	0
12096.6540193432	0	0
12340.6079058402	0	0
12584.5617923372	0	0
12828.5156788341	0	0
13072.4695653311	0	0
13354.8320993352	0	0
13637.1946333392	0	0
13919.5571673432	0	0
14201.9197013473	0	0
14433.0010979842	0	0
14664.0824946211	0	0
14895.1638912581	0	0
15126.245287895	0	0
15314.08830252	0	0
15501.931317145	0	0
15689.77433177	0	0
15877.617346395	0	0
16067.8951301593	0	0
16258.1729139237	0	0
16448.4506976881	0	0
16638.7284814524	0	0
16872.8878081825	0	0
17107.0471349125	0	0
17341.2064616426	0	0
17575.3657883726	0	0
17835.7111499783	0	0
