Time	Input1 (Mean)	Input2 (Mean)	Output (Mean)	Input1 (Std)	Input2 (Std)	Output (Std)
0	1	1	0	0	0	0
0.314386328821169	0.999079205780219	0.999079205780219	1.15672953476465E-07	0.00303245724399045	0.00303245724399045	3.40107149324277E-05
1049.82965004944	0.959256401769345	0.959256401769345	0.0154161101976413	0.0196709693308492	0.0196709693308492	0.0122077445425208
2253.99837712876	0.94254466793047	0.94254466793047	0.0326087169336041	0.0229839657940453	0.0229839657940454	0.0174207437511177
3301.53809090628	0.928514009801353	0.928514009801354	0.047042020919127	0.0252641513328811	0.0252641513328814	0.0205906735986466
4395.38781774466	0.914339874239073	0.914339874239073	0.061621918358037	0.027235001388068	0.0272350013880679	0.0231849452583444
5851.30180416654	0.89618727603266	0.89618727603266	0.0802926992990497	0.0293848789592705	0.0293848789592706	0.025913628512104
7080.73539433203	0.881456097127749	0.881456097127749	0.0954431793560533	0.0308826383643546	0.0308826383643546	0.027770211639923
8568.35003843229	0.864317527059073	0.864317527059073	0.113068204225876	0.032397492128624	0.0323974921286232	0.0296210705345795
10368.3637577936	0.844518800010299	0.8445188000103	0.133427057341522	0.0338919857825108	0.0338919857825091	0.0314279812812191
11405.5145199018	0.833549139652446	0.833549139652446	0.144706214048463	0.034618128785837	0.0346181287858353	0.0323012965076776
12546.3803582208	0.821831991693023	0.821831991693023	0.156753281058481	0.0353223384529849	0.0353223384529833	0.0331465738621139
13801.3327803717	0.809346140256248	0.809346140256248	0.16958993772243	0.0359983969044169	0.0359983969044157	0.0339575491620562
15181.7804447377	0.796074677635033	0.796074677635033	0.183233420501612	0.036639926504651	0.0366399265046493	0.0347278107598566
16700.2728755403	0.782005783502603	0.782005783502603	0.197695722676486	0.0372404865815859	0.037240486581585	0.0354508977387411
18370.6145494231	0.767133499917148	0.767133499917148	0.212982798971401	0.0377936828850588	0.0377936828850578	0.0361204112236479
20207.9903906942	0.751458476535872	0.751458476535872	0.229093801463601	0.0382932874465991	0.0382932874465999	0.0367301363666266
22229.1038160925	0.734988657225514	0.734988657225514	0.246020376442019	0.038733365600808	0.0387333656008083	0.0372741716354089
24452.3285840306	0.717739877041439	0.717739877041439	0.263746054127209	0.0391084060891088	0.0391084060891089	0.0377470611698769
26897.8758287624	0.699736337714277	0.699736337714277	0.282245763980738	0.0394134494717764	0.0394134494717756	0.0381439252601266
29587.9777979675	0.681010930656743	0.681010930656742	0.30148550738825	0.0396442096078756	0.0396442096078771	0.0384605835281879
32547.0899640931	0.661605379320747	0.661605379320747	0.321422216554024	0.0397971828002472	0.0397971828002475	0.0386936652400854
35802.1133468312	0.641570177602355	0.641570177602355	0.342003823391101	0.0398697393983504	0.0398697393983499	0.0388407013915113
39382.6390678431	0.620964307847639	0.620964307847638	0.363169555097911	0.0398601932303944	0.0398601932303937	0.038900193822969
43321.2173609563	0.599854730605099	0.599854730605098	0.384850464242944	0.0397678451837755	0.0397678451837755	0.0388716576135648
47653.6534833807	0.578315648158696	0.578315648158695	0.406970190991684	0.0395929985156714	0.0395929985156725	0.0387556343193118
52419.3332180476	0.55642755445156	0.556427554451559	0.429445944233936	0.0393369449613664	0.0393369449613708	0.0385536751654379
57661.5809261812	0.534276094547068	0.534276094547068	0.452189677554539	0.0390019222955694	0.0390019222955717	0.0382682949465002
63428.0534051282	0.511950766492998	0.511950766493	0.475109426036869	0.0385910455548738	0.0385910455548763	0.0379028989912819
69771.1731319698	0.489543506606906	0.489543506606907	0.498110761564458	0.0381082155125157	0.0381082155125192	0.0374616869714451
76748.6048314956	0.467147205147939	0.467147205147938	0.5210983182444	0.037558009092198	0.0375580090922019	0.0369495384529896
84423.779700974	0.444854202624026	0.444854202624026	0.543977336281748	0.0369455571317931	0.0369455571317895	0.0363718858211757
92866.4720574002	0.422754817376381	0.422754817376377	0.566655172313912	0.0362764152171494	0.0362764152171416	0.0357345805099591
102153.433649469	0.400935952609584	0.400935952609579	0.589042726835838	0.0355564332040864	0.0355564332040843	0.0350437583403355
112369.091400745	0.379479825961664	0.379479825961652	0.611055744630078	0.0347916285764902	0.0347916285764859	0.0343057092655958
123606.314927148	0.358462857505649	0.358462857505635	0.632615951571002	0.0339880680276001	0.033988068027591	0.0335267560163539
135967.260806192	0.337954743358327	0.337954743358317	0.653652000162342	0.0331517606968625	0.0331517606968562	0.0327131451358291
149564.30127314	0.318017732534277	0.318017732534269	0.67410020598069	0.0322885654493687	0.0322885654493688	0.0318709528039079
164521.045786783	0.298706115015937	0.298706115015929	0.693905067123557	0.0314041135452786	0.0314041135452658	0.0310060067675056
180973.46475179	0.280065919843218	0.280065919843213	0.713019568154822	0.0305037470941186	0.0305037470941033	0.0301238247078915
199071.125613297	0.262134813875901	0.262134813875904	0.731405278375349	0.0295924728804223	0.0295924728804073	0.0292295685425051
218978.552560956	0.244942185122818	0.244942185122814	0.749032261142807	0.0286749305165378	0.0286749305165336	0.0283280135133219
240876.72220338	0.228509389383166	0.228509389383166	0.765878816201362	0.0277553734367991	0.0277553734367921	0.0274235304659099
264964.708810047	0.212850135478778	0.212850135478781	0.78193108049006	0.0268376609842631	0.0268376609842483	0.0265200794630045
291461.494077381	0.197970982514738	0.197970982514749	0.797182514740844	0.0259252597366336	0.0259252597366301	0.025621212779613
320607.957871448	0.183871922231962	0.183871922231987	0.811633303517727	0.0250212522392979	0.0250212522392888	0.0247300853609831
352669.068044922	0.170547020383027	0.170547020383055	0.825289695422079	0.0241283514286314	0.0241283514286118	0.023849470955045
387936.289235743	0.157985092908041	0.157985092908069	0.838163308266794	0.0232489192053658	0.0232489192053421	0.0229817823233547
426730.232545646	0.146170395237053	0.146170395237076	0.850270421385461	0.0223849878272063	0.0223849878271971	0.0221290941596089
469403.570186539	0.135083306038265	0.135083306038289	0.861631274159165	0.0215382830100851	0.021538283010056	0.021293167578788
516344.241591522	0.124700989933777	0.124700989933804	0.872269386551718	0.0207102478405043	0.0207102478404748	0.0204754752655289
567978.980137003	0.114998026921596	0.114998026921623	0.882210914143156	0.0199020667976202	0.019902066797592	0.0196772265759902
624777.192537032	0.105946999320747	0.10594699932077	0.891484046997351	0.0191146893557689	0.0191146893557899	0.0188993920668833
687255.226177064	0.0975190298844202	0.097519029884449	0.900118458805272	0.0183488527830917	0.0183488527831035	0.0181427270760887
755981.063181099	0.0896842672317841	0.0896842672318101	0.908144810184027	0.0176051038708492	0.0176051038708661	0.0174077941018193
831579.483885538	0.0824123168935919	0.0824123168936163	0.915594307821961	0.0168838194234202	0.0168838194234518	0.0166949838239139
914737.746660421	0.0756726180389424	0.0756726180389612	0.922498319352471	0.0161852254114388	0.0161852254114629	0.0160045346848335
