Time	(Species + (sp_159 + sp_158))	(Species_1 + (sp_78 + sp_77))	(Species_2 + (sp_30 + sp_29))
0	2	4	2
2500	1.69860200586816	3.56534707926014	1.87360502287768
5000	1.61771684195793	3.53837662578879	1.98057018070735
7500	1.54731450789934	3.49207030159735	2.09643842262488
10000	1.48756364270559	3.42732329783921	2.22011749697872
12500	1.43853630112762	3.34546333714818	2.35020686603006
15000	1.40023928983883	3.24821464848542	2.48498597568893
17500	1.37264910076536	3.13764095798602	2.6224270288293
20000	1.35573918169554	3.01607815199492	2.76022796935785
22500	1.3494998409682	2.88606871944955	2.89586742535663
25000	1.35395410693074	2.75025665716556	3.02667876393468
27500	1.36916098388697	2.61130231238298	3.14993877988698
30000	1.39521551207173	2.4717872254188	3.26296264159676
32500	1.43223648736176	2.33412572092617	3.36320214014859
35000	1.480350997759	2.20049886964651	3.44833323341428
37500	1.53966673090455	2.07280047364048	3.51633600294973
40000	1.61023641244352	1.9526097724448	3.56556239314733
42500	1.69201940789353	1.84118414441503	3.59478138463908
45000	1.78483357262616	1.73947426260333	3.60321627311862
47500	1.88830581794596	1.64815159548667	3.59056537977763
50000	2.00182261658757	1.56765059100078	3.55701082446467
52500	2.1244825076512	1.49821310737812	3.50322096849486
55000	2.25506217474782	1.43993993038514	3.43033168133316
57500	2.3919926374437	1.39283557340084	3.33992375496714
60000	2.53335729182061	1.35685108791993	3.23398000273627
62500	2.67691260749647	1.33192084947502	3.114825462462
65000	2.82013262709337	1.3179907472386	2.98505261057755
67500	2.96027724913618	1.31503848521659	2.84743108686972
70000	3.09448133869951	1.32308409485446	2.70480697793662
72500	3.21985284789732	1.34219824307968	2.55999612108654
75000	3.33358139678556	1.37249241440242	2.41568597079004
77500	3.43303989185592	1.41410753678968	2.27434673421587
80000	3.51587707486414	1.46719154381177	2.13816324148336
82500	3.58009849903478	1.53186649610793	2.00898915325765
85000	3.62412702846151	1.60819001272685	1.88832734459407
87500	3.64684383287157	1.69611032054767	1.77733589499325
90000	3.64762582275993	1.79540945902234	1.67684903179364
92500	3.62635430501702	1.90565236787399	1.58742022944427
95000	3.58342464446766	2.02613025523228	1.50936931397837
97500	3.51973861859369	2.15581351071328	1.44283651700965
100000	3.43668535841917	2.29331599164145	1.3878358509516
102500	3.33610733813213	2.43687712574721	1.34430503139785
105000	3.22025158810372	2.58436626012585	1.31214756894567
107500	3.09169783513608	2.73331455470258	1.29127027744023
110000	2.95327393875504	2.88097282222736	1.28160778640063
112500	2.80794991474403	3.02439360820186	1.28314473034047
115000	2.65873011181527	3.1605342744421	1.29591959610352
117500	2.50853795715237	3.28636706898925	1.32002990307902
120000	2.3601135273468	3.39899482123887	1.35561987833461
122500	2.21592675637974	3.49575585798526	1.40286405464885
125000	2.07811163573529	3.57432515782826	1.46193420536876
127500	1.94843516553319	3.63277555398896	1.53297162577349
130000	1.82828353997038	3.66964974446969	1.61603139398643
132500	1.71868236598777	3.68398905746246	1.71103534523196
135000	1.62033044370373	3.67536272964323	1.81771042464837
137500	1.53364938485304	3.64387885057525	1.93552875561994
140000	1.45884107498562	3.59018336320117	2.06365096901464
142500	1.3959459311477	3.51544940287102	2.20087760427312
145000	1.3448986799247	3.42135245444806	2.34561644319113
147500	1.30558010633023	3.31002590225497	2.49587294020628
150000	1.27785912402314	3.18400037820401	2.64926626830243
152500	1.26162754674128	3.04612034181532	2.80307546655997
155000	1.25682235686346	2.89944460175707	2.9543145415105
157500	1.26344304102712	2.7471280869225	3.09983194223149
160000	1.2815560026444	2.5923011107267	3.23642638087812
162500	1.31128982451725	2.43795097515876	3.36097047776762
165000	1.35282165684967	2.28681746144426	3.47053032053923
167500	1.40635412669184	2.14131173959825	3.56247180273066
170000	1.47207973994761	2.00346252184718	3.63455265185184
172500	1.55013744418131	1.87489291872232	3.68499164941083
175000	1.64056132426435	1.75682752242484	3.71251520804452
177500	1.7432193958723	1.65012178336747	3.716391030724
180000	1.85774985659042	1.55531036288836	3.6964445805755
182500	1.98349763898102	1.47266697524975	3.65306290250992
185000	2.11945486086788	1.4022665522091	3.58719135928551
187500	2.26421599526052	1.34404810099804	3.50031411650211
190000	2.41595325101603	1.29787409292735	3.39441719853311
192500	2.57241517541631	1.26357636342426	3.27194140742314
195000	2.73096054589433	1.24100074984431	3.13570098766927
197500	2.88862104968997	1.23003538220496	2.9887901767121
200000	3.04219471962709	1.23063244144999	2.83446603609478
202500	3.18836074130161	1.24281955548663	2.67602117749492
205000	3.32380694687546	1.26670034418333	2.51665558112105
207500	3.44536363799303	1.30244210611316	2.35935679778659
210000	3.55012034088248	1.35026029528927	2.20679941018078
212500	3.63553003781023	1.41038790820444	2.06127519475073
215000	3.69949365672452	1.48303374739019	1.92465275948274
217500	3.74041700797228	1.5683334793793	1.79837200531748
220000	3.75725406609564	1.66628886367856	1.68346445153285
222500	3.74952619249056	1.77670357240895	1.58059938687092
225000	3.71733632647555	1.89911232908315	1.49014135628594
227500	3.66136831677012	2.03271461054939	1.41221699942642
230000	3.58287276472041	2.17631838337576	1.34678427545933
232500	3.48364331445539	2.32829857512917	1.29369582448656
235000	3.36597455097582	2.48658048961081	1.25275507868497
237500	3.23259517576909	2.64865496588727	1.22376501582487
240000	3.08657981887468	2.8116261744717	1.20656566623963
242500	2.93124056666097	2.97229407935884	1.20105764579158
245000	2.76999391008811	3.12726482758033	1.20722309519883
247500	2.60622672610115	3.27308020073202	1.22512958664053
250000	2.44316293167489	3.40635519537674	1.25492638090722
