Time	(Species + (sp_97 + sp_96))	(Species_1 + (sp_39 + sp_38))	(Species_2 + (sp_8 + sp_7))
0	2	4	2
982.654197482386	1.45044176639842	2.93510460934551	1.48030316337119
1915.19771527818	1.43645015567997	2.93465570297715	1.49531664662841
3084.62697839016	1.41934003343498	2.93324640646147	1.51455321559991
4105.73713212869	1.40479992843265	2.93124853042023	1.53171617542412
5464.83474675467	1.38603050733216	2.92748583151274	1.5550784185453
6612.51261462207	1.37070357801667	2.92333395313873	1.57525670757375
8001.20283474162	1.35280234817217	2.91712845556906	1.60020798489017
9681.51800108628	1.33209080481409	2.90791114752626	1.63115609729983
10649.6995969325	1.32063093964887	2.90176238400481	1.64935070426085
11714.6993523633	1.30842650360331	2.894301541029	1.66965945147942
12886.1990833372	1.29548823345701	2.88526288556176	1.69234284489615
14174.8487874085	1.28184571520951	2.87433114735956	1.7176925709023
15592.363461887	1.26755282442647	2.86113407073279	1.74603353599789
17151.6296038132	1.25269436285513	2.84523469928491	1.77772497422145
18866.8223599321	1.23739411526671	2.8261238776017	1.81315991199824
20753.5343916629	1.22182459034542	2.80321375999488	1.85276193336799
22828.9176265668	1.20570388681011	2.77654158272679	1.89678490421379
25111.8391849611	1.18953283308469	2.74500371493941	1.94584085017677
27623.0528991948	1.1737381519041	2.70762053796558	2.00049258072781
30385.3879848518	1.15885179217353	2.66335638456017	2.06125419413961
33423.9565790746	1.14550983648058	2.61116385056084	2.12854782699643
36766.3820327196	1.13449740262846	2.54998984955023	2.20265261412372
40443.0500317292	1.12678086824082	2.47884967731197	2.28359834499005
44487.3848306396	1.12356786602742	2.39690076612133	2.371031761149
48936.1531094412	1.12637871549287	2.30355650409092	2.46403159517764
53829.7982161229	1.13712589732736	2.19865833072669	2.56085771411341
59212.8078334728	1.15820912821209	2.08268501937304	2.65864818207945
65134.1184125576	1.19262233777309	1.95699145292167	2.75307581296371
71647.560049551	1.24406609582836	1.82403734022274	2.83801020275407
78812.3458502437	1.3170304792316	1.68755471949313	2.90527091296947
86693.6102310056	1.41675479201293	1.55260723570234	2.94461108581736
95363.0010498438	1.54887027249695	1.42552190808756	2.94414231404727
104899.330950566	1.71838494288543	1.313731840356	2.8915004362899
115389.29384136	1.9275177608005	1.22565652239041	2.77611782065423
126928.253021233	2.17190936895	1.17084102503173	2.59286015762802
139621.108119094	2.43547764571187	1.16061391444361	2.34651966712792
145332.892913132	2.54437383831521	1.17304217098317	2.22835687380591
151615.856186573	2.65281565551418	1.19886240202747	2.09758714430619
158527.115787358	2.75471238051917	1.24194158518979	1.95648297058401
166129.501348222	2.84152011755513	1.30705090268811	1.80888296821903
