Time,Input1,Input2,Output,Signal
0,10,10,0,0
11.92834241,0.807721251,8.064976578,0.498367727,1.282961582
24.02801672,0.711457293,6.425566755,0.485515671,2.957216794
36.32892469,0.604168087,5.373058318,0.506371063,4.389942786
48.58375405,0.460481984,4.501364616,0.182359545,5.231819121
60.93287864,0.351577108,3.954468045,0.015733688,5.77613668
73.30061063,0.371010053,3.601760087,0.155157526,6.278680227
85.53767599,0.310078834,3.206491089,0.14760033,6.63075098
97.60950928,0.307416403,3.092437187,0.037017999,7.050595244
109.6732285,0.293608498,2.750524057,0.099189469,7.305283059
122.5449084,0.418075994,2.409183821,0,7.392146602
135.2837383,0.174973907,2.177212665,0.226243006,7.747223603
147.7191198,0.167921414,2.011490027,0,7.688501566
159.7032523,0.228154718,1.841971226,0.133801409,7.787147029
172.2834383,0.11369234,1.834287619,0.137936055,7.94328812
184.2303402,0.079332708,1.622893962,0.026448237,8.258087504
196.680688,0.230627891,1.580065778,0.246901382,8.338934261
209.6453533,0.220463234,1.585491949,0.034796941,8.405314219
221.7647609,0.104634188,1.504268141,0,8.556079208
234.3118368,0.14026439,1.459041765,0,8.535708486
247.294036,0.116787917,1.461628397,0,8.631302265
260.7412376,0.033492689,1.418889267,0.003310755,8.512324607
273.0694893,0.10576686,1.314353072,0,8.622139466
285.7633182,0.019270074,1.286217821,0.006154666,8.796198885
298.8279548,0.050569276,1.307016416,0.014717637,9.047953359
312.2685638,0.255672538,1.155566622,0.010858733,8.788712295
324.3324693,0.295947116,1.142010652,0.088969859,8.91652276
336.7095429,0.227508425,1.192594871,0.21464131,8.908376548
349.379065,0.162361195,1.162893457,0,9.006059626
362.3440275,0.230204123,1.004176604,0.018323548,8.927088322
375.6073467,0.088310339,0.941050705,0,8.895304458
389.1972436,0.233008799,0.933203438,0,8.983451602
403.0915649,0.089855479,1.014876177,0,9.051505292
415.2347024,0.241660027,0.918029927,0.032136589,9.082421276
427.6354854,0.120943289,0.616350988,0,9.097240338
440.243753,0.126651971,0.886288417,0,9.003875541
453.1129502,0.211347621,0.711715753,0.070739607,9.141631323
466.1920422,0.158242356,0.803016557,0.106547643,9.267479876
479.5347683,0.196820472,0.692601591,0,9.167945273
493.0892783,0,0.769699427,0,9.166358799
506.9093984,0,0.837325213,0.015217935,9.19306013
520.9425428,0.10047093,0.747442633,0.060268874,9.306765365
535.242374,0,0.698862381,0,9.343011193
547.3278982,0,0.791005742,0.027336086,9.251003626
559.5734723,0,0.703733043,0,9.26613238
572.0055304,0.0453067,0.606158712,0,9.319800443
584.597071,0.132261219,0.729880726,0,9.194101884
597.3476356,0,0.620396047,0.19513071,9.358191729
599.9083351,0.176333709,0.629660651,0,9.323440525
599.9999999,0,0.503298392,0,9.532752606
