Time	T21	T12
0	250	120
7.2	227.491038908903	114.14316876577
14.4	218.079086242211	108.693140270401
21.6	214.992140365876	103.693327303471
28.8	215.139671554454	99.170905630335
36	216.935315023577	95.1271841898486
43.2	219.505277879485	91.5403718788627
50.4	222.352158058996	88.3725472582585
57.6	225.192066511839	85.5769625795127
64.8	227.868039130152	83.1040303849733
72	230.300108715917	80.9055491413888
79.2	232.455156797902	78.9373035785641
86.4	234.328500143246	77.1603360746312
93.6	235.931522373246	75.541381908539
100.8	237.284324915197	74.052721558541
108	238.410707760146	72.6717355052206
115.2	239.335536620536	71.3802798456144
122.4	240.082811936548	70.1640575978611
129.6	240.674692735488	69.0119930652176
136.8	241.131291413548	67.9156705102667
144	241.470225096326	66.8688423074299
151.2	241.707024759531	65.8669740720901
158.4	241.854826118564	64.9069451628681
165.6	241.924901929326	63.9867039999492
172.8	241.926792369215	63.1050364931266
180	241.868414042906	62.2613698136258
187.2	241.756382546997	61.4556261200169
194.4	241.596221258513	60.6880693116923
201.6	241.392420006406	59.9592055348577
208.8	241.148491649018	59.2697139352719
216	240.867380628265	58.620400290939
223.2	240.551383189941	58.0121144616427
230.4	240.202291143914	57.4457192043207
237.6	239.821550858005	56.922089877646
244.8	239.409933719085	56.4420595471572
252	238.967967343079	56.006437619643
259.2	238.496163964076	55.6160059845337
266.4	237.994672759269	55.2714556964417
273.6	237.463339372803	54.9734694693285
280.8	236.901844191303	54.7226713209764
288	236.309940125244	54.5195642745093
295.2	235.687095718429	54.3646887594889
302.4	235.032673017052	54.2585234941416
309.6	234.3459874714	54.2014622016401
316.8	233.626269906551	54.1939126346749
324	232.872603620718	54.2363227881223
331.2	232.084203319303	54.3289466117701
338.4	231.260201565701	54.4720310044476
345.6	230.399698240585	54.6657983329461
352.8	229.501769620833	54.9104318045936
360	228.56549568785	55.2060848371109
367.2	227.590034443498	55.55290137439
374.4	226.574527390535	55.9509816959153
381.6	225.51809879799	56.4003104922687
388.8	224.419876697085	56.9008141520584
396	223.279118392456	57.4523736037804
403.2	222.095227004386	58.0548179357386
410.4	220.867648137043	58.7078934721441
417.6	219.595923443043	59.411192814193
424.8	218.279678632439	60.16423387009
432	216.918662564106	60.9664355873081
439.2	215.512729644365	61.8171186208999
446.4	214.061864630899	62.7154273663023
453.6	212.566217042941	63.6602592877835
460.8	211.02605682105	64.6504063550229
468	209.441834753682	65.6846137882164
475.2	207.814145477735	66.7614875426914
482.4	206.143777980566	67.8792633775851
489.6	204.431708608193	69.0358648816389
496.8	202.679078962725	70.2290910897074
504	200.887208821225	71.456692105692
511.2	199.05759010149	72.7161936077736
518.4	197.191857042064	74.004852403182
525.6	195.291807409545	75.3197217160575
532.8	193.359408333602	76.6576792916857
