Time	OUTPUT
0	0
36	0.000560521552427304
72	0.00215779283337536
108	0.00467361276063603
144	0.0080021569890024
180	0.0120483915615259
216	0.0167273228924503
252	0.0219630386098217
288	0.0276892017398802
324	0.0338453745638695
360	0.0403764278973301
396	0.0472355596132506
432	0.0543820485142978
468	0.0617743714545257
504	0.0693780569517845
540	0.0771644964035781
576	0.0851061351139791
612	0.0931749962877197
648	0.101349429525522
684	0.109611191391872
720	0.117944644244327
756	0.126337521067184
792	0.134780955191922
828	0.14326570314247
864	0.151776794592461
900	0.160304277153971
936	0.168839452952012
972	0.177374691843235
1008	0.18590343141593
1044	0.19442017194207
1080	0.20291777153991
1116	0.211388987407299
1152	0.219828902312513
1188	0.22823330394056
1224	0.236598684893188
1260	0.244922242688876
1296	0.253201846821184
1332	0.261435504085764
1368	0.269622036543414
1404	0.277761075449716
1440	0.285852911832552
1476	0.293898496492106
1512	0.301899440000858
1548	0.309856851430865
1584	0.317766756158075
1620	0.325628575939169
1656	0.333442567479077
1692	0.341209193683913
1728	0.348929123660973
1764	0.356603232718738
1800	0.364230928324816
1836	0.371808985024412
1872	0.379336423003761
1908	0.386812248274777
1944	0.394235375621764
1980	0.401604628601417
2016	0.408918747737351
2052	0.41617873490452
2088	0.423386230728746
2124	0.430541665541662
2160	0.437645615640634
2196	0.444698803288762
2232	0.45170209671488
2268	0.458656445616943
2304	0.465561951958322
2340	0.472419082246633
2376	0.479228617175854
2412	0.485991405036944
2448	0.49270836171784
2484	0.499380470703459
2520	0.506008369495038
2556	0.51259086823279
2592	0.519127779278079
2628	0.525619024403139
2664	0.532064441975452
2700	0.538463786957749
2736	0.54481673090801
2772	0.551123823832901
2808	0.557387029797392
2844	0.5636071210122
2880	0.569784914834904
2916	0.575921308215374
2952	0.582017277695765
2988	0.588073871193714
3024	0.594090723790465
3060	0.600067173212635
3096	0.606003296314822
3132	0.611899103335257
3168	0.617754537895807
3204	0.62356947700197
3240	0.629343788574366
3276	0.635078070686741
3312	0.640772660083227
3348	0.646427702937319
3384	0.652043341193978
3420	0.657619712569632
3456	0.663156950552179
3492	0.668655260521372
3528	0.674115146122178
3564	0.679536902792573
3600	0.684920794420551
