Time,sp1,fuel
0,0,100
1.0808484750946903,11,100
2.1158675663676365,22,100
3.3112101933248095,28,100
4.396069027056166,34,100
5.378527484607638,40,97
6.454499024493643,49,95
7.837244575675016,53,91
8.948041169512253,64,91
10.127857245874107,69,88
11.159125312751101,78,84
11.9078712893578,82,84
13.859609285158585,83,81
15.04739821641381,84,78
16.00430454329829,85,74
16.61526394005992,87,73
18.402420985678177,90,71
19.77672268969473,91,70
21.10655419114813,94,67
22.93256745042207,95,63
24.042520891709668,96,61
24.89829447575654,96,60
26.503631581113343,98,60
27.683084858435137,98,58
28.410304510588873,98,57
30.238230290078686,98,57
32.74018053110813,98,57
33.81580432302286,99,55
34.18352814916581,99,54
35.21403940899394,99,53
37.66473368810597,99,52
38.97231258361161,99,50
39.65613759138586,99,48
41.679553937714715,99,45
42.71882312394369,99,45
47.25655795660811,99,44
48.99678161714805,100,42
49.637447007213716,100,41
54.46206192942559,100,40
56.47665598067293,100,39
60.17242802482765,100,37
61.037333477009206,100,36
62.36950059101205,100,36
64.43157071917074,100,35
66.5993959355497,100,34
67.21879995568037,100,32
69.11543849211037,100,32
70.9603826238146,100,31
71.81284948807712,100,31
74.315221424006,100,29
78.22061216870992,100,28
79.73132445151079,100,28
81.66881846470488,100,28
84.05628970886399,100,27
86.237299819982,100,27
87.44854550633215,100,27
89.65617336402674,100,25
90.76189559648178,100,24
91.48814888797024,100,24
93.133829439143,100,24
96.4002281937145,100,23
100.37132903216406,100,23
103.1717655337532,100,23
105.12659027446928,100,22
108.09077996169722,100,22
111.18176712818386,100,22
112.51521573219831,100,22
114.12582063489157,100,21
118.71956696912454,100,20
121.31721539419439,100,19
121.83968717743319,100,19
125.39284861704245,100,18
126.69962664846143,100,18
131.50953359793033,100,18
133.48008200882032,100,18
134.39335684635876,100,18
141.05473861142104,100,17
142.4310353635276,100,16
144.14104171927272,100,15
148.21689731371058,100,15
151.46816668105018,100,15
155.16542694967094,100,15
155.95415241745113,100,15
158.25437255719595,100,15
158.87914344971253,100,15
161.2645125574228,100,15
165.7466953012654,100,15
167.30094176495356,100,14
170.13780011529204,100,14
170.86660974375812,100,14
172.1177486259987,100,14
173.55149332939305,100,14
174.39325546582575,100,14
178.57235996156166,100,14
181.37223453789278,100,13
183.3356718239076,100,13
188.6968670512135,100,13
190.97316709788035,100,13
192.2510447037992,100,13
196.618067717672,100,13
199.6918972072674,100,13
204.02543609795336,100,12
208.19761112803573,100,12
210.67372295128777,100,12
211.0013586725435,100,12
213.87788989427332,100,12
217.00225733234586,100,12
220.81406545515514,100,11
227.8437747687029,100,11
229.04604834739402,100,11
231.5524928198916,100,11
232.9311418519795,100,11
235.91864505774586,100,11
236.96579326492866,100,11
240.39222372217438,100,11
241.1053919421731,100,11
245.9605790939131,100,11
253.02603561457352,100,11
255.5692113954429,100,11
258.2800557128543,100,11
267.67073988141664,100,11
269.91794763077,100,11
272.8196074896434,100,11
276.7502616723308,100,11
279.45934193576215,100,11
281.42850962815135,100,11
282.8360464127022,100,11
286.4206201716678,100,11
287.27919907872644,100,11
292.10616313018386,100,11
294.3156060576998,100,10
295.5762001586944,100,10
297.5922292661407,100,10
301.8193398080764,100,10
303.2441992376292,100,10
305.7190138626901,100,10
307.7137729226904,100,10
313.96490669795577,100,10
316.4103371705861,100,9
318.49094096956287,100,9
320.51752051653887,100,9
322.30257839285446,100,9
326.9548528086714,100,9
329.12976291001536,100,9
331.1686205151557,100,9
332.28980210557205,100,9
350.6634913143822,100,9
352.103942097522,100,9
354.8840067488957,100,9
356.783899264815,100,9
358.03706233508086,100,9
361.3079828897387,100,9
362.1102646266934,100,9
363.91109293550085,100,9
365.41757750098833,100,9
367.5337508746852,100,9
368.8703230897461,100,9
374.38718755079486,100,9
378.6456060353643,100,9
380.0410960785882,100,9
382.2743270118784,100,8
382.96936758676975,100,8
385.0827449156676,100,8
386.5295805132541,100,8
388.2239974118515,100,8
389.94397675215885,100,8
395.0765491707104,100,8
396.5896071416778,100,8
397.79131141376183,100,8
399.9124054195015,100,8
402.35800537855505,100,8
404.6319437550472,100,8
410.8531093309498,100,8
412.8138372115315,100,8
413.98771854084924,100,8
416.1831201803635,100,8
418.57495390585,100,8
422.1230557929736,100,8
423.25152878874326,100,8
426.89495021533423,100,8
428.829938735597,100,8
431.14876216669063,100,7
431.839613630321,100,7
433.1995417975834,100,7
434.2394939380167,100,7
436.2543373027607,100,7
442.154152456663,100,7
446.39288218266205,100,7
447.73784490066936,100,7
448.8334315440559,100,7
450.41156562966273,100,7
453.3395744895124,100,7
454.0865833783192,100,7
455.5733822884943,100,7
458.6445721678409,100,7
461.3932733423669,100,7
