Time,sp1,fuel
464.24562889235585,100,7
471.82960279384974,100,7
474.03501524192524,100,7
478.7144802024308,100,7
483.56940144129567,100,7
487.89902993018626,100,7
488.1863599357117,100,7
490.03381040638504,100,7
496.36964074474696,100,7
498.77203073736285,100,6
506.90714878927196,100,6
509.64518762675783,100,6
512.2289539057005,100,6
513.4645224609051,100,6
516.2099204256351,100,6
517.9894242193328,100,6
520.4741711150019,100,6
523.6108021957173,100,6
525.2092777703463,100,6
526.8622931313009,100,6
529.0255511483848,100,6
530.2863142420217,100,6
535.7105422980178,100,6
538.6470479201339,100,6
541.646927186437,100,6
545.1456602213113,100,6
548.4439263433785,100,6
552.399088802138,100,6
554.1158609715822,100,6
557.8054398459248,100,5
560.2188696176896,100,5
566.2452451741538,100,5
569.7880825275174,100,5
571.8111195376309,100,5
572.4566735938789,100,5
576.0659717676236,100,5
582.3384017298342,100,5
584.8297413390108,100,5
591.0165526917308,100,5
591.89861023779,100,5
594.1184776963541,100,5
595.6946266112105,100,5
596.2261314931905,100,5
597.9769228565511,100,5
610.129528930659,100,5
612.7670278565131,100,5
616.0290470475493,100,5
628.8050406114264,100,5
636.5458671717837,100,5
638.9896147758398,100,5
643.0696240384741,100,5
646.3860942008944,100,5
649.1827893231134,100,5
650.7447339895011,100,5
654.5150641889038,100,5
655.9902636994689,100,5
658.936077743581,100,5
660.5671978454749,100,5
661.1879673571625,100,5
662.9387780920744,100,5
668.4624339760877,100,5
669.5247811630849,100,5
670.5646558159401,100,5
674.1793355828721,100,5
676.3461754579622,100,5
679.7601014001109,100,5
681.4002220383353,100,5
685.7039141273781,100,5
686.1432724742209,100,5
689.6213056649273,100,5
691.1412593438077,100,5
693.5951316241869,100,5
699.6632318358329,100,5
707.7607509805212,100,5
708.5504327361856,100,5
712.9290160006831,100,5
713.5866893592729,100,5
718.7922777393483,100,5
721.0230369984313,100,5
724.6731684763766,100,5
726.4199775883136,100,5
729.2490819722115,100,5
730.5242156549679,100,5
734.0944044541659,100,5
735.6436266467258,100,5
739.8032596059311,100,5
742.8250121020546,100,5
743.7522920175613,100,5
745.8662383756451,100,5
747.1104797909185,100,5
751.7910429027199,100,5
757.256751219842,100,5
757.9212763889774,100,5
760.2218093782794,100,5
761.628678726584,100,5
765.6079841333454,100,5
769.4994291273434,100,5
771.1556471039993,100,5
778.5739689329532,100,5
785.6984928718923,100,5
786.9384902485633,100,5
788.0762028512646,100,5
790.2355021791243,100,5
793.0994143331756,100,5
794.3906675883795,100,5
803.7164277917346,100,5
806.538804445432,100,5
809.3258126657454,100,5
810.5881945052148,100,5
812.4145091691963,100,5
812.9939630972866,100,5
818.7987002859195,100,5
821.4244418328927,100,5
826.9184342587768,100,5
829.2956120719957,100,5
830.6392928028373,100,5
833.8414934167929,100,5
834.9130169654811,100,5
838.8722730278217,100,5
842.7316699745253,100,5
844.9827577317815,100,5
849.5113360163192,100,5
850.4172597008976,100,5
853.9189968739876,100,5
857.31938064884,100,5
858.549187117911,100,5
860.895906205595,100,5
866.8855040204983,100,5
868.7702524118498,100,5
871.4377142674227,100,5
874.2760005500083,100,5
880.3148090255347,100,5
881.6930084414919,100,5
892.5007616495299,100,5
898.9745911985127,100,5
903.1648978340485,100,5
908.2987497644879,100,5
910.9845963854276,100,5
911.5986102963839,100,5
914.8863409046139,100,5
915.0258310790261,100,5
916.1392843411578,100,5
918.3554856428561,100,5
920.6993726695918,100,5
922.9832830335209,100,5
926.2768175063908,100,5
929.0871272427619,100,5
931.9045397651311,100,5
934.0166095003127,100,5
935.911558595781,100,5
937.6082790275797,100,5
938.7031906788039,100,5
940.2667889871095,100,5
943.0432102074769,100,5
946.2461600614592,100,5
949.5728775153364,100,5
951.045372423905,100,5
953.9935562107125,100,5
955.0788458912435,100,5
958.6219145628658,100,5
959.9624747595321,100,5
963.4710140583874,100,5
968.4604781136728,100,5
973.780565947816,100,5
974.9888797010422,100,5
976.9091436026454,100,4
982.2448167669725,100,4
984.2887962074552,100,4
988.1431456222607,100,4
989.083255567192,100,4
992.0101005337447,100,4
997.291675025664,100,4
999.2793514686721,100,4
999.9999999927935,100,4
