Time,sp1,Gate
0,0,10
15.196163104200798,0,9
16.767577915439283,0,9
19.532018938295867,0,9
23.013163292980916,0,9
30.998443525442852,0,8
32.927191485615886,0,8
39.083081457871565,0,8
55.778670259871085,0,8
60.13902017943012,0,7
68.5690785531176,0,7
77.07010984593639,0,6
80.1637807020367,0,7
138.1875752211292,0,6
148.81094530304233,0,5
158.41623965004598,0,4
165.12850442425056,0,4
171.52852768718657,0,3
190.8573505872538,0,2
195.30589514611424,0,2
202.71303358598746,0,2
210.47607827662154,0,2
225.35303395523516,0,2
243.2596480262256,0,2
285.6988576316612,0,2
288.62760389380725,0,2
330.6604055239685,0,2
346.9132534559155,0,2
359.45249963627805,0,2
363.4611602642875,0,2
371.7047695602229,0,2
384.45602271909826,0,2
386.6574429242265,0,2
391.8174444741714,0,2
395.10478967884933,0,2
396.08868764845334,0,2
397.27912748195627,0,2
408.64429919855564,0,2
439.2075764538946,0,2
450.5026902813743,0,2
466.1664786922072,0,2
473.45730345999357,0,2
477.4245941915278,0,2
478.90551021700406,0,3
484.5326911682718,0,2
486.09966430824824,0,2
488.6993195172068,0,2
496.72865428238197,0,1
507.3587860770415,0,1
508.8324607247847,0,2
512.8511170139176,0,2
515.2519311564845,0,2
524.7154206956528,0,2
528.5073561495501,0,2
537.8870128318852,0,2
547.2139305872311,0,2
552.3384131287384,0,2
556.1123985787463,0,2
576.5667667962393,0,2
584.1241816639373,0,2
585.9587968430941,0,2
587.2575654092342,0,2
589.3400520012943,0,2
596.9248557252655,0,2
614.961418581514,0,2
634.5470395424694,0,2
636.6193132164996,0,2
656.4493616947726,0,2
665.9345237250409,0,2
672.0110104513169,0,1
683.479697400158,0,1
687.2010606827573,0,1
689.6381497831876,0,1
693.5059921115162,0,1
698.6302525203258,0,1
707.9194555934937,0,1
716.560321392384,0,1
719.3368097546626,0,1
720.4279751454021,0,1
721.9340369452999,0,1
722.5869097794957,0,1
724.3209769460387,1,1
725.7211059641522,1,1
728.539009388023,1,1
734.0446876247698,1,1
738.7555506370448,1,1
748.4741662780937,1,1
810.6339982135386,1,1
814.3699248153005,1,1
841.2737629410171,1,1
865.4458094452177,1,1
877.2567284963957,1,1
884.779588947186,1,1
898.8117847014282,1,1
921.8612220160547,1,1
923.7921250264048,1,1
940.3151174770626,1,1
944.9982329736431,1,1
948.5558975462494,1,1
953.8506548067222,1,1
957.6392360900581,1,1
999.9999995763923,1,1
