Time,M0,M1,L0,L1
0,0,0,0,0
16.945244367667744,0,0,0,0
39.84113247999934,0,0,0,0
58.979771239285185,0,0,0,0
79.92962593350353,0,0,0,0
105.44548713320712,0,0,0,0
123.10598141518749,0,0,0,0
141.21580764782286,0,1,0,0
159.26258975623068,0,1,0,0
179.6171830244303,1,1,0,0
191.83465937482637,1,1,0,0
223.01315165750978,1,2,0,0
244.73939353128972,1,3,0,0
262.19423603075063,1,3,0,0
288.40978854829785,1,3,0,0
308.5628394900915,1,3,0,0
327.78185214956596,1,3,0,0
357.00471122769477,1,4,0,0
375.4414015936881,1,4,0,0
397.74930559506697,1,4,0,0
414.2967614184703,1,4,0,0
434.37872505930426,1,4,0,0
467.19421816838366,1,4,2,0
491.25683760562225,1,5,2,0
526.2422789118397,1,5,2,0
541.4175104023037,1,6,2,0
574.8944349428649,1,6,2,0
632.2536492449549,1,6,2,0
637.8164850244075,1,7,2,0
690.1485064116025,1,7,3,0
699.697331361889,1,7,3,0
738.8127346961911,1,7,3,0
761.2453135030587,1,7,3,0
779.5350076827402,1,7,3,0
805.0276847303205,1,8,4,0
837.3996431146697,1,8,4,1
855.2044213418791,1,8,4,2
882.9832062504554,1,8,4,2
942.1164605564445,1,8,4,2
965.1297763903158,1,8,4,3
995.7344041444159,1,8,4,3
1041.5799373359466,1,8,4,4
1077.8070960796338,1,8,4,4
1093.6925290760705,1,8,5,6
1118.83515581886,1,8,7,6
1167.879850879741,1,8,7,6
1230.387095230135,1,8,8,6
1249.299703372945,1,8,8,6
1310.6876784089811,1,8,8,7
1351.8271255941816,1,8,8,8
1442.673283500462,1,9,8,8
1636.5312890451773,1,9,8,9
1895.6713779008178,1,9,8,9
2016.0276907608409,1,9,9,9
2707.6430333765948,1,9,9,9
4004.4006070669793,1,9,9,9
4124.509454673756,1,9,9,9
5299.360079654047,1,9,9,9
5805.438055687345,1,9,9,10
35999.99969805438,1,9,9,10
