Time,([R] - [R']),([V] - [V']),([Y] - [Y']),([L] - [L'])
0,4,0,0,0
142.95616292381058,2.003187386918299,0.003343870956689303,0.005861526947833367,0
306.44266760180443,2.0031873869086643,0.01500353071843702,0.028230910271285655,0
448.6641042373957,2.003187386899274,0.03143055455366728,0.06032251838827578,0
597.1729173814898,2.0031873868884253,0.054285457006203436,0.10530175244666887,0
794.8381476762789,2.0031873868722574,0.0927991872506588,0.18146297060604663,0
961.7547897297427,2.003187386857136,0.13118524911828983,0.25759120407799974,0
1163.723926614434,2.003187386837167,0.18334432332226192,0.3612273144110345,0
1408.1065822449104,2.0031873868101795,0.2545473648740895,0.5029672581942924,0
1548.9175409653278,2.003187386793174,0.2989076397640401,0.5913833079567624,0
1703.809595557787,2.003187386773233,0.3499133012654925,0.6931248842201915,0
1874.190855609492,2.0031873867498162,0.40807535234437337,0.8092285236577342,0
2061.6102416663675,2.0031873867222947,0.4737652025032899,0.9404540618815684,0
2267.771566328931,2.0031873866899454,0.5471291248863632,1.0871134122909476,0
2494.5490234577505,2.003187386651954,0.6279662959423348,1.248826035332046,0
2744.004226299452,2.0031873866074177,0.7155735578901068,1.4242075888875783,0
3018.4049494253236,2.0031873865553544,0.8085589747219548,1.6104955021872385,0
3320.2457448637824,2.003187386494734,0.9047088299640231,1.8032800842385306,0
3652.2706198460874,2.003187386424507,1.0008508031632437,1.9962275909839466,0
4017.4979823266226,2.0031873863436296,1.0927666184691782,2.1809013176990613,0
4419.2480810552115,2.0031873862510983,1.1752331883968772,2.346838755054901,0
4861.173189656659,2.003187386145977,1.2422659103451683,2.482033615156691,0
5347.290809118252,2.003187386027431,1.2876581216908483,2.5740109569342455,0
5882.020190526004,2.003187385894796,1.3058878589773162,2.61163961195905,0
6463.185103774387,2.0031873857494285,1.2937214680053453,2.588332941848818,0
7102.466508347609,2.0031873855896527,1.2513688336445201,2.504410547165373,0
7805.6760533781535,2.003187385415722,1.183272615282036,2.3686537576110225,0
8576.26568197189,2.0031873852288204,1.0997680182356349,2.201669592919644,0
9404.455358995352,2.0031873850331334,1.017427153997051,2.036624297705561,0
10315.464003721161,2.003187384823842,0.9511070809119899,1.903334923449053,0
11308.976155639972,2.0031873846009023,0.9152550902123806,1.830885642288264,0
12203.137092366902,2.003187384402611,0.9120968425743332,1.8240295729003357,0
13007.88193542114,2.003187384224341,0.9259426911188697,1.8514024164710674,0
13893.1012627808,2.003187384027185,0.9513057077698317,1.9019708398313988,0
14379.971892828613,2.0031873839180157,0.9670518332547945,1.933453829150779,0
14915.529585881208,2.003187383797202,0.9839757922615715,1.9673433820893254,0
15504.643048239062,2.003187383663395,1.0005993923167555,2.000683301030748,0
16152.667856832702,2.0031873835151686,1.0151076483542942,2.029836128966118,0
16865.495146285706,2.0031873833510643,1.0256202851583458,2.0510243451804007,0
17649.60516468401,2.0031873831696245,1.0306444420198786,2.0612370977009293,0
18512.126184922145,2.0031873829693936,1.0295946658646096,2.0592744858392695,0
19460.899307184092,2.0031873827488798,1.0232224353884523,2.0466136185160875,0
20500.909437375074,2.0031873825073028,1.0137732539061692,2.0277315385314325,0
