Time,sp92,sp89,sp144,sp137
0,0,0,0,0
3.615910870927058,0,0,0,0
7.223986863254582,0,0,0,0
10.833992471866274,0,0,0,0
14.42286657422012,0,0,0,0
18.124555579851588,0,0,0,0
21.72552807507325,0,0,0,0
25.32452544895887,0,0,0,0
28.87937426487114,0,0,0,0
32.55885646562532,0,0,0,0
36.17689755767878,0,0,0,0
39.80998096731647,0,0,0,0
43.30281866942477,0,0,0,0
47.04289585709946,0,0,0,0
50.66400642770469,0,0,0,0
54.248525084408406,0,0,0,0
57.76863274702121,0,0,0,0
61.62529632288444,0,0,0,0
65.208414339135,0,0,0,0
68.77109756412725,0,0,0,0
72.45925943135343,0,0,0,0
76.08975753982445,0,0,0,0
79.71805655724921,0,0,0,0
83.31904065622194,0,0,0,0
86.81080238258016,0,0,0,0
90.63434060193772,0,0,0,0
94.26694035883673,0,0,0,0
97.91265373131684,0,0,0,0
101.54263627123538,0,0,0,0
105.1480435484408,0,0,0,0
108.79233586515035,0,0,0,0
112.39733809760952,0,0,0,0
116.01272674886842,0,0,0,0
119.64752984125236,0,0,0,0
123.22053954000916,0,0,0,0
126.96509919944714,0,0,0,0
130.6133841507793,0,0,0,0
134.19036249437374,0,0,0,0
137.85666348691402,0,0,0,0
141.45464036777113,0,0,0,0
145.10722162916443,0,0,0,0
148.69451244514704,0,0,0,0
152.31834632461158,0,0,0,0
155.93434872196897,0,0,0,0
159.547184477603,0,0,0,0
163.1822520866475,0,0,0,0
166.7580668348888,0,0,0,0
170.38083681982465,0,0,0,0
173.96794228560807,0,0,0,0
177.6251144826935,0,0,0,0
181.25295502374323,0,0,0,0
184.86309408801344,0,0,0,0
188.47135125847035,0,0,0,0
192.17110563797715,0,0,0,0
195.7671989059211,0,0,0,0
199.38007471536974,0,0,0,0
202.99369107409123,0,0,0,0
206.67467914982967,0,0,0,0
210.24681015351806,0,0,0,0
213.9341221768964,0,0,0,0
217.62220509623265,0,0,0,0
221.2076364213567,0,0,0,0
224.8308023894499,0,0,0,0
228.4513125666117,0,0,0,0
232.03962115147448,0,0,0,0
235.72083926231784,0,0,0,0
239.34547182654967,0,0,0,0
242.90480111158547,0,0,0,0
246.57370809382118,0,0,0,0
250.17236120555623,0,0,0,0
253.74142163030592,0,0,0,0
257.2698415615948,0,0,0,0
261.0384219206963,0,0,0,0
264.7104345142282,0,0,0,0
268.3026045153481,0,0,0,0
271.89220354911066,0,0,0,0
275.5910408404484,0,0,0,0
279.2015466325773,0,0,0,0
282.8272179147989,0,0,0,0
286.51457899422957,0,0,0,0
290.12021640337184,0,0,0,0
293.73701722187207,0,0,0,0
297.3962660249339,0,0,0,0
301.02010429226806,0,0,0,0
304.6285255589895,0,0,0,0
308.25311542385793,0,0,0,0
311.848009652503,0,0,0,0
315.4551555722774,0,0,0,0
319.0555888229991,0,0,0,0
322.67369880146714,0,0,0,0
326.2849411231412,0,0,0,0
329.88238575344184,0,0,0,0
333.49719459559867,0,0,0,0
337.04998904034983,0,0,0,0
340.7160006349696,0,0,0,0
344.5513473555073,0,0,0,0
348.1982904015912,0,0,0,0
351.809904005081,0,0,0,0
355.29265648713465,0,0,0,0
359.00359496504336,0,0,0,0
362.6622122275688,0,0,0,0
366.387757153163,0,0,0,0
370.0038591108972,0,0,0,0
373.5580462414691,0,0,0,0
377.24953044403344,0,0,0,0
380.9146881431946,0,0,0,0
384.53300235441395,0,0,0,0
388.1208436000507,0,0,0,0
391.76972358275634,0,0,0,0
395.38939573708996,0,0,0,0
399.0001670042324,0,0,0,0
402.48593104604197,0,0,0,0
406.22458773944186,0,0,0,0
409.8042416274947,0,0,0,0
413.4374598909795,0,0,0,0
417.0771619650685,0,0,0,0
420.69593914623977,0,0,0,0
424.30887001103093,0,0,0,0
427.898865109544,0,0,0,0
431.5203090926126,0,0,0,0
435.11123462899195,0,0,0,0
438.7497302590751,0,0,0,0
442.3779725908723,0,0,0,0
445.93176387250867,0,0,1,0
449.5137334842675,0,0,1,0
453.2551169151958,0,0,1,0
456.8722686628419,0,0,1,0
460.5758943900117,0,0,1,0
464.28167825793565,0,0,1,0
467.94128839087756,0,0,1,0
471.54729096272723,0,0,1,0
475.22154901384476,0,0,1,0
478.8265363241421,0,0,1,0
482.3797010554077,0,0,1,0
486.10221840523326,0,0,1,0
489.7214930516578,0,0,1,0
493.3291064334298,0,0,1,0
496.9538728083737,0,0,1,0
500.55299643631554,0,0,1,0
504.17910292528836,0,0,1,0
507.984329030469,0,0,1,0
511.56392659712475,0,0,1,0
515.1897170510301,0,0,1,0
518.7579673052593,0,0,1,0
522.2711243904993,0,0,1,0
526.0769506472983,0,0,1,0
529.6640073333972,0,0,1,0
533.2810350199404,0,0,1,0
536.8887307770808,0,0,1,0
540.5542390841156,0,0,1,0
544.2763246667306,0,0,1,0
547.779120414976,0,0,1,0
551.4747675839194,0,0,1,0
555.1236309838448,0,0,1,0
558.7585330611167,0,0,1,0
562.3506736793962,0,0,1,0
565.9773267061476,0,0,1,0
569.5792686667394,0,0,1,0
573.1742626044348,0,0,1,0
576.7850233400937,0,0,1,0
580.3505691767417,0,0,1,0
584.0638119417603,0,0,1,0
587.6900650056828,0,0,1,0
591.1871500592358,0,0,1,0
594.9137319625443,0,0,1,0
598.6154336029052,0,0,1,0
602.2245638307222,0,0,1,0
605.8199173384795,0,0,1,0
609.4205944328689,0,0,1,0
613.1053522134404,0,0,1,0
616.7014095751597,0,0,1,0
620.4011828127157,0,0,1,0
624.047406737384,0,0,1,0
627.6537128610748,0,0,1,0
631.2490123120278,0,0,1,0
634.8756367779454,0,0,1,0
638.4431130284291,0,0,1,0
642.1470890968562,0,0,1,0
645.7817357130937,0,0,1,0
649.3598600240912,0,0,1,0
652.867598867918,0,0,1,0
656.6067854384092,0,0,1,0
660.1450668253001,0,0,1,0
664.0132936136101,0,0,1,0
667.6064185501235,0,0,2,0
671.2155427589339,0,0,2,0
674.8172770007238,0,0,2,0
678.4342951148109,0,0,2,0
682.014381476892,0,0,2,0
685.6668115564988,0,0,2,0
689.2203101971784,0,0,2,0
692.8899473865544,0,0,2,0
696.4679557777358,0,0,2,0
700.2626152046624,0,0,2,0
703.8076507354152,0,0,3,0
707.4660628241004,0,0,3,0
711.0871696130821,0,0,3,0
714.826562650298,0,0,3,0
718.5029982721484,0,0,3,0
722.2298772011753,0,0,3,0
725.8269863552481,0,0,3,0
729.4264536877864,0,0,3,0
733.040650786883,0,0,3,0
736.5993049515381,0,0,3,0
740.3032164238138,0,0,3,0
743.8511969861654,0,0,3,0
747.5055964004583,0,0,3,0
751.1394806589045,0,0,3,0
754.709383863709,0,0,3,0
758.3577057071114,0,0,3,0
761.9699438342492,0,0,3,0
765.6007808625957,0,0,3,0
769.1805141426211,0,0,3,0
772.737328549016,0,0,3,0
776.4950904785718,0,0,3,0
780.0934268597497,0,0,3,0
783.7015632217374,0,0,3,1
787.3273174412568,0,0,3,1
790.9600403727375,0,0,3,1
794.6299702733955,0,0,3,1
798.2523001136852,0,0,3,1
801.9257964870275,0,0,3,1
805.5114507540247,0,0,3,1
809.1446409474255,0,0,3,1
812.7100644997743,0,0,3,1
816.4529989954143,0,0,3,1
820.0608219783088,0,0,3,1
823.6818935649618,0,0,3,1
827.2189309242415,0,0,3,1
830.8801098313843,0,0,3,1
834.536054760426,0,0,3,1
838.2287497328778,0,0,3,1
841.858001778836,0,0,3,1
845.5199681044431,0,0,3,1
849.1343661268199,0,0,3,1
852.8678363094401,0,0,3,1
856.457911753437,0,0,3,1
860.0941162143903,0,0,3,1
863.6826072208963,0,0,3,1
867.3102002083566,0,0,3,1
870.9558569521498,0,0,3,1
874.5042684997072,0,0,3,1
878.2047910669071,0,0,3,1
