Time,F0,F1,sp1
0,100,100,0
1.062959250093042,95,99,0
1.9637629783318722,93,93,0
3.165866378203085,87,93,0
4.161847580799373,82,90,0
5.475859402022796,76,86,0
6.516026657501158,72,83,0
7.558715099454189,66,83,0
8.711930572639467,63,80,0
9.670743298849207,59,77,0
10.86731266351612,56,73,0
11.779312202685114,53,72,0
12.824061304254986,49,73,0
13.954778867200334,47,73,0
15.192348262354614,46,73,0
16.320959762540916,44,70,0
17.365770581805208,43,67,0
18.673246206509592,42,67,0
19.706083306948997,42,64,0
20.74735440017757,42,65,0
21.95091384197192,42,63,0
22.94315686310916,41,63,0
23.894659310627045,39,63,0
24.85292543775865,39,66,0
26.524652460813197,39,63,0
27.461564800515458,35,64,0
28.880551997994413,34,63,0
29.915442035213054,34,61,0
31.303364565303053,35,65,0
32.374173932702064,34,63,0
33.95396161437273,33,68,0
35.32690546634069,33,69,0
36.443572308933255,32,68,0
37.57103906135026,32,62,0
38.69389721691335,32,64,0
39.71959915253596,30,61,0
41.21635773944277,29,63,0
42.95308571158443,29,64,0
44.291406279095135,28,65,0
45.837990070966086,27,64,0
46.560209749389934,28,65,0
48.18059492931603,28,65,0
49.37386879725742,29,65,0
51.472471633254166,30,67,0
52.63847466012753,31,67,0
53.708991031020375,32,67,0
54.72238119892913,31,69,0
56.27032075112086,32,67,0
56.91053428462866,32,66,0
58.562366743350466,32,66,0
59.55204688572237,32,63,0
61.001486399755976,32,56,0
62.12137191599284,32,57,0
63.50849966034582,31,56,0
64.26276913403383,31,56,0
65.36476307130127,30,58,0
66.45367281418034,27,59,0
68.0169479780229,26,56,0
69.06332623766312,26,55,0
70.20581239215383,26,53,0
71.25183764795318,27,55,0
72.45327984824205,26,55,0
73.64849849366443,26,55,0
74.74933678391882,27,54,0
75.46217193936339,26,57,0
76.33091506015936,26,57,0
77.95395532120214,26,59,0
78.13450505124091,25,60,0
79.83427495885263,26,62,0
81.7516518822648,26,64,0
82.78614202710399,26,64,0
83.94942587011306,25,66,0
84.70330264726283,25,66,0
86.00773130987844,25,65,0
87.3227011423041,26,64,0
87.77474466081846,26,64,0
89.5873957246299,25,65,0
90.20459811243099,24,63,0
91.80684125553834,24,64,0
92.89415603537837,23,60,0
94.3164358129127,23,62,0
95.6376525147914,22,60,0
96.74096738676312,24,61,0
98.25788217081117,24,60,0
99.09459184911398,23,58,0
100.88920262623495,23,59,0
102.29468278092476,22,63,0
103.27602369019374,22,63,0
104.2343730417476,21,65,0
105.5920033469254,24,66,0
106.95144291002502,24,66,0
108.4372196599837,24,66,0
109.0753210096979,24,64,0
110.31821296134038,25,66,0
111.50453442770089,25,66,0
112.70130007800947,25,64,0
113.6729100090559,24,62,0
114.93906225977368,24,63,0
116.21867539396773,25,61,0
117.3703526213018,24,61,0
118.69932343593192,25,61,0
119.23351079565347,25,63,0
121.07231160308625,25,63,0
122.15826369764693,23,66,0
123.10349688812677,23,65,0
124.61040563992458,23,66,0
125.74761621414837,23,67,0
127.36373951521172,24,67,0
128.13317273662614,24,67,0
129.2142855831973,23,65,0
130.394660298056,23,64,0
131.84744780369235,23,65,0
132.86305581730178,23,65,0
133.4416281219484,22,63,0
134.97134323767554,23,61,0
136.3582970229363,22,61,0
137.46236001642865,21,66,0
138.83997370998614,22,66,0
140.04353692916888,21,65,0
141.21706812070516,21,64,0
141.71657072206673,21,63,0
143.26661578467164,23,62,0
144.86032329140133,22,62,0
145.96228932726353,21,63,0
147.53868485473106,20,66,0
148.72699240082645,21,64,0
149.6642941961376,21,61,0
151.11993253232225,20,60,0
152.1760744328796,20,60,0
153.48736481741724,20,64,0
154.66815416181288,20,67,0
155.56396658747144,20,65,0
156.6320134912488,20,67,0
157.73945479048726,20,67,0
158.92944619714024,20,67,0
160.0747632015743,20,67,0
160.6707028821268,20,64,0
162.10684148066827,20,64,0
163.77533313782828,20,63,0
165.20822621599504,20,59,0
165.66170414788422,20,56,0
167.4568528620958,19,56,0
168.741609018678,20,59,0
169.8374188129948,20,59,0
170.83467922684653,19,60,0
172.6705294356197,18,59,0
173.67839998577222,18,61,0
175.7234982498143,19,64,0
176.9510096253823,19,64,0
178.27986049230427,19,63,0
179.38117794233213,19,62,0
181.04148082657045,19,64,0
182.39598657945848,18,66,0
182.55704652315418,18,65,0
184.99420214210394,17,63,0
186.0876616070503,17,63,0
186.92672593665395,18,66,0
188.09105143066733,17,65,0
189.1819104533623,17,63,0
190.60385569116076,19,63,0
191.62261631857857,19,63,0
193.86147317300555,19,60,0
195.02496237903836,19,61,0
195.8336653527779,22,57,0
196.8685505658069,22,56,0
198.24446377885627,22,54,0
199.37616869027568,22,55,0
200.26844223276547,22,56,0
202.03215642193,23,61,0
203.43643058453756,23,63,0
204.83908706327605,23,64,0
206.08050253834833,25,64,0
206.4535944816578,25,64,0
208.36860924839232,25,63,0
210.42222615968157,24,62,0
211.62456340306971,22,60,0
212.73011163377927,22,59,0
213.82527913858954,21,60,0
214.67230380690307,20,59,0
216.665294096651,20,60,0
217.66319758251365,20,60,0
218.37795990163355,21,60,0
220.0038761739325,21,63,0
221.13145638334234,22,64,0
222.1264042272177,22,66,0
222.4095954290748,21,65,0
225.14706391463207,21,66,0
226.22571120187627,21,66,0
227.4493470986372,21,63,0
228.4537461052719,21,66,0
229.51516472330962,21,66,0
231.0088517438153,21,66,0
231.3630489388997,21,64,0
232.93008331096624,21,61,0
234.53086335321922,21,61,0
235.8498862495219,21,60,0
237.01389794415198,22,62,0
238.34664458254537,23,62,0
239.90908665474996,22,58,0
240.90570385795127,22,61,0
241.9883421848385,22,59,0
243.16806875001114,23,60,0
244.3994135151674,22,61,0
245.44461340906733,22,58,0
246.55695437316794,22,57,0
247.64426994227767,22,59,0
248.82501705748678,21,58,0
249.5566265750103,20,59,0
250.71632021637922,20,58,0
252.01330823140472,20,57,0
253.48232970573673,20,55,0
254.3090242796596,24,58,0
255.55673849792737,24,58,0
256.92922199808555,23,60,1
257.12044802687234,23,61,1
259.3797822903829,25,62,1
260.6534270285653,24,63,1
262.2178794950214,25,62,1
263.57051734702577,26,62,1
264.55330501182425,26,60,1
265.3449601104026,27,62,1
267.24942671889875,26,59,1
268.28585621732253,24,57,1
269.9304276094067,24,55,1
271.5582779427939,25,57,1
272.96099815511104,25,59,1
274.1168239175207,22,62,1
275.2357511368329,21,60,1
276.3731679929516,21,61,1
277.2630094538952,20,60,1
278.58656871375786,19,62,1
279.5794052681845,20,64,1
280.17342909469704,20,63,1
282.32873070980065,19,63,1
284.02585424543474,19,62,1
285.19823633408765,19,64,1
286.06520737061015,19,61,1
287.12456105489593,19,61,1
289.44398930749,18,60,1
290.57418418343815,20,62,1
291.6580481604079,20,64,1
292.3197845472712,21,63,1
293.7153848492464,21,61,1
294.8591093980601,21,61,1
297.2737168173209,21,63,1
298.9656260337251,18,62,1
300.1300255936456,18,66,1
300.78762878635143,18,66,1
302.2220622886373,18,68,1
302.70030965203176,19,68,1
304.46781828047466,19,70,1
305.6347852966449,18,69,1
306.92095508679523,19,68,1
307.15757996728075,19,67,1
309.3161479972791,18,64,1
310.3418638920728,18,62,1
311.81642881606797,18,64,1
313.13928318214954,18,64,1
314.32691464104425,18,65,1
315.11066173487063,18,64,1
316.6003406710509,18,62,1
318.114251342997,18,62,1
318.9365780101668,18,59,1
319.81039360102375,19,61,1
320.9570599608007,19,62,1
322.30694671867116,19,62,1
323.7273233466876,19,62,1
324.34010979557604,19,63,1
326.3060532528191,18,59,1
327.6954817816823,19,60,1
328.7782939952478,20,62,1
329.70392621751387,20,63,1
331.3657416652368,20,62,1
332.39993481660105,21,62,1
333.7739984862327,21,63,1
335.3568674846583,20,65,1
336.5473695333014,20,69,1
337.70666440977857,20,69,1
339.0405644444614,20,66,1
340.14569055568944,19,67,1
340.64747254565725,19,65,1
342.06768491739507,19,62,1
343.3126343175024,19,60,1
344.26010063561705,20,61,1
345.18754225111456,20,63,1
346.6163573683246,20,66,1
347.54718665520164,20,66,1
349.3925189238456,20,65,1
350.5700607459773,20,62,1
351.4132961128254,19,62,1
353.2805427749856,19,62,1
354.2513467749214,19,63,1
355.45221138555513,19,63,1
356.6489766694335,19,62,1
357.9896144730878,18,61,1
358.7780568956111,18,62,1
360.28515489815965,18,58,1
361.19271292697283,18,59,1
362.3656856471248,17,60,1
363.38791535607027,19,62,1
364.6196740653344,20,60,1
365.26369853939735,20,58,1
366.18456116179703,21,61,1
368.78038492000513,21,60,1
370.00125342297054,22,61,1
370.4210755466125,22,61,1
371.79505355158886,22,60,1
373.2148618191554,23,63,1
374.37971255096437,23,60,1
375.2949237401069,22,60,1
376.5765780628738,23,59,1
377.6308625654014,22,59,1
379.490181044795,21,56,1
380.0577957897012,22,56,1
381.95369851390296,23,56,1
383.1551883153292,24,56,1
384.1698570071534,25,56,1
384.80911810970275,25,58,1
386.4245712045075,25,61,1
387.5408213789328,26,59,1
388.93228964300437,25,58,1
389.8917265385912,25,61,1
391.23849799748996,25,62,1
392.0635339010105,25,62,1
393.4762840789085,25,59,1
394.6642198213189,25,59,1
396.2007249670742,25,59,1
397.7023633700454,25,58,1
398.66892521790845,24,60,1
399.9063124445198,23,59,1
401.0308159522722,23,56,1
402.13691380233064,23,56,1
403.5341597390745,23,55,1
404.6131636013546,22,56,1
405.7606335456171,22,57,1
406.69248458026675,23,56,1
408.10534421123725,24,56,1
409.4424981656672,26,56,1
410.6647529861885,25,55,1
412.73048941297753,26,56,1
413.80090958263685,27,55,1
413.9141595143982,28,55,1
415.64749322494623,28,56,1
417.01877276040307,28,56,1
418.33718158917594,27,56,2
419.7028044679979,26,58,2
421.0624735349734,26,60,2
422.3320124123112,25,55,2
423.15483204834965,25,57,2
423.58606361024835,25,55,2
425.63601025295924,25,55,2
426.5357751700513,25,56,2
427.24763552185664,25,55,2
428.793756312941,25,53,2
430.06363670037075,25,52,2
431.1816470088972,24,56,2
432.06140229128823,25,54,2
433.78759086356234,25,53,2
434.9710723962389,24,52,2
436.00322259908523,24,55,2
437.10990747480065,23,55,2
438.0878452946506,23,60,2
438.87998267151187,24,61,2
440.05001732824576,26,58,2
441.55972806986165,26,59,2
442.3743844876173,26,62,3
443.24019758170675,25,61,3
444.9475102950133,24,59,3
446.32952085311797,23,61,3
447.27508602414554,23,60,3
448.6194044553199,24,57,3
449.68788448272426,24,60,3
451.25287890995725,24,60,3
451.98557631267323,25,60,3
453.774993374367,25,62,3
454.9873787778127,24,61,3
456.75436107648187,25,61,3
457.63186776025043,24,61,3
459.0347685043015,26,61,3
459.71217443385916,27,58,3
461.1819987343784,28,56,3
462.4604339850673,28,56,3
464.10892886501574,26,55,3
465.03662037502426,25,55,3
466.2618933063323,26,53,3
467.25310913163463,26,54,3
468.280712971156,26,53,3
469.3302837349433,26,56,4
470.4565852250332,27,55,4
471.7066477480657,28,53,4
472.90021017233965,28,53,4
473.9277673029541,27,54,4
475.4033214376575,27,56,4
476.2250690819934,26,55,5
477.4597206676286,26,57,5
479.0649213391668,25,56,5
480.3715319965951,25,58,5
481.80719196623437,24,59,5
482.88872952474907,23,60,5
483.6096232670231,24,59,5
485.22101562901264,23,58,5
486.1795171153189,23,61,5
487.2041169732281,24,61,5
488.6152422250014,24,63,5
489.98340484801764,23,62,5
491.14890496286523,23,60,5
491.9874839083324,23,60,5
493.46425583749436,23,60,5
494.5463432379056,23,59,5
495.5705265242866,23,59,5
495.65582969448684,22,59,5
498.3490176737757,23,58,5
500.1311682864271,24,57,5
501.31213125909744,22,58,5
503.2220060084693,22,62,5
504.40947661290136,23,63,5
505.7542961433708,24,61,5
506.5943977121404,24,59,5
507.8971528234231,23,61,5
508.98263867766775,22,59,5
510.3791819464283,22,58,5
511.34704107994105,22,55,5
512.3191631230098,22,57,5
514.0204626021634,22,56,5
515.2391627311995,21,56,5
516.7259204195009,21,59,5
517.1490809948173,21,61,5
518.3376051443138,20,59,5
519.8581351917263,20,59,5
521.3323940340794,22,59,5
522.5762063628382,23,55,5
523.9540673375881,22,57,5
524.946323140171,22,59,5
526.8248270026934,20,59,5
527.9449529624617,20,61,5
528.3039256998564,21,61,5
530.1675038253986,22,60,5
531.2889074630518,23,57,5
532.5502653499736,23,61,5
533.5494880592667,23,61,5
534.8643151314141,23,60,5
536.4917768677198,23,60,5
538.1534069178832,24,56,5
539.2280370424081,24,52,5
540.3864374154693,23,53,5
540.9013309611637,23,56,5
542.2602056534618,22,63,5
543.7443585533118,21,61,6
544.3880924776043,21,59,6
546.2147266084811,22,57,6
548.1218205952823,23,58,6
548.7907800036725,22,58,6
550.5649568303598,22,57,6
552.2495491967688,22,57,6
553.5853052275502,20,58,6
554.598293732669,20,59,6
555.6324980403435,19,58,6
556.8152572029733,19,58,6
558.44998712033,19,59,6
559.8812928736667,18,59,6
561.165756898823,19,59,6
562.2152736422355,19,58,6
562.7542223738922,19,57,6
564.3894721947017,20,56,6
565.921091734914,20,53,6
567.7790154479522,21,54,6
568.9790381523559,21,53,6
569.8319905440794,21,54,6
572.3227787806849,17,54,6
573.6422455068066,17,56,6
574.8418675306974,17,58,6
576.3430576364942,19,57,6
578.1177973261985,19,59,6
578.8998581997349,19,58,6
580.892397052787,17,58,6
581.8245279138325,17,55,6
583.042716398736,17,58,6
584.2547703216676,17,54,6
585.4953490080744,16,54,6
586.5027736096018,16,53,6
587.7436736507623,17,54,6
588.5930962634446,18,54,6
590.4960389905523,19,54,6
591.7269959804976,19,53,7
593.0704147788288,18,56,7
594.116008858538,16,57,7
594.9584831654366,15,57,7
596.1388075353317,15,55,8
597.0530775605672,16,57,8
598.4682796476854,16,55,8
599.0146625088449,16,53,8
600.1745424976093,15,52,8
601.8520957264884,16,52,8
603.5515767020775,15,50,8
604.8414520618206,15,51,8
605.4586254154951,15,52,8
606.1940419549621,15,53,8
607.1527618053298,15,54,8
609.4051542758046,13,53,8
610.5194726829325,13,52,8
612.568731076193,16,51,8
613.4029379012117,16,49,8
614.9444783949778,16,46,8
616.1131181072827,15,46,8
617.1678647863109,15,48,8
618.6845061802037,15,47,8
620.2927774912914,14,46,8
622.2190995791651,14,46,8
623.2733835818539,16,47,8
624.1961282913469,16,50,8
625.6292326082922,17,49,8
626.6374951914346,16,53,8
627.5568728713594,16,55,8
628.7678721462487,16,57,8
629.6800023238657,16,58,8
630.5099782774356,16,58,8
632.0733406311197,15,56,8
632.2901053194241,15,55,8
634.1287129780305,16,56,8
634.9604862700011,16,56,8
636.3580063264121,20,57,8
638.0284323451493,20,60,8
639.3045059562892,20,59,8
640.2375626676424,20,60,8
641.46213557671,20,62,8
642.3044998939891,20,62,8
643.6577560349684,20,60,8
645.0991371881851,19,59,8
646.7199379580974,19,60,8
647.8388417110307,19,61,8
649.0808461486346,19,60,8
650.2243255357058,19,60,8
651.6635301489924,19,61,8
652.3087799186757,19,61,8
653.8693299954834,20,63,8
655.2606610143067,20,61,8
656.448398195656,20,61,8
658.136558249468,20,59,8
659.6218302464296,20,58,8
660.8791822104773,20,57,8
662.4055726484028,19,56,8
663.8593371543789,20,58,8
665.2037571026781,20,59,8
666.1111760863139,21,58,8
667.9182618412535,22,59,8
668.6709460652264,22,60,8
670.2078898881283,22,60,8
671.6431157075356,24,57,8
672.584321836206,24,55,9
673.7595898053515,24,57,9
674.7496739427521,24,58,9
676.2974920619714,23,55,9
677.3594906664299,22,56,9
678.5531495208716,20,57,9
680.0335042989115,19,57,9
681.0483319741428,19,57,9
682.7410434585837,17,58,9
683.9676454474105,17,59,9
685.3441128178537,17,57,9
686.265608559161,16,60,9
687.4707145060006,18,60,9
688.6532409075584,17,57,9
689.5238283102436,18,58,9
690.1219644438715,17,56,9
691.7959767034292,17,53,9
692.5582949677766,14,54,9
694.0780686469458,14,56,9
695.3944743901682,14,57,9
696.4698004402085,14,57,9
697.3525926842252,14,61,9
698.4627548354555,15,62,9
700.363652739473,14,61,9
701.5853776773489,14,61,9
702.966630605531,14,60,9
704.1986529254041,13,57,9
705.6387668509487,14,57,9
707.271252653691,14,57,9
708.4210863711417,16,51,9
709.1390868995704,16,50,9
710.7857798871335,15,49,9
711.9165196631426,16,51,9
713.3115892445987,18,53,9
715.1901891764463,18,55,9
716.1831338345505,20,57,9
717.6462381133819,19,57,9
718.0745155503924,19,56,9
719.6439420627418,19,56,9
721.3363927104521,18,53,9
722.3767882602257,18,52,9
723.6147997804744,18,49,10
724.0110676257691,18,47,10
725.5124030189072,20,48,10
726.8396293417114,20,48,10
728.328525041089,19,48,10
729.3845015647571,17,49,10
730.4207290003847,17,50,10
731.6739711148781,18,49,10
732.7944589007438,18,51,10
733.2272196263918,18,50,10
735.088472089992,18,48,10
735.4568265160426,18,48,10
736.8972835499419,17,53,10
738.7270317624074,16,52,10
739.697475341788,16,51,10
741.3502103192886,16,52,10
742.3182054798029,17,53,10
743.9977639664803,17,53,10
744.8773818584256,17,53,11
747.6717656319145,17,56,11
748.9762896140192,16,59,11
750.0656600845235,16,58,11
750.97672273918,16,58,11
752.2614077650494,15,58,11
752.8133078405604,15,59,11
754.8829495074749,15,58,11
756.3532235813112,15,61,11
757.7252555810729,15,56,11
758.8420044989517,14,53,11
760.2101707118868,14,51,11
761.5241618232752,13,53,11
762.8321377923484,13,58,11
764.0750277200475,12,56,11
765.3204315358805,12,53,11
767.5224294780074,12,53,11
768.4124238595805,12,53,11
770.0517112084785,11,53,11
771.2497617443581,12,51,11
771.6602779492297,12,53,11
772.8867171926588,11,53,11
775.024930348949,11,48,11
776.2208882719057,11,49,11
776.9930781851251,12,49,11
778.0127269757838,12,50,11
778.8343186379159,14,49,11
780.7356565871869,14,51,11
781.9543251457641,14,52,11
783.2812265722648,16,51,11
784.2398357761355,15,52,11
785.5648714446811,15,55,11
786.604308016596,17,57,11
787.694482286444,19,54,11
788.613646130425,19,53,11
789.8039126376252,19,52,11
790.897498439746,17,53,11
792.4321164339491,17,53,11
793.1285515448351,17,54,11
794.5721927799842,17,56,11
795.7263201719732,17,53,12
796.4053345198358,17,53,12
798.2229289934878,16,53,12
800.0975722330534,16,54,12
801.2914037532389,15,52,12
802.4089485563294,14,53,12
803.6974644975696,14,52,12
804.7491532528804,13,57,12
806.4783251153112,13,57,12
