Time,sp_0,sp9
0,1000,0
5.474107912166613,988,0
10.734209835671903,981,0
16.014207065309513,968,0
21.10121375411912,961,0
26.236087826632758,948,0
31.121350739331373,938,2
36.25475823746325,936,2
41.511479795647574,923,2
46.52774532848854,925,5
51.794028434991404,913,5
56.88839949027444,912,6
61.91247323929421,903,6
67.0422828670742,891,6
72.13972372913507,887,9
77.13440958030357,883,11
82.40141999957518,880,13
87.54576462574543,876,13
92.76464702054855,864,14
98.17415806412477,864,17
103.53560403700428,857,19
108.58465495170415,848,20
113.71001384390553,851,22
118.80345984696437,841,25
124.1981597620967,831,26
129.27660492479322,824,28
134.61178964712983,820,29
139.77198219250118,813,29
144.8524218007049,806,32
149.80062159238568,794,34
155.0355223451516,794,37
160.794102408417,786,40
166.13515297010613,782,46
171.3407183243571,776,48
176.70103916561652,771,49
181.27206262074407,769,54
187.23635749620152,763,57
192.32720856861312,759,65
197.28636692917033,753,70
202.43124216853295,745,72
207.4938369796934,741,75
212.42214469323142,735,77
217.45773685170158,726,82
222.42917433224352,724,84
227.9211561774843,718,86
233.1041408123016,708,89
238.15415966151707,706,91
243.3231073429816,705,93
248.44417498635963,699,96
253.12217757986951,693,98
259.29462250749094,692,103
264.4877743727473,690,107
269.5512304608117,685,109
275.0181874560462,677,112
279.98194881085345,674,113
285.99330539631984,669,116
290.5647104926224,672,122
295.73515077981125,662,125
301.0563779233192,656,132
306.5319936736563,652,134
311.72841318859224,646,134
316.8817046369862,640,140
323.23138298362596,636,145
328.4149150156973,630,146
333.5282043301857,630,147
339.1626273520565,625,154
344.2117675863619,616,157
349.2190035664774,612,158
354.1232654873106,607,160
359.87332188104654,606,161
364.84367617529415,603,164
370.6567909451468,595,169
375.8453954713633,592,171
381.00943794369937,584,179
386.32807064397105,581,181
391.3704737889922,580,186
396.2593717277359,574,189
401.8863115512019,568,191
407.13952535999306,560,195
412.0303213920066,561,198
417.5322025826171,561,204
422.49031990559195,557,206
427.6725739587381,550,210
432.5826317954095,545,213
437.8458082287465,541,217
442.99771508217486,532,219
448.23957260429415,532,223
453.4817449131224,527,225
458.6579483058836,519,230
463.69941175118487,516,232
468.8918698207147,513,233
473.77724308756007,514,236
479.215450554292,509,236
484.0023785150915,504,240
489.3519267460008,499,246
494.6853301118669,497,251
499.9401748637004,492,254
504.9613811086693,492,258
509.31068988330003,492,258
515.2232686242279,484,263
520.4640058387173,481,264
525.8237192369306,478,272
530.6544108979101,472,273
535.4388123559269,472,275
541.7827172201065,462,277
546.1131742814357,456,279
552.1342652795144,454,286
557.3735541112517,453,292
563.0234289574191,451,296
568.5110061747167,449,300
573.2188950851876,443,307
578.7303038424612,444,309
583.0988079025793,440,314
588.8960018787673,437,317
594.094243542835,435,322
600.0507571262278,432,327
605.2239734370522,427,328
610.6347390853806,426,331
615.1892071702127,421,333
620.5184666574359,418,338
625.6605061125941,414,341
630.5751300333857,414,345
636.4766593953927,408,348
641.8174556329581,398,350
647.0388134481279,400,352
652.3645548834243,398,356
658.3580072939089,393,357
663.3420504282769,388,357
668.3434258713023,382,365
673.6255166392889,379,369
678.5470728529122,373,376
684.2539840311767,375,380
689.2686283026568,372,387
695.3119918593444,366,391
700.3123389890976,366,396
705.3144498255574,364,396
710.0051315690692,362,398
716.3187372706021,355,403
721.7998463823691,353,407
726.8438242419702,350,413
732.145584466155,346,418
736.2748622823486,343,420
742.101466552719,341,422
747.2638126966153,339,427
752.3445513694285,337,433
757.4424879835004,332,434
763.2716155259385,328,436
768.2932846331479,325,445
773.632477806589,324,451
778.6250029100177,326,453
783.3524691629783,323,455
789.0041546545839,318,457
794.7265041458633,316,461
799.9003030906989,315,463
804.9671455359429,314,466
810.1504294711929,307,469
815.2295154423423,305,472
820.2407836452577,308,476
825.3542131781276,304,479
829.5180888232684,308,484
836.3306673167752,307,492
845.2179357839067,305,494
850.3518416285274,301,496
855.3421572933523,297,498
859.5020278133879,295,498
865.7688167050144,289,504
870.2955838168144,286,509
875.9366408869389,282,513
881.1140956765483,281,516
886.2654847771905,280,519
891.5331235523709,277,521
897.6667641808714,273,523
902.8754034211921,276,525
907.5499169128873,271,531
913.3495788905888,271,534
920.3106554202493,270,538
925.6687557355991,265,541
931.0077020514423,264,543
936.8731468037025,264,544
941.5850104640583,263,546
946.7660362160835,260,549
952.3352442607508,257,550
958.1984741076046,256,552
963.4699286326237,256,553
969.8292833388585,254,554
974.8507775535128,254,556
981.2278448305482,252,558
986.0505405810711,250,561
991.5972862000614,251,566
997.3520259276244,244,568
1002.5253394922335,245,569
1006.6655932856611,246,572
1013.6887251863837,239,575
1018.9230118196051,241,576
1023.672018528641,243,579
1028.965088684389,243,584
1035.3980457100681,241,587
1040.9823574628974,240,589
1046.1639132244304,239,589
1051.3206532126444,233,592
1056.4036693854594,233,595
1062.6082802003002,232,600
1066.9294454108453,229,601
1073.5529245345074,230,602
1078.9916204676008,227,602
1084.37711164885,226,603
1090.5729638603118,226,603
1096.1022674446572,225,608
1101.3847516006051,224,611
1106.5092901545124,224,614
1112.7871028116513,222,618
1118.9644071639148,219,620
1124.2886757896456,218,624
1129.4882125070264,212,625
1134.4658861614116,214,625
1139.03179880153,211,625
1144.5809520413209,207,627
1150.583489715815,207,629
1155.7808913646948,206,636
1160.4874444263914,203,637
1166.4198753604794,204,640
1172.208750227844,202,642
1176.130234369446,200,646
1183.131774453432,197,649
1188.4698473210947,196,651
1193.2546887832368,192,652
1198.9453843705935,190,653
1202.5767047021936,190,653
1209.5710652920393,188,655
1215.911989531445,186,658
1221.4710856301388,185,663
1227.4549337943872,182,664
1230.8086084789852,182,666
1238.1677496775903,182,666
1243.8972204431914,178,668
1250.216063716351,177,671
1254.894244540644,175,674
1260.4405989876905,175,675
1265.5398714892012,176,676
1270.2393863905934,175,677
1276.1285264754147,174,681
1282.3470644020235,174,684
1285.3156070064206,174,685
1290.97775603209,173,687
1300.8487153212704,173,692
1305.7519259796961,172,693
1311.238455854968,171,694
1316.5142704499874,172,695
1321.632688221929,172,698
1324.778577618925,170,700
1330.0272473923442,169,701
1336.3811111527739,171,702
1340.7784559612494,170,702
1348.5157815233842,167,703
1352.9024834902102,167,706
1358.4355109117548,165,708
1363.6678965223596,163,709
1368.8512181053386,163,712
1374.7623181939025,160,712
1379.4302920482373,160,714
1384.8393584466505,159,715
1387.5801149923461,158,716
1396.1497022215342,155,717
1400.9302272696352,157,718
1406.701612155471,154,720
1412.0975334350271,152,723
1418.8546193985671,151,725
1423.3883618339544,148,726
1430.5481604512845,147,728
1437.9830540937405,147,728
1443.0926545616305,144,732
1448.183627986512,144,733
1454.2925895419569,140,735
1459.7779363265622,142,738
1464.9658767373942,141,740
1470.2830687782307,140,741
1475.5581535047927,140,743
1482.351178393777,138,745
1486.510926265834,139,750
1493.1540113903802,136,751
1499.595804569775,137,751
1504.5504945885543,136,754
1510.5927416525667,134,757
1516.787594489482,134,758
1521.67125424134,133,760
1526.9968742523872,133,763
1534.747356682132,130,763
1540.8805423238969,130,766
1544.7084119499343,130,768
1550.9186654858822,129,769
1557.1004858388815,128,771
1561.559388081134,125,773
1569.7755813338706,125,774
1574.5954167650002,125,775
1582.4300069634637,124,776
1588.0827445578402,122,777
1593.4395632381634,123,778
1597.1527838070415,123,779
1602.153114615228,122,779
1610.9703927550702,121,780
1615.56169768692,120,781
1622.321599019887,121,782
1628.777122303457,119,783
1633.4149634635162,118,785
1638.5273403647493,117,787
1644.0554394377673,114,791
1649.4708983512776,113,791
1656.2804745670985,114,795
1660.7359116279792,115,796
1666.0746709216266,114,798
1671.9774892642527,113,800
1677.3216651900307,113,800
1684.4322351682217,112,802
1690.6337960924197,110,802
1699.8030047057975,109,802
1707.87319440724,108,803
1715.793421243515,108,805
1720.952857819697,106,808
1726.1720701913498,106,809
1733.6598746640318,106,811
1741.698998187139,103,813
1747.2081306134007,101,813
1751.4763889779933,98,813
1760.1484574271337,97,813
1765.2236830090162,97,813
1769.6246782554906,98,816
1775.8119237195617,97,817
1780.5078435209775,96,819
1786.0793101861682,95,822
1791.8835800502911,94,826
1797.7432140370172,92,827
1803.9012012222158,91,830
1808.702802789584,89,830
1815.074560585381,89,832
1819.175378260587,88,833
1825.5222070178636,88,833
1830.0389992676317,88,833
1841.4773961425426,87,834
1849.7490545862422,88,836
1857.1390724181927,88,838
1862.329003673581,85,838
1868.7619275962502,86,838
1872.8750012557075,84,838
1879.477957342967,82,840
1883.493082477063,82,842
1888.194493671515,82,842
1898.038526331704,84,842
1904.7062679525427,81,844
1909.9440677143366,82,845
1912.2610779031613,82,845
1920.5503964626778,82,846
1930.8298013361907,80,847
1935.9232139750457,82,849
1944.3869013017306,81,852
1948.1320283597559,79,854
1950.9728798134986,81,855
1960.5807222887527,81,856
1966.1485000080784,80,857
1970.5245945199867,79,857
1975.5047211078363,79,858
1984.5381412264273,77,860
1992.5613131936157,77,861
1996.7933598050215,76,862
2001.8312794000367,77,864
2009.3697665267728,76,867
2021.7821083917026,76,867
2027.0856649377706,74,868
2030.949195626915,74,868
2039.24380538294,74,868
2044.2431651268805,74,868
2054.141130150595,72,869
2057.372101049334,71,869
2066.431642594667,71,870
2073.3979224485843,71,872
2080.591726768038,72,874
2086.2484624892954,70,874
2089.3465120323476,70,874
2096.407337174438,67,874
2101.8043954636664,67,876
2107.4977300894398,66,878
2113.6587972509165,66,878
2115.830823245641,66,878
2126.678745418741,64,880
2132.8118220651327,63,881
2137.6235500984403,64,881
2151.242538551544,63,881
2152.6196122943747,62,883
2160.378406306829,62,885
2168.77754719803,61,885
2172.7650840253646,61,885
2176.686168668289,59,885
2183.7319537081494,59,886
2191.775767067067,59,889
2199.487951708622,58,891
2206.0045764457873,59,893
2207.715407386625,59,894
2215.878458102528,58,895
2226.0366786333498,57,896
2231.7722288745,55,896
2238.602883827866,55,898
2239.248149062611,55,898
2249.436734109412,54,898
2260.546470340291,53,900
2271.690987790831,52,902
2285.525299549362,52,905
2304.291602525316,50,906
2306.3335535314086,50,906
2314.2249637026025,51,907
2327.351042050994,51,908
2333.238614239588,51,908
2341.0270204074423,50,908
2346.4372460570894,49,909
2356.6497063169286,49,910
2364.9427513278124,49,911
2370.533934925473,49,912
2378.6918217120156,48,913
2387.5525923417827,46,913
2392.3954148406,46,913
2398.8527408557343,47,914
2402.1529835435454,47,918
2412.612210718391,46,918
2420.4357713291483,46,918
2437.136899791088,46,918
2445.6698946343486,46,919
2450.1603457411593,45,921
2457.3609306298667,45,922
2459.5490666219107,46,922
2470.1151319647975,45,923
2477.00663038451,44,924
2484.9391493310186,44,924
2489.613779734843,43,924
2501.8182451805546,42,924
2507.346542258984,42,924
2511.677393244203,42,925
2517.8381997691986,41,925
2527.153585169295,41,927
2536.369920076765,40,927
2537.9481927456227,40,928
2545.5153336207486,39,928
2556.2701358069507,38,929
2563.5995821037013,37,930
2570.015376030665,38,930
2575.9586689733683,36,930
2580.3823525520297,36,931
2591.6659712517626,36,931
2594.895051630484,34,931
2604.146283807059,32,933
2613.382326012177,32,936
