Time,Input1,Input2,Output
0,100,100,0
1002.2671595233401,95,95,3
2000.8824188960746,90,90,7
3001.6423148054228,88,89,9
4002.431895484908,88,86,9
5004.7893333659595,87,88,10
6001.936635557765,89,89,10
7004.578887757994,87,89,10
8005.992533794839,84,88,10
9006.56761533806,88,87,11
10007.749297400058,85,82,13
11008.454577633796,84,85,14
12010.942927844737,83,82,16
13009.682306089411,81,83,17
14012.37064425109,81,82,17
15013.671219596637,81,80,18
16013.59782010686,81,81,18
17013.679571649773,80,79,19
18015.49121269211,80,78,19
19018.298937705375,78,79,19
20021.347837698704,78,76,21
21022.154076683048,77,78,22
22023.72665783738,75,76,22
23020.89355948253,75,76,24
24027.198489319217,72,72,27
25027.163472414384,70,69,29
26026.69195652655,71,69,29
27029.556687963817,68,70,29
28024.90306022212,69,70,30
29028.81805317248,67,67,31
30027.271759949945,68,68,32
31036.7316670815,66,66,32
32034.553204771517,64,65,32
33037.72831976462,64,67,32
34038.120888932666,67,67,32
35039.04916126164,65,65,33
36043.89462869517,66,65,33
37042.2383031186,65,64,34
38044.47142137401,63,65,34
39042.490464559174,65,65,34
40038.780304592656,65,63,34
41046.64605963683,63,65,35
42050.58979300666,64,63,35
43051.865678686656,64,63,36
44054.67493424132,60,60,38
45055.37296703252,59,61,38
46052.94017432169,59,61,38
47058.45011453591,59,57,40
48058.35379164868,58,58,40
49060.60304256975,57,57,42
50066.243898410336,57,58,42
51065.53548491926,58,56,42
52068.80325857085,56,57,43
53067.47381880525,55,56,43
54079.133806180405,57,56,43
55081.007105572935,54,56,44
56081.863670623316,54,54,44
57083.3625984,54,55,44
58083.43384503978,55,56,44
59084.26074418077,53,54,45
60084.39997612259,52,52,45
61081.08331020145,55,55,45
62089.95744921374,53,54,46
63084.75327114442,54,53,46
64094.08095728337,52,52,46
65091.904517800016,53,54,46
66094.18146482877,52,53,47
67099.21790703232,53,53,47
68100.7856451701,51,52,48
69102.84966630889,50,51,48
70105.08769308608,52,50,48
71105.71182420709,51,49,49
72109.28261078964,50,50,49
73111.2844040849,49,50,49
74109.03474124704,49,48,49
75110.33841751683,49,49,50
76115.29947320453,49,48,50
77114.58220980057,50,50,50
78116.87126329567,48,49,50
79115.15837657495,49,50,50
80116.17569710131,48,49,50
81113.01968880142,50,48,50
82125.51772212636,46,48,51
83125.79498344778,46,47,52
84130.08843824679,48,46,52
85127.10680808715,48,48,52
86135.8240109907,45,48,52
87136.15591740549,46,47,52
88137.03099334222,44,46,52
89135.37941357764,46,47,53
90138.00206371037,46,45,53
91141.94045194075,43,44,53
92142.58853683047,46,46,53
93145.4311269605,47,47,53
94144.22614214325,46,45,54
95145.9601259666,44,43,55
96146.43833691126,43,41,56
97147.51376159472,44,44,56
98149.58482888056,42,42,56
99146.75070088776,43,40,57
100151.79574966944,42,43,57
101154.61240485757,43,41,57
102153.4773496054,41,41,58
103154.07031188745,39,42,58
104161.41469908036,40,41,58
105161.10840930595,42,41,58
106162.12167869377,42,40,58
107165.72748714428,41,38,59
108163.79689456156,41,39,59
109169.20862977808,40,40,59
110169.89073880951,37,39,59
111172.76250730162,40,41,59
112175.8397691795,39,41,59
113172.21547431019,41,38,59
114179.02468230561,39,41,59
115180.8437682017,41,40,59
116181.456768696,41,40,59
117183.46679245649,40,41,59
118185.1229739849,39,40,59
119184.65919185372,40,41,59
120190.37453000496,41,40,59
121192.38920865873,40,41,59
122193.1038984263,40,40,59
123192.54074852995,39,41,59
124196.06647711544,41,39,59
125195.01618821357,38,40,60
126195.31277269048,40,38,60
127194.34866283585,38,40,60
128202.69473178074,39,38,60
129201.33631710717,38,38,60
130201.97356155704,38,37,60
131207.43772485154,38,37,61
132205.20862070165,39,37,61
133208.9126896878,36,37,62
