Time,sp_0,sp_1,sp_2,sp4,sp5,sp6,sp7,sp8,sp9
1272.2269043371477,2315,2468,204,2264,4185,1921,4734,549,62
1279.2910565621735,2309,2473,200,2273,4191,1918,4736,545,64
1286.2473332757895,2302,2483,199,2284,4198,1914,4735,537,66
1293.3959854575137,2295,2495,197,2298,4205,1907,4739,534,64
1300.417725724294,2289,2500,195,2305,4211,1906,4744,533,61
1307.4256219310007,2281,2476,194,2282,4219,1937,4743,524,63
1314.4821073626974,2278,2463,192,2271,4222,1951,4736,514,72
1321.574270618278,2268,2466,186,2280,4232,1952,4753,521,61
1328.596096950996,2263,2454,182,2272,4237,1965,4754,517,64
1335.6345672689345,2258,2452,179,2273,4242,1969,4746,504,75
1342.6276088287937,2255,2460,178,2282,4245,1963,4760,515,62
1349.6249553549653,2246,2442,172,2270,4254,1984,4767,513,61
1356.6421696027594,2239,2448,169,2279,4261,1982,4760,499,71
1363.7635520438764,2235,2447,170,2277,4265,1988,4766,501,64
1370.7622441582334,2228,2451,166,2285,4272,1987,4766,494,68
1377.7283614569158,2221,2460,163,2297,4279,1982,4766,487,71
1384.9456035862236,2210,2460,162,2298,4290,1992,4769,479,69
1391.8416738754197,2205,2459,159,2300,4295,1995,4778,483,63
1398.9600108656452,2199,2467,156,2311,4301,1990,4791,490,53
1406.1012123741575,2192,2464,156,2308,4308,2000,4794,486,50
1413.2740614216198,2186,2468,156,2312,4314,2002,4793,479,51
1420.335928352282,2176,2481,153,2328,4324,1996,4794,470,53
1427.3484055251743,2170,2495,151,2344,4330,1986,4797,467,52
1434.4808563553627,2165,2499,149,2350,4335,1985,4803,468,48
1441.2463359551969,2158,2498,149,2349,4342,1993,4802,460,49
1448.5083300420276,2151,2497,148,2349,4349,2000,4803,454,49
1455.7483169431591,2147,2498,148,2350,4353,2003,4794,441,58
1462.7463099757197,2138,2471,154,2317,4362,2045,4796,434,50
1469.8650860926928,2131,2471,154,2317,4369,2052,4800,431,46
1476.9594484610438,2127,2464,148,2316,4373,2057,4801,428,51
1483.9775086559016,2117,2458,146,2312,4383,2071,4798,415,56
1491.0258163769297,2111,2461,144,2317,4389,2072,4804,415,52
1498.015577256366,2108,2455,143,2312,4392,2080,4808,416,49
1505.0225267815254,2100,2429,143,2286,4400,2114,4808,408,49
1512.0682501915292,2095,2447,136,2311,4405,2094,4814,409,50
1519.0758459023757,2088,2452,131,2321,4412,2091,4825,413,44
1526.019512516143,2082,2468,129,2339,4418,2079,4823,405,48
1533.0187827538448,2076,2486,129,2357,4424,2067,4832,408,39
1540.0808407618374,2070,2485,127,2358,4430,2072,4844,414,29
1546.9375217025129,2062,2491,126,2365,4438,2073,4837,399,37
1554.1446463812586,2055,2498,124,2374,4445,2071,4839,394,37
1561.1582675256032,2051,2478,122,2356,4449,2093,4841,392,37
1568.1966957401692,2050,2499,122,2377,4450,2073,4842,392,36
1575.2274333031373,2043,2526,121,2405,4457,2052,4842,385,37
1582.3021871890114,2039,2543,122,2421,4461,2040,4836,375,42
1589.4380674552108,2035,2545,125,2420,4465,2045,4838,373,37
1596.3751033303326,2031,2550,123,2427,4469,2042,4836,367,41
1603.5001775628887,2025,2544,120,2424,4475,2051,4833,358,47
1610.5055700455002,2021,2525,121,2404,4479,2075,4838,359,41
1617.534887624682,2020,2519,119,2400,4480,2080,4839,359,42
1624.5406673631164,2017,2525,117,2408,4483,2075,4840,357,43
1631.619731449493,2015,2508,116,2392,4485,2093,4842,357,42
1638.7048880460675,2010,2495,111,2384,4490,2106,4850,360,39
1645.7086302343523,2003,2503,111,2392,4497,2105,4850,353,39
1652.7823201805952,1999,2514,110,2404,4501,2097,4849,348,41
1659.8774376278066,1998,2543,109,2434,4502,2068,4846,344,45
1666.9105539931613,1992,2566,107,2459,4508,2049,4845,337,48
1673.9935280261504,1991,2559,104,2455,4509,2054,4846,337,50
1681.0872467629736,1989,2562,100,2462,4511,2049,4845,334,55
1688.0367807619027,1984,2577,101,2476,4516,2040,4848,332,51
1695.1940202861533,1981,2559,101,2458,4519,2061,4856,337,43
1702.0884718454047,1978,2548,99,2449,4522,2073,4859,337,42
1709.2816346587956,1972,2562,97,2465,4528,2063,4858,330,45
1716.3216259018093,1969,2539,96,2443,4531,2088,4861,330,43
1723.3897782936924,1960,2533,96,2437,4540,2103,4865,325,39
1730.4313957248326,1958,2539,94,2445,4542,2097,4868,326,38
1737.464403675129,1949,2549,90,2459,4551,2092,4876,325,34
1744.4913593015528,1944,2544,89,2455,4556,2101,4877,321,34
1751.5240778087466,1942,2548,86,2462,4558,2096,4874,316,40
1758.486435430223,1938,2567,86,2481,4562,2081,4877,315,37
1765.5289247901705,1930,2559,84,2475,4570,2095,4881,311,35
1772.722309932645,1930,2550,83,2467,4570,2103,4881,311,36
1779.7485288655773,1926,2544,83,2461,4574,2113,4881,307,36
1786.7588745707415,1922,2545,83,2462,4578,2116,4882,304,35
1793.7940406049997,1916,2552,82,2470,4584,2114,4885,301,33
1800.8158585283932,1912,2553,81,2472,4588,2116,4891,303,28
1807.8400281347124,1911,2555,79,2476,4589,2113,4891,302,30
1814.8724610739657,1908,2565,77,2488,4592,2104,4890,298,33
1822.0233876801249,1906,2570,75,2495,4594,2099,4890,296,35
1828.8661478334413,1904,2567,76,2491,4596,2105,4895,299,29
1836.0714926454505,1903,2564,75,2489,4597,2108,4896,299,29
1843.1021269784646,1900,2561,74,2487,4600,2113,4900,300,26
1850.1175616468943,1899,2559,71,2488,4601,2113,4896,295,33
1857.2110755823294,1893,2573,70,2503,4607,2104,4893,286,37
1864.2272647971745,1890,2571,73,2498,4610,2112,4897,287,30
1871.099280620459,1887,2547,72,2475,4613,2138,4901,288,27
1878.388740056005,1882,2542,72,2470,4618,2148,4901,283,27
1885.4459190784214,1881,2543,65,2478,4619,2141,4901,282,34
1892.5711442990557,1878,2543,65,2478,4622,2144,4905,283,30
1899.6095135441499,1875,2562,64,2498,4625,2127,4908,283,28
1906.6960139908733,1870,2567,65,2502,4630,2128,4905,275,30
1913.820534710594,1869,2595,63,2532,4631,2099,4907,276,30
1920.8586909240123,1868,2605,59,2546,4632,2086,4906,274,35
1927.906910382586,1865,2600,58,2542,4635,2093,4906,271,36
1934.9113804106921,1861,2593,58,2535,4639,2104,4909,270,33
1941.9461480510186,1858,2615,57,2558,4642,2084,4907,265,36
1949.0147144463344,1855,2613,55,2558,4645,2087,4906,261,39
1956.0148692910611,1851,2596,54,2542,4649,2107,4912,263,34
1963.0170214879533,1850,2607,53,2554,4650,2096,4913,263,34
1970.1428639320002,1846,2611,53,2558,4654,2096,4912,258,35
1977.0264670289703,1843,2624,57,2567,4657,2090,4913,256,30
1984.2737933636597,1842,2634,59,2575,4658,2083,4913,255,28
1991.3317969145783,1837,2641,57,2584,4663,2079,4915,252,28
1998.3906067718056,1833,2641,57,2584,4667,2083,4917,250,26
2005.509723357672,1832,2652,57,2595,4668,2073,4915,247,28
2012.4930567076533,1831,2654,53,2601,4669,2068,4917,248,30
2019.5269353683234,1831,2651,52,2599,4669,2070,4921,252,27
2026.6359866748269,1829,2619,51,2568,4671,2103,4926,255,23
2033.5705002278169,1826,2626,50,2576,4674,2098,4921,247,29
2040.6723666732757,1825,2632,51,2581,4675,2094,4922,247,27
2047.679005983587,1822,2635,52,2583,4678,2095,4921,243,27
2054.7097022757384,1821,2638,51,2587,4679,2092,4920,241,29
2061.701268793986,1818,2624,48,2576,4682,2106,4924,242,28
2068.738685590717,1814,2600,45,2555,4686,2131,4928,242,27
2075.710133617838,1810,2588,45,2543,4690,2147,4932,242,23
2082.753782646304,1808,2600,44,2556,4692,2136,4937,245,19
2089.840259413568,1807,2596,44,2552,4693,2141,4938,245,18
2097.1359021350095,1803,2605,42,2563,4697,2134,4934,237,24
2104.079659607243,1799,2609,39,2570,4701,2131,4928,227,33
2111.2100367478433,1794,2585,38,2547,4706,2159,4928,222,34
2118.0462936515582,1789,2572,37,2535,4711,2176,4934,223,29
2125.208763393394,1787,2563,37,2526,4713,2187,4936,223,27
2132.2634247925025,1786,2544,37,2507,4714,2207,4933,219,30
2139.3263712008757,1781,2534,37,2497,4719,2222,4944,225,19
2146.3364289105634,1777,2542,37,2505,4723,2218,4939,216,24
2153.2644398378143,1777,2545,37,2508,4723,2215,4940,217,23
2160.334177802673,1774,2557,37,2520,4726,2206,4935,209,28
2167.3647393551287,1771,2565,37,2528,4729,2201,4940,211,23
2174.42953501419,1767,2584,37,2547,4733,2186,4941,208,22
2181.384213351453,1766,2590,37,2553,4734,2181,4941,207,22
2188.5004563812477,1764,2592,36,2556,4736,2180,4942,206,22
2195.679378446629,1762,2600,36,2564,4738,2174,4942,204,22
2202.652108070306,1760,2599,37,2562,4740,2178,4939,199,24
2209.8321781661984,1759,2571,35,2536,4741,2205,4944,203,21
2216.894485068255,1757,2570,35,2535,4743,2208,4947,204,18
2223.986950294376,1756,2574,36,2538,4744,2206,4946,202,18
2231.0375347080053,1754,2570,38,2532,4746,2214,4942,196,20
2237.894329998324,1752,2561,38,2523,4748,2225,4943,195,19
2244.9773003029363,1750,2570,38,2532,4750,2218,4944,194,18
2252.307388105885,1750,2587,39,2548,4750,2202,4943,193,18
2259.3333128741538,1749,2587,36,2551,4751,2200,4942,191,22
2266.471133336746,1747,2591,36,2555,4753,2198,4943,190,21
2273.568944883757,1744,2580,35,2545,4756,2211,4942,186,23
2280.567158817975,1743,2593,35,2558,4757,2199,4939,182,26
2287.5378192770913,1740,2583,34,2549,4760,2211,4945,185,21
2294.626024471979,1735,2577,35,2542,4765,2223,4944,179,21
2301.658900664616,1735,2580,33,2547,4765,2218,4944,179,23
2308.672701550671,1735,2600,32,2568,4765,2197,4944,179,24
2315.761508573128,1733,2602,33,2569,4767,2198,4946,179,21
2322.7934934833947,1730,2610,34,2576,4770,2194,4950,180,16
2329.619634381433,1729,2602,33,2569,4771,2202,4948,177,19
2336.8116395586167,1728,2600,30,2570,4772,2202,4943,171,27
2343.8292010143746,1726,2608,31,2577,4774,2197,4944,170,25
2350.9902271344645,1724,2606,30,2576,4776,2200,4939,163,31
2358.0826566182245,1723,2605,32,2573,4777,2204,4948,171,20
2365.1090785023357,1721,2600,31,2569,4779,2210,4950,171,19
2372.056734085196,1719,2599,30,2569,4781,2212,4948,167,22
2379.122770753585,1713,2606,30,2576,4787,2211,4949,162,21
2386.2309499171065,1710,2606,27,2579,4790,2211,4947,157,26
2393.4202881714655,1708,2614,27,2587,4792,2205,4949,157,24
2400.5347919262285,1708,2616,29,2587,4792,2205,4947,155,24
2407.6081052863633,1708,2614,30,2584,4792,2208,4947,155,23
2414.4390552324135,1706,2600,29,2571,4794,2223,4949,155,22
2421.606775082545,1704,2605,27,2578,4796,2218,4945,149,28
2428.5748767737937,1704,2622,29,2593,4796,2203,4951,155,20
2435.700958161795,1704,2609,27,2582,4796,2214,4953,157,20
2442.7359094448543,1703,2596,27,2569,4797,2228,4958,161,15
2449.878032578316,1702,2621,27,2594,4798,2204,4959,161,14
2456.809641350813,1702,2622,27,2595,4798,2203,4952,154,21
2463.8981108375456,1697,2626,28,2598,4803,2205,4954,151,18
2470.984708486668,1696,2627,27,2600,4804,2204,4956,152,17
2478.073776832283,1694,2620,27,2593,4806,2213,4957,151,16
2485.1181773424228,1693,2644,28,2616,4807,2191,4955,148,17
2492.14493474666,1690,2621,26,2595,4810,2215,4958,148,16
2499.1085186655137,1689,2610,24,2586,4811,2225,4961,150,15
2506.31996125263,1689,2612,23,2589,4811,2222,4959,148,18
2513.303270694616,1688,2621,23,2598,4812,2214,4956,144,21
2520.399684984196,1685,2615,25,2590,4815,2225,4955,140,20
2527.2805060024334,1683,2614,27,2587,4817,2230,4953,136,20
2534.493320605445,1683,2607,27,2580,4817,2237,4951,134,22
2541.642630903563,1683,2604,28,2576,4817,2241,4953,136,19
2548.8651642135046,1682,2605,30,2575,4818,2243,4952,134,18
2555.8620241553986,1680,2623,31,2592,4820,2228,4955,135,14
2562.9647343207253,1676,2609,31,2578,4824,2246,4955,131,14
2569.9975677807333,1674,2610,30,2580,4826,2246,4957,131,13
2577.058288832659,1673,2639,29,2610,4827,2217,4960,133,11
2583.968697609892,1673,2634,28,2606,4827,2221,4955,128,17
2591.167328522919,1673,2615,28,2587,4827,2240,4956,129,16
2598.244602443871,1673,2622,29,2593,4827,2234,4956,129,15
2605.1738874387297,1670,2633,29,2604,4830,2226,4958,128,13
2612.388566335515,1669,2623,31,2592,4831,2239,4958,127,11
2619.3207167534933,1669,2637,29,2608,4831,2223,4958,127,13
2626.347650425699,1669,2638,29,2609,4831,2222,4954,123,17
2633.4122951986405,1669,2629,30,2599,4831,2232,4953,122,17
2640.5004590387844,1669,2636,29,2607,4831,2224,4953,122,18
2647.567932081642,1668,2656,29,2627,4832,2205,4953,121,18
2654.475346141811,1668,2638,29,2609,4832,2223,4955,123,16
2661.636366767535,1667,2626,26,2600,4833,2233,4960,127,14
2668.7058822299923,1666,2629,24,2605,4834,2229,4960,126,16
2675.6936893719962,1666,2629,24,2605,4834,2229,4959,125,17
2682.746201701621,1665,2632,24,2608,4835,2227,4963,128,13
2689.762644992985,1663,2641,24,2617,4837,2220,4964,127,12
2696.751192949553,1663,2635,24,2611,4837,2226,4967,130,9
2703.8719340217285,1662,2637,24,2613,4838,2225,4966,128,10
2710.8676157447444,1661,2636,22,2614,4839,2225,4965,126,13
2717.9374657064805,1660,2624,20,2604,4840,2236,4970,130,10
2725.0137664202525,1658,2607,19,2588,4842,2254,4970,128,11
2731.935248022457,1658,2613,18,2595,4842,2247,4965,123,17
2738.963934057545,1657,2621,18,2603,4843,2240,4969,126,13
2746.018288349093,1656,2625,19,2606,4844,2238,4972,128,9
2753.053671203715,1653,2628,20,2608,4847,2239,4970,123,10
2760.0796699467164,1652,2633,19,2614,4848,2234,4972,124,9
2767.1938489033105,1652,2636,18,2618,4848,2230,4972,124,10
2774.2568301279503,1652,2648,19,2629,4848,2219,4974,126,7
2781.338259450049,1652,2645,19,2626,4848,2222,4975,127,6
2788.407518367856,1652,2662,19,2643,4848,2205,4973,125,8
2795.3707630413833,1650,2651,19,2632,4850,2218,4974,124,7
2802.3505859887614,1648,2646,19,2627,4852,2225,4976,124,5
2809.648115107548,1646,2626,17,2609,4854,2245,4972,118,11
2816.4715000773776,1645,2622,15,2607,4855,2248,4976,121,9
2823.740681818655,1644,2629,14,2615,4856,2241,4976,120,10
2830.8359971788805,1642,2621,14,2607,4858,2251,4977,119,9
2837.8923252686745,1638,2615,16,2599,4862,2263,4976,114,8
2844.8574108953244,1638,2606,15,2591,4862,2271,4976,114,9
2851.8865916662958,1635,2608,15,2593,4865,2272,4975,110,10
2859.063063846974,1632,2605,14,2591,4868,2277,4974,106,12
2866.0698705480063,1632,2624,14,2610,4868,2258,4977,109,9
2872.9884084241517,1631,2625,16,2609,4869,2260,4974,105,10
2880.1223416663324,1631,2614,15,2599,4869,2270,4972,103,13
2887.173339627117,1629,2610,15,2595,4871,2276,4972,101,13
2894.0061883500466,1628,2601,15,2586,4872,2286,4973,101,12
2901.1844648439987,1628,2598,14,2584,4872,2288,4971,99,15
2908.2072732752445,1628,2591,13,2578,4872,2294,4973,101,14
2915.3516790961876,1628,2596,13,2583,4872,2289,4976,104,11
2922.3473396240215,1626,2588,14,2574,4874,2300,4978,104,8
2929.3384624011337,1622,2597,14,2583,4878,2295,4977,99,9
2936.383168192551,1621,2577,14,2563,4879,2316,4976,97,10
2943.3872250079507,1619,2581,14,2567,4881,2314,4975,94,11
2950.491523381612,1618,2581,14,2567,4882,2315,4975,93,11
2957.5866531012343,1616,2579,12,2567,4884,2317,4973,89,15
2964.6290747259786,1614,2589,12,2577,4886,2309,4975,89,13
2971.6553562430695,1613,2586,13,2573,4887,2314,4981,94,6
2978.6880502727267,1612,2594,13,2581,4888,2307,4983,95,4
2985.594180265482,1611,2602,13,2589,4889,2300,4982,93,5
2992.816519480325,1611,2610,13,2597,4889,2292,4981,92,6
2999.871983744754,1611,2618,13,2605,4889,2284,4978,89,9
3006.8375013350264,1609,2605,13,2592,4891,2299,4980,89,7
