Time,sp_0,sp_1,sp_2,sp4,sp5,sp6,sp7,sp8,sp9
0,6500,5000,5000,0,0,0,0,0,0
7.044297524965372,6500,4763,4763,0,0,0,26,26,211
14.040219280656787,6498,4559,4559,0,2,2,92,90,349
21.088301215287373,6490,4379,4378,1,10,9,199,189,423
28.071836802575785,6483,4243,4241,2,17,15,332,315,427
35.14125161389827,6479,4103,4100,3,21,18,463,442,437
42.167090262269106,6450,3964,3960,4,50,46,584,534,456
49.13866488078625,6432,3839,3833,6,68,62,708,640,459
56.10819603151207,6415,3704,3697,7,85,78,832,747,471
63.18463726691557,6398,3605,3597,8,102,94,960,858,443
70.21023215075843,6363,3507,3496,11,137,126,1078,941,426
77.23266126761115,6328,3404,3392,12,172,160,1200,1028,408
84.24865539091331,6286,3302,3283,19,214,195,1314,1100,403
91.26855813693312,6244,3216,3194,22,256,234,1403,1147,403
98.32367361416807,6202,3137,3110,27,298,271,1502,1204,388
105.32252951754526,6161,3072,3033,39,339,300,1582,1243,385
112.35658942553272,6120,3002,2953,49,380,331,1666,1286,381
119.31998645294964,6079,2945,2890,55,421,366,1743,1322,367
126.5320525817314,6039,2890,2822,68,461,393,1827,1366,351
133.51114248697914,5990,2834,2760,74,510,436,1918,1408,322
140.47493038145979,5935,2772,2687,85,565,480,1989,1424,324
147.54954128867533,5884,2721,2630,91,616,525,2061,1445,309
154.53515066003152,5824,2668,2569,99,676,577,2134,1458,297
161.5603591801036,5770,2623,2508,115,730,615,2191,1461,301
168.56890967585943,5731,2587,2454,133,769,636,2252,1483,294
175.57894167877424,5667,2561,2410,151,833,682,2335,1502,255
182.56713802953905,5621,2530,2355,175,879,704,2395,1516,250
189.67993031885626,5572,2517,2316,201,928,727,2452,1524,232
196.69598443517506,5534,2482,2262,220,966,746,2491,1525,247
203.72116876558522,5497,2451,2219,232,1003,771,2525,1522,256
210.73887523634437,5442,2421,2178,243,1058,815,2592,1534,230
217.76947824841878,5388,2398,2136,262,1112,850,2638,1526,226
224.81453802873307,5333,2367,2095,272,1167,895,2682,1515,223
232.00977407023726,5291,2346,2051,295,1209,914,2730,1521,219
238.95706025110994,5248,2326,2013,313,1252,939,2770,1518,217
246.03540685985956,5205,2299,1972,327,1295,968,2802,1507,226
253.0882391166402,5149,2289,1934,355,1351,996,2850,1499,216
260.0736588065547,5109,2265,1896,369,1391,1022,2878,1487,226
267.08588479870474,5060,2258,1864,394,1440,1046,2925,1485,211
274.08880622031063,5014,2262,1828,434,1486,1052,2965,1479,207
281.109487831695,4980,2244,1794,450,1520,1070,2978,1458,228
288.11189262889553,4938,2233,1771,462,1562,1100,3022,1460,207
295.1365884898103,4901,2225,1741,484,1599,1115,3061,1462,198
302.1837593480214,4859,2230,1715,515,1641,1126,3090,1449,195
309.20155370464914,4816,2224,1684,540,1684,1144,3117,1433,199
316.1652979547881,4776,2225,1661,564,1724,1160,3131,1407,208
323.27172152446326,4734,2225,1639,586,1766,1180,3153,1387,208
330.27934790527746,4683,2212,1613,599,1817,1218,3190,1373,197
337.3082502442235,4650,2208,1591,617,1850,1233,3226,1376,183
344.29947078122984,4614,2204,1559,645,1886,1241,3253,1367,188
351.37349344621424,4576,2198,1532,666,1924,1258,3278,1354,190
358.36136354661977,4542,2207,1515,692,1958,1266,3301,1343,184
365.3936615920797,4501,2208,1489,719,1999,1280,3327,1328,184
372.41184224822234,4464,2200,1454,746,2036,1290,3355,1319,191
379.45793214469114,4433,2196,1432,764,2067,1303,3381,1314,187
386.4378607937366,4397,2202,1413,789,2103,1314,3415,1312,172
393.50620139190926,4358,2193,1389,804,2142,1338,3434,1292,177
400.5059220664413,4319,2199,1375,824,2181,1357,3460,1279,165
407.5270590706398,4293,2188,1350,838,2207,1369,3480,1273,170
414.49546180821176,4258,2177,1320,857,2242,1385,3500,1258,180
421.54391347384484,4235,2181,1300,881,2265,1384,3521,1256,179
428.5868012708777,4196,2179,1283,896,2304,1408,3550,1246,167
435.6178579368309,4158,2175,1263,912,2342,1430,3574,1232,163
442.6291590969705,4129,2172,1236,936,2371,1435,3594,1223,170
449.69584959499605,4107,2171,1218,953,2393,1440,3616,1223,166
456.76249049127904,4077,2157,1194,963,2423,1460,3617,1194,189
463.7685147528044,4047,2151,1180,971,2453,1482,3650,1197,170
470.751365147913,4017,2156,1165,991,2483,1492,3666,1183,169
477.8164269299147,3986,2153,1147,1006,2514,1508,3685,1171,168
484.82845899079683,3962,2157,1128,1029,2538,1509,3714,1176,158
491.8542063295921,3942,2154,1117,1037,2558,1521,3727,1169,156
498.88767515350133,3919,2173,1103,1070,2581,1511,3756,1175,141
505.89121692822624,3890,2187,1089,1098,2610,1512,3777,1167,134
512.9063104753774,3856,2181,1073,1108,2644,1536,3790,1146,137
519.9513487854658,3831,2176,1051,1125,2669,1544,3806,1137,143
526.9978317915709,3805,2169,1026,1143,2695,1552,3821,1126,153
534.1496117691812,3780,2167,1009,1158,2720,1562,3842,1122,149
541.2457248836449,3754,2178,1001,1177,2746,1569,3867,1121,132
548.1848244378743,3729,2181,982,1199,2771,1572,3891,1120,127
555.2943266877163,3710,2169,969,1200,2790,1590,3907,1117,124
562.3568448600789,3689,2173,952,1221,2811,1590,3916,1105,132
569.3655917855025,3672,2194,937,1257,2828,1571,3938,1110,125
576.2527110849932,3642,2193,927,1266,2858,1592,3952,1094,121
583.3674999612953,3621,2195,916,1279,2879,1600,3964,1085,120
590.4059833163311,3592,2189,906,1283,2908,1625,3968,1060,126
597.4438518244974,3568,2182,887,1295,2932,1637,3983,1051,130
604.416730320122,3553,2196,871,1325,2947,1622,3994,1047,135
611.5047477517813,3530,2214,855,1359,2970,1611,4007,1037,138
618.5236674924198,3512,2221,839,1382,2988,1606,4031,1043,130
625.5373070658533,3491,2225,830,1395,3009,1614,4035,1026,135
632.4795184962961,3471,2233,809,1424,3029,1605,4050,1021,141
639.5076148099769,3452,2227,791,1436,3048,1612,4061,1013,148
646.6373999717646,3433,2242,780,1462,3067,1605,4078,1011,142
653.6059079937297,3413,2248,766,1482,3087,1605,4094,1007,140
660.7632694331352,3387,2248,749,1499,3113,1614,4113,1000,138
667.678076271851,3366,2273,744,1529,3134,1605,4134,1000,122
674.7658268219666,3350,2274,729,1545,3150,1605,4139,989,132
681.7799708758237,3336,2273,719,1554,3164,1610,4142,978,139
688.8379586555151,3312,2297,713,1584,3188,1604,4151,963,136
695.8802564259275,3293,2309,706,1603,3207,1604,4158,951,136
702.8817905333616,3278,2314,695,1619,3222,1603,4171,949,134
709.9432858273227,3259,2325,683,1642,3241,1599,4195,954,122
716.9488535457596,3233,2326,674,1652,3267,1615,4215,948,111
723.8453555432463,3216,2318,672,1646,3284,1638,4215,931,113
730.9446947117121,3196,2320,661,1659,3304,1645,4221,917,118
738.0298363707922,3182,2321,649,1672,3318,1646,4221,903,130
745.0397432911651,3164,2334,639,1695,3336,1641,4233,897,128
752.0160905692363,3145,2327,635,1692,3355,1663,4246,891,119
759.1172223065063,3124,2318,626,1692,3376,1684,4259,883,115
766.1178194205601,3110,2312,608,1704,3390,1686,4284,894,108
773.1603511147875,3091,2284,593,1691,3409,1718,4285,876,122
780.164674022958,3078,2293,584,1709,3422,1713,4296,874,120
787.1775550333388,3059,2323,578,1745,3441,1696,4286,845,136
794.2086593111488,3049,2324,568,1756,3451,1695,4311,860,121
801.0814635169005,3030,2333,560,1773,3470,1697,4334,864,106
808.2324925881421,3015,2332,547,1785,3485,1700,4336,851,117
815.3214711500843,3003,2336,537,1799,3497,1698,4350,853,113
822.2334255128662,2987,2343,532,1811,3513,1702,4353,840,115
829.293345384158,2970,2339,521,1818,3530,1712,4369,839,110
836.3428072482824,2960,2334,512,1822,3540,1718,4383,843,105
843.3960266108114,2947,2329,503,1826,3553,1727,4383,830,114
850.4316323307766,2929,2328,495,1833,3571,1738,4387,816,118
857.5057855940794,2921,2326,483,1843,3579,1736,4399,820,118
864.4794680008956,2912,2327,474,1853,3588,1735,4411,823,115
871.5220596598867,2902,2347,470,1877,3598,1721,4425,827,105
878.5106422685011,2885,2346,466,1880,3615,1735,4443,828,91
885.6133915008239,2868,2346,457,1889,3632,1743,4452,820,91
892.6408104748666,2855,2339,449,1890,3645,1755,4457,812,94
899.6963545837272,2841,2335,436,1899,3659,1760,4455,796,109
906.7017029547296,2823,2317,436,1881,3677,1796,4467,790,97
913.7102659057554,2810,2293,427,1866,3690,1824,4460,770,113
920.6813775535439,2795,2299,422,1877,3705,1828,4476,771,102
927.7041904800473,2777,2304,416,1888,3723,1835,4479,756,105
934.6811523429417,2767,2313,413,1900,3733,1833,4477,744,110
941.8248426184583,2758,2317,405,1912,3742,1830,4479,737,116
948.888225268282,2744,2325,398,1927,3756,1829,4490,734,112
955.9002691516137,2734,2315,389,1926,3766,1840,4501,735,110
962.9905252869156,2718,2311,388,1923,3782,1859,4510,728,102
970.0162122511261,2706,2318,378,1940,3794,1854,4521,727,101
976.9901431268626,2689,2314,373,1941,3811,1870,4537,726,90
984.1339605105036,2678,2319,368,1951,3822,1871,4550,728,82
991.1719812734863,2667,2304,353,1951,3833,1882,4548,715,99
998.117665142429,2659,2318,347,1971,3841,1870,4556,715,97
1005.2347238924926,2647,2315,344,1971,3853,1882,4564,711,92
1012.2958521001689,2638,2328,344,1984,3862,1878,4577,715,79
1019.3007950466935,2628,2333,338,1995,3872,1877,4577,705,85
1026.2732499913006,2621,2352,335,2017,3879,1862,4576,697,89
1033.3668796667387,2609,2367,334,2033,3891,1858,4582,691,84
1040.396216964958,2599,2366,328,2038,3901,1863,4580,679,92
1047.3740169197424,2593,2386,323,2063,3907,1844,4588,681,89
1054.4526339273846,2587,2389,320,2069,3913,1844,4593,680,87
1061.4065388304948,2580,2395,317,2078,3920,1842,4596,676,87
1068.5593111028377,2570,2406,317,2089,3930,1841,4598,668,85
1075.5667751599883,2564,2410,313,2097,3936,1839,4603,667,84
1082.637946197077,2552,2404,312,2092,3948,1856,4609,661,79
1089.5846630846595,2539,2404,306,2098,3961,1863,4612,651,82
1096.6821908364896,2531,2401,298,2103,3969,1866,4626,657,76
1103.6933016312573,2524,2398,293,2105,3976,1871,4628,652,79
1110.7105366252777,2512,2394,290,2104,3988,1884,4624,636,86
1117.7837952297189,2498,2402,285,2117,4002,1885,4636,634,79
1124.7896662820697,2486,2388,282,2106,4014,1908,4644,630,74
1131.8033617695742,2480,2413,274,2139,4020,1881,4644,624,82
1138.8216967632382,2471,2408,272,2136,4029,1893,4661,632,67
1145.8428337021633,2460,2408,273,2135,4040,1905,4655,615,72
1152.8931140556595,2444,2419,271,2148,4056,1908,4660,604,69
1159.9380612728432,2437,2426,271,2155,4063,1908,4658,595,71
1166.9485729474109,2428,2429,266,2163,4072,1909,4655,583,79
1173.9572777735364,2424,2439,257,2182,4076,1894,4664,588,79
1180.745616413522,2420,2441,257,2184,4080,1896,4664,584,79
1187.982947794186,2407,2447,254,2193,4093,1900,4678,585,68
1194.9186704205983,2401,2433,250,2183,4099,1916,4674,575,76
1202.0269894725197,2395,2447,248,2199,4105,1906,4671,566,81
1209.0696373628684,2389,2457,247,2210,4111,1901,4686,575,67
1216.0709728060642,2377,2467,242,2225,4123,1898,4691,568,67
1223.1428762968626,2371,2479,238,2241,4129,1888,4694,565,68
1230.1434173151065,2361,2481,230,2251,4139,1888,4700,561,70
1237.156369784564,2353,2470,223,2247,4147,1900,4699,552,78
1244.1791123362375,2343,2456,220,2236,4157,1921,4700,543,80
1251.0764846615339,2338,2458,219,2239,4162,1923,4708,546,73
1258.2939834615293,2329,2466,214,2252,4171,1919,4709,538,77
1265.3206423559002,2320,2467,207,2260,4180,1920,4728,548,65
