Time,sp1,sp2,sp3,SpeciesR,SpeciesL_1,SpeciesR_1,sp4,sp5
3643.1800799333055,13,10,1,74,752,824,114,40
3663.2431842051524,15,12,1,72,750,831,118,36
3683.2612104416057,14,11,1,74,738,831,121,43
3703.2709051602565,16,10,1,69,742,825,126,44
3723.300720976829,16,11,1,64,753,846,121,42
3743.3762260867215,16,11,1,68,752,831,123,44
3763.3898968678973,14,12,1,62,743,836,121,48
3783.401491233231,14,12,1,69,743,845,122,47
3803.4159783787422,17,13,1,68,740,825,130,48
3823.4169770695394,17,14,1,76,731,828,124,45
3843.4169953337614,19,13,1,74,754,832,122,48
3863.4484754373734,14,11,1,72,743,835,135,48
3883.45894024551,16,14,1,67,718,840,128,49
3903.4621652086034,15,12,1,68,725,830,126,54
3923.456762562698,18,15,1,69,716,843,133,57
3943.4991751959315,18,13,1,73,757,835,139,53
3963.4878057311535,15,12,1,71,728,832,136,57
3983.518286016222,16,10,2,73,726,829,135,55
4003.5558236045645,18,14,2,70,729,820,130,54
4023.5391231502076,18,12,3,66,743,830,148,57
4043.5894685559997,21,10,4,64,716,825,148,49
4063.5443466323727,15,10,4,67,707,819,147,54
4083.591944215676,16,12,4,68,710,826,134,50
4103.569609855604,15,11,4,72,705,822,144,62
4123.58347077496,16,12,4,68,731,824,149,59
4143.616756585791,15,12,4,69,724,827,154,64
4163.6245494896575,20,15,4,69,723,814,143,67
4183.667981993233,19,14,4,66,731,811,150,67
4203.657657289374,22,15,4,70,714,791,159,62
4223.680983133972,21,13,4,66,721,826,154,67
4243.67174122669,20,16,4,69,703,800,149,72
4263.719764132303,15,17,4,71,719,792,155,74
4283.696651739666,16,16,5,69,718,810,151,78
4303.731755823855,19,16,5,72,712,794,161,78
4323.697928104366,18,16,5,66,697,816,159,73
4343.726772611815,16,19,5,71,700,802,154,76
4363.7744642886855,18,14,5,66,713,793,161,82
4383.784924537102,23,15,6,70,707,792,166,79
4403.774254146897,18,13,7,70,714,788,159,79
4423.817548578465,19,18,7,65,706,796,168,75
4443.822361906217,20,18,7,69,704,807,164,71
4463.843677681363,15,16,7,71,693,799,161,87
4483.904245098042,21,18,7,66,696,810,163,89
4503.932145256876,19,15,8,71,678,810,177,93
4523.991378786151,19,15,8,69,690,783,170,82
4543.984134996575,18,17,8,67,708,776,164,92
4563.987856954616,20,18,9,71,690,799,171,99
4584.00254268161,19,18,9,66,693,785,173,92
4604.0132415533735,21,17,9,69,685,771,169,92
4624.012730069921,23,19,9,64,691,769,179,98
4643.991228636399,21,18,9,67,693,760,173,98
4664.068358708616,21,21,9,59,692,772,177,101
4684.059937868133,22,18,11,59,678,760,178,103
4704.020828916341,22,23,11,64,689,773,185,97
4724.0837029464765,19,22,11,61,686,773,180,106
4744.155608553232,23,23,12,60,684,762,185,106
4764.2013082975245,23,20,12,60,670,778,167,115
4784.205290720125,23,27,14,66,676,762,188,115
4804.165023160072,18,23,14,62,678,753,195,106
4824.239219445434,17,25,14,59,664,761,186,109
4844.24703778229,20,28,14,65,673,760,172,112
4864.249436408037,22,31,14,62,650,759,188,117
4884.258124064237,23,29,14,62,663,739,184,115
4904.243528384702,23,29,15,61,670,759,186,119
4924.213480717588,19,30,17,60,645,748,194,116
4944.285183176866,23,33,17,61,655,749,185,114
4964.334763772699,21,32,18,65,664,736,189,120
4984.35712377527,21,36,18,61,663,751,192,121
5004.351102687134,24,31,18,61,666,734,197,127
5024.415365264876,20,27,18,59,651,727,197,132
5044.453298573562,24,33,19,67,646,724,195,141
5064.500614506694,22,30,19,64,661,736,195,134
5084.489839523845,20,26,19,59,633,731,202,134
5104.502359622956,24,35,21,64,655,713,198,142
5124.487249198672,20,29,21,62,646,726,204,139
5144.5349521902845,18,30,22,68,646,725,194,140
5164.523849581412,21,29,22,58,644,717,202,151
5184.543195969322,21,30,24,63,655,719,205,148
5204.553796532484,22,35,25,63,637,695,214,155
5224.554357295239,21,35,25,61,633,692,203,154
5244.573208134611,20,35,26,62,611,703,203,156
5264.574339172743,26,40,26,64,633,712,197,162
5284.5766023902615,25,38,26,64,625,692,204,161
5304.61828552554,26,37,26,60,640,682,201,169
5324.614057911019,24,34,26,63,643,687,208,158
5344.612515517635,24,40,27,61,651,677,206,158
5364.645571688825,25,37,27,64,635,683,214,176
5384.67041951782,21,34,27,62,616,667,211,177
5404.680499076008,28,37,27,60,626,679,217,180
5424.673847251274,27,36,27,60,633,672,230,185
5444.707839153992,23,40,29,60,622,661,218,181
5464.705952415306,20,34,31,61,623,679,216,181
5484.712278885178,21,37,32,62,595,671,234,190
5504.730092356336,23,41,32,63,613,660,224,192
5524.738253534568,26,38,32,63,610,661,218,184
5544.773337312423,25,38,35,68,606,655,229,204
5564.7730368953435,23,40,36,64,610,667,221,202
5584.771518432545,22,42,40,66,613,658,225,194
5604.768994426837,24,33,44,63,602,645,235,206
5624.781056412633,24,39,45,57,603,648,230,193
5644.853555410996,24,45,48,58,600,646,233,209
5664.8629017920875,20,42,47,62,600,646,229,195
5684.874575057099,23,42,49,59,593,632,239,203
5704.9066999608085,23,42,50,64,593,633,231,206
5724.887404402148,24,47,50,58,584,620,234,217
5744.957654686454,21,49,51,61,595,625,243,210
5764.998927001768,23,46,54,59,600,612,237,218
5785.018984139339,22,41,54,59,593,600,242,222
5805.023255390916,22,53,54,65,579,592,242,223
5825.033744758459,24,54,55,59,578,572,239,234
5844.957323868918,26,53,57,60,578,590,231,234
5865.060844270555,21,54,59,64,574,607,245,229
5885.062163867907,20,52,61,63,586,602,248,227
5905.050884509445,23,55,61,60,583,584,253,237
5925.056877898003,20,50,63,60,574,583,253,246
5945.048120599505,20,52,65,64,568,576,250,239
5965.079309546139,21,51,68,63,563,557,240,245
5985.101361892721,25,56,68,60,553,571,257,255
6005.086886857263,22,57,74,57,570,576,253,252
6025.109774281081,26,57,77,61,564,569,240,246
6045.132340878056,26,50,80,65,567,556,248,262
6065.113961925726,22,53,81,63,545,546,245,257
6085.1933961325885,28,65,82,62,554,553,252,255
6105.190832576078,29,64,85,58,563,556,265,257
6125.196575027653,26,61,87,60,552,547,277,272
6145.27726484712,25,64,90,57,556,524,264,274
6165.292273179301,25,64,92,58,541,534,266,276
6185.379287492525,24,66,92,57,538,546,256,272
6205.385689777712,28,67,92,62,546,531,267,289
6225.411988386486,26,69,96,61,550,516,260,276
6245.4164583205975,26,69,97,59,542,517,267,281
6265.4032225381125,22,75,101,62,535,502,268,297
6285.39753180476,24,75,108,59,521,511,272,290
6305.426320585431,27,76,110,56,528,497,262,289
6325.414010031347,27,68,112,57,540,497,271,291
6345.400549340577,27,68,115,59,542,482,272,290
6365.464393186252,30,75,117,60,554,490,273,296
6385.474385165695,27,67,121,60,532,475,267,293
6405.473033486291,26,80,123,58,530,479,264,301
6425.436294598035,27,78,126,61,529,486,258,295
6445.475209303857,26,76,129,60,524,461,270,315
6465.495688070746,22,78,130,58,537,470,271,311
6485.506149329831,31,74,134,61,533,445,269,318
6505.512820507842,25,78,135,61,506,447,265,324
6525.518938147456,21,77,137,64,506,441,276,311
6545.532663010248,25,71,143,61,511,435,287,311
6565.52054633084,23,82,149,58,521,421,299,318
6585.556576642555,28,88,152,56,507,427,275,319
6605.478800101711,24,85,157,62,507,427,286,317
6625.565644191426,26,86,159,61,503,427,279,334
6645.562158089562,20,82,161,58,503,420,286,316
6665.555605021733,23,85,166,57,503,411,279,327
6685.608958066986,24,90,171,59,518,390,288,327
6705.616987291499,25,89,176,58,513,407,283,328
6725.629497261334,26,79,180,57,500,397,272,322
6745.641639706736,21,84,183,57,502,395,301,312
6765.643497651471,25,85,186,59,494,393,291,317
6785.633579583637,23,78,187,60,490,379,283,322
6805.674138936082,27,88,190,56,499,392,286,327
6825.660891815359,23,85,198,59,488,385,289,315
6845.672863953404,22,99,206,57,494,389,290,330
6865.708398062823,29,94,211,61,494,368,293,327
6885.761799575215,25,96,216,60,481,373,280,319
6905.742812768379,24,99,220,58,489,370,288,318
6925.810492975274,28,97,225,61,490,365,292,319
6945.771560747594,26,93,229,63,485,368,291,324
6965.795419937247,23,102,235,55,483,352,292,318
6985.822398440601,30,101,241,58,487,344,282,331
7005.837275759368,24,100,245,56,478,333,288,323
7025.835242088323,24,106,250,55,484,336,282,321
7045.849235725304,28,91,253,61,479,336,288,323
7065.881184011195,30,106,261,63,457,315,286,318
7085.892863370957,27,111,265,58,471,318,288,341
7105.916371449044,25,104,270,58,462,315,281,330
7125.921049957625,22,113,275,60,470,317,297,322
7145.906145640516,27,104,276,61,462,317,300,330
7165.959087550894,20,102,282,61,471,307,316,334
7185.963302091415,25,104,290,61,463,310,299,319
7205.970646847438,28,96,294,60,458,298,312,315
7226.025954193665,28,116,300,63,458,293,308,316
7246.035854079664,25,109,308,60,458,280,303,321
7266.043752084349,29,101,317,61,474,291,295,307
7286.013387724696,25,108,320,63,473,284,307,310
7306.048294083699,27,115,325,58,462,288,304,307
7326.078517376645,29,113,324,51,454,273,297,306
7346.0919955329955,27,107,332,60,453,286,303,318
7366.136034339039,20,117,336,64,445,275,288,310
7386.146421179514,29,119,340,60,448,262,292,319
7406.09491139012,27,123,342,55,458,258,301,317
7426.179486082203,26,124,346,61,449,279,301,305
7446.19120785061,26,118,353,62,438,266,296,309
7466.208456949024,23,133,358,57,438,254,300,312
7486.181282988222,25,121,361,62,439,253,295,317
7506.227409724175,27,124,365,58,449,241,300,313
7526.194644152511,28,117,365,62,437,245,305,317
7546.272986970438,26,123,372,60,441,229,291,320
7566.272054767025,26,129,377,56,422,232,304,308
7586.315778465434,27,138,381,55,426,223,292,322
7606.317648205121,30,126,384,59,436,223,286,323
7626.340332804809,26,126,389,64,445,215,293,317
7646.280194808839,22,150,401,61,420,211,298,317
7666.386367887448,26,137,409,55,413,212,294,319
7686.378998490045,27,137,414,57,432,211,292,305
7706.35167362796,30,144,419,60,442,205,304,302
7726.392426396434,30,149,425,55,420,202,284,300
7746.412914130379,27,138,429,57,427,190,280,307
7766.435360838929,30,151,435,57,422,200,294,295
7786.459780882571,26,145,444,58,415,189,301,297
7806.465462991949,30,146,451,55,419,191,303,287
7826.49222964627,27,148,461,53,430,180,294,289
7846.516452088306,33,146,464,56,412,183,297,294
7866.574610693427,29,149,468,59,410,172,309,280
7886.6017021265925,27,152,477,53,417,165,293,279
7906.629802947094,27,155,487,55,425,170,304,281
7926.650414060857,28,157,495,58,422,171,307,283
7946.5983177798,29,156,501,54,413,159,293,284
7966.654380135932,29,152,508,52,408,164,297,279
7986.657200622141,25,167,509,60,404,159,301,286
8006.736635684138,25,153,518,61,412,147,299,272
8026.765540913527,25,161,523,57,412,143,303,274
8046.747397421957,30,160,527,53,413,144,303,276
8066.813520658067,29,157,530,55,406,146,303,271
8086.809695217852,29,164,536,56,412,132,296,268
8106.887672646505,30,165,545,60,395,129,295,277
8126.891787945319,31,171,554,58,413,129,300,268
8146.8675306006835,32,156,560,50,405,127,307,251
8166.912547845974,29,158,568,56,399,125,288,260
8186.917142963481,31,156,571,53,386,119,292,265
8206.987122090539,36,158,577,56,403,127,309,247
8227.016783427223,29,162,580,56,405,117,288,247
8247.078910583892,29,170,589,57,406,108,295,260
8267.076092938725,32,167,592,58,390,115,306,245
8287.049834959802,33,172,597,55,397,110,294,256
8307.103276632755,33,162,603,57,391,108,287,241
8327.127005186465,27,174,611,53,385,103,287,234
8347.128963102516,29,173,617,56,396,104,286,232
8367.124845063086,30,174,622,56,391,102,301,233
8387.11659966692,32,171,627,55,394,94,303,232
8407.20180130111,30,172,634,61,395,99,307,229
8427.161936036198,30,182,638,57,385,94,300,225
8447.213737022206,33,184,647,55,383,98,301,219
8467.236365055567,30,170,650,51,372,89,306,223
8487.24401410754,30,173,654,54,374,82,309,225
8507.282919685062,30,180,656,56,368,85,313,217
8527.282960173376,33,179,666,54,377,82,323,209
8547.324928168966,32,181,667,52,377,80,306,212
8567.330181290898,32,177,677,50,367,77,297,213
8587.358197682426,29,182,682,56,375,77,310,209
8607.302232152237,28,178,689,52,374,80,306,205
8627.336959448645,32,177,695,54,361,69,298,196
8647.340680324382,32,188,700,54,356,67,291,194
8667.348736636846,31,187,704,54,371,69,306,190
8687.372795925474,31,195,704,51,371,74,305,188
8707.387773114995,28,192,711,58,372,67,303,190
8727.395153105866,31,190,714,56,357,62,301,182
8747.407397692401,32,200,720,49,368,58,316,181
8767.407524269203,31,198,730,58,352,58,312,176
8787.457449446003,32,193,732,53,355,61,304,177
8807.490015775014,33,190,740,54,370,56,303,181
8827.5161642888,34,191,748,55,353,50,312,165
8847.503340203075,32,195,749,56,358,47,314,176
8867.5474368508,32,210,757,53,365,48,308,166
8887.595941691965,32,193,758,52,362,46,302,169
8907.614696757024,28,202,760,53,356,47,310,163
8927.751521508695,31,201,772,59,346,41,311,162
8947.742809489599,28,205,775,53,343,40,309,155
8967.776916256626,33,202,778,56,337,43,317,153
8987.765441048841,32,209,781,53,345,39,309,149
9007.826973723495,31,197,789,54,328,36,313,148
9027.835523125972,30,211,794,52,343,41,314,151
9047.872680220184,29,209,798,52,338,39,317,141
9067.867258019796,28,206,802,55,337,42,312,135
9087.92199154682,31,218,802,50,341,35,316,129
9107.918918052685,30,199,811,52,333,39,325,134
9127.979960592933,24,210,817,50,323,36,323,121
9147.988203730603,31,218,819,49,324,39,310,128
9167.99950875809,33,200,824,53,314,33,320,123
9188.038105568934,36,220,829,51,327,30,313,117
9208.070673509861,32,225,833,55,331,32,306,113
9228.070443568851,29,231,837,51,314,30,313,117
9248.137935717072,31,235,838,49,314,25,325,115
9268.122037809337,33,228,844,54,309,20,321,113
9288.11003787093,31,219,846,54,323,22,304,105
9308.189630821498,37,239,851,46,313,22,319,110
9328.162890138434,33,230,856,52,320,23,315,105
9348.210732544132,30,228,859,53,314,20,310,102
9368.207588587333,31,219,861,51,318,20,311,102
9388.21030464819,28,224,867,57,314,19,313,87
9408.23860358767,31,238,869,53,314,16,314,97
9428.273834987775,29,233,874,55,312,16,303,85
9448.342913450631,33,234,883,49,306,12,309,90
9468.34187368188,31,242,884,50,306,14,307,92
9488.34082536653,36,234,888,44,309,11,319,82
9508.329372413129,35,233,892,48,299,11,313,78
9528.341974905037,32,231,898,50,309,12,315,76
9548.41702610961,29,235,898,52,296,10,316,75
9568.367608587752,34,232,899,52,298,12,310,78
9588.427062787763,37,237,897,52,298,12,320,73
9608.437493960942,33,243,902,50,296,12,331,78
9628.478823371224,33,239,906,53,297,12,318,72
9648.474344652966,30,243,906,54,286,7,316,70
9668.493507922345,33,240,912,56,280,9,317,67
9688.537297211185,34,252,911,52,284,8,320,67
9708.586632080642,39,248,920,47,285,10,325,63
9728.666070991325,29,241,921,51,284,9,324,62
9748.630234567683,30,250,921,45,283,9,313,61
9768.706616124122,31,250,923,51,281,9,328,59
9788.70235071192,34,253,925,46,280,7,322,57
9808.743790021486,35,260,926,50,283,8,335,56
9828.73921821438,35,250,925,51,274,8,323,56
9848.729886553481,32,242,929,54,275,6,321,54
9868.87517409029,30,251,932,55,272,7,324,51
9888.865380962407,31,245,937,49,260,7,316,52
9908.901236836171,30,258,935,48,281,5,316,47
9928.917038897825,31,259,939,53,273,7,323,47
9948.868807678145,34,263,937,48,277,8,307,48
9968.905307460027,31,258,938,55,265,7,322,40
9988.931058909036,29,262,941,52,270,8,318,44
10008.963343293444,31,272,942,48,266,8,319,36
10028.949546967402,32,268,944,52,271,8,322,35
10048.894346136733,36,266,950,51,273,8,320,35
10068.985594694324,29,281,953,48,265,7,311,31
10088.971666499545,37,270,949,49,269,6,315,33
10109.06180632531,36,277,956,45,268,7,323,26
10129.066510744464,34,259,958,52,259,6,322,30
10149.120390996952,34,265,957,51,263,6,317,34
10169.132587623533,34,268,957,47,257,6,321,29
10189.144128438827,34,276,958,52,261,6,322,30
10209.159115734215,33,280,958,54,264,5,310,27
10229.171928318861,29,261,961,51,267,5,307,22
10249.174394837684,28,279,956,47,264,6,316,28
10269.217551957418,34,283,961,53,259,4,309,28
10289.227570901174,32,276,960,51,246,4,318,28
10309.218158195075,36,263,965,48,260,5,319,24
10329.331902962944,39,256,964,46,251,5,315,26
10349.2729802844,38,262,965,48,252,4,320,26
10369.323740193637,38,271,964,46,245,4,318,24
10389.389988967892,36,273,970,51,265,3,321,25
10409.384125347273,35,289,966,51,254,2,327,23
10429.452466393139,33,278,972,47,246,2,322,21
10449.452139408673,36,293,973,49,247,2,318,22
10469.451016583154,32,278,970,48,234,2,319,24
10489.518010199725,37,282,970,43,239,2,312,21
10509.506361192014,35,284,974,49,233,1,313,21
10529.551019834124,33,282,974,46,247,2,319,21
10549.56688683625,37,281,972,49,243,2,319,21
10569.600263458578,38,281,976,47,242,2,320,21
10589.597735751035,38,292,977,47,234,2,317,16
10609.626775991039,32,299,980,50,234,1,322,15
10629.643697943877,38,283,978,50,239,1,323,15
10649.630190915344,38,287,979,45,245,2,318,15
10669.587896583222,38,298,979,43,237,2,321,16
10689.638660786866,31,293,977,50,233,2,318,16
10709.721652993625,33,307,981,49,239,2,312,14
10729.70945218494,35,299,979,48,227,1,306,12
10749.772896755821,39,311,981,47,228,1,307,15
10769.790760329908,34,313,983,51,229,0,305,13
10789.842399352005,37,310,979,49,230,1,324,14
10809.848442469285,35,313,982,48,226,1,314,13
10829.821021451635,42,322,981,46,219,1,318,12
10849.852633961107,39,319,983,48,226,0,317,13
10869.954576667098,38,302,984,51,237,0,308,13
10889.952704325033,36,313,981,52,225,0,307,11
10909.97069475296,36,321,985,52,229,0,302,12
10929.995374289094,37,320,985,47,224,0,306,10
10950.03873822557,35,311,986,50,223,0,311,12
10970.022778063523,36,313,987,48,217,0,306,8
10990.103869241422,31,316,987,45,211,0,311,8
11010.129005714556,38,313,988,52,221,0,319,8
11030.111713261913,30,332,988,45,215,0,309,7
11050.135882429478,38,331,991,50,216,0,311,6
11070.197215309887,31,328,990,50,210,0,304,7
11090.24899270173,33,331,988,47,211,0,305,6
11110.252963268256,39,327,990,48,209,0,307,5
11130.304647901365,36,321,990,49,212,0,307,7
11150.28211680888,38,341,992,46,195,0,302,7
11170.337376674963,40,324,990,49,198,0,312,6
11190.341475692847,34,333,990,49,196,0,303,6
11210.366996664692,33,354,990,45,200,0,298,6
11230.377053245116,40,338,994,52,200,0,299,5
11250.397066902804,33,332,993,45,193,0,300,5
11270.358384561961,39,343,992,45,196,0,296,4
11290.37960533343,35,336,992,46,194,0,292,5
11310.482263251659,40,340,995,47,195,0,299,3
11330.467867456926,38,348,996,45,189,0,302,3
11350.344559987541,34,358,995,46,179,0,299,4
11370.47853034599,33,353,997,46,185,0,309,2
11390.492987112139,36,360,995,47,190,0,303,3
11410.528383526967,33,368,997,53,194,0,297,2
11430.57776534631,37,346,996,46,188,0,304,2
11450.647955754861,39,355,994,49,192,0,296,1
11470.67507583601,36,351,991,52,186,0,298,1
