Time,sp_0,sp_1,sp3,sp4,sp5,sp6,sp7,sp8
0.14516254336310996,448,52,779,779,552,552,948,169
0.14618016618394414,444,51,781,781,556,556,949,168
0.14748249831442156,439,49,781,781,561,561,951,170
0.14854517042042728,434,48,784,784,566,566,952,168
0.14949509651846368,431,48,787,787,569,569,952,165
0.15063014250192364,430,46,791,791,570,570,954,163
0.1516979570467731,427,45,794,794,573,573,955,161
0.15289592674967853,424,44,799,799,576,576,956,157
0.15409062199381357,423,44,802,802,577,577,956,154
0.1551218458101878,420,43,805,805,580,580,957,152
0.15628175202521702,416,42,809,809,584,584,958,149
0.15745512486269136,413,42,814,814,587,587,958,144
0.1585008812791448,409,41,817,817,591,591,959,142
0.15977256761574754,404,41,824,824,596,596,959,135
0.15990843636815635,402,41,825,825,598,598,959,134
0.1620370748750025,400,40,827,827,600,600,960,133
0.16347163366560644,399,39,831,831,601,601,961,130
0.1644283779684231,397,39,834,834,603,603,961,127
0.1659882002919031,394,39,837,837,606,606,961,124
0.16747204472779662,394,38,841,841,606,606,962,121
0.16869785733106335,391,37,845,845,609,609,963,118
0.1696381469750312,390,35,849,849,610,610,965,116
0.17047012770040892,390,34,852,852,610,610,966,114
0.17137704489540354,388,33,852,852,612,612,967,115
0.17298631764816647,385,32,854,854,615,615,968,114
0.17384719239310706,384,32,857,857,616,616,968,111
0.17537198235337956,384,31,859,859,616,616,969,110
0.17647376057074385,383,31,862,862,617,617,969,107
0.17788461606913153,381,31,865,865,619,619,969,104
0.17887565928518737,379,31,867,867,621,621,969,102
0.17934709337789753,378,30,868,868,622,622,970,102
0.18124338236926116,376,29,870,870,624,624,971,101
0.18215885360108935,375,29,876,876,625,625,971,95
0.18336686649966097,369,26,878,878,631,631,974,96
0.18472645744194777,366,24,880,880,634,634,976,96
0.18571302411322776,366,24,882,882,634,634,976,94
0.18760012398748366,365,23,884,884,635,635,977,93
0.18874907967438515,361,23,890,890,639,639,977,87
0.18912463686261644,361,23,891,891,639,639,977,86
0.19111587314643677,360,23,899,899,640,640,977,78
0.1923479078074359,358,22,900,900,642,642,978,78
0.19375803832491803,354,22,901,901,646,646,978,77
0.19489723759510982,352,22,902,902,648,648,978,76
0.19641143346521575,350,21,903,903,650,650,979,76
0.19812299943814526,347,19,903,903,653,653,981,78
0.19922177889223466,345,19,903,903,655,655,981,78
0.20025595017559084,344,17,905,905,656,656,983,78
0.20141562027808685,341,17,906,906,659,659,983,77
0.2021916880715365,338,16,907,907,662,662,984,77
0.20351287760051345,337,16,911,911,663,663,984,73
0.2051842655901614,330,16,915,915,670,670,984,69
0.2067611425133021,330,15,917,917,670,670,985,68
0.2078892782386618,328,14,919,919,672,672,986,67
0.21021495966729303,326,14,922,922,674,674,986,64
0.21270081922990777,324,13,924,924,676,676,987,63
0.21359396799713026,324,12,926,926,676,676,988,62
0.21527369637791413,322,11,929,929,678,678,989,60
0.21695717272465084,322,10,930,930,678,678,990,60
0.21771120883126036,317,10,931,931,683,683,990,59
0.21886669578618365,316,10,936,936,684,684,990,54
0.2202860223347482,314,10,937,937,686,686,990,53
0.22143050285981788,311,10,939,939,689,689,990,51
0.22251757712560097,309,10,941,941,691,691,990,49
0.22329836535140027,306,9,942,942,694,694,991,49
0.2244735605287816,304,9,943,943,696,696,991,48
0.22512263651447648,304,9,944,944,696,696,991,47
0.22639611786422406,304,9,945,945,696,696,991,46
0.2284674692781021,303,9,946,946,697,697,991,45
0.22996200390710425,299,9,948,948,701,701,991,43
0.23105666215164916,296,9,950,950,704,704,991,41
0.2324976490513938,293,9,952,952,707,707,991,39
0.23385474284000826,289,9,952,952,711,711,991,39
0.2347763934244664,286,9,952,952,714,714,991,39
0.23676107600132434,284,8,954,954,716,716,992,38
0.2376040514868596,283,7,955,955,717,717,993,38
0.23857562145925423,283,6,955,955,717,717,994,39
0.2402875554534375,282,5,955,955,718,718,995,40
0.24219967198786332,282,5,956,956,718,718,995,39
0.24442695382135926,281,5,957,957,719,719,995,38
0.245699676717348,278,5,959,959,722,722,995,36
0.2472681919195619,277,5,960,960,723,723,995,35
0.2510335736203112,276,4,962,962,724,724,996,34
0.2519257288404681,276,4,965,965,724,724,996,31
0.252644578416145,275,4,965,965,725,725,996,31
0.25445448183389485,272,4,965,965,728,728,996,31
0.2565285013154166,271,4,966,966,729,729,996,30
0.2567912719180164,270,4,966,966,730,730,996,30
0.2581074629811586,266,4,967,967,734,734,996,29
0.2598121548031159,265,4,969,969,735,735,996,27
0.2624891062749024,262,4,969,969,738,738,996,27
0.2635426723274398,259,4,969,969,741,741,996,27
0.2652141508318008,258,4,970,970,742,742,996,26
0.268449518834971,256,3,972,972,744,744,997,25
0.2697106419740852,252,3,973,973,748,748,997,24
0.2701609309326442,250,3,973,973,750,750,997,24
0.27167169456937507,249,3,973,973,751,751,997,24
0.27384024176202565,247,3,973,973,753,753,997,24
0.2744319728143141,246,3,973,973,754,754,997,24
0.2761840916001105,245,3,974,974,755,755,997,23
0.27722193370705356,242,3,974,974,758,758,997,23
0.27785008127169336,241,3,974,974,759,759,997,23
0.280102463133596,240,3,975,975,760,760,997,22
0.28150563012870555,239,3,976,976,761,761,997,21
0.28248706597555706,237,3,976,976,763,763,997,21
0.28339227338091016,236,3,976,976,764,764,997,21
0.28635464636872215,234,3,977,977,766,766,997,20
0.2875649761337306,234,3,978,978,766,766,997,19
0.2898350076869562,233,3,978,978,767,767,997,19
0.29102506024396013,232,3,979,979,768,768,997,18
0.2923755046258976,230,3,979,979,770,770,997,18
0.29307926657290506,229,3,979,979,771,771,997,18
0.2949131265373652,224,3,979,979,776,776,997,18
0.2955809409491631,222,3,980,980,778,778,997,17
0.2966998115008014,221,3,981,981,779,779,997,16
0.29861606152402026,219,2,981,981,781,781,998,17
0.2995984079736901,217,2,982,982,783,783,998,16
0.30078170393397896,216,2,982,982,784,784,998,16
0.30263156695642,214,2,984,984,786,786,998,14
0.3044281220108102,212,2,984,984,788,788,998,14
0.3064293355760344,212,2,987,987,788,788,998,11
0.3078647699476306,209,2,988,988,791,791,998,10
0.3097284287769446,207,2,989,989,793,793,998,9
0.3106681453071672,205,2,990,990,795,795,998,8
0.3122667718239518,204,2,990,990,796,796,998,8
0.313882109138055,202,2,990,990,798,798,998,8
0.31557811004089037,199,2,990,990,801,801,998,8
0.31694725052471245,198,2,990,990,802,802,998,8
0.3190788392225226,197,1,990,990,803,803,999,9
0.32069322176639825,195,1,990,990,805,805,999,9
0.32336089292128456,195,1,991,991,805,805,999,8
0.32621355889780684,193,1,991,991,807,807,999,8
0.3293239370906862,191,1,991,991,809,809,999,8
0.3298324956757988,190,1,991,991,810,810,999,8
0.331948701892281,190,0,992,992,810,810,1000,8
0.3337170663167269,188,0,992,992,812,812,1000,8
0.33426231786568167,186,0,992,992,814,814,1000,8
0.33692609607418234,183,0,992,992,817,817,1000,8
0.3386175843227329,182,0,992,992,818,818,1000,8
0.34125324284646696,179,0,992,992,821,821,1000,8
0.34473044250091883,178,0,992,992,822,822,1000,8
0.35011911253581013,176,0,992,992,824,824,1000,8
0.3509405406876972,176,0,993,993,824,824,1000,7
0.3530363257832595,171,0,994,994,829,829,1000,6
0.3558962466246471,168,0,994,994,832,832,1000,6
0.35741726660311374,167,0,994,994,833,833,1000,6
0.3617139218098682,166,0,994,994,834,834,1000,6
0.3635958719706732,164,0,995,995,836,836,1000,5
0.3643196600856033,163,0,995,995,837,837,1000,5
0.3657575346686773,162,0,996,996,838,838,1000,4
0.3675698481619209,161,0,996,996,839,839,1000,4
0.3694092673285764,160,0,996,996,840,840,1000,4
0.37218149690452934,159,0,996,996,841,841,1000,4
0.3744994342642687,156,0,996,996,844,844,1000,4
0.37529621752710646,155,0,997,997,845,845,1000,3
0.37710567359280633,153,0,997,997,847,847,1000,3
0.3793953462498974,152,0,997,997,848,848,1000,3
0.38116150381487307,151,0,998,998,849,849,1000,2
0.38249553181623164,148,0,998,998,852,852,1000,2
0.3854156633098958,147,0,998,998,853,853,1000,2
0.38719977473009115,146,0,998,998,854,854,1000,2
0.3902093788960293,144,0,998,998,856,856,1000,2
0.39201497686402487,142,0,998,998,858,858,1000,2
0.39323933511398,141,0,998,998,859,859,1000,2
0.39499472331738417,140,0,998,998,860,860,1000,2
0.40342416260093933,138,0,998,998,862,862,1000,2
0.4088089839412666,137,0,998,998,863,863,1000,2
0.4121694583690631,136,0,998,998,864,864,1000,2
0.4144467803391574,134,0,999,999,866,866,1000,1
0.41599625496452014,132,0,999,999,868,868,1000,1
0.4174191911800121,130,0,999,999,870,870,1000,1
0.41892421784176664,128,0,999,999,872,872,1000,1
0.4196456129600677,127,0,999,999,873,873,1000,1
0.42257676589228194,125,0,999,999,875,875,1000,1
0.4251520257986889,124,0,999,999,876,876,1000,1
0.42863016041524277,123,0,999,999,877,877,1000,1
0.4331358272945448,119,0,999,999,881,881,1000,1
0.4339224861082136,118,0,999,999,882,882,1000,1
0.4354107629934021,117,0,1000,1000,883,883,1000,0
0.436138589273643,116,0,1000,1000,884,884,1000,0
0.4372056066819566,115,0,1000,1000,885,885,1000,0
0.4406525939116756,112,0,1000,1000,888,888,1000,0
0.44183997721258716,111,0,1000,1000,889,889,1000,0
0.4471056508170621,110,0,1000,1000,890,890,1000,0
0.4496222279981434,109,0,1000,1000,891,891,1000,0
0.45356140918798904,107,0,1000,1000,893,893,1000,0
0.45475447561136395,105,0,1000,1000,895,895,1000,0
0.455859323152296,104,0,1000,1000,896,896,1000,0
0.4569696816943888,102,0,1000,1000,898,898,1000,0
0.45821353816075316,101,0,1000,1000,899,899,1000,0
0.4629146850512119,100,0,1000,1000,900,900,1000,0
0.4656301422940797,98,0,1000,1000,902,902,1000,0
0.4673612501512808,96,0,1000,1000,904,904,1000,0
0.4680249378968836,94,0,1000,1000,906,906,1000,0
0.4696709989184022,93,0,1000,1000,907,907,1000,0
0.47596241493076147,91,0,1000,1000,909,909,1000,0
0.4831622892716664,90,0,1000,1000,910,910,1000,0
0.4850611045882756,89,0,1000,1000,911,911,1000,0
0.4959220329876655,87,0,1000,1000,913,913,1000,0
0.4965987917895594,85,0,1000,1000,915,915,1000,0
0.49828793782918185,84,0,1000,1000,916,916,1000,0
0.5016313003012322,81,0,1000,1000,919,919,1000,0
0.5049984815881537,80,0,1000,1000,920,920,1000,0
0.5085937175627252,79,0,1000,1000,921,921,1000,0
0.509835575801605,78,0,1000,1000,922,922,1000,0
0.5162610633514465,75,0,1000,1000,925,925,1000,0
0.5165344219680911,74,0,1000,1000,926,926,1000,0
0.5247394991708124,71,0,1000,1000,929,929,1000,0
0.5332922134382214,70,0,1000,1000,930,930,1000,0
0.5391675945822328,68,0,1000,1000,932,932,1000,0
0.5411456716837114,67,0,1000,1000,933,933,1000,0
0.5429674283233937,66,0,1000,1000,934,934,1000,0
0.5443580815044712,65,0,1000,1000,935,935,1000,0
0.5496422969439035,63,0,1000,1000,937,937,1000,0
0.5502208335110902,62,0,1000,1000,938,938,1000,0
0.5523702205053012,61,0,1000,1000,939,939,1000,0
0.5546881105077762,60,0,1000,1000,940,940,1000,0
0.5591113568591018,59,0,1000,1000,941,941,1000,0
0.5602933149928715,57,0,1000,1000,943,943,1000,0
0.5615499164146281,56,0,1000,1000,944,944,1000,0
0.5631189685273497,55,0,1000,1000,945,945,1000,0
0.5661101662984768,54,0,1000,1000,946,946,1000,0
0.575911129533651,53,0,1000,1000,947,947,1000,0
0.5799633675510014,51,0,1000,1000,949,949,1000,0
0.5942369386032194,50,0,1000,1000,950,950,1000,0
0.5959564077656375,49,0,1000,1000,951,951,1000,0
0.5975581138073492,48,0,1000,1000,952,952,1000,0
0.6086740044431376,47,0,1000,1000,953,953,1000,0
0.6108397884890627,45,0,1000,1000,955,955,1000,0
0.623622880298492,44,0,1000,1000,956,956,1000,0
0.6257155218978958,42,0,1000,1000,958,958,1000,0
0.6271883324644628,41,0,1000,1000,959,959,1000,0
0.6310067078726386,40,0,1000,1000,960,960,1000,0
0.6366586679183729,38,0,1000,1000,962,962,1000,0
0.6373648093316215,37,0,1000,1000,963,963,1000,0
0.6516537019890233,35,0,1000,1000,965,965,1000,0
0.6524442518557516,34,0,1000,1000,966,966,1000,0
0.6545857096276517,33,0,1000,1000,967,967,1000,0
0.6566029726467599,32,0,1000,1000,968,968,1000,0
0.6592242599847145,31,0,1000,1000,969,969,1000,0
0.6664521056418804,29,0,1000,1000,971,971,1000,0
0.6694904907677882,28,0,1000,1000,972,972,1000,0
0.6732893298310846,27,0,1000,1000,973,973,1000,0
0.6989308185677775,26,0,1000,1000,974,974,1000,0
0.7034733600332239,25,0,1000,1000,975,975,1000,0
0.724338199172458,24,0,1000,1000,976,976,1000,0
0.7444372262431352,22,0,1000,1000,978,978,1000,0
0.7485468511451354,21,0,1000,1000,979,979,1000,0
0.7650939582795724,20,0,1000,1000,980,980,1000,0
0.7952476342613927,19,0,1000,1000,981,981,1000,0
0.8011735341808449,17,0,1000,1000,983,983,1000,0
0.8061451726836066,16,0,1000,1000,984,984,1000,0
0.810031003614539,14,0,1000,1000,986,986,1000,0
0.8198022749159828,13,0,1000,1000,987,987,1000,0
0.8215109178257302,12,0,1000,1000,988,988,1000,0
0.8554360282125613,11,0,1000,1000,989,989,1000,0
0.9041465121568422,10,0,1000,1000,990,990,1000,0
0.9531123201921677,9,0,1000,1000,991,991,1000,0
0.9623119504166607,8,0,1000,1000,992,992,1000,0
0.9686449401674025,7,0,1000,1000,993,993,1000,0
0.9999999996864494,7,0,1000,1000,993,993,1000,0
