Time,T21,T12
0,250,120
71.52965490951668,230.14917005036295,81.04172754380382
147.02906351758543,241.5816239099147,66.44205571766167
216.54953101206573,240.84463403890857,58.57247457212092
290.57618452189917,236.09104641682018,54.458445114405976
367.21462345354644,227.58811312999376,55.55335595957056
451.56884592468816,212.99255366523266,63.38884015415692
531.8639010003064,193.61170608465773,76.48269986315826
600.8627162162169,173.9418628096184,89.76556469205198
689.0144606262105,148.4140255615086,104.28883809638985
754.8759570103588,131.4252075278014,111.16381962023293
822.3968059690635,116.95574735850002,115.14204291755155
904.586246194299,103.53647569351563,117.54525806797126
983.9966217876818,94.44739235097863,118.62464186715357
1064.1327171976136,88.41910491829579,119.16022655168409
1144.9094270450266,84.87156209478144,119.44528896175485
1229.2571427825717,83.30003815913943,119.6140378897334
1300.483819597681,83.3396383796545,119.70303315734454
1403.5154066949015,85.19713449228753,119.7849440290355
1486.0260323224913,87.97607476371084,119.82731151508227
1555.7013947671066,91.09788181078433,119.85326759223634
1640.008583325091,95.72511526329279,119.8766386867057
1742.0202814802522,102.44000509232728,119.89696345856413
1865.4544362479974,111.98592731150714,119.91394811756281
2004.3835322956788,124.23268965310662,119.92668756789155
2071.4836084691206,130.5754523478707,119.93116651301378
2145.2936922599065,137.77417986669562,119.93513986424658
2223.5745069012423,145.56969695985134,119.93845346702498
2370.591494215328,160.3130883107105,119.94268462524687
2440.829750737569,167.25967490319215,119.94395304436848
2514.2990973828005,174.37238297301832,119.9448371511952
2595.115378692555,181.94914031228467,119.94533506745636
2724.017347381614,193.3507933306349,119.94518665934154
2816.426724245253,200.91446794077612,119.94440522112329
2928.242070250256,209.3000632178846,119.94271622260545
3062.2199757320964,218.16269241395798,119.93958269113017
3139.4167688906805,222.66162074120223,119.93718864366389
3224.3332413651233,227.09368995422113,119.934011140073
3369.115826934048,233.4272794584056,119.92711063559804
3487.7908430407056,237.53029375702135,119.91981756307763
3556.170257083113,239.48501955754722,119.91482149673665
3701.5387458700648,242.7605220997459,119.90186022184359
3778.704992544399,244.07537619581885,119.89342590652126
3858.105131065624,245.17029069992796,119.88337029037356
3933.0988146336713,245.998617262166,119.87235592499232
