Time,Fuel,Reporter,sp1
0,7500,5000,0
7.011117919043452,7380,4881,0
14.038569529919872,7321,4824,0
21.05611586075137,7325,4834,2
28.07746323064565,7308,4824,2
35.085984127736694,7262,4799,2
42.08789847320851,7239,4792,3
49.11666740179302,7229,4801,4
56.12584423576146,7216,4806,5
63.14362083210416,7178,4796,6
70.1478220966837,7148,4809,10
77.1498655065618,7110,4798,14
84.14700231277158,7076,4806,21
91.15608906715194,7011,4781,26
98.1978032069153,6990,4791,33
105.21230397892711,6925,4778,37
112.22241986811335,6874,4770,42
119.24514167696749,6838,4779,50
126.24583412162123,6794,4785,55
133.2826690079186,6732,4774,63
140.287410285254,6686,4762,79
147.3047445912823,6630,4757,87
154.28372904175825,6575,4753,100
161.26515532504857,6506,4721,111
168.35213963040877,6455,4706,130
175.34013095044244,6406,4687,145
182.37391841952814,6367,4687,161
189.40028415890635,6294,4653,183
196.392384872122,6227,4629,208
203.39978232911253,6169,4615,220
210.410047344141,6157,4621,239
217.4203491840053,6094,4589,260
224.42333047475944,6056,4580,278
231.44709363049367,6009,4551,307
238.451016771812,5975,4544,327
245.49121414929309,5926,4510,353
252.500443425472,5876,4501,370
259.5400514899705,5819,4472,400
266.5535937415473,5765,4437,426
273.58551667420943,5707,4408,449
280.59124741554564,5681,4403,475
287.6072067618744,5616,4376,493
294.6169339247707,5595,4369,514
301.66303523912086,5543,4333,543
308.689274235885,5500,4318,560
315.6952597734077,5448,4278,581
322.7260723536569,5421,4279,601
329.7046169123191,5385,4257,618
336.7239598766846,5363,4239,642
343.7133560801426,5326,4210,667
350.75870445649673,5293,4183,695
357.74780448301925,5264,4170,718
364.7707575712477,5225,4138,741
371.77343210133773,5203,4104,778
378.79882579544267,5162,4065,810
385.80857539383516,5134,4057,834
392.8202234756489,5103,4030,860
399.86013403735274,5057,3984,890
406.86638325162227,5031,3959,922
413.8869429569646,5020,3972,937
420.9447817273319,4987,3943,971
427.9301756093088,4943,3926,994
434.9607195576504,4912,3908,1015
441.9809089392489,4876,3866,1040
449.0026840003311,4829,3821,1059
456.0240702768927,4815,3825,1078
463.00896227820857,4784,3793,1103
470.01475781778447,4763,3780,1120
477.0420946654444,4730,3754,1148
484.0774572718622,4701,3743,1165
491.11103985401525,4672,3720,1195
498.15924230289016,4634,3693,1218
505.16098992836106,4595,3657,1248
512.1729015572091,4556,3621,1274
519.1870348001389,4542,3606,1299
526.2029142765408,4514,3563,1331
533.1886186209978,4501,3567,1353
540.2019875164528,4490,3552,1376
547.229374596137,4462,3522,1402
554.2612864302396,4450,3508,1426
561.2863244955755,4412,3471,1444
568.369509288788,4401,3466,1463
575.3919714354744,4371,3439,1482
582.3993406243195,4334,3405,1511
589.4210947568697,4315,3390,1526
596.414857613338,4299,3383,1539
603.4778231662594,4287,3362,1571
610.5017963600305,4258,3339,1588
617.5018592950003,4238,3312,1610
624.5215084178881,4215,3290,1634
631.4671442935153,4188,3255,1658
638.5295471415074,4166,3229,1678
645.5253042986761,4153,3217,1702
652.6192161041404,4144,3204,1724
659.5867144349247,4128,3186,1745
666.6276919147961,4118,3178,1768
673.5344505496603,4098,3152,1784
680.6452003273959,4074,3119,1810
687.6845837660702,4075,3112,1834
694.7128838227895,4052,3080,1857
701.68701444879,4036,3070,1875
708.712876597311,4022,3062,1893
715.7363749427943,3993,3034,1912
722.7245497828301,3973,3017,1925
729.7822379324675,3948,2984,1952
736.7623136510242,3932,2961,1974
743.8537239078092,3908,2935,1993
750.8761451356555,3888,2915,2016
757.8916132312486,3872,2894,2034
764.9306162037124,3855,2876,2057
771.9579153854776,3845,2864,2072
778.9816781893539,3829,2857,2082
786.0046673999393,3824,2853,2094
793.1265584737259,3801,2824,2119
800.1414607935889,3767,2790,2136
807.1227313864998,3758,2787,2147
814.1851761417718,3750,2775,2169
821.2236319333535,3738,2759,2188
828.2322861274492,3720,2740,2208
835.2523836795214,3708,2725,2223
842.2587459984625,3692,2702,2245
849.2691104159459,3684,2695,2257
856.2777279674203,3666,2675,2274
863.2653922301789,3648,2663,2286
870.1761745680587,3636,2651,2307
877.2690569633392,3612,2630,2321
884.3159585378938,3608,2617,2340
891.3924578401728,3588,2593,2359
898.3666158081585,3574,2579,2372
905.3823510910255,3573,2567,2389
912.3460670509761,3555,2544,2402
919.4139834424561,3539,2520,2420
926.4519100485425,3537,2518,2435
933.4265363957272,3516,2504,2446
940.4182998191317,3511,2489,2462
947.528665546995,3503,2478,2477
954.5961339352197,3489,2458,2491
961.6100018591479,3463,2433,2513
968.6867488793765,3453,2427,2525
975.6641639660369,3440,2419,2534
982.7608098739198,3439,2400,2558
989.7814788857391,3436,2394,2568
996.8179515482414,3414,2368,2586
1003.8153767183521,3407,2360,2602
1010.856838899966,3393,2340,2615
1017.8691080372117,3387,2333,2627
1024.8642290793089,3374,2314,2642
1031.8575910183474,3365,2288,2667
1038.9301551020549,3358,2282,2676
1045.9392530308583,3341,2269,2687
1052.890870985605,3332,2257,2698
1059.9290070726372,3331,2253,2706
1066.9860080327408,3327,2247,2720
1073.972174136613,3311,2227,2735
1080.993984055543,3291,2205,2748
1088.043295511368,3285,2200,2756
1095.0909229981048,3267,2187,2766
1102.0798583653968,3263,2180,2781
1109.010073300111,3252,2172,2789
1116.265496751173,3249,2164,2804
1123.2716565928154,3240,2157,2811
1130.3032976960105,3224,2143,2822
1137.2781927810956,3218,2131,2835
1144.2925459848311,3212,2119,2850
1151.286233078488,3205,2115,2859
1158.3540256204178,3188,2093,2873
1165.361623309929,3176,2079,2882
1172.455626819564,3165,2074,2892
1179.5251992573096,3162,2062,2909
1186.473184936644,3158,2051,2918
1193.570544066257,3157,2045,2928
1200.5674223733483,3146,2034,2939
1207.5721999328198,3131,2018,2950
1214.5858299778477,3132,2017,2959
1221.6479235365425,3116,1996,2975
1228.666057204822,3110,1984,2990
1235.665932420692,3090,1971,2995
1242.6915867575926,3079,1955,3007
1249.7396809306872,3080,1956,3012
1256.7215621662288,3079,1947,3025
1263.8074068630606,3074,1929,3044
1270.8425799381541,3066,1913,3056
1277.8424561818254,3062,1904,3067
1284.818529538756,3060,1902,3072
1292.083907591912,3051,1890,3080
1299.1381339518932,3037,1870,3094
1306.1595158717578,3034,1864,3103
1313.1655060847831,3036,1859,3114
1320.2112483276612,3031,1847,3127
1327.2340383739365,3015,1826,3137
1334.2446558673473,3014,1813,3152
1341.3516503738026,3012,1812,3160
1348.3633960019456,3010,1801,3173
1355.3983561763364,2997,1787,3181
1362.4402638850902,2997,1781,3191
1369.444187553153,2983,1772,3198
1376.3650143005084,2980,1771,3203
1383.4550495382252,2979,1763,3212
1390.50117162856,2965,1747,3220
1397.633535986404,2957,1735,3228
1404.5779283571867,2966,1740,3234
1411.6379522272446,2967,1738,3241
1418.6346124342224,2956,1721,3249
1425.6705119447065,2953,1719,3257
1432.7843991383222,2946,1709,3266
1439.8009410761204,2942,1699,3279
1446.7970919912998,2924,1676,3287
1453.8849617480323,2934,1675,3299
1460.9022656419163,2936,1667,3311
1467.8960044415203,2936,1661,3320
1474.9396768139206,2919,1644,3327
1481.9724027687466,2915,1636,3335
1489.0389674568955,2909,1625,3347
1496.057567683296,2906,1624,3353
1503.2082762508494,2907,1622,3358
1510.2183581229501,2896,1612,3362
1517.2315320669313,2883,1599,3366
1524.2815915394267,2889,1607,3371
1531.3472115949419,2885,1595,3383
1538.3745900293252,2884,1589,3392
1545.3860599674395,2876,1577,3401
1552.4379430934096,2870,1564,3412
1559.443321357153,2872,1563,3419
1566.4011177816515,2864,1549,3427
1573.4763635325858,2863,1545,3434
1580.4060522447417,2860,1538,3441
1587.5290832673552,2857,1526,3453
1594.5718825223803,2850,1509,3466
1601.5972751576523,2851,1507,3473
1608.6114249784139,2842,1498,3479
1615.6123998981725,2843,1498,3483
1622.6686859286142,2840,1492,3492
1629.6190093203018,2835,1489,3494
1636.6839759486445,2831,1480,3501
1643.721670040613,2831,1471,3513
1650.7482870828364,2829,1460,3524
1657.6797629104356,2826,1452,3534
1664.8043794668633,2822,1443,3541
1671.8317375876986,2820,1427,3557
1678.8637632789948,2811,1420,3561
1685.8860503415726,2811,1421,3562
1692.88343980368,2806,1410,3568
1699.9097359320742,2806,1409,3575
1706.8868019373544,2809,1407,3583
1713.8679787943042,2793,1386,3592
1721.0024276032464,2789,1378,3599
1728.0262282776355,2782,1367,3606
1735.0175024413677,2783,1364,3614
1741.97747294436,2778,1361,3618
1749.07068141052,2774,1356,3624
1756.123253941647,2775,1350,3632
1763.1802310387613,2765,1336,3642
1770.1835697325814,2767,1337,3646
1777.2732953547381,2758,1325,3652
1784.414463589284,2752,1312,3661
1791.4261216006146,2752,1307,3668
1798.2000706025349,2747,1300,3673
1805.458596388427,2752,1304,3677
1812.5425223426496,2752,1300,3684
1819.6271756419098,2754,1295,3692
1826.6115355989439,2748,1286,3698
1833.857040399371,2745,1280,3704
1840.9091613849237,2743,1274,3711
1847.8785154095942,2739,1265,3720
1854.9139343856011,2732,1252,3728
1861.9325604761273,2732,1253,3731
1868.85473896748,2720,1239,3735
1876.0116763502556,2722,1243,3737
1883.0164757474704,2721,1237,3743
1890.0683852120792,2724,1239,3746
1897.115948218323,2725,1235,3752
1904.1208204155105,2715,1225,3755
1911.1534047955124,2711,1219,3762
1918.1785109206226,2713,1218,3767
1925.1771453877377,2705,1204,3774
1932.195119536174,2705,1204,3776
1939.2302234432677,2709,1204,3780
1946.403080623348,2705,1200,3784
1953.5362320205718,2705,1198,3790
1960.4818503647416,2702,1193,3793
1967.6537677476135,2696,1189,3796
1974.6625690453923,2687,1176,3802
1981.6520194990085,2691,1177,3807
1988.6384602188657,2688,1169,3814
1995.6842709856992,2686,1163,3818
2002.6566474092526,2683,1158,3823
2009.7114487306287,2685,1154,3831
2016.712452925151,2681,1148,3835
2023.6592471218019,2689,1153,3840
2030.7864215721158,2679,1141,3845
2037.7424963897793,2671,1129,3852
2044.8267273499582,2676,1127,3860
2051.911124255433,2675,1123,3866
2058.9639676509632,2674,1118,3870
2066.0071627811153,2665,1109,3875
2073.1218954576816,2659,1099,3881
2080.2315905393025,2664,1100,3887
2087.203288239808,2661,1089,3896
2094.2943655344416,2659,1085,3903
2101.405217196397,2659,1083,3907
2108.416042256571,2660,1081,3910
2115.4668634673876,2655,1075,3913
2122.5360902768534,2651,1064,3921
2129.58253392793,2653,1063,3925
2136.7396710647427,2651,1062,3926
2143.6899572632906,2641,1051,3928
2150.742239541879,2646,1053,3933
2157.763577350179,2645,1051,3935
2164.7148320025344,2649,1053,3938
2171.8642891914883,2643,1040,3946
2178.885103166862,2645,1042,3947
2185.8423129150024,2644,1039,3949
2193.0063677140074,2639,1033,3953
2200.0181951571512,2637,1030,3955
2207.0362330487824,2637,1024,3963
2214.052173900736,2633,1024,3963
2221.103348104938,2635,1022,3967
2228.1642386001904,2634,1018,3972
2235.2036408235285,2637,1015,3978
2242.1456298322732,2633,1009,3981
2249.2840030421667,2634,1006,3986
2256.4340917583027,2630,1000,3991
2263.464103521405,2624,994,3993
2270.5220717012216,2627,997,3994
2277.395789152091,2624,989,4000
2284.540856681974,2617,982,4001
2291.550871005906,2621,987,4003
2298.6801980743444,2617,978,4010
2305.7455632320325,2614,973,4013
2312.76111544597,2615,970,4018
2319.7385230588548,2614,965,4022
2326.893948635605,2607,957,4025
2333.90839353228,2606,951,4030
2340.900660528757,2609,954,4031
2347.8496301595324,2609,954,4034
2354.9563602875924,2608,952,4036
2361.9981921899653,2606,945,4042
2369.143703986672,2605,942,4044
2376.1927048202256,2607,940,4051
2383.20468448262,2600,931,4055
2390.22896070153,2602,929,4060
2397.2568717851486,2605,929,4064
2404.3246554720286,2602,923,4068
2411.3510471538148,2592,915,4069
2418.435135946276,2590,911,4071
2425.461106566851,2589,909,4073
2432.5597392163677,2591,913,4073
2439.5782752238883,2584,905,4076
2446.6547780128285,2587,909,4077
2453.6307475054305,2587,906,4081
2460.668030174146,2587,905,4082
2467.740949028722,2584,899,4085
2474.7703995928155,2590,901,4090
2481.642368954281,2583,896,4090
2488.8027493603895,2580,893,4091
2495.847579518699,2581,892,4094
2502.8603755861036,2584,895,4095
2509.875201989714,2578,889,4100
2516.862651796136,2574,880,4106
2523.926345987374,2573,876,4109
2530.9305993639687,2572,874,4110
2538.0862023265954,2568,869,4112
2545.05075741777,2570,872,4113
2552.136946163174,2573,872,4116
2559.1504355654015,2576,874,4118
2566.1870543566806,2573,870,4119
2573.3984677339613,2575,870,4124
2580.3645356994566,2571,864,4126
2587.4016674161667,2576,869,4127
2594.419725164219,2566,857,4130
2601.4365175767,2569,861,4132
2608.395660018597,2565,857,4135
2615.4582127415983,2561,855,4135
2622.6271367192626,2559,849,4140
2629.6483093476054,2555,841,4144
2636.779429536747,2552,837,4146
2643.7975003385964,2552,838,4146
2650.781380095925,2558,840,4150
2657.872994610066,2557,839,4151
2664.9126804942653,2554,835,4153
2671.9996159131956,2556,835,4155
2679.0136933719814,2553,829,4158
2685.9842288508776,2552,826,4162
2693.034246510816,2556,826,4166
2700.1095670783143,2552,821,4168
2707.1224920299833,2553,820,4170
2713.986823292747,2550,816,4174
2721.2171010589477,2546,812,4175
2728.2372399111446,2553,815,4180
2735.1191496704414,2547,808,4182
2742.2422838535917,2546,804,4186
2749.348118393284,2541,799,4187
2756.428999577153,2543,798,4190
