Time [in1 = 1; in2 = 0],sp1,sp1 (low),sp1 (high)
0,0,0,0
17.356985254166133,0,0,0
38.8151300740443,0,0,0
63.867167565406554,0,0,0
86.17033624248744,0,0,0
108.47350491956833,0,0,0
139.6651014159693,0,0,0
170.8566979123703,0,0,0
189.2834133783298,0,0,0
207.71012884428933,0,0,0
226.13684431024888,0,0,0
244.5635597762084,0,0,0
266.6252456584628,0,0,0
288.68693154071724,0,0,0
310.7486174229716,0,0,0
332.81030330522606,0,0,0
357.224987292962,0,0,0
381.63967128069794,0,0,0
406.0543552684339,0,0,0
430.4690392561698,0,0,0
455.9544309277445,0,0,0
481.4398225993192,0,0,0
506.9252142708939,0,0,0
532.4106059424686,0,0,0
558.9477062781223,0,0,0
585.4848066137761,0,0,0
612.0219069494298,0,0,0
638.5590072850835,0,0,0
665.5426256070092,0,0,0
692.526243928935,0,0,0
719.5098622508606,0,0,0
746.4934805727863,0,0,0
773.9165792550516,0,0,0
801.3396779373168,0,0,0
828.762776619582,0,0,0
856.1858753018473,0,0,0
883.7870587735272,0,0,0
911.3882422452072,0,0,0
938.9894257168871,0,0,0
966.590609188567,0,0,0
994.3706895755972,0,0,0
1022.1507699626276,0,0,0
1049.930850349658,0,0,0
1077.7109307366882,0,0,0
1106.202419763536,0,0,0
1134.693908790384,0,0,0
1163.1853978172321,0,0,0
1191.67688684408,0,0,0
1221.5854365593623,0,0,0
1251.4939862746444,0,0,0
1281.4025359899265,0,0,0
1311.3110857052088,0,0,0
1342.5650367050162,0,0,0
1373.8189877048233,0,0,0
1405.0729387046304,0,0,0
1436.3268897044377,0,0,0
1469.3757761366978,0,0,0
1502.424662568958,0,0,0
1535.4735490012183,0,0,0
1568.5224354334784,0,0,0
1603.4475700031026,0,0,0
1638.3727045727264,0,0,0
1673.2978391423505,0,0,0
1708.2229737119746,0,0,0
1745.402346511999,0,0,0
1782.5817193120233,0,0,0
1819.761092112048,0,0,0
1856.9404649120722,0,0,0
1896.5911558736677,0,0,0
1936.2418468352635,0,0,0
1975.892537796859,0,0,0
2015.5432287584545,0,0,0
2058.079467148661,0,0,0
2100.6157055388676,0,0,0
2143.1519439290746,0,0,0
2185.688182319281,0,0,0
2231.485441177767,0,0,0
2277.282700036252,0,0,0
2323.079958894738,0,0,0
2368.8772177532237,0,0,0
2418.4823227130896,0,0,0
2468.0874276729555,0,0,0
2517.6925326328214,0,0,0
2567.2976375926874,0,0,0
2621.3167532839225,0,0,0
2675.3358689751576,0,0,0
2729.354984666393,0,0,0
2783.3741003576283,0,0,0
2842.621156405457,0,0,0
2901.868212453286,0,0,0
2961.1152685011148,0,0,0
3020.3623245489434,0,0,0
3085.8344150770313,0,0,0
3151.306505605119,0,0,0
3216.7785961332074,0,0,0
3282.2506866612953,0,0,0
3355.2790966055095,0,0,0
3428.307506549724,0,0,0
3501.3359164939384,0,0,0
3574.3643264381526,0,0,0
3656.6932822373155,0,0,0
3739.0222380364785,0,0,0
3821.351193835642,0,0,0
3903.680149634805,0,0,0
3997.7148724577482,0,0,0
4091.749595280692,0,0,0
4185.784318103635,0,0,0
4279.819040926579,0,0,0
4388.928018135856,0,0,0
4498.036995345134,0,0,0
4607.14597255441,0,0,0
4716.254949763687,0,0,0
4845.383771800202,0,0,0
4974.512593836716,0,0,0
5103.641415873231,0,0,0
5232.770237909746,0,0,0
5389.488791348313,0,0,0
5546.207344786878,0,0,0
5702.925898225443,0,0,0
5859.6444516640095,0,0,0
6056.335484244412,0,0,0
6253.026516824815,0,0,0
6449.717549405219,0,0,0
6646.408581985622,0,0,0
6905.221775913603,0,0,0
7164.034969841583,0,0,0
7422.848163769564,0,0,0
7681.661357697545,0,0,0
8049.058683537689,0,0,0
8416.456009377835,0,0,0
8783.853335217978,0,0,0
9151.250661058122,0,0,0
9756.570837700081,0,0,0
10361.89101434204,0,0,0
10967.211190984,0,0,0
11572.53136762596,0,0,0
12266.97113603633,0,0,0
12961.410904446702,0,0,0
13655.850672857074,0,0,0
14350.290441267445,0,0,0
14685.12523126628,0,0,0
15019.960021265117,0,0,0
15354.794811263953,0,0,0
15689.629601262788,0,0,0
16045.337452781474,0,0,0
16401.045304300158,0,0,0
16756.753155818846,0,0,0
17112.46100733753,0,0,0
17643.855085054063,0,0,0
17999.99999982,0,0,0
18000,0,0,0
