Time,sp1,sp2,sp3,sp4
0,0,0,0,0
0.2185119967458075,0,0,0,0
0.7318324675759849,0,0,0,0
1.00695575522238,0,0,0,0
1.3765048651602796,0,0,0,0
1.715751760738807,0,0,0,0
2.1265179397248644,0,0,0,0
2.5334974179516023,0,0,0,1
2.8762640003132693,0,0,0,1
3.1765069514432085,0,0,0,1
3.4937423579351905,0,0,0,1
3.713553598416215,0,0,0,1
4.373231918229864,0,0,0,1
4.729162469571792,0,0,0,1
5.076965613179388,0,0,0,1
5.68826781639414,0,0,0,1
6.132685749317669,0,0,0,1
6.4538488564907865,0,0,0,1
6.753214627178868,0,0,0,1
7.0061937179619616,0,0,0,1
7.439658843891573,1,0,0,1
7.685720528982878,1,0,0,1
299.9999970768572,1,0,0,1
