Time [in1 = 1; in2 = 0],sp1,sp1 (low),sp1 (high)
0,0,0,0
15.443970720939776,0,0,0
31.6987796865722,0,0,0
48.19131684561075,0,0,0
67.71427210037132,0,0,0
93.34606346179416,0,0,0
111.90338331134714,0,0,0
131.93016210283787,0,0,0
153.6195248653355,0,0,0
176.97147159884005,0,0,0
201.6237387314418,0,0,0
227.5763262631407,0,0,0
254.94638381128195,0,0,0
283.73391137586555,0,0,0
313.7763811790746,0,0,0
345.0737932209089,0,0,0
377.74435262643846,0,0,0
411.78805939566314,0,0,0
428.8099127802755,0,0,0
447.18906979005095,0,0,0
465.56822679982645,0,0,0
483.9473838096019,0,0,0
502.3265408193773,0,0,0
522.2173429193464,0,0,0
542.1081450193153,0,0,0
561.9989471192844,0,0,0
581.8897492192534,0,0,0
603.3944359701419,0,0,0
624.8991227210304,0,0,0
646.4038094719187,0,0,0
667.9084962228072,0,0,0
691.2498454588205,0,0,0
714.5911946948336,0,0,0
737.9325439308468,0,0,0
761.27389316686,0,0,0
786.6794131812079,0,0,0
812.0849331955558,0,0,0
837.4904532099038,0,0,0
862.8959732242516,0,0,0
890.7072055377183,0,0,0
918.518437851185,0,0,0
946.3296701646517,0,0,0
974.1409024781184,0,0,0
1004.7625758115393,0,0,0
1035.38424914496,0,0,0
1066.0059224783809,0,0,0
1096.6275958118017,0,0,0
1130.616432137211,0,0,0
1164.6052684626202,0,0,0
1198.5941047880292,0,0,0
1232.5829411134384,0,0,0
1270.6522697102923,0,0,0
1308.7215983071465,0,0,0
1346.7909269040006,0,0,0
1384.8602555008545,0,0,0
1427.9919772770165,0,0,0
1471.1236990531784,0,0,0
1514.2554208293404,0,0,0
1557.3871426055025,0,0,0
1606.9244572887483,0,0,0
1656.461771971994,0,0,0
1705.9990866552396,0,0,0
1755.5364013384853,0,0,0
1813.413277688754,0,0,0
1871.290154039023,0,0,0
1929.1670303892918,0,0,0
1987.0439067395605,0,0,0
2056.1247166122457,0,0,0
2125.2055264849314,0,0,0
2194.2863363576166,0,0,0
2263.367146230302,0,0,0
2348.152354196791,0,0,0
2432.93756216328,0,0,0
2517.7227701297693,0,0,0
2602.5079780962583,0,0,0
2710.5547576267973,0,0,0
2818.601537157336,0,0,0
2926.648316687875,0,0,0
3034.695096218414,0,0,0
3180.1947833793956,0,0,0
3325.6944705403766,0,0,0
3471.194157701358,0,0,0
3616.6938448623396,0,0,0
3832.2250767966602,0,0,0
4047.756308730981,0,0,0
4263.287540665302,0,0,0
4478.818772599622,0,0,0
4845.802109684671,0,0,0
5212.78544676972,0,0,0
5579.768783854769,0,0,0
5946.752120939818,0,0,0
6142.51690495187,0,0,0
6338.281688963922,0,0,0
6534.046472975973,0,0,0
6729.811256988025,0,0,0
6945.671502405729,0,0,0
7161.531747823434,0,0,0
7377.391993241138,0,0,0
7593.2522386588425,0,0,0
7849.795671158801,0,0,0
8106.33910365876,0,0,0
8362.882536158719,0,0,0
8619.425968658677,0,0,0
8865.398502885233,0,0,0
9111.371037111789,0,0,0
9357.343571338344,0,0,0
9603.3161055649,0,0,0
9811.502926031775,0,0,0
10019.689746498652,0,0,0
10227.87656696553,0,0,0
10436.063387432405,0,0,0
10629.882188029973,0,0,0
10823.700988627541,0,0,0
11017.519789225107,0,0,0
11211.338589822675,0,0,0
11424.516778299127,0,0,0
11637.694966775576,0,0,0
11850.873155252026,0,0,0
12064.051343728477,0,0,0
12306.466414783228,0,0,0
12548.881485837977,0,0,0
12791.296556892728,0,0,0
13033.71162794748,0,0,0
13271.363449345958,0,0,0
13509.015270744438,0,0,0
13746.667092142918,0,0,0
13984.318913541396,0,0,0
14196.217815892565,0,0,0
14408.116718243735,0,0,0
14620.015620594906,0,0,0
14831.914522946076,0,0,0
15033.001939105192,0,0,0
15234.089355264308,0,0,0
15435.176771423425,0,0,0
15636.264187582541,0,0,0
15850.822614896924,0,0,0
16065.38104221131,0,0,0
16279.939469525692,0,0,0
16494.497896840076,0,0,0
16728.936906046183,0,0,0
16963.375915252287,0,0,0
17197.81492445839,0,0,0
17432.2539336645,0,0,0
17664.3011414543,0,0,0
17896.3483492441,0,0,0
17999.99999982,0,0,0
18000,0,0,0
