Time,sp_0,sp_1,sp_2,sp4,sp5,sp6,sp7,sp8,sp9
0,13,10,10,0,0,0,0,0,0
22.20978811874471,13,10,10,0,0,0,0,0,0
36.931560307712466,13,10,10,0,0,0,0,0,0
47.3578921552823,13,10,10,0,0,0,0,0,0
60.18480642064701,13,10,10,0,0,0,0,0,0
70.1022921743088,13,10,10,0,0,0,0,0,0
137.62011868944316,13,10,10,0,0,0,0,0,0
149.79946449657945,13,10,10,0,0,0,0,0,0
165.06082374889155,13,10,10,0,0,0,0,0,0
172.67675675275154,13,10,10,0,0,0,0,0,0
195.60969108385132,13,10,10,0,0,0,0,0,0
234.0437563271768,13,10,10,0,0,0,0,0,0
254.4747722679172,13,10,10,0,0,0,0,0,0
267.8692376859337,13,10,10,0,0,0,0,0,0
295.81174226375316,13,10,10,0,0,0,0,0,0
307.43816273479365,13,10,10,0,0,0,0,0,0
330.4532078509256,13,10,10,0,0,0,0,0,0
351.3628635385823,13,8,8,0,0,0,2,2,0
415.0552497440663,13,8,8,0,0,0,2,2,0
447.6978371202807,13,7,7,0,0,0,3,3,0
467.3985278399385,12,8,7,1,1,0,3,2,0
479.01837445601626,12,8,7,1,1,0,3,2,0
497.1228833960702,11,8,6,2,2,0,4,2,0
568.1910290343042,11,8,6,2,2,0,4,2,0
578.2259172325619,11,8,6,2,2,0,4,2,0
594.5741336977201,10,9,6,3,3,0,4,1,0
601.814122096709,10,9,6,3,3,0,4,1,0
619.6218195308826,10,9,6,3,3,0,4,1,0
638.7897308185152,10,9,6,3,3,0,4,1,0
649.4882838951708,10,9,6,3,3,0,4,1,0
657.8446000806018,10,9,6,3,3,0,4,1,0
677.7610068828307,10,9,6,3,3,0,4,1,0
687.9039989651603,10,9,6,3,3,0,4,1,0
699.4800682523588,10,9,6,3,3,0,4,1,0
718.9092702980787,10,9,6,3,3,0,4,1,0
743.9904319721294,10,9,6,3,3,0,4,1,0
759.6086597846976,10,9,6,3,3,0,4,1,0
765.8161332817677,10,9,6,3,3,0,4,1,0
776.0609159556527,10,9,6,3,3,0,4,1,0
786.7345142282744,10,9,6,3,3,0,4,1,0
797.651342130284,10,9,6,3,3,0,4,1,0
824.1155027640154,10,9,6,3,3,0,4,1,0
846.4065186153675,10,9,6,3,3,0,4,1,0
871.6416076727269,10,9,6,3,3,0,4,1,0
890.1003883401406,10,9,6,3,3,0,4,1,0
918.5262865793819,10,9,6,3,3,0,4,1,0
