Time	fuel	input1	origami	sp_0	sp_1	sp_3	sp_2	sp_4
0	3	1	1	0	0	0	0	0
10	2.99998655953953	0.997008975843849	0.997008975843849	0.0029775873550814	5.68938900143447E-08	1.2163551980691E-05	1.2126957848664E-06	3.65941320269742E-09
20	2.99994649994815	0.994035790725784	0.994035790725784	0.00591073832497505	6.55005913843446E-08	4.85504078598073E-05	4.82593815842125E-06	2.91026275594865E-08
30	2.9998801982471	0.991080285615769	0.991080285615769	0.00880001026515576	-7.45628416159309E-08	0.000108889710824698	1.07913372633799E-05	9.76338190898947E-08
40	2.9997880279234	0.988142303185355	0.988142303185355	0.0116459547794338	1.72865463590043E-08	0.000192477044235942	1.90176630400083E-05	2.30041383585788E-07
50	2.99967035852876	0.985221688056286	0.985221688056286	0.0144491170773537	3.26786356305482E-08	0.000299238352472752	2.94772303596966E-05	4.4660488757863E-07
60	2.99952755525587	0.982318287079866	0.982318287079866	0.0172100352812091	6.50582656785708E-08	0.000428738709686149	4.21067657563921E-05	7.67105212222983E-07
70	2.99935998117009	0.979431947785133	0.979431947785133	0.0199292442060068	6.44376866403944E-08	0.000580675973791792	5.68567763097811E-05	1.21082106939798E-06
80	2.99916799397267	0.976562520588865	0.976562520588865	0.0226072699346578	-7.9240920623324E-09	0.00075474309142327	7.36777582619858E-05	1.79655088034108E-06
90	2.9989519480033	0.973709857411066	0.973709857411066	0.0252446332040542	1.44867803220839E-07	0.000950331379153515	9.24905260802774E-05	2.54261183507404E-06
100	2.99871219425685	0.970873811643625	0.970873811643625	0.0278418494583432	9.08510633333909E-08	0.00116749822451113	0.000113282977330811	3.46684512030152E-06
110	2.99844907973221	0.968054238592225	0.968054238592225	0.030399427767889	1.55415478302431E-07	0.00140561656764393	0.000135975028865055	4.58662789933505E-06
120	2.99816294790915	0.965250995132318	0.965250995132318	0.0329178716534805	1.48407228052224E-07	0.00166453164270389	0.000160534287615979	5.918876654407E-06
130	2.99785413869127	0.962463939736629	0.962463939736629	0.035397679009125	8.46408549403249E-08	0.00194390601217211	0.000186910546737833	7.48005447937398E-06
140	2.99752298819786	0.959692932615059	0.959692932615059	0.0378393417631067	1.37336343066237E-07	0.00224326207771184	0.000215040027435661	9.28618033551984E-06
150	2.99716982903805	0.95693783551018	0.95693783551018	0.0402433463610712	1.31551967434206E-07	0.00256244234252211	0.000244891401026107	1.13528332260999E-05
160	2.99679499002406	0.954198511897901	0.954198511897901	0.0426101732890602	1.82919456670893E-07	0.00290102899415847	0.000276407736498934	1.36951629169115E-05
170	2.99639879665442	0.951474826629406	0.951474826629406	0.0449402979157843	7.09112050818577E-08	0.00325891322145132	0.000309563431357433	1.63278907876981E-05
180	2.9959815708063	0.948766646147403	0.948766646147403	0.0472341899796113	1.68527233505534E-07	0.00363545031431081	0.000344279710700271	1.92653207308102E-05
190	2.99554363068565	0.946073838520059	0.946073838520059	0.0494923135125776	3.97553203626418E-08	0.00403073473820981	0.00038055212681653	2.25213470044511E-05
200	2.99508529106605	0.94339627326073	0.94339627326073	0.0517151272635722	2.38682711155009E-07	0.00444396435725406	0.000418286977466544	2.61094582588658E-05
210	2.99460686349742	0.940733821164417	0.940733821164417	0.053903085072904	1.33484944151454E-07	0.00487541843429386	0.00045749910349832	3.00427399310735E-05
220	2.99410865566893	0.938086354783746	0.938086354783746	0.0560566347778856	1.56966305655503E-07	0.0053244122473177	0.000498107332011574	3.43338927201987E-05
230	2.99359097211782	0.935453747893598	0.935453747893598	0.0581762194511142	2.10661403183602E-07	0.00579074726715192	0.000540079499823166	3.89952268920258E-05
240	2.99305411402916	0.932835875635964	0.932835875635964	0.0602622770654428	2.25794720348789E-07	0.00627420136714211	0.000583381464476223	4.40386722379902E-05
250	2.99249837895862	0.930232614733843	0.930232614733843	0.0623152400155408	1.55473780916675E-07	0.00677453616075535	0.000627977825319689	4.94757907558457E-05
260	2.99192406120143	0.927643843208136	0.927643843208136	0.0643355357696427	1.95887533950335E-07	0.00729129557698312	0.000673811781356919	5.5317776341391E-05
